cancellation_id,flight_id,cancellation_reason,cancelled_at
CXL002869,FLT0059194,Airport Closure,2026-03-24 03:45:00
CXL002870,FLT0059223,Air Traffic Control,2026-04-22 10:30:00
CXL002871,FLT0059242,Airport Closure,2026-06-23 05:15:00
CXL002872,FLT0059284,Crew Shortage,2026-01-09 12:15:00
CXL002873,FLT0059290,Air Traffic Control,2026-04-26 23:00:00
CXL002874,FLT0059328,Airport Closure,2025-11-06 22:30:00
CXL002875,FLT0059369,Airport Closure,2026-01-23 23:45:00
CXL002876,FLT0059427,Crew Shortage,2025-10-10 00:15:00
CXL002877,FLT0059448,Mechanical Issue,2025-10-14 16:30:00
CXL002878,FLT0059449,Severe Weather,2026-04-29 20:45:00
CXL002879,FLT0059491,Mechanical Issue,2025-12-18 01:15:00
CXL002880,FLT0059504,Low Booking Demand,2025-08-08 08:30:00
CXL002881,FLT0059506,Air Traffic Control,2026-07-23 04:30:00
CXL002882,FLT0059510,Severe Weather,2026-01-26 15:15:00
CXL002883,FLT0059513,Mechanical Issue,2025-10-24 07:30:00
CXL002884,FLT0059525,Mechanical Issue,2025-11-09 03:00:00
CXL002885,FLT0059579,Crew Shortage,2025-12-26 16:30:00
CXL002886,FLT0059580,Severe Weather,2025-12-28 07:30:00
CXL002887,FLT0059623,Mechanical Issue,2026-02-03 09:15:00
CXL002888,FLT0059668,Crew Shortage,2026-03-13 00:30:00
CXL002889,FLT0059700,Low Booking Demand,2025-09-21 06:15:00
CXL002890,FLT0059709,Severe Weather,2026-07-23 14:30:00
CXL002891,FLT0059768,Air Traffic Control,2026-03-19 11:15:00
CXL002892,FLT0059783,Severe Weather,2025-12-24 19:00:00
CXL002893,FLT0059845,Low Booking Demand,2026-06-12 17:00:00
CXL002894,FLT0059848,Crew Shortage,2026-04-11 23:15:00
CXL002895,FLT0059851,Severe Weather,2026-05-13 09:45:00
CXL002896,FLT0059907,Airport Closure,2025-09-07 01:15:00
CXL002897,FLT0059920,Severe Weather,2026-05-13 10:30:00
CXL002898,FLT0059950,Mechanical Issue,2026-07-24 11:00:00
CXL002899,FLT0059965,Mechanical Issue,2026-05-16 02:45:00
CXL002900,FLT0059995,Severe Weather,2025-08-07 19:00:00
CXL002901,FLT0060018,Severe Weather,2025-12-13 06:30:00
CXL002902,FLT0060056,Crew Shortage,2026-06-07 14:45:00
CXL002903,FLT0060071,Mechanical Issue,2026-05-06 17:00:00
CXL002904,FLT0060076,Crew Shortage,2025-12-12 12:45:00
CXL002905,FLT0060112,Severe Weather,2025-08-31 04:00:00
CXL002906,FLT0060114,Low Booking Demand,2026-07-11 19:15:00
CXL002907,FLT0060156,Air Traffic Control,2025-08-25 20:15:00
CXL002908,FLT0060164,Mechanical Issue,2026-06-09 08:30:00
CXL002909,FLT0060169,Air Traffic Control,2026-04-09 05:00:00
CXL002910,FLT0060183,Low Booking Demand,2026-05-17 11:45:00
CXL002911,FLT0060187,Severe Weather,2025-09-26 18:45:00
CXL002912,FLT0060202,Mechanical Issue,2026-02-20 03:45:00
CXL002913,FLT0060222,Airport Closure,2026-04-21 07:00:00
CXL002914,FLT0060225,Low Booking Demand,2026-06-06 00:30:00
CXL002915,FLT0060244,Crew Shortage,2025-10-14 15:15:00
CXL002916,FLT0060249,Mechanical Issue,2026-02-02 18:45:00
CXL002917,FLT0060260,Air Traffic Control,2025-11-11 17:00:00
CXL002918,FLT0060328,Airport Closure,2025-11-03 12:00:00
CXL002919,FLT0060339,Mechanical Issue,2025-10-09 22:00:00
CXL002920,FLT0060348,Mechanical Issue,2025-10-22 23:30:00
CXL002921,FLT0060370,Airport Closure,2025-08-08 06:30:00
CXL002922,FLT0060378,Low Booking Demand,2025-10-21 13:00:00
CXL002923,FLT0060388,Crew Shortage,2026-05-29 14:30:00
CXL002924,FLT0060428,Mechanical Issue,2026-02-15 20:30:00
CXL002925,FLT0060437,Low Booking Demand,2026-06-09 23:45:00
CXL002926,FLT0060457,Low Booking Demand,2026-06-25 07:45:00
CXL002927,FLT0060505,Airport Closure,2026-05-04 22:45:00
CXL002928,FLT0060514,Severe Weather,2026-07-21 01:00:00
CXL002929,FLT0060519,Low Booking Demand,2025-10-21 01:15:00
CXL002930,FLT0060555,Severe Weather,2025-12-05 19:15:00
CXL002931,FLT0060557,Low Booking Demand,2025-09-30 03:30:00
CXL002932,FLT0060572,Low Booking Demand,2025-09-09 10:00:00
CXL002933,FLT0060588,Low Booking Demand,2026-05-24 15:45:00
CXL002934,FLT0060589,Crew Shortage,2025-11-24 19:30:00
CXL002935,FLT0060607,Air Traffic Control,2025-12-17 18:45:00
CXL002936,FLT0060640,Airport Closure,2026-04-04 14:15:00
CXL002937,FLT0060644,Mechanical Issue,2026-06-18 17:30:00
CXL002938,FLT0060659,Airport Closure,2025-12-16 11:00:00
CXL002939,FLT0060673,Air Traffic Control,2025-10-11 14:15:00
CXL002940,FLT0060687,Airport Closure,2025-10-30 14:00:00
CXL002941,FLT0060690,Air Traffic Control,2025-08-15 02:45:00
CXL002942,FLT0060720,Crew Shortage,2025-12-19 09:45:00
CXL002943,FLT0060735,Air Traffic Control,2025-11-20 07:00:00
CXL002944,FLT0060777,Airport Closure,2026-05-15 21:15:00
CXL002945,FLT0060807,Airport Closure,2025-11-20 23:15:00
CXL002946,FLT0060813,Low Booking Demand,2026-05-16 06:00:00
CXL002947,FLT0060823,Severe Weather,2026-05-06 14:45:00
CXL002948,FLT0060846,Low Booking Demand,2026-06-05 20:45:00
CXL002949,FLT0060875,Crew Shortage,2026-01-10 14:30:00
CXL002950,FLT0060936,Crew Shortage,2026-04-01 19:30:00
CXL002951,FLT0060958,Airport Closure,2025-11-15 03:45:00
CXL002952,FLT0060987,Severe Weather,2025-12-19 17:45:00
CXL002953,FLT0060992,Severe Weather,2026-03-01 11:30:00
CXL002954,FLT0060998,Crew Shortage,2026-03-06 21:15:00
CXL002955,FLT0061013,Airport Closure,2025-08-04 23:30:00
CXL002956,FLT0061096,Mechanical Issue,2026-01-01 03:30:00
CXL002957,FLT0061110,Crew Shortage,2026-01-16 10:15:00
CXL002958,FLT0061173,Mechanical Issue,2025-12-26 13:00:00
CXL002959,FLT0061216,Air Traffic Control,2025-12-20 10:15:00
CXL002960,FLT0061233,Low Booking Demand,2025-11-20 19:30:00
CXL002961,FLT0061240,Airport Closure,2025-11-05 09:45:00
CXL002962,FLT0061245,Airport Closure,2025-11-22 19:00:00
CXL002963,FLT0061300,Crew Shortage,2026-05-14 08:00:00
CXL002964,FLT0061309,Severe Weather,2026-01-27 21:00:00
CXL002965,FLT0061319,Mechanical Issue,2025-09-27 08:15:00
CXL002966,FLT0061338,Mechanical Issue,2025-11-10 17:30:00
CXL002967,FLT0061358,Low Booking Demand,2025-12-24 12:30:00
CXL002968,FLT0061374,Low Booking Demand,2026-07-29 18:15:00
CXL002969,FLT0061406,Air Traffic Control,2026-02-18 10:45:00
CXL002970,FLT0061478,Air Traffic Control,2025-11-19 03:30:00
CXL002971,FLT0061479,Severe Weather,2025-08-30 09:15:00
CXL002972,FLT0061491,Crew Shortage,2025-11-05 01:15:00
CXL002973,FLT0061512,Air Traffic Control,2026-03-18 22:00:00
CXL002974,FLT0061514,Airport Closure,2025-09-20 09:15:00
CXL002975,FLT0061545,Mechanical Issue,2026-05-08 16:30:00
CXL002976,FLT0061553,Crew Shortage,2026-05-24 04:00:00
CXL002977,FLT0061560,Airport Closure,2025-11-27 00:15:00
CXL002978,FLT0061567,Mechanical Issue,2026-05-23 14:45:00
CXL002979,FLT0061593,Low Booking Demand,2026-05-25 23:00:00
CXL002980,FLT0061604,Low Booking Demand,2025-09-03 02:30:00
CXL002981,FLT0061620,Severe Weather,2026-01-26 04:00:00
CXL002982,FLT0061773,Airport Closure,2026-06-22 05:45:00
CXL002983,FLT0061785,Crew Shortage,2025-12-19 09:30:00
CXL002984,FLT0061787,Air Traffic Control,2025-09-09 19:30:00
CXL002985,FLT0061807,Low Booking Demand,2025-10-20 12:15:00
CXL002986,FLT0061812,Crew Shortage,2026-05-09 18:15:00
CXL002987,FLT0061850,Mechanical Issue,2025-08-19 15:30:00
CXL002988,FLT0061865,Airport Closure,2026-03-21 01:30:00
CXL002989,FLT0061880,Mechanical Issue,2026-01-26 12:15:00
CXL002990,FLT0061884,Mechanical Issue,2025-09-15 07:00:00
CXL002991,FLT0061903,Severe Weather,2025-11-23 21:00:00
CXL002992,FLT0061906,Air Traffic Control,2026-06-11 17:15:00
CXL002993,FLT0061982,Airport Closure,2026-01-20 18:00:00
CXL002994,FLT0062010,Low Booking Demand,2026-07-23 12:30:00
CXL002995,FLT0062081,Airport Closure,2026-06-21 06:45:00
CXL002996,FLT0062087,Severe Weather,2026-03-17 02:00:00
CXL002997,FLT0062097,Mechanical Issue,2026-06-24 08:30:00
CXL002998,FLT0062133,Air Traffic Control,2026-05-16 11:00:00
CXL002999,FLT0062141,Mechanical Issue,2026-04-24 18:15:00
CXL003000,FLT0062151,Air Traffic Control,2026-03-06 13:00:00
CXL003001,FLT0062180,Mechanical Issue,2026-02-15 21:45:00
CXL003002,FLT0062259,Mechanical Issue,2026-01-14 03:00:00
CXL003003,FLT0062263,Airport Closure,2025-11-13 04:15:00
CXL003004,FLT0062308,Air Traffic Control,2025-08-20 11:30:00
CXL003005,FLT0062328,Mechanical Issue,2026-07-26 01:15:00
CXL003006,FLT0062443,Crew Shortage,2025-10-22 00:00:00
CXL003007,FLT0062446,Airport Closure,2026-02-02 20:45:00
CXL003008,FLT0062450,Mechanical Issue,2025-12-11 12:15:00
CXL003009,FLT0062472,Air Traffic Control,2026-05-06 11:00:00
CXL003010,FLT0062478,Airport Closure,2025-09-24 17:45:00
CXL003011,FLT0062481,Low Booking Demand,2025-08-28 01:00:00
CXL003012,FLT0062492,Mechanical Issue,2025-11-26 23:45:00
CXL003013,FLT0062516,Severe Weather,2025-11-26 10:30:00
CXL003014,FLT0062533,Crew Shortage,2025-10-23 06:45:00
CXL003015,FLT0062536,Air Traffic Control,2026-04-19 00:30:00
CXL003016,FLT0062583,Air Traffic Control,2026-05-24 05:45:00
CXL003017,FLT0062600,Low Booking Demand,2026-01-29 11:15:00
CXL003018,FLT0062606,Severe Weather,2026-05-22 03:00:00
CXL003019,FLT0062611,Crew Shortage,2025-11-22 22:00:00
CXL003020,FLT0062614,Air Traffic Control,2026-06-02 07:30:00
CXL003021,FLT0062635,Air Traffic Control,2026-05-21 20:15:00
CXL003022,FLT0062691,Low Booking Demand,2025-11-12 02:00:00
CXL003023,FLT0062704,Low Booking Demand,2026-07-27 12:45:00
CXL003024,FLT0062715,Low Booking Demand,2025-11-18 10:30:00
CXL003025,FLT0062797,Air Traffic Control,2026-02-24 21:30:00
CXL003026,FLT0062813,Airport Closure,2026-04-12 17:15:00
CXL003027,FLT0062817,Air Traffic Control,2026-06-26 01:15:00
CXL003028,FLT0062823,Mechanical Issue,2025-10-14 03:30:00
CXL003029,FLT0062845,Low Booking Demand,2026-07-15 10:30:00
CXL003030,FLT0062869,Severe Weather,2025-09-12 00:45:00
CXL003031,FLT0062896,Crew Shortage,2026-05-12 06:30:00
CXL003032,FLT0062901,Mechanical Issue,2026-01-05 08:45:00
CXL003033,FLT0062923,Low Booking Demand,2025-10-28 19:00:00
CXL003034,FLT0062932,Airport Closure,2026-06-29 14:15:00
CXL003035,FLT0063027,Mechanical Issue,2026-05-13 16:15:00
CXL003036,FLT0063033,Airport Closure,2026-07-06 13:00:00
CXL003037,FLT0063071,Mechanical Issue,2025-12-12 10:15:00
CXL003038,FLT0063074,Low Booking Demand,2025-09-28 02:45:00
CXL003039,FLT0063081,Severe Weather,2025-10-06 15:15:00
CXL003040,FLT0063089,Low Booking Demand,2026-07-20 22:15:00
CXL003041,FLT0063110,Crew Shortage,2026-05-08 23:30:00
CXL003042,FLT0063114,Severe Weather,2026-04-15 23:15:00
CXL003043,FLT0063125,Crew Shortage,2026-03-15 02:30:00
CXL003044,FLT0063139,Crew Shortage,2026-05-17 19:30:00
CXL003045,FLT0063163,Air Traffic Control,2025-09-14 03:15:00
CXL003046,FLT0063175,Air Traffic Control,2026-01-23 00:15:00
CXL003047,FLT0063205,Severe Weather,2026-03-25 21:00:00
CXL003048,FLT0063225,Crew Shortage,2026-05-27 09:30:00
CXL003049,FLT0063279,Mechanical Issue,2026-07-20 00:15:00
CXL003050,FLT0063292,Low Booking Demand,2026-06-05 17:15:00
CXL003051,FLT0063301,Crew Shortage,2026-07-29 14:30:00
CXL003052,FLT0063317,Severe Weather,2026-03-06 07:15:00
CXL003053,FLT0063349,Air Traffic Control,2025-10-29 07:00:00
CXL003054,FLT0063358,Low Booking Demand,2025-09-21 04:15:00
CXL003055,FLT0063360,Mechanical Issue,2026-02-26 07:00:00
CXL003056,FLT0063377,Crew Shortage,2026-01-09 03:30:00
CXL003057,FLT0063387,Mechanical Issue,2026-04-08 20:15:00
CXL003058,FLT0063427,Air Traffic Control,2026-06-24 00:30:00
CXL003059,FLT0063437,Mechanical Issue,2025-11-28 00:30:00
CXL003060,FLT0063458,Airport Closure,2026-06-29 07:30:00
CXL003061,FLT0063461,Mechanical Issue,2025-11-15 16:15:00
CXL003062,FLT0063543,Severe Weather,2025-11-16 05:45:00
CXL003063,FLT0063544,Airport Closure,2025-11-30 23:45:00
CXL003064,FLT0063565,Severe Weather,2025-11-28 20:30:00
CXL003065,FLT0063566,Airport Closure,2025-08-29 07:00:00
CXL003066,FLT0063669,Airport Closure,2026-01-28 22:45:00
CXL003067,FLT0063680,Airport Closure,2026-06-17 16:00:00
CXL003068,FLT0063683,Air Traffic Control,2026-02-07 07:00:00
CXL003069,FLT0063715,Mechanical Issue,2026-03-04 05:45:00
CXL003070,FLT0063722,Severe Weather,2026-05-15 23:00:00
CXL003071,FLT0063737,Air Traffic Control,2026-06-05 18:15:00
CXL003072,FLT0063758,Airport Closure,2025-09-10 00:00:00
CXL003073,FLT0063787,Airport Closure,2026-01-16 19:00:00
CXL003074,FLT0063810,Airport Closure,2026-03-24 22:30:00
CXL003075,FLT0063819,Airport Closure,2026-06-29 01:45:00
CXL003076,FLT0063835,Crew Shortage,2026-05-16 17:00:00
CXL003077,FLT0063851,Low Booking Demand,2025-08-01 13:00:00
CXL003078,FLT0063867,Low Booking Demand,2025-09-08 16:30:00
CXL003079,FLT0063896,Mechanical Issue,2025-09-23 12:15:00
CXL003080,FLT0063914,Air Traffic Control,2025-08-18 11:00:00
CXL003081,FLT0063916,Crew Shortage,2025-11-08 05:45:00
CXL003082,FLT0063942,Severe Weather,2026-06-24 08:15:00
CXL003083,FLT0063945,Airport Closure,2026-01-22 01:15:00
CXL003084,FLT0063947,Severe Weather,2026-03-14 00:15:00
CXL003085,FLT0063956,Low Booking Demand,2026-06-09 18:00:00
CXL003086,FLT0063975,Mechanical Issue,2026-07-16 05:30:00
CXL003087,FLT0063996,Severe Weather,2026-01-12 23:45:00
CXL003088,FLT0064004,Low Booking Demand,2025-12-09 07:00:00
CXL003089,FLT0064007,Air Traffic Control,2025-08-12 00:30:00
CXL003090,FLT0064008,Air Traffic Control,2026-06-21 00:30:00
CXL003091,FLT0064023,Severe Weather,2026-07-02 03:45:00
CXL003092,FLT0064077,Low Booking Demand,2026-02-02 14:45:00
CXL003093,FLT0064084,Crew Shortage,2026-06-20 04:00:00
CXL003094,FLT0064085,Airport Closure,2025-09-13 15:15:00
CXL003095,FLT0064089,Severe Weather,2026-03-05 03:00:00
CXL003096,FLT0064154,Mechanical Issue,2026-03-16 15:30:00
CXL003097,FLT0064161,Air Traffic Control,2026-02-08 07:45:00
CXL003098,FLT0064173,Crew Shortage,2025-10-11 03:45:00
CXL003099,FLT0064179,Low Booking Demand,2025-11-13 05:15:00
CXL003100,FLT0064207,Air Traffic Control,2025-12-10 06:15:00
CXL003101,FLT0064217,Air Traffic Control,2026-06-05 17:30:00
CXL003102,FLT0064242,Severe Weather,2026-05-24 17:45:00
CXL003103,FLT0064285,Crew Shortage,2025-08-20 23:30:00
CXL003104,FLT0064309,Airport Closure,2025-09-18 13:45:00
CXL003105,FLT0064319,Low Booking Demand,2026-05-28 01:45:00
CXL003106,FLT0064321,Crew Shortage,2026-07-06 03:15:00
CXL003107,FLT0064330,Severe Weather,2025-12-02 20:30:00
CXL003108,FLT0064385,Crew Shortage,2026-07-25 14:30:00
CXL003109,FLT0064386,Crew Shortage,2025-08-20 17:30:00
CXL003110,FLT0064390,Air Traffic Control,2026-04-20 14:00:00
CXL003111,FLT0064392,Mechanical Issue,2026-04-04 10:30:00
CXL003112,FLT0064418,Severe Weather,2025-08-15 08:45:00
CXL003113,FLT0064441,Airport Closure,2026-06-06 20:30:00
CXL003114,FLT0064450,Air Traffic Control,2026-04-15 23:00:00
CXL003115,FLT0064492,Airport Closure,2026-04-25 08:00:00
CXL003116,FLT0064537,Mechanical Issue,2025-10-26 04:30:00
CXL003117,FLT0064561,Severe Weather,2026-02-04 19:30:00
CXL003118,FLT0064562,Crew Shortage,2026-06-10 10:30:00
CXL003119,FLT0064564,Air Traffic Control,2026-07-03 09:30:00
CXL003120,FLT0064592,Low Booking Demand,2025-08-01 18:00:00
CXL003121,FLT0064631,Crew Shortage,2026-07-10 01:30:00
CXL003122,FLT0064632,Mechanical Issue,2026-04-17 19:30:00
CXL003123,FLT0064693,Low Booking Demand,2025-10-12 16:15:00
CXL003124,FLT0064700,Low Booking Demand,2026-07-18 14:45:00
CXL003125,FLT0064720,Low Booking Demand,2026-04-22 20:30:00
CXL003126,FLT0064786,Crew Shortage,2026-05-12 20:30:00
CXL003127,FLT0064809,Low Booking Demand,2025-11-21 23:30:00
CXL003128,FLT0064817,Air Traffic Control,2025-09-25 04:30:00
CXL003129,FLT0064821,Crew Shortage,2026-03-28 10:15:00
CXL003130,FLT0064831,Airport Closure,2025-08-27 05:15:00
CXL003131,FLT0064871,Low Booking Demand,2026-02-28 13:30:00
CXL003132,FLT0064910,Mechanical Issue,2025-08-10 00:00:00
CXL003133,FLT0064952,Crew Shortage,2026-02-01 18:30:00
CXL003134,FLT0064968,Low Booking Demand,2025-10-19 06:45:00
CXL003135,FLT0064970,Air Traffic Control,2026-06-28 18:15:00
CXL003136,FLT0064981,Air Traffic Control,2025-09-05 10:15:00
CXL003137,FLT0065029,Mechanical Issue,2026-01-18 14:00:00
CXL003138,FLT0065041,Airport Closure,2026-04-29 20:00:00
CXL003139,FLT0065113,Mechanical Issue,2025-11-15 21:00:00
CXL003140,FLT0065124,Air Traffic Control,2026-01-19 20:30:00
CXL003141,FLT0065142,Severe Weather,2026-04-22 07:30:00
CXL003142,FLT0065171,Airport Closure,2026-07-20 10:45:00
CXL003143,FLT0065208,Severe Weather,2025-09-07 09:15:00
CXL003144,FLT0065209,Air Traffic Control,2026-06-27 23:15:00
CXL003145,FLT0065249,Crew Shortage,2025-09-03 15:15:00
CXL003146,FLT0065302,Low Booking Demand,2025-10-05 00:45:00
CXL003147,FLT0065305,Severe Weather,2026-02-22 03:15:00
CXL003148,FLT0065315,Airport Closure,2026-06-26 10:45:00
CXL003149,FLT0065372,Mechanical Issue,2026-05-02 21:30:00
CXL003150,FLT0065380,Air Traffic Control,2026-07-01 13:15:00
CXL003151,FLT0065385,Severe Weather,2026-03-28 10:45:00
CXL003152,FLT0065395,Airport Closure,2026-01-03 19:00:00
CXL003153,FLT0065406,Airport Closure,2026-06-03 06:30:00
CXL003154,FLT0065450,Crew Shortage,2025-07-31 15:00:00
CXL003155,FLT0065453,Air Traffic Control,2025-11-25 07:30:00
CXL003156,FLT0065588,Low Booking Demand,2025-08-10 16:00:00
CXL003157,FLT0065616,Mechanical Issue,2026-03-17 15:15:00
CXL003158,FLT0065618,Severe Weather,2025-12-02 21:00:00
CXL003159,FLT0065651,Mechanical Issue,2026-02-22 05:00:00
CXL003160,FLT0065666,Low Booking Demand,2026-06-08 02:30:00
CXL003161,FLT0065683,Airport Closure,2026-04-15 20:45:00
CXL003162,FLT0065757,Crew Shortage,2026-04-16 18:30:00
CXL003163,FLT0065760,Severe Weather,2026-06-07 15:30:00
CXL003164,FLT0065767,Air Traffic Control,2026-03-08 12:15:00
CXL003165,FLT0065771,Crew Shortage,2026-07-23 10:45:00
CXL003166,FLT0065772,Low Booking Demand,2026-06-02 03:00:00
CXL003167,FLT0065773,Severe Weather,2025-12-11 07:15:00
CXL003168,FLT0065782,Low Booking Demand,2026-07-14 02:15:00
CXL003169,FLT0065789,Severe Weather,2026-05-11 15:30:00
CXL003170,FLT0065818,Mechanical Issue,2026-07-08 03:30:00
CXL003171,FLT0065819,Air Traffic Control,2025-10-28 16:45:00
CXL003172,FLT0065844,Airport Closure,2026-04-07 20:15:00
CXL003173,FLT0065882,Mechanical Issue,2026-07-15 15:15:00
CXL003174,FLT0065883,Mechanical Issue,2026-07-04 07:00:00
CXL003175,FLT0065887,Air Traffic Control,2025-08-27 21:00:00
CXL003176,FLT0065889,Airport Closure,2025-11-05 11:45:00
CXL003177,FLT0065942,Crew Shortage,2026-01-25 05:00:00
CXL003178,FLT0065980,Crew Shortage,2026-06-13 23:15:00
CXL003179,FLT0065999,Airport Closure,2026-02-24 01:15:00
CXL003180,FLT0066041,Mechanical Issue,2025-11-07 01:45:00
CXL003181,FLT0066045,Airport Closure,2025-08-27 17:15:00
CXL003182,FLT0066055,Mechanical Issue,2026-07-01 14:15:00
CXL003183,FLT0066058,Low Booking Demand,2025-08-21 22:00:00
CXL003184,FLT0066068,Mechanical Issue,2026-06-14 15:45:00
CXL003185,FLT0066134,Crew Shortage,2026-07-05 03:45:00
CXL003186,FLT0066161,Air Traffic Control,2026-04-14 23:45:00
CXL003187,FLT0066181,Air Traffic Control,2026-07-11 11:45:00
CXL003188,FLT0066191,Mechanical Issue,2025-12-12 22:15:00
CXL003189,FLT0066196,Mechanical Issue,2026-06-09 22:00:00
CXL003190,FLT0066255,Air Traffic Control,2026-05-28 01:00:00
CXL003191,FLT0066273,Airport Closure,2025-08-24 04:00:00
CXL003192,FLT0066301,Severe Weather,2025-12-13 04:15:00
CXL003193,FLT0066310,Severe Weather,2025-08-30 10:30:00
CXL003194,FLT0066311,Airport Closure,2026-07-19 09:15:00
CXL003195,FLT0066332,Air Traffic Control,2025-09-22 21:00:00
CXL003196,FLT0066339,Severe Weather,2026-06-27 06:30:00
CXL003197,FLT0066348,Severe Weather,2026-02-13 18:15:00
CXL003198,FLT0066368,Airport Closure,2026-04-19 18:45:00
CXL003199,FLT0066375,Severe Weather,2026-06-28 00:30:00
CXL003200,FLT0066396,Low Booking Demand,2026-02-04 13:15:00
CXL003201,FLT0066400,Air Traffic Control,2026-07-14 10:00:00
CXL003202,FLT0066445,Mechanical Issue,2025-07-31 08:00:00
CXL003203,FLT0066453,Crew Shortage,2025-11-21 01:00:00
CXL003204,FLT0066458,Low Booking Demand,2026-04-13 00:00:00
CXL003205,FLT0066459,Low Booking Demand,2026-06-23 00:45:00
CXL003206,FLT0066473,Crew Shortage,2026-01-06 10:15:00
CXL003207,FLT0066518,Low Booking Demand,2026-02-15 04:30:00
CXL003208,FLT0066535,Mechanical Issue,2025-12-21 11:30:00
CXL003209,FLT0066544,Airport Closure,2025-12-28 03:45:00
CXL003210,FLT0066566,Air Traffic Control,2025-09-01 19:45:00
CXL003211,FLT0066591,Air Traffic Control,2026-07-11 19:00:00
CXL003212,FLT0066600,Mechanical Issue,2025-12-04 03:15:00
CXL003213,FLT0066602,Mechanical Issue,2025-12-12 23:30:00
CXL003214,FLT0066650,Airport Closure,2026-04-18 10:15:00
CXL003215,FLT0066670,Low Booking Demand,2025-09-10 20:00:00
CXL003216,FLT0066692,Low Booking Demand,2025-08-17 01:15:00
CXL003217,FLT0066695,Low Booking Demand,2026-06-06 11:30:00
CXL003218,FLT0066717,Air Traffic Control,2025-09-04 04:30:00
CXL003219,FLT0066755,Mechanical Issue,2025-10-31 09:00:00
CXL003220,FLT0066768,Crew Shortage,2025-09-29 02:00:00
CXL003221,FLT0066846,Low Booking Demand,2025-10-14 14:15:00
CXL003222,FLT0066849,Severe Weather,2025-09-21 05:15:00
CXL003223,FLT0066851,Air Traffic Control,2026-02-20 07:30:00
CXL003224,FLT0066854,Airport Closure,2026-07-18 04:15:00
CXL003225,FLT0066902,Crew Shortage,2025-10-14 22:00:00
CXL003226,FLT0066904,Air Traffic Control,2026-06-03 04:15:00
CXL003227,FLT0066974,Crew Shortage,2026-05-15 02:30:00
CXL003228,FLT0066979,Severe Weather,2025-08-30 03:15:00
CXL003229,FLT0066993,Low Booking Demand,2025-09-27 18:00:00
CXL003230,FLT0067004,Severe Weather,2025-11-24 02:45:00
CXL003231,FLT0067007,Air Traffic Control,2025-11-21 14:45:00
CXL003232,FLT0067014,Mechanical Issue,2025-08-29 23:00:00
CXL003233,FLT0067015,Air Traffic Control,2026-01-27 02:00:00
CXL003234,FLT0067019,Mechanical Issue,2026-07-09 20:30:00
CXL003235,FLT0067033,Crew Shortage,2025-09-27 18:00:00
CXL003236,FLT0067037,Low Booking Demand,2025-10-06 14:30:00
CXL003237,FLT0067045,Air Traffic Control,2025-09-17 03:30:00
CXL003238,FLT0067047,Severe Weather,2026-06-10 22:15:00
CXL003239,FLT0067066,Airport Closure,2026-05-21 18:30:00
CXL003240,FLT0067093,Airport Closure,2026-03-09 06:00:00
CXL003241,FLT0067108,Crew Shortage,2026-01-11 07:45:00
CXL003242,FLT0067117,Mechanical Issue,2026-04-27 10:30:00
CXL003243,FLT0067137,Air Traffic Control,2025-08-31 21:00:00
CXL003244,FLT0067141,Low Booking Demand,2026-01-16 23:15:00
CXL003245,FLT0067151,Severe Weather,2026-06-13 11:45:00
CXL003246,FLT0067156,Crew Shortage,2026-06-04 22:45:00
CXL003247,FLT0067158,Severe Weather,2025-09-17 20:00:00
CXL003248,FLT0067159,Air Traffic Control,2026-06-17 03:15:00
CXL003249,FLT0067161,Severe Weather,2026-06-07 07:30:00
CXL003250,FLT0067204,Mechanical Issue,2026-02-06 01:30:00
CXL003251,FLT0067236,Severe Weather,2025-12-07 02:15:00
CXL003252,FLT0067237,Severe Weather,2026-07-20 21:00:00
CXL003253,FLT0067247,Crew Shortage,2025-11-13 04:45:00
CXL003254,FLT0067249,Crew Shortage,2025-08-10 08:15:00
CXL003255,FLT0067266,Crew Shortage,2026-03-26 12:15:00
CXL003256,FLT0067274,Severe Weather,2026-02-10 04:15:00
CXL003257,FLT0067292,Mechanical Issue,2025-10-11 16:30:00
CXL003258,FLT0067304,Mechanical Issue,2025-09-26 17:30:00
CXL003259,FLT0067307,Low Booking Demand,2026-01-02 18:30:00
CXL003260,FLT0067331,Severe Weather,2025-09-24 19:15:00
CXL003261,FLT0067356,Air Traffic Control,2026-05-08 07:30:00
CXL003262,FLT0067363,Mechanical Issue,2025-10-17 18:00:00
CXL003263,FLT0067367,Air Traffic Control,2025-12-15 22:00:00
CXL003264,FLT0067373,Airport Closure,2025-10-11 23:15:00
CXL003265,FLT0067385,Severe Weather,2026-05-13 22:15:00
CXL003266,FLT0067421,Air Traffic Control,2025-09-05 18:00:00
CXL003267,FLT0067438,Severe Weather,2026-05-24 16:00:00
CXL003268,FLT0067443,Severe Weather,2025-09-19 20:00:00
CXL003269,FLT0067471,Mechanical Issue,2026-05-20 18:00:00
CXL003270,FLT0067501,Air Traffic Control,2025-09-21 03:00:00
CXL003271,FLT0067528,Low Booking Demand,2025-12-31 00:30:00
CXL003272,FLT0067529,Airport Closure,2025-10-17 03:45:00
CXL003273,FLT0067533,Low Booking Demand,2025-09-10 01:45:00
CXL003274,FLT0067536,Crew Shortage,2026-01-18 01:00:00
CXL003275,FLT0067553,Mechanical Issue,2026-02-07 14:45:00
CXL003276,FLT0067569,Crew Shortage,2026-07-06 10:15:00
