baggage_id,ticket_id,passenger_id,weight_kg,baggage_type,status
BAG00326925,TKT00259509,PAX00259509,12.8,Carry-on,Loaded
BAG00326926,TKT00259509,PAX00259509,19.9,Oversized,Loaded
BAG00326927,TKT00259510,PAX00259510,9.6,Checked,Loaded
BAG00326928,TKT00259510,PAX00259510,9.2,Checked,Loaded
BAG00326929,TKT00259511,PAX00259511,25.1,Checked,Loaded
BAG00326930,TKT00259512,PAX00259512,20.0,Oversized,Loaded
BAG00326931,TKT00259513,PAX00259513,25.9,Checked,Loaded
BAG00326932,TKT00259513,PAX00259513,6.7,Carry-on,Loaded
BAG00326933,TKT00259514,PAX00259514,21.7,Checked,Loaded
BAG00326934,TKT00259514,PAX00259514,14.0,Oversized,Loaded
BAG00326935,TKT00259515,PAX00259515,17.2,Carry-on,Loaded
BAG00326936,TKT00259516,PAX00259516,16.5,Checked,Loaded
BAG00326937,TKT00259517,PAX00259517,16.3,Carry-on,Damaged
BAG00326938,TKT00259517,PAX00259517,20.6,Checked,Loaded
BAG00326939,TKT00259519,PAX00259519,28.6,Carry-on,Loaded
BAG00326940,TKT00259520,PAX00259520,14.8,Oversized,Loaded
BAG00326941,TKT00259521,PAX00259521,27.5,Checked,Loaded
BAG00326942,TKT00259521,PAX00259521,14.7,Carry-on,Loaded
BAG00326943,TKT00259522,PAX00259522,,Oversized,Loaded
BAG00326944,TKT00259523,PAX00259523,10.9,Checked,Loaded
BAG00326945,TKT00259525,PAX00259525,20.4,Checked,Loaded
BAG00326946,TKT00259526,PAX00259526,21.2,Checked,Loaded
BAG00326947,TKT00259526,PAX00259526,25.7,Carry-on,Damaged
BAG00326948,TKT00259526,PAX00259526,17.7,Oversized,Loaded
BAG00326949,TKT00259527,PAX00259527,16.2,Carry-on,Loaded
BAG00326950,TKT00259527,PAX00259527,19.7,Checked,Loaded
BAG00326951,TKT00259527,PAX00259527,14.4,Checked,Delayed
BAG00326952,TKT00259528,PAX00259528,20.6,Carry-on,Loaded
BAG00326953,TKT00259528,PAX00259528,20.0,Oversized,Loaded
BAG00326954,TKT00259529,PAX00259529,24.3,Oversized,Loaded
BAG00326955,TKT00259530,PAX00259530,20.1,Checked,Loaded
BAG00326956,TKT00259531,PAX00259531,9.3,Oversized,Loaded
BAG00326957,TKT00259532,PAX00259532,14.2,Carry-on,Loaded
BAG00326958,TKT00259535,PAX00259535,25.2,Checked,Damaged
BAG00326959,TKT00259535,PAX00259535,18.6,Checked,Loaded
BAG00326960,TKT00259535,PAX00259535,18.0,Checked,Delayed
BAG00326961,TKT00259536,PAX00259536,18.2,Checked,Loaded
BAG00326962,TKT00259537,PAX00259537,20.7,Checked,Loaded
BAG00326963,TKT00259538,PAX00259538,20.1,Checked,Loaded
BAG00326964,TKT00259539,PAX00259539,16.6,Checked,Loaded
BAG00326965,TKT00259540,PAX00259540,17.4,Carry-on,Loaded
BAG00326966,TKT00259540,PAX00259540,13.8,Checked,Damaged
BAG00326967,TKT00259540,PAX00259540,23.9,Carry-on,Lost
BAG00326968,TKT00259542,PAX00259542,21.7,Checked,Loaded
BAG00326969,TKT00259542,PAX00259542,15.9,Carry-on,Loaded
BAG00326970,TKT00259543,PAX00259543,21.5,Checked,Loaded
BAG00326971,TKT00259543,PAX00259543,12.2,Checked,Loaded
BAG00326972,TKT00259544,PAX00259544,16.5,Carry-on,Loaded
BAG00326973,TKT00259544,PAX00259544,16.0,Carry-on,Loaded
BAG00326974,TKT00259544,PAX00259544,16.7,Carry-on,Loaded
BAG00326975,TKT00259545,PAX00259545,15.7,Carry-on,Loaded
BAG00326976,TKT00259546,PAX00259546,8.8,Checked,Loaded
BAG00326977,TKT00259546,PAX00259546,19.0,Checked,Loaded
BAG00326978,TKT00259547,PAX00259547,19.0,Carry-on,Loaded
BAG00326979,TKT00259548,PAX00259548,16.9,Checked,Loaded
BAG00326980,TKT00259549,PAX00259549,29.9,Carry-on,Loaded
BAG00326981,TKT00259549,PAX00259549,19.9,Oversized,Loaded
BAG00326982,TKT00259550,PAX00259550,19.5,Carry-on,Loaded
BAG00326983,TKT00259551,PAX00259551,14.0,Checked,Delayed
BAG00326984,TKT00259552,PAX00259552,16.6,Carry-on,Loaded
BAG00326985,TKT00259553,PAX00259553,14.4,Checked,Loaded
BAG00326986,TKT00259554,PAX00259554,15.9,Checked,Loaded
BAG00326987,TKT00259555,PAX00259555,15.6,Checked,Loaded
BAG00326988,TKT00259556,PAX00259556,,Checked,Loaded
BAG00326989,TKT00259556,PAX00259556,16.8,Oversized,Loaded
BAG00326990,TKT00259558,PAX00259558,17.8,Checked,Loaded
BAG00326991,TKT00259558,PAX00259558,10.9,Checked,Loaded
BAG00326992,TKT00259562,PAX00259562,19.8,Checked,Loaded
BAG00326993,TKT00259563,PAX00259563,22.5,Oversized,Loaded
BAG00326994,TKT00259563,PAX00259563,18.8,Checked,Loaded
BAG00326995,TKT00259565,PAX00259565,15.5,Carry-on,Loaded
BAG00326996,TKT00259566,PAX00259566,21.0,Checked,Loaded
BAG00326997,TKT00259567,PAX00259567,19.4,Oversized,Loaded
BAG00326998,TKT00259567,PAX00259567,11.7,Checked,Loaded
BAG00326999,TKT00259568,PAX00259568,14.2,Checked,Damaged
BAG00327000,TKT00259569,PAX00259569,21.5,Checked,Loaded
BAG00327001,TKT00259570,PAX00259570,24.2,Checked,Loaded
BAG00327002,TKT00259570,PAX00259570,16.5,Checked,Loaded
BAG00327003,TKT00259571,PAX00259571,14.8,Checked,Loaded
BAG00327004,TKT00259571,PAX00259571,21.6,Carry-on,Loaded
BAG00327005,TKT00259572,PAX00259572,19.5,Checked,Loaded
BAG00327006,TKT00259573,PAX00259573,22.9,Oversized,Loaded
BAG00327007,TKT00259573,PAX00259573,24.2,Checked,Loaded
BAG00327008,TKT00259576,PAX00259576,23.8,Carry-on,Delayed
BAG00327009,TKT00259577,PAX00259577,4.6,Checked,Loaded
BAG00327010,TKT00259577,PAX00259577,5.0,Checked,Damaged
BAG00327011,TKT00259578,PAX00259578,20.2,Oversized,Loaded
BAG00327012,TKT00259579,PAX00259579,11.0,Carry-on,Loaded
BAG00327013,TKT00259580,PAX00259580,19.6,Checked,Loaded
BAG00327014,TKT00259580,PAX00259580,22.4,Checked,Loaded
BAG00327015,TKT00259580,PAX00259580,20.6,Carry-on,Loaded
BAG00327016,TKT00259581,PAX00259581,10.0,Carry-on,Loaded
BAG00327017,TKT00259581,PAX00259581,17.2,Checked,Loaded
BAG00327018,TKT00259581,PAX00259581,16.6,Checked,Loaded
BAG00327019,TKT00259582,PAX00259582,21.8,Oversized,Loaded
BAG00327020,TKT00259583,PAX00259583,12.9,Carry-on,Loaded
BAG00327021,TKT00259586,PAX00259586,25.2,Oversized,Loaded
BAG00327022,TKT00259587,PAX00259587,19.0,Checked,Delayed
BAG00327023,TKT00259588,PAX00259588,14.8,Oversized,Loaded
BAG00327024,TKT00259589,PAX00259589,18.7,Checked,Loaded
BAG00327025,TKT00259589,PAX00259589,12.4,Oversized,Loaded
BAG00327026,TKT00259589,PAX00259589,21.2,Checked,Loaded
BAG00327027,TKT00259594,PAX00259594,16.5,Checked,Loaded
BAG00327028,TKT00259598,PAX00259598,13.9,Checked,Delayed
BAG00327029,TKT00259598,PAX00259598,14.2,Oversized,Loaded
BAG00327030,TKT00259599,PAX00259599,9.8,Oversized,Loaded
BAG00327031,TKT00259599,PAX00259599,16.6,Checked,Loaded
BAG00327032,TKT00259600,PAX00259600,19.5,Oversized,Loaded
BAG00327033,TKT00259601,PAX00259601,24.3,Checked,Loaded
BAG00327034,TKT00259602,PAX00259602,20.5,Carry-on,Loaded
BAG00327035,TKT00259602,PAX00259602,12.9,Carry-on,Loaded
BAG00327036,TKT00259603,PAX00259603,20.3,Checked,Loaded
BAG00327037,TKT00259603,PAX00259603,18.9,Checked,Loaded
BAG00327038,TKT00259603,PAX00259603,17.4,Checked,Loaded
BAG00327039,TKT00259604,PAX00259604,11.7,Oversized,Loaded
BAG00327040,TKT00259605,PAX00259605,13.5,Checked,Loaded
BAG00327041,TKT00259606,PAX00259606,18.4,Checked,Loaded
BAG00327042,TKT00259607,PAX00259607,12.2,Oversized,Loaded
BAG00327043,TKT00259608,PAX00259608,20.5,Checked,Loaded
BAG00327044,TKT00259610,PAX00259610,18.9,Carry-on,Loaded
BAG00327045,TKT00259610,PAX00259610,23.6,Checked,Loaded
BAG00327046,TKT00259611,PAX00259611,16.6,Checked,Loaded
BAG00327047,TKT00259612,PAX00259612,7.6,Carry-on,Loaded
BAG00327048,TKT00259612,PAX00259612,15.9,Checked,Loaded
BAG00327049,TKT00259613,PAX00259613,15.6,Checked,Loaded
BAG00327050,TKT00259613,PAX00259613,14.8,Checked,Loaded
BAG00327051,TKT00259615,PAX00259615,17.1,Checked,Loaded
BAG00327052,TKT00259615,PAX00259615,23.2,Carry-on,Loaded
BAG00327053,TKT00259615,PAX00259615,15.5,Checked,Loaded
BAG00327054,TKT00259616,PAX00259616,15.6,Oversized,Loaded
BAG00327055,TKT00259616,PAX00259616,12.4,Checked,Loaded
BAG00327056,TKT00259616,PAX00259616,23.6,Carry-on,Loaded
BAG00327057,TKT00259617,PAX00259617,12.0,Oversized,Loaded
BAG00327058,TKT00259618,PAX00259618,21.8,Carry-on,Loaded
BAG00327059,TKT00259618,PAX00259618,18.1,Oversized,Loaded
BAG00327060,TKT00259618,PAX00259618,15.1,Checked,Loaded
BAG00327061,TKT00259619,PAX00259619,23.5,Oversized,Loaded
BAG00327062,TKT00259620,PAX00259620,,Checked,Loaded
BAG00327063,TKT00259620,PAX00259620,19.3,Oversized,Loaded
BAG00327064,TKT00259621,PAX00259621,9.9,Carry-on,Loaded
BAG00327065,TKT00259622,PAX00259622,19.0,Checked,Loaded
BAG00327066,TKT00259623,PAX00259623,10.2,Checked,Loaded
BAG00327067,TKT00259623,PAX00259623,20.4,Oversized,Loaded
BAG00327068,TKT00259624,PAX00259624,10.0,Checked,Loaded
BAG00327069,TKT00259624,PAX00259624,14.3,Carry-on,Delayed
BAG00327070,TKT00259624,PAX00259624,9.5,Checked,Loaded
BAG00327071,TKT00259626,PAX00259626,12.5,Carry-on,Loaded
BAG00327072,TKT00259627,PAX00259627,22.8,Carry-on,Loaded
BAG00327073,TKT00259627,PAX00259627,21.8,Carry-on,Loaded
BAG00327074,TKT00259628,PAX00259628,18.1,Checked,Loaded
BAG00327075,TKT00259629,PAX00259629,11.7,Checked,Loaded
BAG00327076,TKT00259629,PAX00259629,21.5,Carry-on,Loaded
BAG00327077,TKT00259630,PAX00259630,11.1,Checked,Loaded
BAG00327078,TKT00259631,PAX00259631,21.9,Checked,Delayed
BAG00327079,TKT00259632,PAX00259632,17.1,Oversized,Loaded
BAG00327080,TKT00259634,PAX00259634,16.0,Checked,Loaded
BAG00327081,TKT00259634,PAX00259634,20.3,Checked,Loaded
BAG00327082,TKT00259635,PAX00259635,18.1,Checked,Loaded
BAG00327083,TKT00259635,PAX00259635,20.7,Carry-on,Loaded
BAG00327084,TKT00259635,PAX00259635,14.9,Oversized,Loaded
BAG00327085,TKT00259636,PAX00259636,16.1,Carry-on,Loaded
BAG00327086,TKT00259637,PAX00259637,18.4,Checked,Loaded
BAG00327087,TKT00259638,PAX00259638,18.7,Carry-on,Loaded
BAG00327088,TKT00259638,PAX00259638,12.5,Checked,Loaded
BAG00327089,TKT00259639,PAX00259639,15.5,Carry-on,Loaded
BAG00327090,TKT00259639,PAX00259639,25.3,Oversized,Loaded
BAG00327091,TKT00259640,PAX00259640,24.9,Oversized,Loaded
BAG00327092,TKT00259640,PAX00259640,15.3,Checked,Loaded
BAG00327093,TKT00259643,PAX00259643,25.6,Checked,Loaded
BAG00327094,TKT00259644,PAX00259644,18.9,Carry-on,Loaded
BAG00327095,TKT00259645,PAX00259645,26.8,Checked,Loaded
BAG00327096,TKT00259646,PAX00259646,11.0,Oversized,Loaded
BAG00327097,TKT00259646,PAX00259646,8.4,Checked,Loaded
BAG00327098,TKT00259647,PAX00259647,7.0,Checked,Loaded
BAG00327099,TKT00259647,PAX00259647,16.4,Checked,Loaded
BAG00327100,TKT00259647,PAX00259647,23.8,Checked,Loaded
BAG00327101,TKT00259648,PAX00259648,21.7,Oversized,Damaged
BAG00327102,TKT00259649,PAX00259649,21.9,Carry-on,Loaded
BAG00327103,TKT00259650,PAX00259650,14.3,Oversized,Loaded
BAG00327104,TKT00259651,PAX00259651,16.5,Checked,Loaded
BAG00327105,TKT00259651,PAX00259651,26.8,Checked,Loaded
BAG00327106,TKT00259653,PAX00259653,19.2,Checked,Loaded
BAG00327107,TKT00259653,PAX00259653,27.0,Checked,Loaded
BAG00327108,TKT00259653,PAX00259653,23.1,Oversized,Loaded
BAG00327109,TKT00259654,PAX00259654,13.5,Carry-on,Loaded
BAG00327110,TKT00259655,PAX00259655,15.0,Carry-on,Loaded
BAG00327111,TKT00259655,PAX00259655,15.2,Checked,Loaded
BAG00327112,TKT00259656,PAX00259656,13.3,Carry-on,Loaded
BAG00327113,TKT00259657,PAX00259657,10.1,Carry-on,Loaded
BAG00327114,TKT00259657,PAX00259657,17.5,Oversized,Loaded
BAG00327115,TKT00259658,PAX00259658,13.2,Oversized,Loaded
BAG00327116,TKT00259664,PAX00259664,15.1,Carry-on,Delayed
BAG00327117,TKT00259665,PAX00259665,17.9,Checked,Loaded
BAG00327118,TKT00259666,PAX00259666,17.1,Oversized,Loaded
BAG00327119,TKT00259667,PAX00259667,18.3,Checked,Loaded
BAG00327120,TKT00259668,PAX00259668,15.5,Checked,Loaded
BAG00327121,TKT00259668,PAX00259668,17.4,Oversized,Loaded
BAG00327122,TKT00259668,PAX00259668,15.5,Checked,Delayed
BAG00327123,TKT00259669,PAX00259669,21.1,Checked,Loaded
BAG00327124,TKT00259669,PAX00259669,18.5,Carry-on,Delayed
BAG00327125,TKT00259670,PAX00259670,7.3,Checked,Loaded
BAG00327126,TKT00259670,PAX00259670,,Oversized,Loaded
BAG00327127,TKT00259671,PAX00259671,18.1,Carry-on,Loaded
BAG00327128,TKT00259672,PAX00259672,13.8,Checked,Loaded
BAG00327129,TKT00259672,PAX00259672,18.4,Checked,Loaded
BAG00327130,TKT00259672,PAX00259672,10.7,Checked,Loaded
BAG00327131,TKT00259673,PAX00259673,19.0,Carry-on,Loaded
BAG00327132,TKT00259673,PAX00259673,19.4,Oversized,Loaded
BAG00327133,TKT00259674,PAX00259674,16.0,Carry-on,Loaded
BAG00327134,TKT00259674,PAX00259674,14.5,Carry-on,Loaded
BAG00327135,TKT00259675,PAX00259675,15.5,Carry-on,Delayed
BAG00327136,TKT00259675,PAX00259675,25.6,Checked,Loaded
BAG00327137,TKT00259676,PAX00259676,21.4,Checked,Loaded
BAG00327138,TKT00259676,PAX00259676,11.6,Carry-on,Loaded
BAG00327139,TKT00259676,PAX00259676,10.2,Carry-on,Loaded
BAG00327140,TKT00259677,PAX00259677,24.5,Oversized,Loaded
BAG00327141,TKT00259678,PAX00259678,8.1,Checked,Loaded
BAG00327142,TKT00259678,PAX00259678,15.7,Checked,Loaded
BAG00327143,TKT00259678,PAX00259678,26.3,Carry-on,Loaded
BAG00327144,TKT00259679,PAX00259679,20.7,Checked,Loaded
BAG00327145,TKT00259679,PAX00259679,14.2,Oversized,Loaded
BAG00327146,TKT00259680,PAX00259680,20.2,Checked,Damaged
BAG00327147,TKT00259680,PAX00259680,25.1,Checked,Loaded
BAG00327148,TKT00259681,PAX00259681,15.7,Carry-on,Loaded
BAG00327149,TKT00259682,PAX00259682,19.0,Checked,Damaged
BAG00327150,TKT00259684,PAX00259684,19.0,Checked,Loaded
BAG00327151,TKT00259685,PAX00259685,17.5,Checked,Loaded
BAG00327152,TKT00259685,PAX00259685,17.9,Checked,Loaded
BAG00327153,TKT00259686,PAX00259686,14.6,Oversized,Delayed
BAG00327154,TKT00259686,PAX00259686,20.6,Oversized,Loaded
BAG00327155,TKT00259689,PAX00259689,10.8,Checked,Loaded
BAG00327156,TKT00259689,PAX00259689,20.8,Checked,Loaded
BAG00327157,TKT00259690,PAX00259690,27.7,Checked,Loaded
BAG00327158,TKT00259691,PAX00259691,13.5,Checked,Lost
BAG00327159,TKT00259691,PAX00259691,17.5,Checked,Loaded
BAG00327160,TKT00259691,PAX00259691,15.9,Checked,Loaded
BAG00327161,TKT00259692,PAX00259692,21.5,Checked,Loaded
BAG00327162,TKT00259693,PAX00259693,27.0,Carry-on,Loaded
BAG00327163,TKT00259694,PAX00259694,27.5,Carry-on,Loaded
BAG00327164,TKT00259696,PAX00259696,16.9,Oversized,Loaded
BAG00327165,TKT00259698,PAX00259698,10.1,Checked,Loaded
BAG00327166,TKT00259698,PAX00259698,21.4,Checked,Loaded
BAG00327167,TKT00259699,PAX00259699,21.2,Carry-on,Lost
BAG00327168,TKT00259699,PAX00259699,11.5,Checked,Loaded
BAG00327169,TKT00259700,PAX00259700,23.6,Checked,Loaded
BAG00327170,TKT00259700,PAX00259700,21.3,Checked,Loaded
BAG00327171,TKT00259701,PAX00259701,26.7,Carry-on,Loaded
BAG00327172,TKT00259701,PAX00259701,16.2,Carry-on,Loaded
BAG00327173,TKT00259701,PAX00259701,13.1,Carry-on,Loaded
BAG00327174,TKT00259702,PAX00259702,10.6,Oversized,Loaded
BAG00327175,TKT00259703,PAX00259703,18.8,Carry-on,Loaded
BAG00327176,TKT00259704,PAX00259704,31.8,Carry-on,Lost
BAG00327177,TKT00259705,PAX00259705,22.2,Carry-on,Loaded
BAG00327178,TKT00259705,PAX00259705,20.1,Carry-on,Lost
BAG00327179,TKT00259706,PAX00259706,13.0,Oversized,Loaded
BAG00327180,TKT00259707,PAX00259707,19.4,Checked,Loaded
BAG00327181,TKT00259707,PAX00259707,17.7,Carry-on,Delayed
BAG00327182,TKT00259708,PAX00259708,14.4,Checked,Loaded
BAG00327183,TKT00259708,PAX00259708,18.7,Checked,Delayed
BAG00327184,TKT00259708,PAX00259708,22.0,Checked,Loaded
BAG00327185,TKT00259709,PAX00259709,14.4,Carry-on,Loaded
BAG00327186,TKT00259710,PAX00259710,21.7,Oversized,Delayed
BAG00327187,TKT00259710,PAX00259710,15.0,Carry-on,Loaded
BAG00327188,TKT00259712,PAX00259712,25.4,Checked,Loaded
BAG00327189,TKT00259712,PAX00259712,13.4,Oversized,Loaded
BAG00327190,TKT00259712,PAX00259712,21.1,Oversized,Loaded
BAG00327191,TKT00259713,PAX00259713,16.1,Oversized,Delayed
BAG00327192,TKT00259713,PAX00259713,26.5,Checked,Loaded
BAG00327193,TKT00259714,PAX00259714,18.2,Checked,Loaded
BAG00327194,TKT00259714,PAX00259714,24.9,Carry-on,Loaded
BAG00327195,TKT00259715,PAX00259715,17.2,Checked,Loaded
BAG00327196,TKT00259718,PAX00259718,17.3,Checked,Loaded
BAG00327197,TKT00259720,PAX00259720,19.5,Checked,Loaded
BAG00327198,TKT00259720,PAX00259720,20.2,Carry-on,Loaded
BAG00327199,TKT00259721,PAX00259721,15.8,Carry-on,Loaded
BAG00327200,TKT00259722,PAX00259722,12.1,Checked,Delayed
BAG00327201,TKT00259723,PAX00259723,20.2,Checked,Loaded
BAG00327202,TKT00259724,PAX00259724,16.0,Carry-on,Loaded
BAG00327203,TKT00259726,PAX00259726,26.6,Checked,Loaded
BAG00327204,TKT00259727,PAX00259727,18.1,Oversized,Loaded
BAG00327205,TKT00259727,PAX00259727,7.8,Checked,Loaded
BAG00327206,TKT00259728,PAX00259728,27.6,Checked,Loaded
BAG00327207,TKT00259729,PAX00259729,17.5,Oversized,Loaded
BAG00327208,TKT00259729,PAX00259729,17.9,Checked,Loaded
BAG00327209,TKT00259731,PAX00259731,11.5,Checked,Loaded
BAG00327210,TKT00259732,PAX00259732,21.2,Oversized,Loaded
BAG00327211,TKT00259733,PAX00259733,16.5,Carry-on,Loaded
BAG00327212,TKT00259734,PAX00259734,17.3,Checked,Delayed
BAG00327213,TKT00259736,PAX00259736,12.6,Oversized,Loaded
BAG00327214,TKT00259736,PAX00259736,13.8,Checked,Loaded
BAG00327215,TKT00259736,PAX00259736,24.2,Checked,Loaded
BAG00327216,TKT00259737,PAX00259737,13.7,Checked,Loaded
BAG00327217,TKT00259737,PAX00259737,14.5,Checked,Loaded
BAG00327218,TKT00259737,PAX00259737,22.9,Carry-on,Loaded
BAG00327219,TKT00259738,PAX00259738,12.9,Carry-on,Loaded
BAG00327220,TKT00259738,PAX00259738,19.4,Checked,Delayed
BAG00327221,TKT00259739,PAX00259739,19.0,Checked,Loaded
BAG00327222,TKT00259740,PAX00259740,8.7,Carry-on,Loaded
BAG00327223,TKT00259740,PAX00259740,13.8,Carry-on,Loaded
BAG00327224,TKT00259741,PAX00259741,14.4,Checked,Loaded
BAG00327225,TKT00259744,PAX00259744,,Carry-on,Loaded
BAG00327226,TKT00259745,PAX00259745,17.4,Carry-on,Loaded
BAG00327227,TKT00259745,PAX00259745,22.6,Oversized,Loaded
BAG00327228,TKT00259745,PAX00259745,12.9,Oversized,Loaded
BAG00327229,TKT00259746,PAX00259746,,Oversized,Loaded
BAG00327230,TKT00259746,PAX00259746,22.8,Carry-on,Loaded
BAG00327231,TKT00259747,PAX00259747,18.8,Oversized,Loaded
BAG00327232,TKT00259748,PAX00259748,17.1,Checked,Loaded
BAG00327233,TKT00259748,PAX00259748,15.6,Checked,Loaded
BAG00327234,TKT00259749,PAX00259749,20.5,Carry-on,Loaded
BAG00327235,TKT00259749,PAX00259749,20.1,Checked,Lost
BAG00327236,TKT00259750,PAX00259750,20.8,Oversized,Loaded
BAG00327237,TKT00259751,PAX00259751,18.0,Checked,Delayed
BAG00327238,TKT00259751,PAX00259751,15.6,Oversized,Loaded
BAG00327239,TKT00259752,PAX00259752,17.4,Checked,Loaded
BAG00327240,TKT00259753,PAX00259753,11.5,Oversized,Loaded
BAG00327241,TKT00259755,PAX00259755,24.1,Checked,Loaded
BAG00327242,TKT00259756,PAX00259756,28.1,Oversized,Loaded
BAG00327243,TKT00259758,PAX00259758,13.5,Carry-on,Loaded
BAG00327244,TKT00259758,PAX00259758,17.8,Checked,Loaded
BAG00327245,TKT00259759,PAX00259759,24.8,Checked,Loaded
BAG00327246,TKT00259760,PAX00259760,19.3,Oversized,Loaded
BAG00327247,TKT00259760,PAX00259760,15.5,Checked,Loaded
BAG00327248,TKT00259760,PAX00259760,27.0,Oversized,Loaded
BAG00327249,TKT00259761,PAX00259761,16.8,Checked,Loaded
BAG00327250,TKT00259761,PAX00259761,21.6,Checked,Loaded
BAG00327251,TKT00259762,PAX00259762,,Checked,Loaded
BAG00327252,TKT00259763,PAX00259763,19.8,Oversized,Loaded
BAG00327253,TKT00259763,PAX00259763,19.5,Carry-on,Delayed
BAG00327254,TKT00259764,PAX00259764,17.7,Checked,Loaded
BAG00327255,TKT00259765,PAX00259765,16.4,Carry-on,Loaded
BAG00327256,TKT00259765,PAX00259765,19.7,Checked,Loaded
BAG00327257,TKT00259765,PAX00259765,16.9,Carry-on,Loaded
BAG00327258,TKT00259767,PAX00259767,11.0,Checked,Loaded
BAG00327259,TKT00259768,PAX00259768,18.9,Checked,Loaded
BAG00327260,TKT00259768,PAX00259768,23.1,Oversized,Loaded
BAG00327261,TKT00259769,PAX00259769,16.4,Oversized,Loaded
BAG00327262,TKT00259769,PAX00259769,15.2,Checked,Loaded
BAG00327263,TKT00259769,PAX00259769,20.7,Carry-on,Loaded
BAG00327264,TKT00259770,PAX00259770,18.3,Checked,Loaded
BAG00327265,TKT00259771,PAX00259771,15.8,Checked,Delayed
BAG00327266,TKT00259772,PAX00259772,11.8,Carry-on,Loaded
BAG00327267,TKT00259772,PAX00259772,15.6,Checked,Loaded
BAG00327268,TKT00259773,PAX00259773,13.1,Checked,Loaded
BAG00327269,TKT00259774,PAX00259774,12.6,Oversized,Delayed
BAG00327270,TKT00259774,PAX00259774,17.2,Checked,Loaded
BAG00327271,TKT00259774,PAX00259774,15.6,Oversized,Loaded
BAG00327272,TKT00259775,PAX00259775,,Carry-on,Delayed
BAG00327273,TKT00259775,PAX00259775,16.6,Checked,Loaded
BAG00327274,TKT00259775,PAX00259775,20.8,Checked,Loaded
BAG00327275,TKT00259776,PAX00259776,18.5,Checked,Loaded
BAG00327276,TKT00259777,PAX00259777,16.9,Oversized,Delayed
BAG00327277,TKT00259778,PAX00259778,21.9,Oversized,Loaded
BAG00327278,TKT00259778,PAX00259778,21.8,Checked,Loaded
BAG00327279,TKT00259778,PAX00259778,19.0,Oversized,Loaded
BAG00327280,TKT00259779,PAX00259779,20.6,Oversized,Loaded
BAG00327281,TKT00259780,PAX00259780,16.5,Checked,Loaded
BAG00327282,TKT00259785,PAX00259785,14.8,Checked,Loaded
BAG00327283,TKT00259786,PAX00259786,16.7,Checked,Loaded
BAG00327284,TKT00259786,PAX00259786,13.1,Carry-on,Loaded
BAG00327285,TKT00259788,PAX00259788,20.6,Oversized,Loaded
BAG00327286,TKT00259788,PAX00259788,19.1,Oversized,Loaded
BAG00327287,TKT00259789,PAX00259789,17.0,Carry-on,Loaded
BAG00327288,TKT00259791,PAX00259791,19.2,Checked,Damaged
BAG00327289,TKT00259792,PAX00259792,16.6,Checked,Loaded
BAG00327290,TKT00259796,PAX00259796,25.4,Oversized,Loaded
BAG00327291,TKT00259797,PAX00259797,14.7,Checked,Loaded
BAG00327292,TKT00259797,PAX00259797,23.3,Oversized,Loaded
BAG00327293,TKT00259798,PAX00259798,16.2,Checked,Loaded
BAG00327294,TKT00259798,PAX00259798,17.0,Carry-on,Delayed
BAG00327295,TKT00259799,PAX00259799,20.9,Oversized,Loaded
BAG00327296,TKT00259800,PAX00259800,14.0,Checked,Loaded
BAG00327297,TKT00259801,PAX00259801,22.9,Carry-on,Loaded
BAG00327298,TKT00259802,PAX00259802,17.6,Checked,Loaded
BAG00327299,TKT00259802,PAX00259802,22.9,Oversized,Loaded
BAG00327300,TKT00259803,PAX00259803,22.9,Checked,Loaded
BAG00327301,TKT00259804,PAX00259804,20.4,Carry-on,Delayed
BAG00327302,TKT00259804,PAX00259804,17.1,Oversized,Loaded
BAG00327303,TKT00259805,PAX00259805,28.6,Oversized,Lost
BAG00327304,TKT00259806,PAX00259806,8.3,Oversized,Loaded
BAG00327305,TKT00259807,PAX00259807,12.6,Oversized,Loaded
BAG00327306,TKT00259807,PAX00259807,13.4,Checked,Loaded
BAG00327307,TKT00259807,PAX00259807,11.9,Oversized,Loaded
BAG00327308,TKT00259809,PAX00259809,14.5,Checked,Loaded
BAG00327309,TKT00259810,PAX00259810,13.7,Oversized,Delayed
BAG00327310,TKT00259810,PAX00259810,13.9,Oversized,Loaded
BAG00327311,TKT00259812,PAX00259812,24.4,Checked,Delayed
BAG00327312,TKT00259812,PAX00259812,16.9,Carry-on,Loaded
BAG00327313,TKT00259814,PAX00259814,16.3,Carry-on,Loaded
BAG00327314,TKT00259814,PAX00259814,25.3,Carry-on,Loaded
BAG00327315,TKT00259814,PAX00259814,22.8,Oversized,Loaded
BAG00327316,TKT00259815,PAX00259815,8.2,Checked,Loaded
BAG00327317,TKT00259816,PAX00259816,15.5,Oversized,Loaded
BAG00327318,TKT00259817,PAX00259817,15.7,Checked,Loaded
BAG00327319,TKT00259817,PAX00259817,7.7,Checked,Loaded
BAG00327320,TKT00259818,PAX00259818,14.8,Checked,Loaded
BAG00327321,TKT00259818,PAX00259818,14.9,Oversized,Loaded
BAG00327322,TKT00259819,PAX00259819,24.5,Checked,Loaded
BAG00327323,TKT00259819,PAX00259819,23.1,Checked,Loaded
BAG00327324,TKT00259820,PAX00259820,18.0,Oversized,Loaded
BAG00327325,TKT00259821,PAX00259821,12.4,Checked,Loaded
BAG00327326,TKT00259821,PAX00259821,4.3,Carry-on,Loaded
