ticket_id,customer_id,booking_id,issue_type,opened_date,status,priority
SUP010910,CUS0033097,,Booking Issue,2025-12-15,In Progress,Medium
SUP010911,CUS0045119,BK00009644,Flight Delay Complaint,2025-02-26,Closed,Medium
SUP010912,CUS0059649,,Refund Request,2026-05-05,Open,Low
SUP010913,CUS0052789,,Baggage Complaint,2024-11-20,Resolved,Medium
SUP010914,CUS0029269,BK00070630,Website/App Issue,2024-07-20,In Progress,Low
SUP010915,CUS0000974,,Loyalty Points Issue,2024-07-23,Resolved,Medium
SUP010916,CUS0003015,,Flight Delay Complaint,2024-08-26,Resolved,Low
SUP010917,CUS0049638,BK00003127,Booking Issue,2024-04-04,Closed,Low
SUP010918,CUS0023002,BK00055771,Flight Delay Complaint,2025-11-01,Open,Low
SUP010919,CUS0049255,BK00044383,Baggage Complaint,2024-03-14,Resolved,Low
SUP010920,CUS0042688,,Baggage Complaint,2024-11-24,Resolved,Medium
SUP010921,CUS0048773,BK00066557,Seat Change Request,2024-06-26,In Progress,Low
SUP010922,CUS0053714,,Seat Change Request,2025-01-01,Open,Low
SUP010923,CUS0036793,BK00139976,Baggage Complaint,2024-08-16,Closed,Medium
SUP010924,CUS0010284,BK00135503,Loyalty Points Issue,2025-07-12,Closed,High
SUP010925,CUS0012404,,Flight Delay Complaint,2026-05-13,Closed,Medium
SUP010926,CUS0004194,BK00097669,Flight Delay Complaint,2026-01-22,Open,Low
SUP010927,CUS0017654,BK00130173,General Inquiry,2024-02-02,Resolved,Medium
SUP010928,CUS0041633,BK00118674,General Inquiry,2025-12-04,In Progress,High
SUP010929,CUS0050387,BK00040269,Flight Delay Complaint,2026-01-30,Closed,High
SUP010930,CUS0030924,BK00053619,Refund Request,2024-11-01,Closed,Low
SUP010931,CUS0036554,,Flight Delay Complaint,2025-11-27,Closed,Urgent
SUP010932,CUS0013790,,Flight Delay Complaint,2026-07-25,Resolved,Low
SUP010933,CUS0035682,BK00078478,Website/App Issue,2026-02-19,Open,Medium
SUP010934,CUS0030487,BK00139888,Website/App Issue,2025-03-22,Resolved,Medium
SUP010935,CUS0037409,BK00087381,Refund Request,2024-09-16,In Progress,Medium
SUP010936,CUS0048448,BK00110608,General Inquiry,2025-05-24,Resolved,High
SUP010937,CUS0029561,BK00016464,Baggage Complaint,2024-09-13,In Progress,Urgent
SUP010938,CUS0007354,BK00125530,General Inquiry,2026-06-25,Closed,Medium
SUP010939,CUS0013745,BK00022435,Loyalty Points Issue,2024-01-13,Resolved,Low
SUP010940,CUS0035456,BK00140788,General Inquiry,2025-11-24,Resolved,Medium
SUP010941,CUS0037490,BK00094146,Seat Change Request,2025-07-28,Closed,High
SUP010942,CUS0027373,,Flight Delay Complaint,2025-05-06,Closed,Low
SUP010943,CUS0014578,,Baggage Complaint,2024-08-12,Closed,Low
SUP010944,CUS0036961,,Flight Delay Complaint,2025-10-04,Open,Low
SUP010945,CUS0015350,BK00117296,Loyalty Points Issue,2026-05-23,Closed,Medium
SUP010946,CUS0050255,,Refund Request,2024-09-24,Closed,High
SUP010947,CUS0031304,,Seat Change Request,2024-07-03,Closed,Medium
SUP010948,CUS0027975,,Baggage Complaint,2026-04-09,Resolved,High
SUP010949,CUS0059677,BK00108875,Refund Request,2026-05-13,Resolved,Medium
SUP010950,CUS0052734,,General Inquiry,2026-04-06,Resolved,Low
SUP010951,CUS0029452,BK00082167,Website/App Issue,2025-06-08,Closed,Medium
SUP010952,CUS0000359,BK00036454,Seat Change Request,2024-11-24,Open,High
SUP010953,CUS0052036,BK00134984,Flight Delay Complaint,2026-07-20,In Progress,Medium
SUP010954,CUS0006451,,Refund Request,2026-05-02,Closed,Medium
SUP010955,CUS0037215,BK00106727,Baggage Complaint,2025-11-23,Resolved,Medium
SUP010956,CUS0027920,BK00069811,Loyalty Points Issue,2024-08-12,Open,Medium
SUP010957,CUS0048345,BK00086414,Baggage Complaint,2024-07-31,In Progress,Low
SUP010958,CUS0052028,BK00097808,General Inquiry,2025-09-12,In Progress,High
SUP010959,CUS0019667,BK00035267,Refund Request,2025-03-19,Resolved,Medium
SUP010960,CUS0029037,BK00071213,Seat Change Request,2024-10-07,Resolved,Low
SUP010961,CUS0030535,,Flight Delay Complaint,2026-02-05,In Progress,Medium
SUP010962,CUS0017471,BK00048654,Seat Change Request,2025-08-18,Resolved,Low
SUP010963,CUS0009673,,Baggage Complaint,2024-10-19,Closed,Low
SUP010964,CUS0017538,BK00091317,General Inquiry,2024-06-28,Closed,Medium
SUP010965,CUS0055305,BK00124959,Baggage Complaint,2024-08-01,Resolved,Medium
SUP010966,CUS0020376,BK00149765,Baggage Complaint,2025-09-23,Closed,Low
SUP010967,CUS0054264,BK00144534,Refund Request,2025-02-10,Resolved,Medium
SUP010968,CUS0034054,BK00054431,Seat Change Request,2025-06-22,Closed,Medium
SUP010969,CUS0045094,,Refund Request,2025-10-04,Resolved,Low
SUP010970,CUS0057154,BK00111225,General Inquiry,2024-03-21,Closed,Medium
SUP010971,CUS0027651,BK00084315,Refund Request,2025-12-15,Closed,Low
SUP010972,CUS0036943,BK00065306,Seat Change Request,2025-12-01,Closed,Low
SUP010973,CUS0001056,BK00099624,Flight Delay Complaint,2024-08-29,Closed,Low
SUP010974,CUS0010459,,Baggage Complaint,2026-01-05,Resolved,High
SUP010975,CUS0003547,BK00126226,Loyalty Points Issue,2024-06-03,Resolved,Medium
SUP010976,CUS0042400,BK00135543,Refund Request,2025-07-05,Closed,Medium
SUP010977,CUS0009593,,Booking Issue,2024-07-02,In Progress,Medium
SUP010978,CUS0005501,BK00022136,Website/App Issue,2024-04-28,Resolved,Low
SUP010979,CUS0021006,BK00098635,Refund Request,2025-07-28,Closed,Low
SUP010980,CUS0015446,BK00087252,Flight Delay Complaint,2025-02-01,Resolved,High
SUP010981,CUS0037379,BK00126923,Seat Change Request,2024-08-25,Open,Medium
SUP010982,CUS0011647,BK00057255,Baggage Complaint,2025-10-27,Closed,Low
SUP010983,CUS0054107,BK00075633,Refund Request,2024-11-10,Resolved,Low
SUP010984,CUS0047125,BK00075879,Baggage Complaint,2024-11-19,Resolved,Medium
SUP010985,CUS0007827,BK00136048,Refund Request,2024-10-11,Open,High
SUP010986,CUS0058835,,Flight Delay Complaint,2025-01-03,In Progress,High
SUP010987,CUS0053881,,Seat Change Request,2025-10-15,Resolved,Medium
SUP010988,CUS0026250,BK00036662,Booking Issue,2024-09-11,Resolved,Low
SUP010989,CUS0057384,,Baggage Complaint,2025-07-23,Resolved,Medium
SUP010990,CUS0059705,BK00140976,Loyalty Points Issue,2024-01-04,In Progress,Medium
SUP010991,CUS0018006,BK00002046,Loyalty Points Issue,2024-08-18,Open,High
SUP010992,CUS0057306,BK00070106,Flight Delay Complaint,2026-03-25,Resolved,Low
SUP010993,CUS0012035,,Loyalty Points Issue,2025-04-06,In Progress,Medium
SUP010994,CUS0055131,,Website/App Issue,2025-02-18,In Progress,Medium
SUP010995,CUS0004260,,Baggage Complaint,2025-01-18,Closed,Urgent
SUP010996,CUS0022837,BK00048489,Refund Request,2025-12-03,Closed,High
SUP010997,CUS0050869,,Loyalty Points Issue,2025-01-22,Resolved,Low
SUP010998,CUS0030808,BK00143873,Refund Request,2026-02-06,Open,Medium
SUP010999,CUS0004255,BK00063584,Seat Change Request,2024-06-07,Open,Medium
SUP011000,CUS0036481,BK00128215,Seat Change Request,2024-07-09,In Progress,Medium
SUP011001,CUS0051834,BK00147051,Seat Change Request,2024-05-01,Closed,Medium
SUP011002,CUS0055045,,General Inquiry,2026-05-31,Resolved,Low
SUP011003,CUS0002080,BK00056941,Website/App Issue,2025-05-20,In Progress,Medium
SUP011004,CUS0009902,,Website/App Issue,2026-03-09,Closed,Medium
SUP011005,CUS0018836,,Baggage Complaint,2025-12-29,Resolved,Medium
SUP011006,CUS0005343,BK00018482,Seat Change Request,2026-06-02,Closed,Medium
SUP011007,CUS0007206,BK00023656,Booking Issue,2025-07-04,Resolved,Medium
SUP011008,CUS0057135,,Baggage Complaint,2024-02-16,Closed,Low
SUP011009,CUS0022391,BK00027436,General Inquiry,2024-01-27,Closed,Medium
SUP011010,CUS0016137,BK00060905,Refund Request,2025-07-03,Resolved,High
SUP011011,CUS0029539,BK00068067,Loyalty Points Issue,2024-01-05,Closed,Low
SUP011012,CUS0008240,BK00077959,Booking Issue,2025-06-30,Closed,Medium
SUP011013,CUS0047991,,Loyalty Points Issue,2026-01-27,Closed,Medium
SUP011014,CUS0022098,,Refund Request,2026-03-29,Closed,High
SUP011015,CUS0053189,BK00079916,General Inquiry,2026-06-27,Resolved,Medium
SUP011016,CUS0013054,,Seat Change Request,2026-02-24,Resolved,Low
SUP011017,CUS0054251,,Baggage Complaint,2024-08-12,In Progress,Medium
SUP011018,CUS0037232,BK00149775,Website/App Issue,2026-06-27,In Progress,Low
SUP011019,CUS0038995,,Flight Delay Complaint,2025-10-22,Resolved,Medium
SUP011020,CUS0052195,BK00028575,Seat Change Request,2024-11-14,Resolved,High
SUP011021,CUS0038429,BK00124281,Refund Request,2024-06-26,Resolved,Medium
SUP011022,CUS0018316,BK00129406,Website/App Issue,2026-02-06,Resolved,Medium
SUP011023,CUS0008311,,General Inquiry,2024-11-02,Resolved,Urgent
SUP011024,CUS0033614,,General Inquiry,2026-04-07,Closed,High
SUP011025,CUS0018721,,Loyalty Points Issue,2024-12-25,Resolved,Medium
SUP011026,CUS0010096,,Refund Request,2026-07-03,In Progress,Low
SUP011027,CUS0034964,BK00058029,Loyalty Points Issue,2024-09-06,Closed,Low
SUP011028,CUS0018603,,Baggage Complaint,2025-12-12,In Progress,Low
SUP011029,CUS0019196,,Booking Issue,2024-01-12,Closed,Low
SUP011030,CUS0024815,,Loyalty Points Issue,2025-04-05,Resolved,High
SUP011031,CUS0010240,BK00002281,Website/App Issue,2025-12-17,Closed,Medium
SUP011032,CUS0044817,,Website/App Issue,2024-05-23,Open,Low
SUP011033,CUS0029305,,Loyalty Points Issue,2024-04-23,Resolved,Low
SUP011034,CUS0025688,BK00061206,Loyalty Points Issue,2024-04-05,Closed,High
SUP011035,CUS0027348,BK00142532,Seat Change Request,2025-05-01,Resolved,Medium
SUP011036,CUS0000839,BK00094602,Refund Request,2024-11-29,Closed,Medium
SUP011037,CUS0046653,BK00108886,Seat Change Request,2026-04-15,Resolved,Medium
SUP011038,CUS0034788,BK00045938,Baggage Complaint,2024-03-12,Open,High
SUP011039,CUS0030020,BK00128922,Refund Request,2024-07-08,Resolved,High
SUP011040,CUS0020590,,General Inquiry,2024-11-03,Resolved,Low
SUP011041,CUS0031095,,Baggage Complaint,2025-04-06,Resolved,Medium
SUP011042,CUS0012643,BK00035668,General Inquiry,2025-02-20,Closed,Medium
SUP011043,CUS0049964,,Baggage Complaint,2026-03-07,In Progress,High
SUP011044,CUS0012892,,Website/App Issue,2024-11-12,Closed,Low
SUP011045,CUS0056786,BK00079464,Refund Request,2024-03-06,In Progress,Medium
SUP011046,CUS0013620,BK00101560,Refund Request,2024-07-22,Resolved,High
SUP011047,CUS0021164,BK00036379,Flight Delay Complaint,2025-04-26,In Progress,Urgent
SUP011048,CUS0021085,BK00044530,Website/App Issue,2025-11-13,Closed,Medium
SUP011049,CUS0016666,BK00127126,Refund Request,2025-08-10,Closed,Medium
SUP011050,CUS0011347,BK00103536,Loyalty Points Issue,2024-11-12,Closed,Medium
SUP011051,CUS0043505,BK00138008,Seat Change Request,2025-11-21,Resolved,Medium
SUP011052,CUS0007630,,General Inquiry,2024-03-24,Closed,High
SUP011053,CUS0023030,BK00127741,Seat Change Request,2024-02-28,Resolved,Medium
SUP011054,CUS0003521,BK00071217,Website/App Issue,2025-06-14,In Progress,Medium
SUP011055,CUS0026491,,Seat Change Request,2026-07-08,Open,High
SUP011056,CUS0017484,,Refund Request,2026-07-13,Closed,High
SUP011057,CUS0003283,,Website/App Issue,2025-03-31,Closed,Medium
SUP011058,CUS0017913,,Loyalty Points Issue,2026-07-31,Resolved,Low
SUP011059,CUS0041741,,Booking Issue,2024-06-03,Resolved,Medium
SUP011060,CUS0012663,BK00145182,Loyalty Points Issue,2024-01-30,Resolved,Low
SUP011061,CUS0051344,BK00083582,Website/App Issue,2024-06-28,Resolved,Medium
SUP011062,CUS0014712,,Baggage Complaint,2025-12-11,Resolved,Low
SUP011063,CUS0048790,BK00055873,General Inquiry,2025-10-21,Closed,Low
SUP011064,CUS0038088,BK00101536,Loyalty Points Issue,2024-03-27,Resolved,High
SUP011065,CUS0056469,BK00019730,General Inquiry,2025-03-30,In Progress,Medium
SUP011066,CUS0058101,BK00143564,Website/App Issue,2025-08-28,Closed,Medium
SUP011067,CUS0018215,,General Inquiry,2024-04-30,Resolved,Low
SUP011068,CUS0026383,,General Inquiry,2024-01-03,Resolved,Low
SUP011069,CUS0052949,,Loyalty Points Issue,2024-11-20,Closed,High
SUP011070,CUS0004556,,Booking Issue,2024-08-02,Resolved,Medium
SUP011071,CUS0032232,BK00122122,Seat Change Request,2026-06-23,Resolved,Low
SUP011072,CUS0007967,BK00018172,Loyalty Points Issue,2024-09-24,Resolved,Medium
SUP011073,CUS0025346,,Seat Change Request,2025-06-13,Resolved,Medium
SUP011074,CUS0012778,,Website/App Issue,2024-08-04,Closed,High
SUP011075,CUS0057605,BK00125369,Booking Issue,2024-04-12,Resolved,High
SUP011076,CUS0006770,BK00124310,Flight Delay Complaint,2024-10-12,Resolved,Low
SUP011077,CUS0019551,,Loyalty Points Issue,2025-12-16,Closed,Low
SUP011078,CUS0009957,,Loyalty Points Issue,2026-03-25,Closed,Medium
SUP011079,CUS0000765,BK00034145,Website/App Issue,2025-11-29,Resolved,Medium
SUP011080,CUS0010303,BK00112875,General Inquiry,2025-04-21,Closed,Urgent
SUP011081,CUS0036940,,Website/App Issue,2026-04-30,Closed,Medium
SUP011082,CUS0040506,BK00131568,Refund Request,2026-05-31,Open,Medium
SUP011083,CUS0010026,BK00044017,Refund Request,2024-04-30,Closed,Low
SUP011084,CUS0010719,BK00127036,Seat Change Request,2024-09-29,Closed,Medium
SUP011085,CUS0053110,,Loyalty Points Issue,2024-08-26,In Progress,High
SUP011086,CUS0045604,,Refund Request,2025-08-10,Open,Low
SUP011087,CUS0016955,BK00059981,Baggage Complaint,2025-04-27,Closed,Low
SUP011088,CUS0051751,,General Inquiry,2025-05-21,Closed,High
SUP011089,CUS0026612,BK00129950,Refund Request,2025-05-16,Closed,Medium
SUP011090,CUS0023954,,Booking Issue,2025-02-04,Closed,High
SUP011091,CUS0026949,,General Inquiry,2025-04-27,In Progress,Medium
SUP011092,CUS0023440,BK00070775,Loyalty Points Issue,2024-01-27,Resolved,Low
SUP011093,CUS0001686,,Seat Change Request,2025-04-01,Resolved,Low
SUP011094,CUS0004239,BK00100239,Booking Issue,2025-12-23,Resolved,Medium
SUP011095,CUS0002206,BK00055043,Refund Request,2025-06-03,Closed,High
SUP011096,CUS0017019,BK00025562,Booking Issue,2024-08-30,Resolved,Low
SUP011097,CUS0056626,BK00002773,Refund Request,2024-06-16,Resolved,High
SUP011098,CUS0021942,BK00119901,Seat Change Request,2025-10-20,Resolved,High
SUP011099,CUS0029609,BK00138759,General Inquiry,2026-02-18,Closed,High
SUP011100,CUS0016458,,Flight Delay Complaint,2024-09-24,Closed,Low
SUP011101,CUS0021154,BK00121641,Website/App Issue,2026-05-28,Resolved,Low
SUP011102,CUS0010670,,General Inquiry,2024-05-02,Resolved,Low
SUP011103,CUS0040497,BK00106813,Seat Change Request,2025-11-24,In Progress,Low
SUP011104,CUS0012231,,Baggage Complaint,2025-01-07,Closed,Medium
SUP011105,CUS0008165,BK00046176,Baggage Complaint,2026-04-18,Closed,Low
SUP011106,CUS0024625,BK00129803,Loyalty Points Issue,2024-07-11,Resolved,Medium
SUP011107,CUS0003383,BK00140765,Seat Change Request,2024-12-09,Closed,Low
SUP011108,CUS0023080,BK00078334,Seat Change Request,2026-04-22,Resolved,Medium
SUP011109,CUS0034299,BK00110976,Loyalty Points Issue,2025-10-19,Resolved,High
SUP011110,CUS0035669,,General Inquiry,2026-03-04,Closed,Low
SUP011111,CUS0042176,BK00149884,Seat Change Request,2026-02-28,Open,Low
SUP011112,CUS0026853,BK00015980,Flight Delay Complaint,2025-01-15,Resolved,Medium
SUP011113,CUS0053910,BK00113568,Baggage Complaint,2025-03-05,Open,Medium
SUP011114,CUS0017492,BK00017636,Refund Request,2024-08-16,Closed,Medium
SUP011115,CUS0005884,BK00114908,Refund Request,2025-11-08,Closed,Low
SUP011116,CUS0008865,BK00067237,Seat Change Request,2025-10-28,Resolved,High
SUP011117,CUS0050570,,Refund Request,2026-01-29,In Progress,Low
SUP011118,CUS0033858,BK00089140,Baggage Complaint,2025-11-09,Open,Medium
SUP011119,CUS0005703,BK00065152,Refund Request,2026-05-28,Resolved,Low
SUP011120,CUS0048668,,Baggage Complaint,2025-11-28,Resolved,Medium
SUP011121,CUS0012232,BK00073016,Booking Issue,2024-07-18,Resolved,High
SUP011122,CUS0006811,BK00103008,General Inquiry,2025-03-11,Resolved,High
SUP011123,CUS0025848,BK00081100,Booking Issue,2025-08-06,Open,Low
SUP011124,CUS0036654,BK00021126,Flight Delay Complaint,2025-03-31,Resolved,Medium
SUP011125,CUS0001421,,Booking Issue,2025-01-09,Resolved,High
SUP011126,CUS0033964,,Website/App Issue,2025-07-09,Open,Low
SUP011127,CUS0022001,BK00085255,General Inquiry,2025-01-06,Resolved,Low
SUP011128,CUS0020833,,Refund Request,2024-10-20,Closed,Low
SUP011129,CUS0003645,,Booking Issue,2026-07-31,Closed,Medium
SUP011130,CUS0013559,BK00133365,Refund Request,2024-01-18,Closed,Low
SUP011131,CUS0034604,,Seat Change Request,2025-11-15,In Progress,Low
SUP011132,CUS0044453,,Seat Change Request,2026-07-01,In Progress,Low
SUP011133,CUS0053529,,Website/App Issue,2025-10-09,Closed,Low
SUP011134,CUS0036275,BK00030271,Seat Change Request,2025-08-20,Closed,Medium
SUP011135,CUS0010054,,Flight Delay Complaint,2024-08-06,Open,Low
SUP011136,CUS0044711,BK00108230,Booking Issue,2024-02-05,Resolved,Medium
SUP011137,CUS0028500,,Booking Issue,2026-02-15,Resolved,Low
SUP011138,CUS0037569,,Website/App Issue,2026-06-23,Resolved,Medium
SUP011139,CUS0014016,BK00101926,Flight Delay Complaint,2024-01-16,Resolved,Medium
SUP011140,CUS0010182,BK00147605,Website/App Issue,2024-09-20,Closed,Medium
SUP011141,CUS0020231,BK00131056,Seat Change Request,2025-07-25,Resolved,Medium
SUP011142,CUS0004932,BK00071693,Flight Delay Complaint,2025-09-06,Resolved,High
SUP011143,CUS0044057,BK00046081,Baggage Complaint,2026-06-18,Open,High
SUP011144,CUS0026851,BK00125689,Booking Issue,2024-11-25,Closed,Medium
SUP011145,CUS0052679,,Baggage Complaint,2024-08-15,Closed,Low
SUP011146,CUS0014873,BK00077402,Loyalty Points Issue,2026-02-18,Resolved,Medium
SUP011147,CUS0051236,BK00090936,Refund Request,2025-03-29,Closed,Medium
SUP011148,CUS0049102,,Seat Change Request,2025-09-14,Closed,Medium
SUP011149,CUS0026568,,Flight Delay Complaint,2025-04-02,Resolved,High
SUP011150,CUS0006645,BK00108687,Flight Delay Complaint,2025-09-12,Closed,Low
SUP011151,CUS0037858,BK00084002,Booking Issue,2026-01-09,In Progress,Low
SUP011152,CUS0004428,BK00025751,Website/App Issue,2024-07-14,In Progress,Urgent
SUP011153,CUS0007291,BK00036007,Refund Request,2026-06-20,Closed,Low
SUP011154,CUS0047131,BK00097165,Booking Issue,2024-08-28,Resolved,Low
SUP011155,CUS0046164,BK00060032,Booking Issue,2024-06-10,In Progress,Low
SUP011156,CUS0047600,BK00121625,Refund Request,2025-08-20,Closed,Low
SUP011157,CUS0012632,BK00009129,Baggage Complaint,2024-03-10,In Progress,Medium
SUP011158,CUS0006111,BK00038373,Seat Change Request,2026-06-23,Closed,Low
SUP011159,CUS0013631,BK00036441,Baggage Complaint,2024-03-15,Resolved,Medium
SUP011160,CUS0040863,BK00027041,Seat Change Request,2026-06-22,Closed,Medium
SUP011161,CUS0025666,BK00022062,Baggage Complaint,2024-10-01,Open,Low
SUP011162,CUS0033186,,Booking Issue,2025-10-27,Closed,Medium
SUP011163,CUS0056119,,General Inquiry,2025-11-27,Closed,Medium
SUP011164,CUS0056297,,Flight Delay Complaint,2026-03-29,Resolved,High
SUP011165,CUS0046743,BK00127032,Booking Issue,2024-09-29,In Progress,Medium
SUP011166,CUS0037562,,Website/App Issue,2025-09-21,Closed,Medium
SUP011167,CUS0042449,,General Inquiry,2025-08-19,Closed,Medium
SUP011168,CUS0025729,,Baggage Complaint,2025-02-17,Resolved,Low
SUP011169,CUS0059412,,Booking Issue,2025-12-08,Resolved,High
SUP011170,CUS0040406,,Booking Issue,2024-05-18,Closed,Low
SUP011171,CUS0014761,BK00077440,Refund Request,2026-07-07,Resolved,Low
SUP011172,CUS0001090,BK00082060,Baggage Complaint,2025-05-20,Resolved,High
SUP011173,CUS0026137,BK00057110,Seat Change Request,2024-01-30,Closed,Low
SUP011174,CUS0053200,,Website/App Issue,2024-05-15,Resolved,Medium
SUP011175,CUS0000675,BK00118491,Baggage Complaint,2025-01-12,Resolved,Medium
SUP011176,CUS0004443,BK00119107,Baggage Complaint,2025-11-10,Closed,Low
SUP011177,CUS0034618,BK00012638,General Inquiry,2024-12-20,Closed,Medium
SUP011178,CUS0049877,BK00146811,General Inquiry,2025-01-01,In Progress,Low
SUP011179,CUS0055061,BK00057597,Seat Change Request,2024-09-06,Resolved,Medium
SUP011180,CUS0001358,BK00090725,Booking Issue,2025-02-05,Closed,High
SUP011181,CUS0001594,,Seat Change Request,2024-07-21,In Progress,Low
SUP011182,CUS0036132,BK00011623,Baggage Complaint,2025-10-28,Resolved,High
SUP011183,CUS0012968,BK00078217,Baggage Complaint,2025-06-26,In Progress,Low
SUP011184,CUS0018895,BK00004834,General Inquiry,2025-06-28,Closed,Low
SUP011185,CUS0035160,BK00091406,General Inquiry,2025-02-02,Closed,Medium
SUP011186,CUS0030581,BK00112408,Loyalty Points Issue,2025-06-09,Closed,Low
SUP011187,CUS0016304,BK00140573,Seat Change Request,2026-02-23,Resolved,Medium
SUP011188,CUS0005118,BK00062693,Booking Issue,2026-07-17,Resolved,Low
SUP011189,CUS0018011,BK00124441,General Inquiry,2026-01-12,Resolved,Medium
SUP011190,CUS0053053,BK00036725,Refund Request,2024-06-29,Open,Medium
SUP011191,CUS0046611,BK00111875,General Inquiry,2024-08-08,Resolved,Low
SUP011192,CUS0018169,,Flight Delay Complaint,2025-01-05,Resolved,Medium
SUP011193,CUS0028316,BK00047239,Booking Issue,2025-01-25,Resolved,High
SUP011194,CUS0018950,,Refund Request,2025-03-07,Closed,Medium
SUP011195,CUS0000703,BK00063158,General Inquiry,2026-06-23,Open,Low
SUP011196,CUS0022740,,Baggage Complaint,2024-10-15,In Progress,Low
SUP011197,CUS0015683,,Website/App Issue,2024-04-13,Closed,High
SUP011198,CUS0052309,BK00001511,General Inquiry,2026-05-01,Resolved,Medium
SUP011199,CUS0034721,,Website/App Issue,2024-12-09,Closed,High
SUP011200,CUS0014024,,Website/App Issue,2024-09-20,Closed,Low
SUP011201,CUS0008236,BK00096362,Seat Change Request,2024-11-06,Closed,Medium
SUP011202,CUS0024936,,Website/App Issue,2025-02-10,Resolved,High
SUP011203,CUS0058719,BK00006700,Baggage Complaint,2024-04-28,Open,Urgent
SUP011204,CUS0058997,,Baggage Complaint,2024-05-20,Resolved,Low
SUP011205,CUS0038531,BK00050990,Loyalty Points Issue,2025-10-09,Resolved,Low
SUP011206,CUS0056631,BK00035252,Baggage Complaint,2026-03-07,Closed,High
SUP011207,CUS0010431,BK00113718,Seat Change Request,2026-04-17,Resolved,Low
SUP011208,CUS0022393,BK00099744,Baggage Complaint,2024-09-22,Closed,Medium
SUP011209,CUS0031967,,General Inquiry,2024-11-09,Closed,Medium
SUP011210,CUS0017037,BK00038433,Booking Issue,2026-06-15,Resolved,Medium
SUP011211,CUS0008586,BK00069003,Booking Issue,2025-12-27,Closed,High
SUP011212,CUS0055479,BK00065111,Refund Request,2026-05-19,Closed,Low
SUP011213,CUS0003538,BK00098057,Booking Issue,2024-10-01,Closed,High
SUP011214,CUS0015434,,Website/App Issue,2024-02-02,In Progress,Low
SUP011215,CUS0008807,BK00008724,Refund Request,2024-10-17,Resolved,Medium
SUP011216,CUS0004103,BK00141766,Refund Request,2025-03-16,Closed,Low
SUP011217,CUS0054211,BK00121682,Seat Change Request,2025-04-23,Closed,Low
SUP011218,CUS0002040,,Loyalty Points Issue,2026-04-02,Closed,Medium
SUP011219,CUS0053978,BK00034086,General Inquiry,2025-03-16,Resolved,Medium
SUP011220,CUS0023963,BK00111632,General Inquiry,2026-04-29,Closed,Low
SUP011221,CUS0016767,BK00023505,Website/App Issue,2026-01-31,Resolved,Medium
SUP011222,CUS0044728,BK00149062,Loyalty Points Issue,2024-12-28,Resolved,Low
SUP011223,CUS0000452,BK00065636,Baggage Complaint,2025-10-29,Closed,Medium
SUP011224,CUS0016253,BK00138889,Flight Delay Complaint,2024-03-19,Resolved,Low
SUP011225,CUS0043934,BK00005329,Refund Request,2024-11-04,Closed,Low
SUP011226,CUS0028498,BK00033065,Booking Issue,2025-02-23,Resolved,Low
SUP011227,CUS0045902,BK00090363,General Inquiry,2025-03-21,Closed,High
SUP011228,CUS0001339,,Refund Request,2025-11-27,Open,Medium
SUP011229,CUS0036171,BK00112283,Website/App Issue,2026-03-10,Closed,Medium
SUP011230,CUS0053078,,Baggage Complaint,2025-03-22,Closed,Urgent
SUP011231,CUS0003597,BK00065969,General Inquiry,2025-11-27,Closed,High
SUP011232,CUS0057476,,Seat Change Request,2026-04-03,Closed,Low
SUP011233,CUS0005962,BK00090754,General Inquiry,2026-05-30,Closed,Low
SUP011234,CUS0030889,BK00068757,General Inquiry,2024-05-25,Closed,Low
SUP011235,CUS0017685,BK00035757,Seat Change Request,2026-04-18,In Progress,Medium
SUP011236,CUS0019484,BK00110696,Seat Change Request,2026-01-29,In Progress,High
SUP011237,CUS0040659,BK00042387,Loyalty Points Issue,2024-12-09,Closed,Medium
SUP011238,CUS0030073,BK00134207,Loyalty Points Issue,2025-04-23,Resolved,Low
SUP011239,CUS0000274,BK00148828,Website/App Issue,2024-09-30,Closed,High
SUP011240,CUS0041206,BK00030285,Seat Change Request,2025-01-19,Closed,Medium
SUP011241,CUS0007315,,Website/App Issue,2026-07-17,Closed,Low
SUP011242,CUS0033783,BK00037634,Seat Change Request,2024-11-08,Resolved,Medium
SUP011243,CUS0023141,BK00139330,Refund Request,2024-09-27,Closed,Low
SUP011244,CUS0048636,,Loyalty Points Issue,2025-06-21,Resolved,High
SUP011245,CUS0037482,,Flight Delay Complaint,2025-03-08,Closed,High
SUP011246,CUS0006812,BK00087200,Website/App Issue,2024-08-18,Resolved,Medium
SUP011247,CUS0025689,,Website/App Issue,2024-12-16,Closed,Low
SUP011248,CUS0044055,,Seat Change Request,2025-10-17,Resolved,Low
SUP011249,CUS0028041,,Website/App Issue,2025-04-13,Resolved,Low
SUP011250,CUS0047060,BK00128248,Booking Issue,2024-01-01,Closed,High
SUP011251,CUS0019211,BK00066380,Baggage Complaint,2024-03-09,Resolved,Low
SUP011252,CUS0057231,BK00125774,Baggage Complaint,2024-11-09,Closed,Medium
SUP011253,CUS0037847,BK00008904,Seat Change Request,2024-08-27,Resolved,Medium
SUP011254,CUS0024814,BK00017879,Flight Delay Complaint,2026-05-13,Closed,Low
SUP011255,CUS0052362,BK00146851,Booking Issue,2024-12-02,Resolved,High
SUP011256,CUS0032510,,Seat Change Request,2025-01-16,Open,Medium
SUP011257,CUS0040116,,Booking Issue,2026-07-27,Resolved,Low
