delay_id,flight_id,delay_minutes,delay_reason
DLY007385,FLT0058589,232,Mechanical Issue
DLY007386,FLT0058592,68,Weather
DLY007387,FLT0058595,125,Mechanical Issue
DLY007388,FLT0058596,40,Mechanical Issue
DLY007389,FLT0058598,147,Late Aircraft Arrival
DLY007390,FLT0058603,172,Weather
DLY007391,FLT0058611,224,Crew Availability
DLY007392,FLT0058620,175,Crew Availability
DLY007393,FLT0058627,185,Airport Operations
DLY007394,FLT0058651,170,Mechanical Issue
DLY007395,FLT0058657,224,Crew Availability
DLY007396,FLT0058665,199,Late Aircraft Arrival
DLY007397,FLT0058678,104,Weather
DLY007398,FLT0058680,66,Crew Availability
DLY007399,FLT0058696,69,Mechanical Issue
DLY007400,FLT0058704,56,Air Traffic Control
DLY007401,FLT0058715,181,Mechanical Issue
DLY007402,FLT0058717,97,Crew Availability
DLY007403,FLT0058737,104,Crew Availability
DLY007404,FLT0058740,56,Airport Operations
DLY007405,FLT0058742,61,Mechanical Issue
DLY007406,FLT0058765,118,Crew Availability
DLY007407,FLT0058772,65,Mechanical Issue
DLY007408,FLT0058773,230,Airport Operations
DLY007409,FLT0058782,190,Mechanical Issue
DLY007410,FLT0058802,36,Mechanical Issue
DLY007411,FLT0058805,50,Air Traffic Control
DLY007412,FLT0058806,154,Air Traffic Control
DLY007413,FLT0058818,211,Air Traffic Control
DLY007414,FLT0058825,184,Air Traffic Control
DLY007415,FLT0058828,224,Late Aircraft Arrival
DLY007416,FLT0058829,17,Security
DLY007417,FLT0058852,177,Crew Availability
DLY007418,FLT0058855,105,Crew Availability
DLY007419,FLT0058880,148,Air Traffic Control
DLY007420,FLT0058884,177,Mechanical Issue
DLY007421,FLT0058888,225,Security
DLY007422,FLT0058895,56,Crew Availability
DLY007423,FLT0058899,187,Airport Operations
DLY007424,FLT0058904,237,Late Aircraft Arrival
DLY007425,FLT0058906,43,Mechanical Issue
DLY007426,FLT0058922,156,Mechanical Issue
DLY007427,FLT0058927,179,Mechanical Issue
DLY007428,FLT0058933,152,Security
DLY007429,FLT0058945,210,Crew Availability
DLY007430,FLT0058978,156,Security
DLY007431,FLT0058980,103,Security
DLY007432,FLT0058981,184,Security
DLY007433,FLT0058983,55,Mechanical Issue
DLY007434,FLT0058990,161,Mechanical Issue
DLY007435,FLT0058997,19,Weather
DLY007436,FLT0059001,121,Air Traffic Control
DLY007437,FLT0059002,173,Airport Operations
DLY007438,FLT0059012,152,Air Traffic Control
DLY007439,FLT0059023,114,Mechanical Issue
DLY007440,FLT0059028,225,Late Aircraft Arrival
DLY007441,FLT0059040,222,Mechanical Issue
DLY007442,FLT0059047,34,Air Traffic Control
DLY007443,FLT0059052,92,Air Traffic Control
DLY007444,FLT0059068,159,Airport Operations
DLY007445,FLT0059070,212,Crew Availability
DLY007446,FLT0059079,104,Crew Availability
DLY007447,FLT0059082,33,Mechanical Issue
DLY007448,FLT0059103,126,Crew Availability
DLY007449,FLT0059135,92,Security
DLY007450,FLT0059136,227,Weather
DLY007451,FLT0059139,122,Security
DLY007452,FLT0059145,172,Air Traffic Control
DLY007453,FLT0059152,20,Weather
DLY007454,FLT0059157,83,Security
DLY007455,FLT0059160,103,Crew Availability
DLY007456,FLT0059161,188,Mechanical Issue
DLY007457,FLT0059164,150,Mechanical Issue
DLY007458,FLT0059173,135,Air Traffic Control
DLY007459,FLT0059177,149,Security
DLY007460,FLT0059207,187,Air Traffic Control
DLY007461,FLT0059209,160,Mechanical Issue
DLY007462,FLT0059215,222,Mechanical Issue
DLY007463,FLT0059233,46,Airport Operations
DLY007464,FLT0059256,149,Airport Operations
DLY007465,FLT0059259,192,Weather
DLY007466,FLT0059269,45,Security
DLY007467,FLT0059281,145,Late Aircraft Arrival
DLY007468,FLT0059282,235,Security
DLY007469,FLT0059286,101,Weather
DLY007470,FLT0059298,168,Airport Operations
DLY007471,FLT0059317,28,Mechanical Issue
DLY007472,FLT0059346,108,Weather
DLY007473,FLT0059348,181,Crew Availability
DLY007474,FLT0059360,34,Crew Availability
DLY007475,FLT0059366,221,Security
DLY007476,FLT0059367,134,Security
DLY007477,FLT0059368,74,Mechanical Issue
DLY007478,FLT0059372,157,Air Traffic Control
DLY007479,FLT0059374,228,Security
DLY007480,FLT0059377,19,Crew Availability
DLY007481,FLT0059384,234,Airport Operations
DLY007482,FLT0059394,146,Airport Operations
DLY007483,FLT0059400,38,Weather
DLY007484,FLT0059404,85,Weather
DLY007485,FLT0059405,93,Air Traffic Control
DLY007486,FLT0059413,146,Airport Operations
DLY007487,FLT0059439,60,Airport Operations
DLY007488,FLT0059446,80,Weather
DLY007489,FLT0059454,136,Late Aircraft Arrival
DLY007490,FLT0059467,219,Airport Operations
DLY007491,FLT0059475,132,Crew Availability
DLY007492,FLT0059476,86,Late Aircraft Arrival
DLY007493,FLT0059482,167,Airport Operations
DLY007494,FLT0059500,167,Airport Operations
DLY007495,FLT0059516,183,Mechanical Issue
DLY007496,FLT0059517,87,Security
DLY007497,FLT0059519,50,Security
DLY007498,FLT0059530,207,Weather
DLY007499,FLT0059532,58,Weather
DLY007500,FLT0059549,38,Late Aircraft Arrival
DLY007501,FLT0059560,102,Crew Availability
DLY007502,FLT0059568,80,Crew Availability
DLY007503,FLT0059569,151,Late Aircraft Arrival
DLY007504,FLT0059582,116,Mechanical Issue
DLY007505,FLT0059593,129,Air Traffic Control
DLY007506,FLT0059621,27,Late Aircraft Arrival
DLY007507,FLT0059631,26,Mechanical Issue
DLY007508,FLT0059646,29,Security
DLY007509,FLT0059647,135,Mechanical Issue
DLY007510,FLT0059651,178,Security
DLY007511,FLT0059656,44,Weather
DLY007512,FLT0059669,140,Airport Operations
DLY007513,FLT0059690,57,Security
DLY007514,FLT0059693,103,Crew Availability
DLY007515,FLT0059696,16,Airport Operations
DLY007516,FLT0059698,125,Crew Availability
DLY007517,FLT0059726,27,Late Aircraft Arrival
DLY007518,FLT0059728,32,Late Aircraft Arrival
DLY007519,FLT0059741,217,Mechanical Issue
DLY007520,FLT0059755,17,Weather
DLY007521,FLT0059763,118,Weather
DLY007522,FLT0059764,143,Late Aircraft Arrival
DLY007523,FLT0059767,189,Late Aircraft Arrival
DLY007524,FLT0059781,213,Airport Operations
DLY007525,FLT0059816,156,Late Aircraft Arrival
DLY007526,FLT0059824,22,Airport Operations
DLY007527,FLT0059830,236,Late Aircraft Arrival
DLY007528,FLT0059844,137,Weather
DLY007529,FLT0059846,49,Security
DLY007530,FLT0059860,207,Airport Operations
DLY007531,FLT0059866,60,Air Traffic Control
DLY007532,FLT0059868,206,Crew Availability
DLY007533,FLT0059869,99,Air Traffic Control
DLY007534,FLT0059870,235,Airport Operations
DLY007535,FLT0059873,182,Security
DLY007536,FLT0059878,66,Late Aircraft Arrival
DLY007537,FLT0059880,129,Mechanical Issue
DLY007538,FLT0059892,88,Crew Availability
DLY007539,FLT0059900,67,Mechanical Issue
DLY007540,FLT0059912,193,Mechanical Issue
DLY007541,FLT0059915,232,Crew Availability
DLY007542,FLT0059931,81,Crew Availability
DLY007543,FLT0059940,206,Late Aircraft Arrival
DLY007544,FLT0059942,222,Mechanical Issue
DLY007545,FLT0059952,202,Mechanical Issue
DLY007546,FLT0059957,84,Air Traffic Control
DLY007547,FLT0059958,61,Late Aircraft Arrival
DLY007548,FLT0059960,177,Security
DLY007549,FLT0059976,97,Air Traffic Control
DLY007550,FLT0059981,132,Crew Availability
DLY007551,FLT0059984,76,Airport Operations
DLY007552,FLT0059989,171,Mechanical Issue
DLY007553,FLT0059997,222,Airport Operations
DLY007554,FLT0060009,125,Weather
DLY007555,FLT0060014,79,Security
DLY007556,FLT0060032,35,Mechanical Issue
DLY007557,FLT0060037,31,Late Aircraft Arrival
DLY007558,FLT0060044,36,Mechanical Issue
DLY007559,FLT0060050,223,Crew Availability
DLY007560,FLT0060063,19,Crew Availability
DLY007561,FLT0060069,33,Crew Availability
DLY007562,FLT0060073,224,Late Aircraft Arrival
DLY007563,FLT0060074,46,Airport Operations
DLY007564,FLT0060086,26,Weather
DLY007565,FLT0060091,220,Mechanical Issue
DLY007566,FLT0060093,143,Mechanical Issue
DLY007567,FLT0060103,129,Airport Operations
DLY007568,FLT0060106,95,Airport Operations
DLY007569,FLT0060110,206,Mechanical Issue
DLY007570,FLT0060119,237,Weather
DLY007571,FLT0060126,92,Weather
DLY007572,FLT0060127,64,Airport Operations
DLY007573,FLT0060128,170,Crew Availability
DLY007574,FLT0060129,178,Late Aircraft Arrival
DLY007575,FLT0060134,96,Weather
DLY007576,FLT0060136,93,Late Aircraft Arrival
DLY007577,FLT0060139,24,Security
DLY007578,FLT0060154,143,Air Traffic Control
DLY007579,FLT0060161,85,Airport Operations
DLY007580,FLT0060171,157,Late Aircraft Arrival
DLY007581,FLT0060179,189,Security
DLY007582,FLT0060185,21,Mechanical Issue
DLY007583,FLT0060191,184,Mechanical Issue
DLY007584,FLT0060204,164,Air Traffic Control
DLY007585,FLT0060218,186,Crew Availability
DLY007586,FLT0060219,187,Late Aircraft Arrival
DLY007587,FLT0060223,75,Weather
DLY007588,FLT0060227,66,Air Traffic Control
DLY007589,FLT0060236,77,Mechanical Issue
DLY007590,FLT0060238,187,Late Aircraft Arrival
DLY007591,FLT0060239,76,Crew Availability
DLY007592,FLT0060240,26,Mechanical Issue
DLY007593,FLT0060245,109,Airport Operations
DLY007594,FLT0060255,207,Crew Availability
DLY007595,FLT0060257,196,Late Aircraft Arrival
DLY007596,FLT0060268,28,Weather
DLY007597,FLT0060313,102,Mechanical Issue
DLY007598,FLT0060324,168,Crew Availability
DLY007599,FLT0060396,193,Air Traffic Control
DLY007600,FLT0060416,19,Air Traffic Control
DLY007601,FLT0060420,150,Crew Availability
DLY007602,FLT0060422,210,Weather
DLY007603,FLT0060429,61,Crew Availability
DLY007604,FLT0060442,118,Air Traffic Control
DLY007605,FLT0060451,150,Airport Operations
DLY007606,FLT0060461,38,Crew Availability
DLY007607,FLT0060465,99,Air Traffic Control
DLY007608,FLT0060479,178,Airport Operations
DLY007609,FLT0060483,207,Security
DLY007610,FLT0060491,238,Crew Availability
DLY007611,FLT0060492,188,Airport Operations
DLY007612,FLT0060494,187,Late Aircraft Arrival
DLY007613,FLT0060497,177,Weather
DLY007614,FLT0060527,87,Weather
DLY007615,FLT0060528,223,Air Traffic Control
DLY007616,FLT0060532,235,Crew Availability
DLY007617,FLT0060533,112,Airport Operations
DLY007618,FLT0060538,144,Weather
DLY007619,FLT0060539,105,Air Traffic Control
DLY007620,FLT0060546,159,Security
DLY007621,FLT0060550,16,Mechanical Issue
DLY007622,FLT0060562,69,Mechanical Issue
DLY007623,FLT0060576,142,Late Aircraft Arrival
DLY007624,FLT0060577,34,Air Traffic Control
DLY007625,FLT0060580,23,Crew Availability
DLY007626,FLT0060582,202,Weather
DLY007627,FLT0060583,89,Air Traffic Control
DLY007628,FLT0060592,233,Airport Operations
DLY007629,FLT0060600,104,Crew Availability
DLY007630,FLT0060602,189,Late Aircraft Arrival
DLY007631,FLT0060627,24,Air Traffic Control
DLY007632,FLT0060634,119,Weather
DLY007633,FLT0060638,226,Crew Availability
DLY007634,FLT0060642,238,Weather
DLY007635,FLT0060643,175,Airport Operations
DLY007636,FLT0060649,145,Airport Operations
DLY007637,FLT0060652,183,Mechanical Issue
DLY007638,FLT0060663,193,Security
DLY007639,FLT0060676,25,Air Traffic Control
DLY007640,FLT0060677,221,Weather
DLY007641,FLT0060682,111,Airport Operations
DLY007642,FLT0060704,239,Airport Operations
DLY007643,FLT0060705,115,Weather
DLY007644,FLT0060709,57,Late Aircraft Arrival
DLY007645,FLT0060718,194,Crew Availability
DLY007646,FLT0060726,84,Weather
DLY007647,FLT0060733,27,Late Aircraft Arrival
DLY007648,FLT0060737,170,Airport Operations
DLY007649,FLT0060744,139,Late Aircraft Arrival
DLY007650,FLT0060748,26,Late Aircraft Arrival
DLY007651,FLT0060750,44,Airport Operations
DLY007652,FLT0060754,131,Crew Availability
DLY007653,FLT0060776,99,Security
DLY007654,FLT0060791,206,Weather
DLY007655,FLT0060793,220,Air Traffic Control
DLY007656,FLT0060799,133,Crew Availability
DLY007657,FLT0060801,43,Airport Operations
DLY007658,FLT0060802,169,Weather
DLY007659,FLT0060803,33,Weather
DLY007660,FLT0060808,65,Security
DLY007661,FLT0060821,207,Mechanical Issue
DLY007662,FLT0060825,54,Air Traffic Control
DLY007663,FLT0060826,196,Crew Availability
DLY007664,FLT0060827,39,Crew Availability
DLY007665,FLT0060847,64,Airport Operations
DLY007666,FLT0060848,43,Air Traffic Control
DLY007667,FLT0060849,146,Airport Operations
DLY007668,FLT0060864,184,Security
DLY007669,FLT0060879,52,Air Traffic Control
DLY007670,FLT0060880,74,Weather
DLY007671,FLT0060891,238,Crew Availability
DLY007672,FLT0060907,47,Security
DLY007673,FLT0060923,25,Crew Availability
DLY007674,FLT0060924,30,Airport Operations
DLY007675,FLT0060943,144,Late Aircraft Arrival
DLY007676,FLT0060953,173,Weather
DLY007677,FLT0060963,144,Weather
DLY007678,FLT0060970,68,Late Aircraft Arrival
DLY007679,FLT0060982,203,Mechanical Issue
DLY007680,FLT0060989,41,Mechanical Issue
DLY007681,FLT0060993,238,Crew Availability
DLY007682,FLT0060997,130,Crew Availability
DLY007683,FLT0061000,191,Mechanical Issue
DLY007684,FLT0061001,132,Weather
DLY007685,FLT0061008,83,Airport Operations
DLY007686,FLT0061014,203,Air Traffic Control
DLY007687,FLT0061021,103,Late Aircraft Arrival
DLY007688,FLT0061030,70,Airport Operations
DLY007689,FLT0061035,229,Late Aircraft Arrival
DLY007690,FLT0061044,104,Air Traffic Control
DLY007691,FLT0061045,224,Security
DLY007692,FLT0061059,17,Airport Operations
DLY007693,FLT0061072,181,Late Aircraft Arrival
DLY007694,FLT0061089,61,Mechanical Issue
DLY007695,FLT0061099,110,Weather
DLY007696,FLT0061108,206,Mechanical Issue
DLY007697,FLT0061111,70,Crew Availability
DLY007698,FLT0061119,99,Late Aircraft Arrival
DLY007699,FLT0061129,133,Mechanical Issue
DLY007700,FLT0061131,110,Mechanical Issue
DLY007701,FLT0061132,21,Late Aircraft Arrival
DLY007702,FLT0061137,98,Weather
DLY007703,FLT0061138,55,Weather
DLY007704,FLT0061141,197,Weather
DLY007705,FLT0061150,114,Late Aircraft Arrival
DLY007706,FLT0061174,217,Weather
DLY007707,FLT0061192,95,Weather
DLY007708,FLT0061194,188,Air Traffic Control
DLY007709,FLT0061213,156,Security
DLY007710,FLT0061224,227,Weather
DLY007711,FLT0061228,131,Mechanical Issue
DLY007712,FLT0061247,225,Weather
DLY007713,FLT0061249,31,Security
DLY007714,FLT0061250,232,Late Aircraft Arrival
DLY007715,FLT0061261,75,Late Aircraft Arrival
DLY007716,FLT0061271,133,Mechanical Issue
DLY007717,FLT0061278,106,Airport Operations
DLY007718,FLT0061291,18,Weather
DLY007719,FLT0061306,115,Late Aircraft Arrival
DLY007720,FLT0061310,83,Late Aircraft Arrival
DLY007721,FLT0061326,229,Mechanical Issue
DLY007722,FLT0061337,178,Security
DLY007723,FLT0061345,31,Security
DLY007724,FLT0061351,15,Weather
DLY007725,FLT0061366,62,Air Traffic Control
DLY007726,FLT0061371,84,Late Aircraft Arrival
DLY007727,FLT0061381,195,Weather
DLY007728,FLT0061388,158,Mechanical Issue
DLY007729,FLT0061405,205,Security
DLY007730,FLT0061409,167,Mechanical Issue
DLY007731,FLT0061416,226,Mechanical Issue
DLY007732,FLT0061418,148,Weather
DLY007733,FLT0061426,231,Security
DLY007734,FLT0061436,236,Security
DLY007735,FLT0061438,179,Security
DLY007736,FLT0061439,144,Security
DLY007737,FLT0061457,139,Mechanical Issue
DLY007738,FLT0061460,25,Mechanical Issue
DLY007739,FLT0061463,166,Airport Operations
DLY007740,FLT0061476,197,Late Aircraft Arrival
DLY007741,FLT0061490,128,Air Traffic Control
DLY007742,FLT0061496,46,Mechanical Issue
DLY007743,FLT0061497,65,Late Aircraft Arrival
DLY007744,FLT0061498,190,Crew Availability
DLY007745,FLT0061501,116,Airport Operations
DLY007746,FLT0061510,197,Air Traffic Control
DLY007747,FLT0061526,55,Airport Operations
DLY007748,FLT0061554,155,Crew Availability
DLY007749,FLT0061570,151,Crew Availability
DLY007750,FLT0061573,143,Late Aircraft Arrival
DLY007751,FLT0061575,17,Airport Operations
DLY007752,FLT0061579,171,Security
DLY007753,FLT0061614,54,Crew Availability
DLY007754,FLT0061640,106,Crew Availability
DLY007755,FLT0061642,205,Crew Availability
DLY007756,FLT0061654,202,Late Aircraft Arrival
DLY007757,FLT0061662,148,Weather
DLY007758,FLT0061665,193,Mechanical Issue
DLY007759,FLT0061670,174,Crew Availability
DLY007760,FLT0061679,27,Late Aircraft Arrival
DLY007761,FLT0061698,118,Mechanical Issue
DLY007762,FLT0061706,36,Crew Availability
DLY007763,FLT0061711,175,Mechanical Issue
DLY007764,FLT0061731,65,Weather
DLY007765,FLT0061736,27,Mechanical Issue
DLY007766,FLT0061737,100,Security
DLY007767,FLT0061739,205,Late Aircraft Arrival
DLY007768,FLT0061741,180,Crew Availability
DLY007769,FLT0061743,115,Crew Availability
DLY007770,FLT0061748,207,Airport Operations
DLY007771,FLT0061751,98,Airport Operations
DLY007772,FLT0061754,145,Air Traffic Control
DLY007773,FLT0061757,107,Mechanical Issue
DLY007774,FLT0061761,125,Late Aircraft Arrival
DLY007775,FLT0061769,155,Late Aircraft Arrival
DLY007776,FLT0061782,130,Airport Operations
DLY007777,FLT0061786,220,Mechanical Issue
DLY007778,FLT0061814,125,Airport Operations
DLY007779,FLT0061838,173,Air Traffic Control
DLY007780,FLT0061866,164,Crew Availability
DLY007781,FLT0061874,216,Crew Availability
DLY007782,FLT0061888,214,Airport Operations
DLY007783,FLT0061904,87,Crew Availability
DLY007784,FLT0061905,147,Late Aircraft Arrival
DLY007785,FLT0061913,86,Mechanical Issue
DLY007786,FLT0061915,63,Crew Availability
DLY007787,FLT0061917,80,Crew Availability
DLY007788,FLT0061925,162,Air Traffic Control
DLY007789,FLT0061927,91,Air Traffic Control
DLY007790,FLT0061928,217,Crew Availability
DLY007791,FLT0061933,27,Airport Operations
DLY007792,FLT0061934,147,Mechanical Issue
DLY007793,FLT0061941,232,Airport Operations
DLY007794,FLT0061957,114,Weather
DLY007795,FLT0061962,79,Crew Availability
DLY007796,FLT0061972,107,Crew Availability
DLY007797,FLT0061983,185,Crew Availability
DLY007798,FLT0061997,110,Late Aircraft Arrival
DLY007799,FLT0062030,235,Late Aircraft Arrival
DLY007800,FLT0062037,118,Crew Availability
DLY007801,FLT0062038,137,Air Traffic Control
DLY007802,FLT0062040,187,Late Aircraft Arrival
DLY007803,FLT0062048,42,Airport Operations
DLY007804,FLT0062050,224,Security
DLY007805,FLT0062072,210,Mechanical Issue
DLY007806,FLT0062074,190,Air Traffic Control
DLY007807,FLT0062110,30,Mechanical Issue
DLY007808,FLT0062119,148,Mechanical Issue
DLY007809,FLT0062126,64,Weather
DLY007810,FLT0062129,216,Security
DLY007811,FLT0062130,69,Weather
DLY007812,FLT0062131,93,Security
DLY007813,FLT0062132,138,Security
DLY007814,FLT0062140,190,Airport Operations
DLY007815,FLT0062142,189,Crew Availability
DLY007816,FLT0062148,131,Airport Operations
DLY007817,FLT0062150,138,Airport Operations
DLY007818,FLT0062154,60,Crew Availability
DLY007819,FLT0062205,174,Airport Operations
DLY007820,FLT0062206,59,Late Aircraft Arrival
DLY007821,FLT0062207,25,Mechanical Issue
DLY007822,FLT0062221,77,Late Aircraft Arrival
DLY007823,FLT0062229,178,Security
DLY007824,FLT0062230,101,Weather
DLY007825,FLT0062232,203,Late Aircraft Arrival
DLY007826,FLT0062240,177,Late Aircraft Arrival
DLY007827,FLT0062247,113,Late Aircraft Arrival
DLY007828,FLT0062248,148,Late Aircraft Arrival
DLY007829,FLT0062265,113,Airport Operations
DLY007830,FLT0062274,38,Weather
DLY007831,FLT0062282,186,Airport Operations
DLY007832,FLT0062289,214,Airport Operations
DLY007833,FLT0062325,88,Late Aircraft Arrival
DLY007834,FLT0062340,66,Airport Operations
DLY007835,FLT0062358,221,Security
DLY007836,FLT0062361,45,Crew Availability
DLY007837,FLT0062364,100,Crew Availability
DLY007838,FLT0062369,195,Air Traffic Control
DLY007839,FLT0062371,145,Air Traffic Control
DLY007840,FLT0062378,60,Weather
DLY007841,FLT0062390,214,Crew Availability
DLY007842,FLT0062396,112,Weather
DLY007843,FLT0062413,24,Late Aircraft Arrival
DLY007844,FLT0062417,203,Crew Availability
DLY007845,FLT0062420,45,Airport Operations
DLY007846,FLT0062428,51,Security
DLY007847,FLT0062433,158,Airport Operations
DLY007848,FLT0062460,236,Security
DLY007849,FLT0062469,120,Air Traffic Control
DLY007850,FLT0062497,145,Weather
DLY007851,FLT0062501,226,Airport Operations
DLY007852,FLT0062515,147,Security
DLY007853,FLT0062523,19,Mechanical Issue
DLY007854,FLT0062526,185,Security
DLY007855,FLT0062543,83,Security
DLY007856,FLT0062544,168,Mechanical Issue
DLY007857,FLT0062557,208,Air Traffic Control
DLY007858,FLT0062562,92,Crew Availability
DLY007859,FLT0062568,150,Airport Operations
DLY007860,FLT0062569,160,Late Aircraft Arrival
DLY007861,FLT0062572,27,Crew Availability
DLY007862,FLT0062591,120,Air Traffic Control
DLY007863,FLT0062595,155,Security
DLY007864,FLT0062607,165,Late Aircraft Arrival
DLY007865,FLT0062613,174,Late Aircraft Arrival
DLY007866,FLT0062615,38,Late Aircraft Arrival
DLY007867,FLT0062621,81,Airport Operations
DLY007868,FLT0062631,154,Mechanical Issue
DLY007869,FLT0062633,46,Air Traffic Control
DLY007870,FLT0062648,111,Air Traffic Control
DLY007871,FLT0062652,81,Security
DLY007872,FLT0062667,43,Weather
DLY007873,FLT0062673,22,Mechanical Issue
DLY007874,FLT0062676,33,Crew Availability
DLY007875,FLT0062687,62,Airport Operations
DLY007876,FLT0062698,146,Air Traffic Control
DLY007877,FLT0062703,84,Late Aircraft Arrival
DLY007878,FLT0062705,21,Late Aircraft Arrival
DLY007879,FLT0062711,158,Weather
DLY007880,FLT0062727,175,Airport Operations
DLY007881,FLT0062733,147,Weather
DLY007882,FLT0062745,26,Airport Operations
DLY007883,FLT0062753,118,Security
DLY007884,FLT0062757,143,Security
DLY007885,FLT0062763,177,Late Aircraft Arrival
DLY007886,FLT0062771,63,Mechanical Issue
DLY007887,FLT0062772,160,Mechanical Issue
DLY007888,FLT0062774,201,Security
DLY007889,FLT0062775,112,Late Aircraft Arrival
DLY007890,FLT0062779,174,Late Aircraft Arrival
DLY007891,FLT0062790,30,Crew Availability
DLY007892,FLT0062804,71,Air Traffic Control
DLY007893,FLT0062807,23,Mechanical Issue
DLY007894,FLT0062815,87,Airport Operations
DLY007895,FLT0062818,58,Crew Availability
DLY007896,FLT0062821,82,Airport Operations
DLY007897,FLT0062826,209,Security
DLY007898,FLT0062831,227,Weather
DLY007899,FLT0062832,98,Security
DLY007900,FLT0062840,39,Weather
DLY007901,FLT0062844,205,Crew Availability
DLY007902,FLT0062846,220,Late Aircraft Arrival
DLY007903,FLT0062852,24,Late Aircraft Arrival
DLY007904,FLT0062857,72,Crew Availability
DLY007905,FLT0062863,147,Weather
DLY007906,FLT0062878,55,Air Traffic Control
DLY007907,FLT0062886,222,Mechanical Issue
DLY007908,FLT0062900,203,Late Aircraft Arrival
DLY007909,FLT0062905,205,Security
DLY007910,FLT0062907,89,Crew Availability
DLY007911,FLT0062912,21,Crew Availability
DLY007912,FLT0062926,37,Mechanical Issue
DLY007913,FLT0062933,31,Crew Availability
DLY007914,FLT0062938,208,Weather
DLY007915,FLT0062940,149,Late Aircraft Arrival
DLY007916,FLT0062942,155,Late Aircraft Arrival
DLY007917,FLT0062943,121,Airport Operations
DLY007918,FLT0062944,118,Weather
DLY007919,FLT0062946,36,Late Aircraft Arrival
DLY007920,FLT0062956,137,Crew Availability
DLY007921,FLT0062963,239,Crew Availability
DLY007922,FLT0062969,113,Weather
DLY007923,FLT0062976,200,Weather
DLY007924,FLT0062986,226,Mechanical Issue
DLY007925,FLT0062989,103,Airport Operations
DLY007926,FLT0062998,222,Crew Availability
DLY007927,FLT0063016,166,Weather
DLY007928,FLT0063049,86,Mechanical Issue
DLY007929,FLT0063058,146,Weather
DLY007930,FLT0063064,148,Security
DLY007931,FLT0063067,213,Airport Operations
DLY007932,FLT0063080,198,Air Traffic Control
DLY007933,FLT0063096,97,Airport Operations
DLY007934,FLT0063098,203,Mechanical Issue
DLY007935,FLT0063100,70,Weather
DLY007936,FLT0063113,114,Air Traffic Control
DLY007937,FLT0063130,83,Crew Availability
DLY007938,FLT0063136,153,Mechanical Issue
DLY007939,FLT0063155,99,Late Aircraft Arrival
DLY007940,FLT0063160,25,Airport Operations
DLY007941,FLT0063169,81,Mechanical Issue
DLY007942,FLT0063183,205,Mechanical Issue
DLY007943,FLT0063198,188,Late Aircraft Arrival
DLY007944,FLT0063199,100,Air Traffic Control
DLY007945,FLT0063207,210,Airport Operations
DLY007946,FLT0063213,118,Weather
DLY007947,FLT0063217,104,Mechanical Issue
DLY007948,FLT0063220,158,Crew Availability
DLY007949,FLT0063228,193,Weather
DLY007950,FLT0063232,91,Air Traffic Control
DLY007951,FLT0063234,189,Air Traffic Control
DLY007952,FLT0063244,25,Late Aircraft Arrival
DLY007953,FLT0063247,79,Security
DLY007954,FLT0063252,182,Mechanical Issue
DLY007955,FLT0063259,215,Airport Operations
DLY007956,FLT0063260,124,Mechanical Issue
DLY007957,FLT0063269,82,Airport Operations
DLY007958,FLT0063286,26,Air Traffic Control
DLY007959,FLT0063288,42,Airport Operations
DLY007960,FLT0063294,136,Security
DLY007961,FLT0063296,172,Mechanical Issue
DLY007962,FLT0063298,238,Airport Operations
DLY007963,FLT0063300,150,Mechanical Issue
DLY007964,FLT0063307,82,Late Aircraft Arrival
DLY007965,FLT0063328,148,Security
DLY007966,FLT0063332,44,Weather
DLY007967,FLT0063334,213,Late Aircraft Arrival
DLY007968,FLT0063338,238,Mechanical Issue
DLY007969,FLT0063340,76,Airport Operations
DLY007970,FLT0063359,109,Crew Availability
DLY007971,FLT0063365,113,Air Traffic Control
DLY007972,FLT0063373,237,Mechanical Issue
DLY007973,FLT0063380,76,Mechanical Issue
DLY007974,FLT0063384,123,Mechanical Issue
DLY007975,FLT0063397,19,Mechanical Issue
DLY007976,FLT0063399,57,Late Aircraft Arrival
DLY007977,FLT0063405,27,Air Traffic Control
DLY007978,FLT0063425,86,Late Aircraft Arrival
DLY007979,FLT0063431,22,Security
DLY007980,FLT0063432,59,Weather
DLY007981,FLT0063444,114,Late Aircraft Arrival
DLY007982,FLT0063451,110,Crew Availability
DLY007983,FLT0063463,227,Weather
DLY007984,FLT0063465,85,Mechanical Issue
DLY007985,FLT0063466,16,Air Traffic Control
DLY007986,FLT0063468,78,Air Traffic Control
DLY007987,FLT0063469,171,Crew Availability
DLY007988,FLT0063474,142,Airport Operations
DLY007989,FLT0063479,136,Mechanical Issue
DLY007990,FLT0063485,54,Weather
DLY007991,FLT0063487,119,Late Aircraft Arrival
DLY007992,FLT0063489,29,Late Aircraft Arrival
DLY007993,FLT0063498,53,Security
DLY007994,FLT0063510,68,Mechanical Issue
DLY007995,FLT0063547,51,Mechanical Issue
DLY007996,FLT0063550,195,Late Aircraft Arrival
DLY007997,FLT0063551,237,Late Aircraft Arrival
DLY007998,FLT0063581,43,Air Traffic Control
DLY007999,FLT0063584,103,Late Aircraft Arrival
DLY008000,FLT0063593,157,Airport Operations
DLY008001,FLT0063603,134,Mechanical Issue
DLY008002,FLT0063616,146,Late Aircraft Arrival
DLY008003,FLT0063636,25,Air Traffic Control
DLY008004,FLT0063639,58,Security
DLY008005,FLT0063645,106,Air Traffic Control
