loyalty_id,customer_id,tier,points_balance,enrollment_date,status
LOY0029835,CUS0009722,Silver,222557,2023-07-22,Active
LOY0029836,CUS0038363,Blue,176134,2023-09-20,Active
LOY0029837,CUS0049239,Silver,182162,2022-01-19,Active
LOY0029838,CUS0022808,Platinum,28843,2026-02-12,Suspended
LOY0029839,CUS0043254,Silver,35418,2020-08-20,Active
LOY0029840,CUS0016961,Silver,76415,2018-07-22,Active
LOY0029841,CUS0008552,Gold,11997,2024-01-05,Expired
LOY0029842,CUS0015388,Blue,178512,2021-06-05,Active
LOY0029843,CUS0011933,Silver,71873,2019-09-27,Suspended
LOY0029844,CUS0018229,Silver,124237,2021-05-15,Active
LOY0029845,CUS0037925,Blue,90094,2022-03-14,Active
LOY0029846,CUS0037166,Silver,203668,2019-09-21,Suspended
LOY0029847,CUS0004990,Gold,95230,2016-11-04,Active
LOY0029848,CUS0013656,Blue,73943,2022-01-10,Active
LOY0029849,CUS0012123,Silver,88546,2025-05-05,Suspended
LOY0029850,CUS0021011,Silver,224547,2024-05-20,Active
LOY0029851,CUS0011303,Blue,38950,2024-10-19,Expired
LOY0029852,CUS0012981,Gold,245926,2024-03-14,Active
LOY0029853,CUS0055173,Silver,241440,2022-06-09,Active
LOY0029854,CUS0003446,Silver,42447,2015-06-08,Expired
LOY0029855,CUS0011094,Gold,110114,2026-01-12,Suspended
LOY0029856,CUS0017986,Blue,194710,2024-09-06,Active
LOY0029857,CUS0007582,Gold,49598,2017-08-12,Active
LOY0029858,CUS0039247,Gold,223210,2023-04-17,Active
LOY0029859,CUS0021877,Silver,35864,2015-07-16,Active
LOY0029860,CUS0036995,Gold,109070,2018-02-22,Active
LOY0029861,CUS0001885,Gold,100478,2018-09-25,Active
LOY0029862,CUS0013667,Silver,188365,2018-02-09,Active
LOY0029863,CUS0022051,Gold,169624,2021-04-06,Suspended
LOY0029864,CUS0054131,Blue,248204,2019-03-13,Active
LOY0029865,CUS0001165,Gold,241654,2022-08-26,Suspended
LOY0029866,CUS0027889,Blue,108529,2024-03-17,Expired
LOY0029867,CUS0043348,Gold,146578,2026-03-23,Active
LOY0029868,CUS0016821,Silver,55955,2017-01-12,Suspended
LOY0029869,CUS0026634,Silver,199167,2022-05-04,Suspended
LOY0029870,CUS0015958,Silver,145554,2026-02-04,Expired
LOY0029871,CUS0046605,Silver,211507,2023-05-07,Expired
LOY0029872,CUS0007753,Silver,228055,2024-09-11,Active
LOY0029873,CUS0058246,Silver,96760,2017-07-31,Active
LOY0029874,CUS0003890,Platinum,27185,2020-02-01,Expired
LOY0029875,CUS0043378,Silver,59512,2018-10-14,Active
LOY0029876,CUS0003015,Blue,191761,2025-02-25,Expired
LOY0029877,CUS0045091,Silver,190965,2021-11-27,Expired
LOY0029878,CUS0009349,Gold,146953,2017-12-25,Active
LOY0029879,CUS0025764,Silver,118915,2023-04-12,Active
LOY0029880,CUS0023968,Gold,79109,2023-11-09,Active
LOY0029881,CUS0047511,Gold,114937,2019-01-18,Active
LOY0029882,CUS0030343,Platinum,154808,2018-06-25,Active
LOY0029883,CUS0047532,Silver,168382,2020-02-27,Active
LOY0029884,CUS0029277,Blue,232944,2020-04-18,Suspended
LOY0029885,CUS0005041,Silver,75761,2020-02-25,Active
LOY0029886,CUS0000587,Gold,225787,2026-01-13,Suspended
LOY0029887,CUS0024811,Platinum,71251,2017-04-11,Suspended
LOY0029888,CUS0009114,Silver,179942,2019-09-25,Active
LOY0029889,CUS0011148,Gold,212358,2017-09-15,Active
LOY0029890,CUS0053975,Gold,207962,2025-11-22,Suspended
LOY0029891,CUS0040535,Silver,130158,2024-08-03,Active
LOY0029892,CUS0039177,Platinum,212785,2016-11-20,Active
LOY0029893,CUS0001621,Silver,104526,2019-03-17,Active
LOY0029894,CUS0053393,Silver,186899,2017-03-11,Suspended
LOY0029895,CUS0036066,Gold,40116,2021-04-15,Active
LOY0029896,CUS0030201,Platinum,78368,2016-07-11,Expired
LOY0029897,CUS0016100,Blue,61643,2019-12-05,Active
LOY0029898,CUS0046117,Gold,245276,2018-10-15,Active
LOY0029899,CUS0004961,Silver,152110,2025-03-31,Expired
LOY0029900,CUS0001474,Gold,13576,2018-04-15,Suspended
LOY0029901,CUS0027207,Silver,41847,2021-06-11,Active
LOY0029902,CUS0019547,Gold,83050,2024-04-03,Active
LOY0029903,CUS0017365,Blue,125252,2023-09-17,Active
LOY0029904,CUS0010835,Silver,4520,2023-07-27,Active
LOY0029905,CUS0003415,Platinum,225045,2024-11-12,Active
LOY0029906,CUS0035115,Silver,47942,2021-01-28,Active
LOY0029907,CUS0052954,Gold,59413,2021-09-30,Active
LOY0029908,CUS0042830,Silver,246993,2026-05-27,Expired
LOY0029909,CUS0015065,Platinum,101303,2019-03-23,Active
LOY0029910,CUS0026703,Gold,116885,2023-01-02,Active
LOY0029911,CUS0008382,Silver,200022,2025-06-21,Active
LOY0029912,CUS0051542,Gold,214316,2021-08-03,Suspended
LOY0029913,CUS0026547,Silver,152144,2023-12-07,Active
LOY0029914,CUS0047287,Silver,47258,2026-02-07,Active
LOY0029915,CUS0019252,Gold,30932,2024-08-14,Active
LOY0029916,CUS0006581,Silver,208053,2021-11-07,Active
LOY0029917,CUS0023453,Gold,218788,2017-03-25,Active
LOY0029918,CUS0031232,Blue,135277,2025-03-03,Active
LOY0029919,CUS0010849,Blue,167876,2018-07-13,Active
LOY0029920,CUS0037245,Gold,247919,2022-01-05,Suspended
LOY0029921,CUS0043541,Platinum,84006,2019-05-19,Expired
LOY0029922,CUS0049673,Silver,149397,2021-03-05,Active
LOY0029923,CUS0038133,Silver,232185,2021-03-18,Active
LOY0029924,CUS0055269,Gold,12897,2021-09-03,Suspended
LOY0029925,CUS0006396,Silver,123638,2016-08-04,Active
LOY0029926,CUS0004389,Silver,180598,2022-05-08,Active
LOY0029927,CUS0053607,Gold,49498,2024-09-07,Active
LOY0029928,CUS0002455,Platinum,231431,2024-10-15,Active
LOY0029929,CUS0017891,Gold,80530,2019-03-10,Expired
LOY0029930,CUS0044878,Silver,198498,2020-12-05,Active
LOY0029931,CUS0055420,Gold,65414,2019-05-05,Suspended
LOY0029932,CUS0029276,Blue,211948,2016-06-23,Suspended
LOY0029933,CUS0015343,Blue,212296,2019-03-30,Active
LOY0029934,CUS0023034,Silver,230590,2019-10-25,Active
LOY0029935,CUS0010408,Gold,34265,2021-06-04,Expired
LOY0029936,CUS0009200,Silver,39354,2025-05-16,Active
LOY0029937,CUS0053211,Blue,192951,2025-06-16,Active
LOY0029938,CUS0045774,Gold,58015,2015-09-25,Expired
LOY0029939,CUS0027064,Platinum,218564,2023-10-27,Suspended
LOY0029940,CUS0010384,Gold,226705,2023-08-07,Suspended
LOY0029941,CUS0023484,Silver,93977,2019-08-30,Active
LOY0029942,CUS0051171,Gold,172489,2018-04-02,Expired
LOY0029943,CUS0021538,Gold,38052,2016-08-11,Active
LOY0029944,CUS0045730,Platinum,162532,2018-01-25,Active
LOY0029945,CUS0026412,Silver,219130,2026-02-16,Expired
LOY0029946,CUS0006668,Gold,93417,2015-06-04,Expired
LOY0029947,CUS0018769,Silver,60502,2015-03-22,Active
LOY0029948,CUS0034420,Silver,245403,2015-06-14,Suspended
LOY0029949,CUS0049997,Silver,48706,2016-05-04,Active
LOY0029950,CUS0043437,Silver,217398,2024-12-06,Active
LOY0029951,CUS0012114,Gold,185368,2023-06-01,Active
LOY0029952,CUS0002614,Gold,93814,2019-05-18,Active
LOY0029953,CUS0051256,Platinum,55800,2023-04-08,Active
LOY0029954,CUS0037302,Silver,168546,2024-01-27,Active
LOY0029955,CUS0017113,Blue,33354,2023-10-27,Active
LOY0029956,CUS0011340,Silver,79551,2022-03-09,Active
LOY0029957,CUS0037563,Blue,113122,2022-12-09,Suspended
LOY0029958,CUS0040624,Gold,39432,2019-04-03,Active
LOY0029959,CUS0036814,Silver,244157,2015-11-19,Active
LOY0029960,CUS0024807,Gold,212144,2016-12-30,Active
LOY0029961,CUS0035455,Silver,191016,2024-05-23,Expired
LOY0029962,CUS0035524,Silver,4281,2024-03-04,Active
LOY0029963,CUS0047724,Silver,67749,2020-11-06,Suspended
LOY0029964,CUS0044130,Gold,53463,2020-08-01,Active
LOY0029965,CUS0010525,Silver,14466,2025-10-21,Active
LOY0029966,CUS0040712,Gold,9280,2022-08-28,Expired
LOY0029967,CUS0006620,Blue,198951,2018-10-10,Active
LOY0029968,CUS0016674,Gold,90891,2016-05-13,Active
LOY0029969,CUS0035503,Platinum,4691,2020-10-01,Suspended
LOY0029970,CUS0010079,Silver,37075,2026-01-28,Active
LOY0029971,CUS0043685,Gold,188097,2018-06-16,Active
LOY0029972,CUS0025532,Silver,32357,2021-10-23,Active
LOY0029973,CUS0039250,Platinum,53953,2018-12-20,Suspended
LOY0029974,CUS0041966,Silver,14116,2026-03-12,Suspended
LOY0029975,CUS0011150,Blue,141811,2023-04-22,Active
LOY0029976,CUS0044961,Silver,86029,2021-03-13,Suspended
LOY0029977,CUS0016576,Gold,94310,2023-05-19,Active
LOY0029978,CUS0026343,Silver,74610,2017-02-15,Active
LOY0029979,CUS0015418,Gold,164275,2024-02-23,Active
LOY0029980,CUS0040171,Silver,46626,2020-12-17,Expired
LOY0029981,CUS0005864,Gold,214334,2024-03-13,Expired
LOY0029982,CUS0040303,Gold,182623,2022-12-08,Active
LOY0029983,CUS0023174,Silver,103930,2024-12-08,Active
LOY0029984,CUS0043848,Silver,162328,2024-01-30,Expired
LOY0029985,CUS0021457,Platinum,242735,2016-04-19,Expired
LOY0029986,CUS0016461,Silver,22874,2020-04-13,Expired
LOY0029987,CUS0042986,Gold,13898,2021-12-24,Active
LOY0029988,CUS0009345,Silver,104435,2020-08-24,Active
LOY0029989,CUS0051029,Blue,120048,2015-06-28,Active
LOY0029990,CUS0001013,Platinum,244063,2015-09-26,Active
LOY0029991,CUS0019565,Gold,187112,2025-01-15,Active
LOY0029992,CUS0055942,Blue,21079,2021-03-03,Suspended
LOY0029993,CUS0037888,Blue,242987,2021-08-31,Suspended
LOY0029994,CUS0025393,Blue,204729,2017-01-01,Expired
LOY0029995,CUS0037828,Blue,114527,2026-03-01,Active
LOY0029996,CUS0021163,Silver,69174,2023-12-05,Active
LOY0029997,CUS0048810,Gold,127205,2019-01-30,Active
LOY0029998,CUS0041703,Silver,124277,2019-04-12,Expired
LOY0029999,CUS0037335,Gold,76339,2020-05-12,Active
LOY0030000,CUS0037467,Blue,25160,2020-07-13,Active
LOY0030001,CUS0038652,Gold,116232,2015-01-30,Suspended
LOY0030002,CUS0009405,Silver,240727,2017-08-19,Suspended
LOY0030003,CUS0018441,Gold,128395,2018-01-17,Suspended
LOY0030004,CUS0036668,Gold,139522,2021-11-13,Active
LOY0030005,CUS0051072,Gold,145904,2023-11-14,Expired
LOY0030006,CUS0012755,Silver,227872,2016-08-16,Active
LOY0030007,CUS0035289,Silver,221373,2017-06-09,Suspended
LOY0030008,CUS0041746,Silver,68259,2018-03-21,Expired
LOY0030009,CUS0041238,Blue,152497,2022-10-31,Active
LOY0030010,CUS0040611,Silver,61643,2019-04-19,Active
LOY0030011,CUS0051815,Gold,27025,2025-11-09,Suspended
LOY0030012,CUS0009560,Silver,134521,2015-08-04,Expired
LOY0030013,CUS0054307,Silver,187200,2024-04-16,Active
LOY0030014,CUS0034395,Gold,235123,2016-08-22,Active
LOY0030015,CUS0059670,Blue,59949,2025-07-20,Active
LOY0030016,CUS0055589,Silver,31897,2018-03-15,Active
LOY0030017,CUS0049254,Silver,103463,2020-03-01,Active
LOY0030018,CUS0029360,Silver,246279,2024-03-06,Active
LOY0030019,CUS0038891,Silver,16164,2021-08-25,Active
LOY0030020,CUS0013708,Blue,200582,2026-06-01,Active
LOY0030021,CUS0050332,Platinum,18445,2022-02-09,Active
LOY0030022,CUS0053402,Silver,187978,2023-12-18,Active
LOY0030023,CUS0015693,Silver,215167,2016-01-06,Suspended
LOY0030024,CUS0026413,Blue,219493,2022-11-14,Suspended
LOY0030025,CUS0002439,Gold,213018,2022-11-27,Active
LOY0030026,CUS0042455,Silver,175658,2018-05-17,Active
LOY0030027,CUS0026959,Silver,7802,2025-02-27,Suspended
LOY0030028,CUS0039536,Platinum,22753,2024-12-29,Suspended
LOY0030029,CUS0014249,Platinum,200814,2025-09-26,Active
LOY0030030,CUS0008091,Silver,104070,2023-08-24,Active
LOY0030031,CUS0017907,Gold,246772,2025-06-29,Expired
LOY0030032,CUS0045807,Silver,106478,2023-12-16,Active
LOY0030033,CUS0031325,Silver,178633,2025-05-26,Active
LOY0030034,CUS0020717,Platinum,226259,2019-11-23,Active
LOY0030035,CUS0000094,Silver,241156,2019-03-17,Active
LOY0030036,CUS0051795,Blue,437,2018-09-14,Active
LOY0030037,CUS0002586,Gold,86980,2016-04-15,Active
LOY0030038,CUS0018532,Silver,73959,2019-04-19,Suspended
LOY0030039,CUS0050194,Blue,17313,2022-11-07,Active
LOY0030040,CUS0047299,Silver,205355,2015-04-20,Suspended
LOY0030041,CUS0001198,Blue,222463,2023-09-07,Active
LOY0030042,CUS0022947,Gold,19221,2020-10-27,Active
LOY0030043,CUS0046215,Gold,2979,2020-09-17,Expired
LOY0030044,CUS0039179,Blue,8454,2025-10-05,Active
LOY0030045,CUS0056336,Blue,121386,2021-10-28,Expired
LOY0030046,CUS0028629,Platinum,22298,2015-01-29,Active
LOY0030047,CUS0049910,Gold,179003,2015-06-09,Active
LOY0030048,CUS0009195,Silver,240299,2020-12-30,Active
LOY0030049,CUS0033367,Silver,63139,2016-02-28,Suspended
LOY0030050,CUS0009922,Platinum,176938,2026-05-28,Active
LOY0030051,CUS0011875,Silver,3989,2025-10-30,Suspended
LOY0030052,CUS0025966,Silver,49188,2017-01-19,Active
LOY0030053,CUS0004782,Gold,48559,2024-11-15,Active
LOY0030054,CUS0021999,Platinum,99747,2018-07-26,Active
LOY0030055,CUS0032646,Gold,185315,2021-06-12,Active
LOY0030056,CUS0035661,Silver,7127,2022-12-05,Active
LOY0030057,CUS0034361,Blue,23730,2022-12-10,Expired
LOY0030058,CUS0049880,Blue,233631,2025-10-31,Active
LOY0030059,CUS0023201,Blue,35493,2017-04-25,Active
LOY0030060,CUS0018698,Silver,109762,2017-12-10,Active
LOY0030061,CUS0029739,Gold,41558,2022-06-16,Active
LOY0030062,CUS0046951,Platinum,209509,2026-03-19,Active
LOY0030063,CUS0032835,Platinum,205656,2019-12-19,Active
LOY0030064,CUS0046627,Blue,17111,2021-10-22,Active
LOY0030065,CUS0026689,Platinum,206662,2025-11-17,Active
LOY0030066,CUS0054622,Silver,228020,2017-02-21,Active
LOY0030067,CUS0006104,Silver,40899,2025-12-16,Suspended
LOY0030068,CUS0052651,Gold,34395,2019-07-08,Active
LOY0030069,CUS0008518,Blue,17530,2024-02-19,Active
LOY0030070,CUS0009338,Silver,173795,2020-09-14,Expired
LOY0030071,CUS0003981,Blue,227415,2016-12-04,Active
LOY0030072,CUS0032341,Platinum,241087,2025-01-19,Active
LOY0030073,CUS0019747,Gold,168875,2019-06-17,Active
LOY0030074,CUS0001049,Silver,154284,2019-05-10,Active
LOY0030075,CUS0016492,Gold,193645,2018-04-12,Active
LOY0030076,CUS0056834,Gold,175225,2020-05-20,Suspended
LOY0030077,CUS0022812,Silver,218746,2022-11-19,Suspended
LOY0030078,CUS0002305,Silver,212055,2018-02-02,Active
LOY0030079,CUS0011543,Gold,130183,2023-05-13,Active
LOY0030080,CUS0044651,Silver,36192,2021-01-15,Active
LOY0030081,CUS0058754,Platinum,4335,2016-03-16,Active
LOY0030082,CUS0023688,Platinum,174190,2021-12-03,Suspended
LOY0030083,CUS0001080,Platinum,6269,2025-04-13,Suspended
LOY0030084,CUS0045914,Gold,7874,2023-08-17,Active
LOY0030085,CUS0003286,Gold,111863,2024-12-09,Suspended
LOY0030086,CUS0003688,Gold,218054,2019-02-21,Active
LOY0030087,CUS0028601,Platinum,99639,2022-03-03,Suspended
LOY0030088,CUS0050336,Platinum,205232,2020-04-30,Active
LOY0030089,CUS0007687,Silver,62796,2016-12-09,Expired
LOY0030090,CUS0036498,Platinum,21093,2018-01-30,Active
LOY0030091,CUS0024410,Gold,132380,2025-07-26,Expired
LOY0030092,CUS0045631,Silver,73410,2021-10-14,Active
LOY0030093,CUS0007857,Silver,152769,2018-08-30,Active
LOY0030094,CUS0006068,Gold,35765,2021-06-27,Active
LOY0030095,CUS0046723,Silver,172665,2017-09-11,Active
LOY0030096,CUS0054508,Gold,31012,2022-04-26,Active
LOY0030097,CUS0050928,Gold,200920,2018-10-26,Suspended
LOY0030098,CUS0020423,Silver,100033,2016-08-13,Active
LOY0030099,CUS0034938,Gold,220284,2016-10-28,Suspended
LOY0030100,CUS0038469,Gold,224911,2022-10-05,Active
LOY0030101,CUS0042278,Silver,117907,2016-11-03,Active
LOY0030102,CUS0016580,Platinum,193943,2020-09-02,Active
LOY0030103,CUS0043561,Blue,204871,2017-05-02,Suspended
LOY0030104,CUS0047224,Gold,18192,2026-06-08,Active
LOY0030105,CUS0058244,Gold,249345,2023-07-21,Active
LOY0030106,CUS0055430,Gold,69221,2017-01-15,Active
LOY0030107,CUS0056151,Gold,2898,2026-02-05,Suspended
LOY0030108,CUS0048444,Silver,127554,2021-03-09,Active
LOY0030109,CUS0002856,Blue,87225,2021-03-02,Expired
LOY0030110,CUS0043557,Silver,168164,2025-03-16,Active
LOY0030111,CUS0005290,Gold,116237,2022-03-24,Active
LOY0030112,CUS0017303,Platinum,118853,2017-09-15,Active
LOY0030113,CUS0026272,Blue,101162,2023-02-07,Suspended
LOY0030114,CUS0029230,Gold,205783,2021-03-13,Active
LOY0030115,CUS0023321,Gold,71260,2019-03-06,Expired
LOY0030116,CUS0057824,Blue,168961,2019-08-19,Active
LOY0030117,CUS0053240,Platinum,27382,2025-11-11,Active
LOY0030118,CUS0045151,Platinum,202025,2019-05-24,Active
LOY0030119,CUS0038274,Platinum,174225,2019-03-20,Active
LOY0030120,CUS0047743,Gold,65083,2025-12-16,Active
LOY0030121,CUS0029557,Gold,140077,2019-05-29,Active
LOY0030122,CUS0000200,Gold,96225,2021-10-08,Suspended
LOY0030123,CUS0058324,Platinum,45111,2021-09-06,Expired
LOY0030124,CUS0042765,Gold,144916,2017-09-01,Expired
LOY0030125,CUS0051634,Blue,181231,2015-12-30,Expired
LOY0030126,CUS0044727,Silver,188861,2020-01-21,Active
LOY0030127,CUS0048532,Blue,29281,2020-08-29,Expired
LOY0030128,CUS0046104,Blue,131911,2022-05-28,Suspended
LOY0030129,CUS0026223,Silver,208720,2026-04-21,Suspended
LOY0030130,CUS0059397,Platinum,32317,2015-10-21,Active
LOY0030131,CUS0056894,Silver,124548,2015-07-30,Active
LOY0030132,CUS0001495,Gold,103275,2023-02-20,Expired
LOY0030133,CUS0044575,Platinum,183546,2015-10-28,Active
LOY0030134,CUS0027298,Silver,24854,2025-08-29,Active
LOY0030135,CUS0044214,Silver,227123,2019-11-14,Expired
LOY0030136,CUS0027265,Gold,15728,2019-02-26,Suspended
LOY0030137,CUS0011253,Blue,120059,2023-04-03,Suspended
LOY0030138,CUS0017545,Silver,7025,2021-03-19,Active
LOY0030139,CUS0016002,Gold,188013,2016-02-04,Suspended
LOY0030140,CUS0041426,Blue,43077,2023-12-06,Suspended
LOY0030141,CUS0056686,Gold,60031,2025-10-24,Expired
LOY0030142,CUS0052293,Silver,66207,2017-01-14,Active
LOY0030143,CUS0028160,Silver,194724,2021-09-28,Expired
LOY0030144,CUS0036428,Silver,175517,2017-08-10,Active
LOY0030145,CUS0022684,Silver,115606,2016-05-09,Active
LOY0030146,CUS0056951,Silver,82447,2016-01-22,Expired
LOY0030147,CUS0057637,Blue,18110,2025-11-20,Active
LOY0030148,CUS0058188,Gold,227013,2025-05-24,Active
LOY0030149,CUS0054478,Silver,225742,2022-05-20,Suspended
LOY0030150,CUS0045635,Silver,124908,2017-07-01,Active
LOY0030151,CUS0009392,Gold,35598,2018-04-07,Active
LOY0030152,CUS0028417,Silver,6637,2026-04-11,Active
LOY0030153,CUS0044970,Blue,24989,2020-09-17,Active
LOY0030154,CUS0000281,Gold,241413,2021-11-13,Active
LOY0030155,CUS0027037,Silver,68155,2021-11-09,Active
LOY0030156,CUS0026512,Blue,228329,2024-08-09,Expired
LOY0030157,CUS0043823,Silver,130127,2022-02-20,Active
LOY0030158,CUS0021784,Platinum,240543,2016-03-19,Expired
LOY0030159,CUS0018035,Silver,26630,2015-03-27,Active
LOY0030160,CUS0012885,Gold,147483,2019-06-19,Active
LOY0030161,CUS0015128,Gold,39631,2024-02-02,Active
LOY0030162,CUS0054507,Gold,107110,2022-03-03,Suspended
LOY0030163,CUS0013664,Silver,78030,2019-09-30,Active
LOY0030164,CUS0025218,Gold,133898,2018-04-28,Active
LOY0030165,CUS0002536,Silver,228401,2017-06-25,Expired
LOY0030166,CUS0011586,Gold,176195,2019-02-03,Active
LOY0030167,CUS0001010,Blue,80199,2017-01-27,Active
LOY0030168,CUS0032762,Blue,88357,2022-08-20,Active
LOY0030169,CUS0047762,Silver,25389,2021-11-10,Suspended
LOY0030170,CUS0017174,Blue,219348,2023-12-31,Expired
LOY0030171,CUS0041674,Gold,106570,2016-04-07,Active
LOY0030172,CUS0003507,Blue,48609,2017-07-01,Active
LOY0030173,CUS0009604,Gold,117612,2022-10-27,Active
LOY0030174,CUS0004404,Blue,84428,2019-10-20,Active
LOY0030175,CUS0049159,Silver,1137,2017-04-29,Expired
LOY0030176,CUS0002739,Blue,172143,2018-06-17,Expired
LOY0030177,CUS0024677,Silver,141909,2023-04-23,Suspended
LOY0030178,CUS0051258,Gold,22190,2018-08-26,Suspended
LOY0030179,CUS0059364,Gold,87276,2020-09-07,Expired
LOY0030180,CUS0043240,Blue,79922,2021-04-04,Expired
LOY0030181,CUS0004830,Silver,30654,2024-02-08,Active
LOY0030182,CUS0020042,Blue,102123,2018-10-07,Active
LOY0030183,CUS0036123,Platinum,223166,2022-09-10,Expired
LOY0030184,CUS0010901,Silver,80327,2024-12-08,Active
LOY0030185,CUS0032136,Gold,41051,2020-11-16,Expired
LOY0030186,CUS0022222,Silver,114050,2019-03-24,Active
LOY0030187,CUS0048716,Silver,9491,2015-09-30,Suspended
LOY0030188,CUS0025083,Platinum,29699,2018-04-22,Active
LOY0030189,CUS0023825,Blue,10366,2024-12-08,Active
LOY0030190,CUS0056078,Gold,71284,2020-04-30,Active
LOY0030191,CUS0011074,Gold,230448,2018-06-03,Suspended
LOY0030192,CUS0040870,Silver,114631,2021-03-15,Expired
LOY0030193,CUS0028314,Gold,137450,2016-09-18,Suspended
LOY0030194,CUS0026188,Gold,195191,2024-05-18,Active
LOY0030195,CUS0050286,Platinum,80301,2016-06-30,Suspended
LOY0030196,CUS0052799,Blue,223057,2022-01-30,Suspended
LOY0030197,CUS0028261,Silver,124303,2019-09-15,Suspended
LOY0030198,CUS0010940,Gold,112772,2019-08-01,Active
LOY0030199,CUS0047359,Blue,128906,2021-09-13,Active
LOY0030200,CUS0015458,Silver,238816,2018-08-12,Active
LOY0030201,CUS0021013,Platinum,24711,2024-01-08,Expired
LOY0030202,CUS0025595,Gold,19297,2023-10-16,Active
LOY0030203,CUS0023921,Gold,102135,2025-02-24,Expired
LOY0030204,CUS0038921,Gold,29942,2026-04-22,Expired
LOY0030205,CUS0001229,Silver,194389,2026-06-29,Active
LOY0030206,CUS0044154,Platinum,122279,2021-03-15,Active
LOY0030207,CUS0039426,Blue,44208,2020-07-04,Suspended
LOY0030208,CUS0026431,Gold,112746,2019-08-23,Active
LOY0030209,CUS0048860,Gold,48716,2021-01-03,Suspended
LOY0030210,CUS0056702,Gold,127538,2025-08-31,Suspended
LOY0030211,CUS0047529,Gold,203303,2019-01-19,Active
LOY0030212,CUS0036647,Silver,112408,2022-03-13,Active
LOY0030213,CUS0035395,Blue,93210,2022-04-11,Suspended
LOY0030214,CUS0016318,Gold,89298,2022-04-19,Active
LOY0030215,CUS0023228,Blue,65114,2017-08-20,Active
LOY0030216,CUS0008669,Silver,90717,2016-09-24,Suspended
LOY0030217,CUS0046953,Blue,53257,2023-02-19,Active
LOY0030218,CUS0007063,Gold,110106,2017-02-13,Expired
LOY0030219,CUS0022392,Gold,229092,2026-04-03,Active
LOY0030220,CUS0007918,Blue,12667,2019-04-01,Active
LOY0030221,CUS0043868,Blue,181017,2016-10-04,Expired
LOY0030222,CUS0058989,Silver,14551,2018-11-15,Suspended
LOY0030223,CUS0039866,Blue,219106,2022-01-02,Active
LOY0030224,CUS0023966,Gold,198001,2016-01-07,Active
LOY0030225,CUS0019749,Silver,116770,2015-10-06,Suspended
LOY0030226,CUS0043165,Gold,123199,2023-05-07,Active
LOY0030227,CUS0022957,Blue,186842,2025-07-19,Active
LOY0030228,CUS0038779,Silver,176957,2022-09-26,Expired
LOY0030229,CUS0006486,Silver,225877,2022-09-04,Active
LOY0030230,CUS0013857,Gold,52301,2020-02-05,Active
LOY0030231,CUS0055032,Blue,169262,2021-11-18,Active
LOY0030232,CUS0056866,Silver,19561,2019-10-17,Active
LOY0030233,CUS0045021,Gold,181157,2016-12-26,Suspended
LOY0030234,CUS0055988,Gold,41240,2021-05-28,Active
LOY0030235,CUS0055902,Blue,209557,2019-02-09,Active
LOY0030236,CUS0005667,Gold,106243,2018-02-24,Active
LOY0030237,CUS0007825,Silver,82708,2016-10-31,Active
LOY0030238,CUS0041154,Silver,108924,2015-07-16,Suspended
LOY0030239,CUS0006950,Silver,147005,2019-05-03,Suspended
LOY0030240,CUS0051684,Gold,123497,2017-11-30,Active
LOY0030241,CUS0028964,Silver,109100,2024-05-15,Expired
LOY0030242,CUS0014413,Platinum,107139,2018-02-14,Active
LOY0030243,CUS0050365,Blue,42779,2020-01-29,Active
LOY0030244,CUS0042530,Silver,248078,2021-12-22,Expired
LOY0030245,CUS0035531,Gold,223627,2022-03-31,Suspended
LOY0030246,CUS0052854,Blue,113638,2020-07-24,Suspended
LOY0030247,CUS0029572,Blue,66711,2021-12-13,Expired
LOY0030248,CUS0039467,Silver,5604,2021-05-23,Expired
LOY0030249,CUS0043584,Silver,96650,2020-12-19,Active
LOY0030250,CUS0046202,Gold,192830,2017-08-21,Active
LOY0030251,CUS0052512,Silver,40277,2019-05-31,Active
LOY0030252,CUS0005265,Blue,221587,2025-12-19,Active
LOY0030253,CUS0013264,Silver,143466,2019-09-22,Active
LOY0030254,CUS0018264,Silver,216495,2019-06-01,Expired
LOY0030255,CUS0053423,Platinum,164723,2022-03-22,Active
LOY0030256,CUS0002142,Silver,50369,2021-10-17,Active
LOY0030257,CUS0026621,Gold,201961,2022-04-15,Active
LOY0030258,CUS0053300,Blue,163344,2021-09-17,Expired
LOY0030259,CUS0037163,Silver,175323,2018-04-17,Active
LOY0030260,CUS0002033,Silver,143927,2018-05-26,Active
LOY0030261,CUS0040932,Gold,140522,2019-10-08,Expired
LOY0030262,CUS0047403,Blue,231653,2025-09-30,Suspended
LOY0030263,CUS0045691,Silver,172904,2018-10-03,Active
LOY0030264,CUS0012904,Silver,61741,2024-03-13,Active
LOY0030265,CUS0031131,Gold,220626,2017-03-26,Suspended
LOY0030266,CUS0047617,Silver,108698,2015-11-20,Suspended
LOY0030267,CUS0052739,Gold,50640,2016-06-09,Expired
LOY0030268,CUS0049620,Silver,152642,2019-09-07,Active
LOY0030269,CUS0040529,Silver,156508,2023-03-07,Active
LOY0030270,CUS0006796,Blue,28849,2023-09-09,Suspended
LOY0030271,CUS0023547,Gold,174658,2022-08-25,Suspended
LOY0030272,CUS0013277,Gold,32794,2017-11-16,Expired
LOY0030273,CUS0019147,Blue,242852,2019-05-10,Expired
LOY0030274,CUS0048023,Silver,115329,2016-09-08,Expired
