history_id,aircraft_id,maintenance_date,maintenance_type,cost,next_due_date
AMH006324,ACFT00123,2025-08-17,A-Check,238696.16,2026-07-11
AMH006325,ACFT00033,2021-06-23,B-Check,325477.11,2022-03-01
AMH006326,ACFT00094,2018-08-11,B-Check,90544.0,2019-06-10
AMH006327,ACFT00296,2024-02-21,Unscheduled Repair,168611.8,2025-11-23
AMH006328,ACFT00064,2019-05-08,B-Check,164926.66,2019-10-13
AMH006329,ACFT00412,2024-01-20,B-Check,362541.59,2024-10-07
AMH006330,ACFT00468,2023-03-09,A-Check,454729.26,2024-05-05
AMH006331,ACFT00573,2026-06-05,C-Check,472239.31,2027-10-13
AMH006332,ACFT00196,2019-04-18,A-Check,285418.36,2019-10-26
AMH006333,ACFT00587,2025-12-03,D-Check,127120.09,2027-09-28
AMH006334,ACFT00414,2021-10-24,A-Check,237485.51,2022-07-20
AMH006335,ACFT00511,2024-11-05,Unscheduled Repair,101121.62,2025-10-15
AMH006336,ACFT00016,2021-05-28,Unscheduled Repair,25955.8,2021-10-06
AMH006337,ACFT00174,2018-10-12,C-Check,497135.21,2020-05-21
AMH006338,ACFT00463,2022-09-14,A-Check,161767.38,2024-08-25
AMH006339,ACFT00510,2020-11-26,Unscheduled Repair,176075.75,2021-11-18
AMH006340,ACFT00333,2022-03-22,B-Check,287734.93,2024-03-08
AMH006341,ACFT00241,2026-03-03,A-Check,481849.45,2027-09-24
AMH006342,ACFT00585,2018-04-05,A-Check,471654.29,2020-01-05
AMH006343,ACFT00061,2021-02-03,B-Check,271757.69,2022-03-22
AMH006344,ACFT00148,2025-05-28,A-Check,379063.98,2026-05-20
AMH006345,ACFT00022,2020-10-06,Unscheduled Repair,441554.15,2021-03-15
AMH006346,ACFT00166,2023-01-31,B-Check,371969.91,2023-05-05
AMH006347,ACFT00496,2024-12-25,A-Check,238952.17,2026-06-06
AMH006348,ACFT00176,2026-07-14,B-Check,27693.78,2027-04-30
AMH006349,ACFT00352,2022-05-17,C-Check,296521.71,2023-02-26
AMH006350,ACFT00065,2018-06-29,B-Check,38083.75,2020-02-20
AMH006351,ACFT00141,2023-07-26,A-Check,430544.88,2024-09-26
AMH006352,ACFT00111,2018-08-23,A-Check,389549.03,2019-09-18
AMH006353,ACFT00561,2019-10-09,D-Check,187050.42,2021-02-17
AMH006354,ACFT00017,2025-03-28,A-Check,249840.77,2026-05-07
AMH006355,ACFT00311,2022-09-14,B-Check,309915.22,2023-11-19
AMH006356,ACFT00183,2020-07-24,Unscheduled Repair,457340.68,2022-03-25
AMH006357,ACFT00451,2019-11-06,A-Check,122394.4,2020-10-01
AMH006358,ACFT00433,2023-07-13,B-Check,84219.98,2023-12-28
AMH006359,ACFT00223,2018-03-27,A-Check,361346.41,2019-03-19
AMH006360,ACFT00280,2024-07-25,A-Check,426449.89,2025-02-23
AMH006361,ACFT00131,2025-02-18,B-Check,12288.53,2026-08-24
AMH006362,ACFT00451,2022-10-20,Unscheduled Repair,497825.42,2023-07-03
AMH006363,ACFT00401,2018-01-03,B-Check,14132.09,2019-04-29
AMH006364,ACFT00455,2021-06-28,C-Check,133372.54,2022-03-26
AMH006365,ACFT00152,2022-11-01,C-Check,277896.76,2023-02-14
AMH006366,ACFT00495,2018-08-21,A-Check,264701.68,2020-02-22
AMH006367,ACFT00413,2018-01-26,A-Check,213944.24,2019-01-23
AMH006368,ACFT00381,2018-06-08,A-Check,203348.23,2020-05-19
AMH006369,ACFT00070,2021-11-02,C-Check,32403.38,2023-05-17
AMH006370,ACFT00066,2020-11-21,B-Check,377780.3,2022-11-14
AMH006371,ACFT00568,2021-06-15,B-Check,70791.55,2021-12-27
AMH006372,ACFT00353,2019-07-14,A-Check,237879.66,2020-10-11
AMH006373,ACFT00270,2022-11-11,B-Check,72515.31,2024-06-02
AMH006374,ACFT00550,2023-07-02,A-Check,375267.93,2024-11-19
AMH006375,ACFT00402,2023-02-24,A-Check,443787.24,2025-01-04
AMH006376,ACFT00582,2025-09-12,Unscheduled Repair,465664.3,2027-06-21
AMH006377,ACFT00309,2022-02-06,B-Check,433368.26,2023-11-27
AMH006378,ACFT00516,2023-10-21,A-Check,465976.82,2024-06-02
AMH006379,ACFT00241,2020-10-20,A-Check,469825.74,2022-05-17
AMH006380,ACFT00182,2025-10-09,A-Check,467999.53,2027-07-04
AMH006381,ACFT00215,2023-09-19,B-Check,400527.71,2024-11-28
AMH006382,ACFT00154,2021-06-10,B-Check,25350.98,2022-01-16
AMH006383,ACFT00387,2021-01-29,A-Check,26746.17,2023-01-14
AMH006384,ACFT00379,2019-08-14,Unscheduled Repair,445082.47,2020-04-02
AMH006385,ACFT00501,2019-02-08,B-Check,348393.4,2019-11-29
AMH006386,ACFT00097,2021-06-11,A-Check,197752.84,2022-04-24
AMH006387,ACFT00011,2022-08-09,C-Check,73937.2,2023-10-01
AMH006388,ACFT00436,2018-09-13,Unscheduled Repair,298532.08,2020-08-03
AMH006389,ACFT00297,2020-12-18,A-Check,184567.0,2022-03-23
AMH006390,ACFT00326,2018-10-15,C-Check,98534.97,2019-12-18
AMH006391,ACFT00486,2026-06-02,A-Check,71014.81,2026-09-01
AMH006392,ACFT00042,2018-03-24,A-Check,230153.79,2018-11-30
AMH006393,ACFT00341,2019-09-18,B-Check,326638.6,2020-09-06
AMH006394,ACFT00454,2025-12-23,D-Check,482073.29,2027-10-11
AMH006395,ACFT00599,2023-03-28,A-Check,214437.58,2025-02-20
AMH006396,ACFT00084,2019-11-02,Unscheduled Repair,168975.12,2021-06-07
AMH006397,ACFT00500,2022-10-03,A-Check,462297.77,2023-09-13
AMH006398,ACFT00457,2020-12-21,B-Check,257182.36,2021-11-13
AMH006399,ACFT00231,2020-03-16,A-Check,387408.46,2020-10-07
AMH006400,ACFT00444,2021-02-07,A-Check,2819.71,2022-02-16
AMH006401,ACFT00330,2023-03-19,A-Check,218530.93,2024-07-18
AMH006402,ACFT00026,2022-02-23,B-Check,172012.59,2022-11-18
AMH006403,ACFT00228,2019-07-07,D-Check,394842.51,2020-04-05
AMH006404,ACFT00375,2024-08-09,D-Check,334446.62,2025-08-28
AMH006405,ACFT00210,2021-05-21,A-Check,215081.02,2022-08-14
AMH006406,ACFT00024,2018-09-29,C-Check,436375.14,2020-03-01
AMH006407,ACFT00483,2023-09-10,A-Check,361501.81,2024-08-12
AMH006408,ACFT00352,2019-05-18,B-Check,477330.65,2020-06-18
AMH006409,ACFT00363,2023-10-03,D-Check,310261.76,2024-09-17
AMH006410,ACFT00102,2026-01-25,C-Check,250073.74,2026-10-06
AMH006411,ACFT00041,2018-11-24,Unscheduled Repair,244486.6,2019-12-09
AMH006412,ACFT00028,2021-09-21,D-Check,254831.38,2023-01-10
AMH006413,ACFT00303,2020-01-19,A-Check,470087.63,2021-03-24
AMH006414,ACFT00424,2023-02-03,B-Check,401458.8,2023-09-21
AMH006415,ACFT00065,2025-03-08,B-Check,222436.84,2025-06-26
AMH006416,ACFT00588,2024-05-25,C-Check,141724.14,2025-08-29
AMH006417,ACFT00151,2020-06-07,A-Check,288205.26,2021-05-19
AMH006418,ACFT00276,2018-07-22,A-Check,159948.11,2019-10-03
AMH006419,ACFT00324,2018-07-28,D-Check,442178.72,2018-11-20
AMH006420,ACFT00383,2026-06-12,C-Check,476278.87,2028-02-25
AMH006421,ACFT00150,2024-05-22,C-Check,328831.53,2024-12-03
AMH006422,ACFT00458,2023-09-08,Unscheduled Repair,380501.77,2024-04-17
AMH006423,ACFT00446,2024-12-06,B-Check,296052.64,2026-02-20
AMH006424,ACFT00480,2020-08-08,C-Check,487310.74,2021-04-16
AMH006425,ACFT00202,2019-02-16,A-Check,310442.32,2020-09-28
AMH006426,ACFT00457,2022-12-05,B-Check,299723.39,2024-02-08
AMH006427,ACFT00230,2019-11-11,C-Check,280589.43,2020-09-04
AMH006428,ACFT00295,2019-09-16,A-Check,67689.59,2020-11-18
AMH006429,ACFT00257,2020-01-07,A-Check,322639.67,2021-07-21
AMH006430,ACFT00540,2021-12-13,A-Check,324978.54,2022-07-05
AMH006431,ACFT00018,2021-07-30,B-Check,327177.15,2022-10-02
AMH006432,ACFT00400,2023-03-19,Unscheduled Repair,415359.13,2023-07-04
AMH006433,ACFT00134,2024-02-23,A-Check,111879.49,2024-12-29
AMH006434,ACFT00446,2022-10-20,D-Check,263087.58,2023-07-16
AMH006435,ACFT00009,2019-11-05,A-Check,358091.88,2020-04-22
AMH006436,ACFT00006,2022-12-01,B-Check,60365.91,2024-05-17
AMH006437,ACFT00258,2018-12-06,A-Check,234471.32,2020-11-28
AMH006438,ACFT00038,2022-11-14,A-Check,55467.1,2023-03-06
AMH006439,ACFT00401,2020-10-06,A-Check,477764.15,2022-05-02
AMH006440,ACFT00530,2023-09-02,B-Check,129225.45,2024-04-01
AMH006441,ACFT00504,2020-09-20,Unscheduled Repair,73170.84,2021-04-04
AMH006442,ACFT00471,2025-10-30,A-Check,241293.74,2027-04-08
AMH006443,ACFT00122,2024-08-19,C-Check,101000.71,2026-06-15
AMH006444,ACFT00571,2020-12-15,A-Check,125961.39,2022-09-02
AMH006445,ACFT00327,2021-03-22,C-Check,230062.83,2022-05-17
AMH006446,ACFT00037,2023-11-28,C-Check,461901.21,2025-03-10
AMH006447,ACFT00172,2025-03-13,B-Check,226321.69,2025-12-12
AMH006448,ACFT00003,2020-08-20,C-Check,169652.22,2021-02-18
AMH006449,ACFT00289,2026-06-21,A-Check,485451.26,2026-10-28
AMH006450,ACFT00566,2021-04-23,A-Check,446110.92,2021-09-07
AMH006451,ACFT00509,2022-08-05,D-Check,212057.54,2023-05-16
AMH006452,ACFT00026,2018-12-24,C-Check,330456.16,2019-12-04
AMH006453,ACFT00317,2022-05-21,D-Check,409464.45,2023-02-19
AMH006454,ACFT00266,2022-01-30,B-Check,416668.35,2022-05-04
AMH006455,ACFT00456,2024-06-09,Unscheduled Repair,208077.03,2025-08-21
AMH006456,ACFT00241,2019-10-17,A-Check,220971.03,2020-02-22
AMH006457,ACFT00358,2019-04-29,B-Check,137513.36,2021-03-05
AMH006458,ACFT00114,2023-09-15,C-Check,386285.83,2024-07-02
AMH006459,ACFT00101,2025-07-12,C-Check,86082.14,2025-12-01
AMH006460,ACFT00161,2026-05-16,A-Check,472954.78,2027-03-18
AMH006461,ACFT00142,2019-08-18,A-Check,324660.36,2020-10-31
AMH006462,ACFT00060,2020-05-03,C-Check,289982.55,2020-12-04
AMH006463,ACFT00416,2026-05-09,A-Check,425524.36,2026-10-11
AMH006464,ACFT00581,2022-03-01,C-Check,447529.79,2023-12-30
AMH006465,ACFT00052,2022-01-19,A-Check,459659.73,2022-05-13
AMH006466,ACFT00100,2025-04-30,A-Check,116823.82,2026-10-28
AMH006467,ACFT00193,2019-03-15,B-Check,183985.88,2019-11-01
AMH006468,ACFT00192,2019-09-07,A-Check,408780.01,2020-07-07
AMH006469,ACFT00409,2021-01-30,A-Check,105270.75,2022-12-14
AMH006470,ACFT00038,2022-03-16,C-Check,95578.39,2023-02-02
AMH006471,ACFT00034,2021-02-26,C-Check,420080.19,2022-02-26
AMH006472,ACFT00555,2022-09-21,C-Check,46609.39,2023-10-02
AMH006473,ACFT00191,2019-09-28,B-Check,187948.58,2020-01-09
AMH006474,ACFT00305,2026-02-16,C-Check,338297.77,2027-01-19
AMH006475,ACFT00585,2018-11-20,B-Check,207611.95,2020-10-08
AMH006476,ACFT00054,2021-02-08,B-Check,96714.2,2022-11-01
AMH006477,ACFT00361,2020-03-11,B-Check,442316.42,2021-01-11
AMH006478,ACFT00448,2025-07-02,C-Check,45731.02,2026-02-12
AMH006479,ACFT00550,2019-08-15,B-Check,12659.74,2020-06-20
AMH006480,ACFT00586,2026-04-27,A-Check,466056.14,2027-04-02
AMH006481,ACFT00234,2023-08-13,A-Check,118356.33,2025-06-04
AMH006482,ACFT00314,2022-04-03,B-Check,464528.32,2023-11-09
AMH006483,ACFT00077,2025-06-23,B-Check,429161.24,2025-10-28
AMH006484,ACFT00168,2020-06-09,C-Check,102557.35,2021-01-07
AMH006485,ACFT00036,2019-06-12,A-Check,177849.76,2020-02-08
AMH006486,ACFT00217,2018-08-08,A-Check,236868.66,2019-07-27
AMH006487,ACFT00513,2026-02-18,A-Check,195344.0,2026-10-18
AMH006488,ACFT00523,2019-11-26,A-Check,19216.9,2021-05-18
AMH006489,ACFT00138,2024-06-19,C-Check,24771.98,2024-12-10
AMH006490,ACFT00062,2025-02-15,A-Check,369097.16,2025-12-13
AMH006491,ACFT00181,2023-03-29,B-Check,169740.91,2024-04-19
AMH006492,ACFT00019,2020-09-29,Unscheduled Repair,283988.6,2021-03-19
AMH006493,ACFT00242,2019-09-03,B-Check,394448.11,2021-04-04
AMH006494,ACFT00532,2025-04-14,B-Check,495550.31,2025-12-10
AMH006495,ACFT00474,2022-06-26,A-Check,182828.18,2023-10-27
AMH006496,ACFT00071,2025-12-09,B-Check,22712.46,2027-05-01
AMH006497,ACFT00163,2021-07-26,C-Check,202656.86,2022-07-30
AMH006498,ACFT00115,2022-01-17,A-Check,464111.96,2023-06-18
AMH006499,ACFT00288,2019-02-18,A-Check,414740.0,2020-12-19
AMH006500,ACFT00226,2021-12-25,B-Check,96426.24,2022-07-02
AMH006501,ACFT00027,2026-07-21,A-Check,466066.49,2027-09-01
AMH006502,ACFT00135,2020-08-10,B-Check,72597.51,2022-07-22
AMH006503,ACFT00406,2020-01-06,B-Check,270219.23,2020-05-06
AMH006504,ACFT00242,2022-09-21,Unscheduled Repair,171702.93,2023-11-01
AMH006505,ACFT00014,2019-11-13,C-Check,438970.34,2021-06-07
AMH006506,ACFT00282,2023-08-14,B-Check,252986.7,2024-11-08
AMH006507,ACFT00286,2023-02-25,Unscheduled Repair,313573.17,2024-07-15
AMH006508,ACFT00049,2025-07-09,C-Check,132630.81,2025-12-18
AMH006509,ACFT00273,2024-04-27,C-Check,252056.24,2024-11-20
AMH006510,ACFT00024,2021-11-04,C-Check,154754.84,2023-03-12
AMH006511,ACFT00159,2019-06-20,B-Check,357520.08,2021-03-26
AMH006512,ACFT00113,2024-12-16,B-Check,88432.12,2026-12-06
AMH006513,ACFT00008,2023-03-03,C-Check,169805.77,2023-06-22
AMH006514,ACFT00542,2026-04-03,C-Check,201770.16,2026-11-19
AMH006515,ACFT00466,2023-04-11,A-Check,200282.42,2025-01-17
AMH006516,ACFT00242,2023-05-29,C-Check,450314.85,2024-06-26
AMH006517,ACFT00504,2024-07-15,A-Check,245073.72,2025-08-02
AMH006518,ACFT00523,2025-07-28,B-Check,83333.69,2025-12-28
AMH006519,ACFT00600,2024-01-09,B-Check,454267.54,2024-05-23
AMH006520,ACFT00010,2018-06-02,A-Check,173874.61,2019-08-23
AMH006521,ACFT00067,2026-07-11,A-Check,73279.08,2026-11-14
AMH006522,ACFT00409,2023-01-01,A-Check,324820.45,2024-02-28
AMH006523,ACFT00157,2019-12-18,C-Check,66693.2,2021-08-10
AMH006524,ACFT00053,2018-01-07,B-Check,138728.42,2019-02-26
AMH006525,ACFT00025,2026-07-19,B-Check,485138.44,2028-02-24
AMH006526,ACFT00003,2022-01-11,B-Check,25477.95,2022-10-04
AMH006527,ACFT00470,2022-08-07,Unscheduled Repair,78008.95,2023-11-26
AMH006528,ACFT00387,2026-02-03,Unscheduled Repair,196081.54,2026-07-31
AMH006529,ACFT00568,2025-11-07,C-Check,264793.28,2026-03-09
AMH006530,ACFT00335,2022-07-31,C-Check,178253.11,2023-10-15
AMH006531,ACFT00289,2025-08-05,C-Check,10064.01,2026-12-10
AMH006532,ACFT00237,2019-06-22,B-Check,365919.97,2019-10-31
AMH006533,ACFT00049,2025-02-16,B-Check,321287.8,2026-09-29
AMH006534,ACFT00207,2025-02-18,A-Check,57974.0,2026-06-28
AMH006535,ACFT00039,2020-01-15,A-Check,249221.19,2021-04-13
AMH006536,ACFT00282,2023-04-24,C-Check,180431.61,2024-01-22
AMH006537,ACFT00374,2020-05-05,A-Check,460791.4,2020-09-29
AMH006538,ACFT00338,2020-12-22,A-Check,451911.72,2021-08-26
AMH006539,ACFT00197,2019-08-09,C-Check,187084.33,2020-01-21
AMH006540,ACFT00293,2023-07-27,A-Check,465671.4,2024-04-01
AMH006541,ACFT00424,2023-04-03,A-Check,186853.57,2024-01-06
AMH006542,ACFT00134,2018-01-09,B-Check,120491.83,2019-07-30
AMH006543,ACFT00104,2024-10-21,B-Check,218576.82,2025-04-21
AMH006544,ACFT00447,2023-07-29,A-Check,458845.76,2024-05-24
AMH006545,ACFT00594,2020-02-05,A-Check,212376.4,2020-12-18
AMH006546,ACFT00184,2022-04-12,A-Check,491183.37,2023-02-19
AMH006547,ACFT00020,2022-07-20,B-Check,241851.86,2022-11-14
AMH006548,ACFT00494,2024-12-05,Unscheduled Repair,475019.45,2026-05-14
AMH006549,ACFT00211,2018-01-26,Unscheduled Repair,75387.27,2019-11-28
AMH006550,ACFT00084,2024-07-16,Unscheduled Repair,408882.25,2025-05-25
AMH006551,ACFT00480,2019-12-29,A-Check,295224.14,2020-07-01
AMH006552,ACFT00541,2019-01-03,D-Check,446815.53,2019-10-01
AMH006553,ACFT00233,2021-03-26,C-Check,86101.63,2022-10-27
AMH006554,ACFT00518,2022-10-13,A-Check,152868.84,2023-03-11
AMH006555,ACFT00318,2021-03-25,B-Check,247340.78,2022-12-31
AMH006556,ACFT00370,2018-10-01,B-Check,392111.86,2019-07-14
AMH006557,ACFT00254,2020-08-06,Unscheduled Repair,475481.83,2021-01-31
AMH006558,ACFT00186,2024-11-21,A-Check,462813.79,2026-11-16
AMH006559,ACFT00570,2020-04-21,A-Check,443973.0,2021-11-11
AMH006560,ACFT00598,2019-11-10,A-Check,250426.2,2020-09-15
AMH006561,ACFT00369,2022-05-28,B-Check,182946.2,2023-04-17
AMH006562,ACFT00130,2020-12-29,A-Check,214759.09,2021-12-20
AMH006563,ACFT00520,2021-03-03,C-Check,261845.7,2022-02-06
AMH006564,ACFT00075,2020-01-19,A-Check,137929.31,2020-07-19
AMH006565,ACFT00155,2025-05-11,Unscheduled Repair,116195.53,2026-06-08
AMH006566,ACFT00443,2022-01-04,A-Check,181573.61,2022-04-13
AMH006567,ACFT00446,2026-06-14,B-Check,148479.97,2026-11-08
AMH006568,ACFT00491,2020-05-29,B-Check,70135.05,2021-11-09
AMH006569,ACFT00304,2020-04-08,B-Check,68442.44,2021-08-30
AMH006570,ACFT00181,2022-09-08,C-Check,252391.18,2022-12-21
AMH006571,ACFT00559,2018-06-26,B-Check,463959.28,2019-06-10
AMH006572,ACFT00012,2022-01-21,A-Check,103762.12,2023-12-26
AMH006573,ACFT00153,2024-04-16,A-Check,43715.0,2026-01-12
AMH006574,ACFT00540,2022-12-27,C-Check,236338.38,2023-07-22
AMH006575,ACFT00216,2022-08-09,D-Check,220180.88,2023-12-10
AMH006576,ACFT00112,2021-08-05,C-Check,172860.89,2022-05-28
AMH006577,ACFT00402,2024-08-12,B-Check,28325.84,2025-07-13
AMH006578,ACFT00403,2025-01-26,B-Check,234963.76,2025-10-06
AMH006579,ACFT00487,2023-07-09,A-Check,200917.54,2024-08-17
AMH006580,ACFT00525,2024-05-30,C-Check,18579.73,2025-06-22
AMH006581,ACFT00175,2019-09-02,A-Check,207226.07,2020-03-16
AMH006582,ACFT00312,2020-08-14,D-Check,303368.84,2021-12-16
AMH006583,ACFT00160,2026-01-02,B-Check,204668.19,2026-10-04
AMH006584,ACFT00134,2021-03-06,A-Check,445708.68,2021-08-27
AMH006585,ACFT00015,2018-05-17,B-Check,250045.82,2019-06-30
AMH006586,ACFT00241,2019-10-29,B-Check,134098.88,2021-02-25
AMH006587,ACFT00235,2026-04-10,A-Check,320175.34,2026-08-12
AMH006588,ACFT00315,2023-09-17,B-Check,46154.16,2024-12-01
AMH006589,ACFT00134,2021-11-23,C-Check,236203.65,2022-03-21
AMH006590,ACFT00346,2019-12-05,A-Check,380349.06,2020-10-09
AMH006591,ACFT00554,2025-07-24,Unscheduled Repair,165141.27,2026-09-13
AMH006592,ACFT00224,2018-10-16,B-Check,101304.13,2020-07-16
AMH006593,ACFT00545,2023-12-17,B-Check,328020.26,2025-09-19
AMH006594,ACFT00263,2021-04-30,A-Check,151120.06,2022-08-23
AMH006595,ACFT00303,2019-09-19,Unscheduled Repair,465942.46,2021-03-06
AMH006596,ACFT00511,2018-01-10,A-Check,314610.52,2018-08-26
AMH006597,ACFT00502,2024-11-12,Unscheduled Repair,466298.5,2025-04-04
AMH006598,ACFT00551,2021-03-25,B-Check,365834.21,2021-07-23
AMH006599,ACFT00062,2022-11-25,B-Check,83335.13,2024-06-24
AMH006600,ACFT00137,2025-02-12,Unscheduled Repair,351950.05,2025-11-11
AMH006601,ACFT00342,2021-06-29,A-Check,392898.91,2022-07-10
AMH006602,ACFT00575,2023-01-05,B-Check,414156.74,2024-12-25
AMH006603,ACFT00522,2020-05-29,C-Check,368742.55,2021-12-17
AMH006604,ACFT00452,2018-11-14,A-Check,197082.38,2019-11-09
AMH006605,ACFT00536,2018-01-31,B-Check,91583.1,2019-08-06
AMH006606,ACFT00052,2026-01-01,C-Check,197700.76,2027-05-14
AMH006607,ACFT00077,2021-12-26,B-Check,231043.85,2022-10-02
AMH006608,ACFT00113,2024-12-15,A-Check,364260.18,2026-01-27
AMH006609,ACFT00157,2022-06-24,B-Check,240081.63,2024-03-10
AMH006610,ACFT00573,2026-02-16,B-Check,6822.17,2027-01-05
AMH006611,ACFT00319,2019-02-09,A-Check,15552.96,2020-11-29
AMH006612,ACFT00312,2026-06-24,A-Check,443385.05,2027-06-30
AMH006613,ACFT00591,2026-07-25,A-Check,404125.38,2027-12-09
AMH006614,ACFT00005,2022-01-02,B-Check,239439.94,2022-09-30
AMH006615,ACFT00279,2019-07-19,A-Check,340316.32,2020-02-12
AMH006616,ACFT00080,2019-06-24,A-Check,82649.78,2019-10-03
AMH006617,ACFT00370,2020-08-27,A-Check,29652.1,2021-10-06
AMH006618,ACFT00014,2025-07-17,C-Check,20570.7,2027-04-28
AMH006619,ACFT00172,2021-07-13,C-Check,132257.21,2023-03-20
AMH006620,ACFT00300,2019-07-17,A-Check,453698.44,2020-05-10
AMH006621,ACFT00503,2025-04-27,B-Check,11908.64,2026-07-25
AMH006622,ACFT00558,2020-05-08,D-Check,110001.65,2021-08-05
AMH006623,ACFT00199,2018-08-28,B-Check,361722.37,2020-05-24
AMH006624,ACFT00440,2019-10-28,A-Check,316562.09,2020-02-20
AMH006625,ACFT00365,2019-07-13,D-Check,406539.64,2020-02-06
AMH006626,ACFT00550,2019-05-29,B-Check,33195.02,2020-07-10
AMH006627,ACFT00240,2024-08-09,B-Check,109895.04,2025-05-09
AMH006628,ACFT00149,2026-03-22,B-Check,79522.47,2028-02-06
AMH006629,ACFT00421,2020-09-18,A-Check,158499.51,2021-05-25
AMH006630,ACFT00579,2020-12-31,C-Check,363157.62,2021-04-05
AMH006631,ACFT00306,2021-09-24,A-Check,20321.39,2022-10-23
AMH006632,ACFT00377,2026-07-28,A-Check,465411.38,2027-01-11
AMH006633,ACFT00347,2021-11-19,A-Check,407976.22,2022-06-03
AMH006634,ACFT00282,2024-06-12,B-Check,403604.43,2025-09-19
AMH006635,ACFT00192,2018-03-06,B-Check,340533.33,2020-01-16
AMH006636,ACFT00233,2020-06-13,A-Check,317119.63,2022-04-01
AMH006637,ACFT00456,2025-10-24,C-Check,68300.45,2027-03-11
AMH006638,ACFT00398,2024-05-19,C-Check,222266.42,2024-10-14
AMH006639,ACFT00266,2025-09-23,D-Check,439501.51,2026-09-21
AMH006640,ACFT00288,2019-01-29,A-Check,80996.11,2019-12-22
AMH006641,ACFT00598,2018-05-20,A-Check,268302.3,2019-11-09
AMH006642,ACFT00040,2024-01-05,C-Check,162441.68,2025-07-20
AMH006643,ACFT00253,2018-01-07,Unscheduled Repair,317366.3,2018-05-09
AMH006644,ACFT00504,2020-05-06,A-Check,352793.91,2021-10-09
AMH006645,ACFT00126,2024-03-14,C-Check,495494.74,2025-04-03
AMH006646,ACFT00006,2018-07-11,C-Check,164151.79,2019-01-05
AMH006647,ACFT00034,2019-02-10,C-Check,287721.57,2019-07-24
AMH006648,ACFT00002,2022-09-02,A-Check,140194.91,2023-10-30
AMH006649,ACFT00116,2026-07-11,B-Check,470915.17,2027-09-20
AMH006650,ACFT00443,2019-05-18,C-Check,73123.26,2020-04-21
AMH006651,ACFT00203,2024-09-09,A-Check,78431.38,2025-05-15
AMH006652,ACFT00446,2018-12-31,B-Check,225686.1,2020-11-06
AMH006653,ACFT00465,2025-10-25,B-Check,236806.81,2027-06-29
AMH006654,ACFT00257,2025-01-29,B-Check,234386.31,2026-08-21
AMH006655,ACFT00037,2019-03-07,D-Check,78747.14,2019-11-06
AMH006656,ACFT00536,2022-12-03,Unscheduled Repair,405555.67,2024-02-10
AMH006657,ACFT00456,2022-11-20,C-Check,404003.56,2023-06-15
AMH006658,ACFT00163,2020-05-01,Unscheduled Repair,365764.1,2021-01-06
AMH006659,ACFT00274,2022-10-26,C-Check,94178.46,2024-01-15
AMH006660,ACFT00309,2018-04-12,A-Check,196983.93,2019-10-10
AMH006661,ACFT00073,2023-05-10,A-Check,264598.93,2024-05-15
AMH006662,ACFT00106,2023-01-05,A-Check,425495.75,2024-04-13
AMH006663,ACFT00511,2026-07-02,A-Check,495337.08,2028-04-05
AMH006664,ACFT00182,2018-07-25,B-Check,138585.71,2020-07-14
AMH006665,ACFT00161,2019-12-06,B-Check,216778.76,2020-10-13
AMH006666,ACFT00559,2024-01-15,C-Check,160597.11,2025-08-29
AMH006667,ACFT00013,2021-07-30,B-Check,88367.51,2021-12-24
AMH006668,ACFT00057,2021-10-17,B-Check,188195.45,2022-10-15
AMH006669,ACFT00222,2024-11-02,A-Check,217333.58,2025-03-25
AMH006670,ACFT00031,2020-06-07,C-Check,358630.02,2020-12-13
AMH006671,ACFT00220,2024-05-23,B-Check,402766.95,2025-03-28
AMH006672,ACFT00396,2021-10-07,B-Check,316143.41,2023-03-09
AMH006673,ACFT00431,2022-05-09,C-Check,427864.16,2022-12-03
AMH006674,ACFT00235,2025-12-19,Unscheduled Repair,498649.57,2027-01-16
AMH006675,ACFT00212,2026-05-22,C-Check,248168.33,2028-03-26
AMH006676,ACFT00152,2024-03-01,C-Check,185917.18,2025-04-11
AMH006677,ACFT00594,2018-09-04,B-Check,220966.69,2019-07-24
AMH006678,ACFT00022,2021-06-11,A-Check,184312.75,2021-12-18
AMH006679,ACFT00186,2018-11-16,B-Check,300743.06,2020-07-18
AMH006680,ACFT00506,2023-05-19,B-Check,193106.22,2025-01-12
AMH006681,ACFT00295,2021-01-10,B-Check,385875.97,2021-10-27
AMH006682,ACFT00238,2022-09-28,A-Check,315456.19,2023-07-24
AMH006683,ACFT00017,2019-03-01,B-Check,275901.23,2020-05-31
AMH006684,ACFT00391,2018-05-24,Unscheduled Repair,432639.73,2019-08-05
AMH006685,ACFT00077,2024-05-15,A-Check,4155.54,2026-01-02
AMH006686,ACFT00381,2024-03-06,Unscheduled Repair,68608.8,2025-02-16
AMH006687,ACFT00408,2021-06-15,C-Check,138407.39,2022-07-05
AMH006688,ACFT00002,2022-06-12,B-Check,110412.35,2023-04-29
AMH006689,ACFT00042,2023-11-23,C-Check,294545.91,2024-05-14
AMH006690,ACFT00486,2024-04-28,C-Check,58073.36,2025-09-19
AMH006691,ACFT00446,2024-09-08,A-Check,41580.54,2026-02-21
AMH006692,ACFT00118,2021-04-08,Unscheduled Repair,108977.0,2023-03-21
AMH006693,ACFT00323,2021-05-07,C-Check,321392.15,2022-04-04
AMH006694,ACFT00409,2025-08-18,B-Check,229031.79,2026-11-19
AMH006695,ACFT00192,2024-06-13,A-Check,171782.73,2026-03-26
