checkin_id,ticket_id,passenger_id,flight_id,checkin_time,checkin_method
CHK00218917,TKT00260681,PAX00260681,FLT0050413,2025-10-24 09:33:00,Counter
CHK00218918,TKT00260683,PAX00260683,FLT0066627,2025-11-25 17:44:00,Online
CHK00218919,TKT00260684,PAX00260684,FLT0066627,2025-11-25 17:27:00,Airport Kiosk
CHK00218920,TKT00260685,PAX00260685,FLT0042945,2025-12-25 10:26:00,Mobile App
CHK00218921,TKT00260686,PAX00260686,FLT0042945,2025-12-25 10:43:00,Online
CHK00218922,TKT00260687,PAX00260687,FLT0042945,2025-12-25 11:09:00,Airport Kiosk
CHK00218923,TKT00260688,PAX00260688,FLT0012809,2026-04-07 13:14:00,Mobile App
CHK00218924,TKT00260689,PAX00260689,FLT0066475,2026-08-13 06:27:00,Counter
CHK00218925,TKT00260690,PAX00260690,FLT0005870,2025-08-16 20:42:00,Mobile App
CHK00218926,TKT00260691,PAX00260691,FLT0005870,2025-08-16 21:54:00,Airport Kiosk
CHK00218927,TKT00260692,PAX00260692,FLT0005870,2025-08-16 22:04:00,Online
CHK00218928,TKT00260694,PAX00260694,FLT0014935,2026-01-26 05:44:00,Airport Kiosk
CHK00218929,TKT00260695,PAX00260695,FLT0028954,2026-07-03 23:42:00,Online
CHK00218930,TKT00260696,PAX00260696,FLT0028954,2026-07-03 22:50:00,Mobile App
CHK00218931,TKT00260697,PAX00260697,FLT0041315,2025-08-24 06:38:00,Mobile App
CHK00218932,TKT00260698,PAX00260698,FLT0041315,2025-08-24 06:18:00,Airport Kiosk
CHK00218933,TKT00260699,PAX00260699,FLT0023805,2025-11-09 02:30:00,Online
CHK00218934,TKT00260700,PAX00260700,FLT0045566,2025-09-24 01:19:00,Online
CHK00218935,TKT00260701,PAX00260701,FLT0045566,2025-09-23 23:28:00,Online
CHK00218936,TKT00260702,PAX00260702,FLT0066699,2026-07-24 07:32:00,Counter
CHK00218937,TKT00260703,PAX00260703,FLT0072433,2026-06-20 12:55:00,Mobile App
CHK00218938,TKT00260704,PAX00260704,FLT0055731,2025-08-23 07:48:00,Online
CHK00218939,TKT00260705,PAX00260705,FLT0071054,2026-04-20 23:49:00,Mobile App
CHK00218940,TKT00260706,PAX00260706,FLT0021597,2026-03-08 07:44:00,Online
CHK00218941,TKT00260707,PAX00260707,FLT0046132,2026-08-07 12:46:00,Mobile App
CHK00218942,TKT00260708,PAX00260708,FLT0046132,2026-08-07 13:25:00,Online
CHK00218943,TKT00260709,PAX00260709,FLT0057237,2026-08-03 20:35:00,Counter
CHK00218944,TKT00260710,PAX00260710,FLT0057237,2026-08-03 18:22:00,Mobile App
CHK00218945,TKT00260711,PAX00260711,FLT0018655,2025-08-07 18:18:00,Airport Kiosk
CHK00218946,TKT00260712,PAX00260712,FLT0018655,2025-08-07 17:53:00,Online
CHK00218947,TKT00260713,PAX00260713,FLT0074340,2026-06-18 06:52:00,Mobile App
CHK00218948,TKT00260715,PAX00260715,FLT0025010,2025-10-25 06:36:00,Mobile App
CHK00218949,TKT00260716,PAX00260716,FLT0025010,2025-10-25 06:37:00,Counter
CHK00218950,TKT00260717,PAX00260717,FLT0025010,2025-10-25 07:31:00,Online
CHK00218951,TKT00260718,PAX00260718,FLT0029177,2026-05-19 04:55:00,Online
CHK00218952,TKT00260720,PAX00260720,FLT0051558,2026-01-10 18:17:00,Mobile App
CHK00218953,TKT00260721,PAX00260721,FLT0044484,2026-03-01 22:25:00,Airport Kiosk
CHK00218954,TKT00260722,PAX00260722,FLT0039598,2026-05-09 00:39:00,Online
CHK00218955,TKT00260723,PAX00260723,FLT0023589,2026-01-20 00:14:00,Airport Kiosk
CHK00218956,TKT00260724,PAX00260724,FLT0023589,2026-01-20 00:20:00,Airport Kiosk
CHK00218957,TKT00260725,PAX00260725,FLT0073134,2026-05-13 06:19:00,Online
CHK00218958,TKT00260726,PAX00260726,FLT0073134,2026-05-13 04:28:00,Mobile App
CHK00218959,TKT00260727,PAX00260727,FLT0073134,2026-05-13 05:17:00,Airport Kiosk
CHK00218960,TKT00260729,PAX00260729,FLT0042612,2025-08-22 22:14:00,Online
CHK00218961,TKT00260730,PAX00260730,FLT0053397,2025-09-09 19:25:00,Mobile App
CHK00218962,TKT00260731,PAX00260731,FLT0037642,2026-06-10 22:02:00,Mobile App
CHK00218963,TKT00260732,PAX00260732,FLT0037642,2026-06-10 22:41:00,Online
CHK00218964,TKT00260733,PAX00260733,FLT0016932,2025-09-03 07:38:00,Airport Kiosk
CHK00218965,TKT00260734,PAX00260734,FLT0074074,2025-09-13 21:41:00,Online
CHK00218966,TKT00260735,PAX00260735,FLT0074074,2025-09-13 21:48:00,Counter
CHK00218967,TKT00260736,PAX00260736,FLT0064600,2025-08-07 06:43:00,Online
CHK00218968,TKT00260737,PAX00260737,FLT0064600,2025-08-07 08:52:00,Airport Kiosk
CHK00218969,TKT00260738,PAX00260738,FLT0064600,2025-08-07 08:08:00,Airport Kiosk
CHK00218970,TKT00260739,PAX00260739,FLT0079545,2026-02-09 04:52:00,Airport Kiosk
CHK00218971,TKT00260740,PAX00260740,FLT0079545,2026-02-09 05:22:00,Counter
CHK00218972,TKT00260741,PAX00260741,FLT0079545,2026-02-09 05:52:00,Online
CHK00218973,TKT00260742,PAX00260742,FLT0010645,2026-01-28 08:23:00,Online
CHK00218974,TKT00260744,PAX00260744,FLT0049563,2025-08-08 00:43:00,Online
CHK00218975,TKT00260745,PAX00260745,FLT0049563,2025-08-07 23:56:00,Online
CHK00218976,TKT00260746,PAX00260746,FLT0049563,2025-08-07 23:17:00,Online
CHK00218977,TKT00260747,PAX00260747,FLT0049563,2025-08-08 01:44:00,Counter
CHK00218978,TKT00260749,PAX00260749,FLT0025004,2025-11-15 04:42:00,Online
CHK00218979,TKT00260750,PAX00260750,FLT0025004,2025-11-15 05:34:00,Online
CHK00218980,TKT00260751,PAX00260751,FLT0025004,2025-11-15 05:05:00,Mobile App
CHK00218981,TKT00260752,PAX00260752,FLT0010636,2025-09-06 03:58:00,Mobile App
CHK00218982,TKT00260754,PAX00260754,FLT0047131,2026-06-09 00:13:00,Mobile App
CHK00218983,TKT00260755,PAX00260755,FLT0075897,2026-07-13 16:21:00,Mobile App
CHK00218984,TKT00260756,PAX00260756,FLT0010320,2026-01-26 07:50:00,Online
CHK00218985,TKT00260757,PAX00260757,FLT0010320,2026-01-26 08:30:00,Online
CHK00218986,TKT00260758,PAX00260758,FLT0059342,2025-09-26 23:48:00,Counter
CHK00218987,TKT00260759,PAX00260759,FLT0059342,2025-09-26 23:14:00,Mobile App
CHK00218988,TKT00260760,PAX00260760,FLT0019955,2026-03-11 17:47:00,Airport Kiosk
CHK00218989,TKT00260761,PAX00260761,FLT0014500,2026-08-09 13:28:00,Online
CHK00218990,TKT00260762,PAX00260762,FLT0026847,2025-10-05 02:39:00,Mobile App
CHK00218991,TKT00260763,PAX00260763,FLT0044481,2025-11-03 15:47:00,Online
CHK00218992,TKT00260764,PAX00260764,FLT0011254,2025-12-09 23:10:00,Mobile App
CHK00218993,TKT00260765,PAX00260765,FLT0071855,2026-06-03 07:40:00,Online
CHK00218994,TKT00260766,PAX00260766,FLT0038494,2025-10-13 09:29:00,Airport Kiosk
CHK00218995,TKT00260768,PAX00260768,FLT0071370,2026-07-30 19:04:00,Online
CHK00218996,TKT00260769,PAX00260769,FLT0009190,2026-01-22 18:56:00,Mobile App
CHK00218997,TKT00260770,PAX00260770,FLT0073477,2025-10-03 02:30:00,Online
CHK00218998,TKT00260771,PAX00260771,FLT0073477,2025-10-03 04:19:00,Mobile App
CHK00218999,TKT00260772,PAX00260772,FLT0049420,2026-08-15 08:11:00,Online
CHK00219000,TKT00260773,PAX00260773,FLT0049420,2026-08-15 07:50:00,Online
CHK00219001,TKT00260775,PAX00260775,FLT0049420,2026-08-15 07:58:00,Airport Kiosk
CHK00219002,TKT00260776,PAX00260776,FLT0029250,2025-08-18 08:44:00,Online
CHK00219003,TKT00260777,PAX00260777,FLT0029250,2025-08-18 09:16:00,Online
CHK00219004,TKT00260780,PAX00260780,FLT0036712,2025-12-04 18:35:00,Online
CHK00219005,TKT00260781,PAX00260781,FLT0004674,2026-05-19 20:06:00,Airport Kiosk
CHK00219006,TKT00260782,PAX00260782,FLT0059166,2026-08-06 07:51:00,Mobile App
CHK00219007,TKT00260783,PAX00260783,FLT0000861,2026-04-07 13:40:00,Online
CHK00219008,TKT00260784,PAX00260784,FLT0000861,2026-04-07 12:49:00,Online
CHK00219009,TKT00260785,PAX00260785,FLT0000861,2026-04-07 11:41:00,Counter
CHK00219010,TKT00260786,PAX00260786,FLT0014062,2025-08-16 15:23:00,Online
CHK00219011,TKT00260788,PAX00260788,FLT0069797,2026-04-17 23:01:00,Online
CHK00219012,TKT00260789,PAX00260789,FLT0012544,2025-08-21 03:35:00,Airport Kiosk
CHK00219013,TKT00260790,PAX00260790,FLT0069941,2025-09-26 09:59:00,Online
CHK00219014,TKT00260791,PAX00260791,FLT0069941,2025-09-26 11:25:00,Online
CHK00219015,TKT00260792,PAX00260792,FLT0069941,2025-09-26 11:44:00,Airport Kiosk
CHK00219016,TKT00260793,PAX00260793,FLT0069941,2025-09-26 09:53:00,Mobile App
CHK00219017,TKT00260794,PAX00260794,FLT0053115,2026-06-29 14:47:00,Online
CHK00219018,TKT00260795,PAX00260795,FLT0053115,2026-06-29 14:27:00,Mobile App
CHK00219019,TKT00260796,PAX00260796,FLT0010061,2026-05-05 16:46:00,Mobile App
CHK00219020,TKT00260797,PAX00260797,FLT0010061,2026-05-05 16:38:00,Mobile App
CHK00219021,TKT00260798,PAX00260798,FLT0010061,2026-05-05 14:59:00,Online
CHK00219022,TKT00260799,PAX00260799,FLT0047077,2026-02-13 21:44:00,Airport Kiosk
CHK00219023,TKT00260800,PAX00260800,FLT0047077,2026-02-13 22:48:00,Online
CHK00219024,TKT00260801,PAX00260801,FLT0047077,2026-02-13 21:46:00,Online
CHK00219025,TKT00260802,PAX00260802,FLT0078025,2026-02-21 14:03:00,Airport Kiosk
CHK00219026,TKT00260803,PAX00260803,FLT0078025,2026-02-21 13:15:00,Online
CHK00219027,TKT00260804,PAX00260804,FLT0078025,2026-02-21 12:53:00,Mobile App
CHK00219028,TKT00260805,PAX00260805,FLT0070856,2026-03-28 22:13:00,Counter
CHK00219029,TKT00260806,PAX00260806,FLT0048682,2026-07-04 06:37:00,Mobile App
CHK00219030,TKT00260807,PAX00260807,FLT0071537,2025-10-26 08:18:00,Online
CHK00219031,TKT00260808,PAX00260808,FLT0071537,2025-10-26 07:40:00,Online
CHK00219032,TKT00260809,PAX00260809,FLT0071537,2025-10-26 05:33:00,Mobile App
CHK00219033,TKT00260810,PAX00260810,FLT0072022,2026-04-25 03:11:00,Online
CHK00219034,TKT00260811,PAX00260811,FLT0072022,2026-04-25 02:35:00,Online
CHK00219035,TKT00260812,PAX00260812,FLT0018025,2026-01-06 12:34:00,Mobile App
CHK00219036,TKT00260813,PAX00260813,FLT0018025,2026-01-06 13:03:00,Airport Kiosk
CHK00219037,TKT00260814,PAX00260814,FLT0018025,2026-01-06 12:01:00,Online
CHK00219038,TKT00260818,PAX00260818,FLT0024673,2026-04-06 14:00:00,Mobile App
CHK00219039,TKT00260819,PAX00260819,FLT0053334,2026-07-13 16:44:00,Mobile App
CHK00219040,TKT00260820,PAX00260820,FLT0072067,2025-11-09 15:22:00,Mobile App
CHK00219041,TKT00260821,PAX00260821,FLT0072067,2025-11-09 14:57:00,Online
CHK00219042,TKT00260822,PAX00260822,FLT0018454,2026-02-21 09:00:00,Counter
CHK00219043,TKT00260823,PAX00260823,FLT0018454,2026-02-21 08:44:00,Online
CHK00219044,TKT00260826,PAX00260826,FLT0005087,2026-02-04 22:27:00,Counter
CHK00219045,TKT00260827,PAX00260827,FLT0065471,2026-02-20 21:21:00,Airport Kiosk
CHK00219046,TKT00260828,PAX00260828,FLT0053928,2025-09-03 13:34:00,Online
CHK00219047,TKT00260829,PAX00260829,FLT0003581,2026-07-12 20:11:00,Online
CHK00219048,TKT00260830,PAX00260830,FLT0073027,2025-12-11 03:07:00,Mobile App
CHK00219049,TKT00260831,PAX00260831,FLT0036277,2026-07-19 17:11:00,Mobile App
CHK00219050,TKT00260832,PAX00260832,FLT0001158,2026-02-07 06:57:00,Online
CHK00219051,TKT00260833,PAX00260833,FLT0001158,2026-02-07 06:27:00,Airport Kiosk
CHK00219052,TKT00260834,PAX00260834,FLT0014675,2025-08-28 21:30:00,Online
CHK00219053,TKT00260835,PAX00260835,FLT0014675,2025-08-28 20:41:00,Online
CHK00219054,TKT00260836,PAX00260836,FLT0038153,2026-03-17 12:01:00,Mobile App
CHK00219055,TKT00260837,PAX00260837,FLT0038153,2026-03-17 12:24:00,Mobile App
CHK00219056,TKT00260838,PAX00260838,FLT0000431,2026-06-27 05:06:00,Mobile App
CHK00219057,TKT00260840,PAX00260840,FLT0053258,2026-05-17 15:40:00,Online
CHK00219058,TKT00260842,PAX00260842,FLT0069298,2026-06-14 03:27:00,Online
CHK00219059,TKT00260843,PAX00260843,FLT0058092,2026-02-10 10:46:00,Counter
CHK00219060,TKT00260844,PAX00260844,FLT0004458,2026-04-18 15:58:00,Airport Kiosk
CHK00219061,TKT00260845,PAX00260845,FLT0004458,2026-04-18 16:32:00,Mobile App
CHK00219062,TKT00260846,PAX00260846,FLT0062685,2026-02-13 06:31:00,Online
CHK00219063,TKT00260847,PAX00260847,FLT0062685,2026-02-13 06:52:00,Mobile App
CHK00219064,TKT00260848,PAX00260848,FLT0065709,2025-11-17 05:06:00,Airport Kiosk
CHK00219065,TKT00260849,PAX00260849,FLT0065709,2025-11-17 05:11:00,Airport Kiosk
CHK00219066,TKT00260850,PAX00260850,FLT0014036,2025-12-31 15:55:00,Airport Kiosk
CHK00219067,TKT00260851,PAX00260851,FLT0014036,2025-12-31 15:06:00,Airport Kiosk
CHK00219068,TKT00260852,PAX00260852,FLT0014036,2025-12-31 15:14:00,Mobile App
CHK00219069,TKT00260853,PAX00260853,FLT0068610,2026-02-14 11:29:00,Online
CHK00219070,TKT00260855,PAX00260855,FLT0028440,2026-08-13 05:22:00,Counter
CHK00219071,TKT00260856,PAX00260856,FLT0078815,2025-11-20 00:36:00,Mobile App
CHK00219072,TKT00260857,PAX00260857,FLT0078815,2025-11-19 23:05:00,Online
CHK00219073,TKT00260859,PAX00260859,FLT0012293,2026-06-18 22:55:00,Online
CHK00219074,TKT00260860,PAX00260860,FLT0012293,2026-06-18 22:34:00,Airport Kiosk
CHK00219075,TKT00260861,PAX00260861,FLT0012293,2026-06-18 21:07:00,Online
CHK00219076,TKT00260863,PAX00260863,FLT0047243,2026-07-01 00:15:00,Counter
CHK00219077,TKT00260864,PAX00260864,FLT0047243,2026-07-01 00:31:00,Mobile App
CHK00219078,TKT00260865,PAX00260865,FLT0007889,2026-05-17 05:34:00,Online
CHK00219079,TKT00260867,PAX00260867,FLT0008991,2025-08-15 06:27:00,Online
CHK00219080,TKT00260868,PAX00260868,FLT0008991,2025-08-15 05:24:00,Airport Kiosk
CHK00219081,TKT00260869,PAX00260869,FLT0031341,2026-04-09 08:35:00,Online
CHK00219082,TKT00260870,PAX00260870,FLT0031341,2026-04-09 06:43:00,Online
CHK00219083,TKT00260871,PAX00260871,FLT0076409,2025-11-16 22:11:00,Online
CHK00219084,TKT00260873,PAX00260873,FLT0076447,2026-01-03 05:26:00,Counter
CHK00219085,TKT00260874,PAX00260874,FLT0045024,2025-11-06 00:13:00,Airport Kiosk
CHK00219086,TKT00260875,PAX00260875,FLT0045024,2025-11-06 01:03:00,Online
CHK00219087,TKT00260876,PAX00260876,FLT0069052,2026-02-25 17:43:00,Mobile App
CHK00219088,TKT00260877,PAX00260877,FLT0069052,2026-02-25 19:23:00,Airport Kiosk
CHK00219089,TKT00260878,PAX00260878,FLT0001815,2025-12-09 06:44:00,Mobile App
CHK00219090,TKT00260880,PAX00260880,FLT0034331,2025-09-14 05:09:00,Online
CHK00219091,TKT00260881,PAX00260881,FLT0034331,2025-09-14 05:58:00,Online
CHK00219092,TKT00260882,PAX00260882,FLT0034331,2025-09-14 05:26:00,Mobile App
CHK00219093,TKT00260883,PAX00260883,FLT0003821,2026-04-14 01:46:00,Airport Kiosk
CHK00219094,TKT00260884,PAX00260884,FLT0051374,2025-08-08 22:02:00,Mobile App
CHK00219095,TKT00260891,PAX00260891,FLT0050409,2026-04-09 08:22:00,Airport Kiosk
CHK00219096,TKT00260892,PAX00260892,FLT0054733,2026-03-15 18:34:00,Counter
CHK00219097,TKT00260893,PAX00260893,FLT0026648,2026-04-06 20:12:00,Mobile App
CHK00219098,TKT00260894,PAX00260894,FLT0026648,2026-04-06 19:46:00,Mobile App
CHK00219099,TKT00260895,PAX00260895,FLT0026648,2026-04-06 20:09:00,Mobile App
CHK00219100,TKT00260896,PAX00260896,FLT0030194,2026-06-19 14:25:00,Online
CHK00219101,TKT00260897,PAX00260897,FLT0030194,2026-06-19 14:27:00,Counter
CHK00219102,TKT00260898,PAX00260898,FLT0055797,2026-05-17 21:10:00,Mobile App
CHK00219103,TKT00260899,PAX00260899,FLT0055797,2026-05-17 21:58:00,Online
CHK00219104,TKT00260900,PAX00260900,FLT0058060,2025-09-21 00:08:00,Airport Kiosk
CHK00219105,TKT00260901,PAX00260901,FLT0058060,2025-09-21 01:31:00,Airport Kiosk
CHK00219106,TKT00260902,PAX00260902,FLT0011922,2026-03-25 19:57:00,Mobile App
CHK00219107,TKT00260903,PAX00260903,FLT0011922,2026-03-25 18:54:00,Mobile App
CHK00219108,TKT00260904,PAX00260904,FLT0011922,2026-03-25 19:26:00,Mobile App
CHK00219109,TKT00260906,PAX00260906,FLT0000576,2025-12-14 15:15:00,Online
CHK00219110,TKT00260907,PAX00260907,FLT0067727,2025-12-18 10:59:00,Airport Kiosk
CHK00219111,TKT00260909,PAX00260909,FLT0067727,2025-12-18 11:09:00,Online
CHK00219112,TKT00260910,PAX00260910,FLT0067727,2025-12-18 11:15:00,Online
CHK00219113,TKT00260911,PAX00260911,FLT0078395,2025-08-26 06:01:00,Online
CHK00219114,TKT00260912,PAX00260912,FLT0078395,2025-08-26 06:17:00,Online
CHK00219115,TKT00260913,PAX00260913,FLT0026746,2026-03-31 06:45:00,Online
CHK00219116,TKT00260914,PAX00260914,FLT0026746,2026-03-31 06:20:00,Online
CHK00219117,TKT00260915,PAX00260915,FLT0000362,2025-11-15 22:20:00,Mobile App
CHK00219118,TKT00260916,PAX00260916,FLT0063282,2026-01-11 13:28:00,Airport Kiosk
CHK00219119,TKT00260917,PAX00260917,FLT0052142,2026-06-03 05:28:00,Online
CHK00219120,TKT00260918,PAX00260918,FLT0052142,2026-06-03 03:38:00,Online
CHK00219121,TKT00260921,PAX00260921,FLT0027384,2025-10-15 03:57:00,Airport Kiosk
CHK00219122,TKT00260924,PAX00260924,FLT0074046,2025-09-23 00:03:00,Mobile App
CHK00219123,TKT00260925,PAX00260925,FLT0074046,2025-09-22 23:07:00,Counter
CHK00219124,TKT00260926,PAX00260926,FLT0030703,2025-08-28 22:13:00,Online
CHK00219125,TKT00260927,PAX00260927,FLT0058067,2025-08-24 01:50:00,Online
CHK00219126,TKT00260928,PAX00260928,FLT0040742,2025-10-14 04:03:00,Online
CHK00219127,TKT00260929,PAX00260929,FLT0009304,2026-05-11 19:39:00,Online
CHK00219128,TKT00260930,PAX00260930,FLT0009304,2026-05-11 19:49:00,Mobile App
CHK00219129,TKT00260931,PAX00260931,FLT0041517,2025-10-13 12:09:00,Mobile App
CHK00219130,TKT00260933,PAX00260933,FLT0041517,2025-10-13 12:33:00,Airport Kiosk
CHK00219131,TKT00260934,PAX00260934,FLT0058866,2026-07-10 15:59:00,Online
CHK00219132,TKT00260935,PAX00260935,FLT0058866,2026-07-10 14:40:00,Mobile App
CHK00219133,TKT00260936,PAX00260936,FLT0049501,2025-09-20 02:29:00,Online
CHK00219134,TKT00260937,PAX00260937,FLT0015647,2025-09-25 03:45:00,Online
CHK00219135,TKT00260938,PAX00260938,FLT0067321,2025-10-18 20:30:00,Mobile App
CHK00219136,TKT00260939,PAX00260939,FLT0074625,2025-11-16 19:34:00,Online
CHK00219137,TKT00260940,PAX00260940,FLT0074625,2025-11-16 20:00:00,Counter
CHK00219138,TKT00260941,PAX00260941,FLT0021006,2026-01-02 21:31:00,Online
CHK00219139,TKT00260942,PAX00260942,FLT0024341,2026-07-13 01:52:00,Mobile App
CHK00219140,TKT00260943,PAX00260943,FLT0024341,2026-07-13 02:35:00,Online
CHK00219141,TKT00260944,PAX00260944,FLT0021155,2026-07-14 16:50:00,Counter
CHK00219142,TKT00260945,PAX00260945,FLT0058500,2025-11-26 22:37:00,Mobile App
CHK00219143,TKT00260946,PAX00260946,FLT0058500,2025-11-26 22:13:00,Mobile App
CHK00219144,TKT00260947,PAX00260947,FLT0071547,2026-03-06 22:43:00,Counter
CHK00219145,TKT00260948,PAX00260948,FLT0071547,2026-03-06 23:55:00,Airport Kiosk
CHK00219146,TKT00260949,PAX00260949,FLT0071547,2026-03-06 21:49:00,Counter
CHK00219147,TKT00260950,PAX00260950,FLT0071547,2026-03-06 23:06:00,Online
CHK00219148,TKT00260953,PAX00260953,FLT0025283,2025-08-21 10:10:00,Online
CHK00219149,TKT00260954,PAX00260954,FLT0034286,2025-10-22 15:16:00,Airport Kiosk
CHK00219150,TKT00260956,PAX00260956,FLT0016899,2026-03-21 06:57:00,Counter
CHK00219151,TKT00260957,PAX00260957,FLT0016899,2026-03-21 06:58:00,Online
CHK00219152,TKT00260958,PAX00260958,FLT0016899,2026-03-21 06:04:00,Mobile App
CHK00219153,TKT00260959,PAX00260959,FLT0016899,2026-03-21 08:44:00,Mobile App
CHK00219154,TKT00260961,PAX00260961,FLT0054680,2026-01-22 12:37:00,Online
CHK00219155,TKT00260962,PAX00260962,FLT0054680,2026-01-22 11:03:00,Online
CHK00219156,TKT00260963,PAX00260963,FLT0039494,2026-02-16 03:22:00,Airport Kiosk
CHK00219157,TKT00260964,PAX00260964,FLT0025496,2026-07-05 09:46:00,Online
CHK00219158,TKT00260965,PAX00260965,FLT0025496,2026-07-05 08:53:00,Online
CHK00219159,TKT00260966,PAX00260966,FLT0025496,2026-07-05 08:43:00,Online
CHK00219160,TKT00260968,PAX00260968,FLT0061772,2026-07-11 05:00:00,Online
CHK00219161,TKT00260969,PAX00260969,FLT0061772,2026-07-11 04:35:00,Online
CHK00219162,TKT00260971,PAX00260971,FLT0039753,2026-02-06 12:31:00,Counter
CHK00219163,TKT00260972,PAX00260972,FLT0062120,2026-04-11 20:53:00,Online
CHK00219164,TKT00260973,PAX00260973,FLT0017635,2025-11-13 20:26:00,Mobile App
CHK00219165,TKT00260974,PAX00260974,FLT0017635,2025-11-13 18:59:00,Counter
CHK00219166,TKT00260975,PAX00260975,FLT0078391,2026-04-24 06:53:00,Airport Kiosk
CHK00219167,TKT00260976,PAX00260976,FLT0030480,2026-01-30 07:13:00,Counter
CHK00219168,TKT00260977,PAX00260977,FLT0043919,2025-11-01 17:55:00,Online
CHK00219169,TKT00260978,PAX00260978,FLT0043919,2025-11-01 18:22:00,Mobile App
CHK00219170,TKT00260979,PAX00260979,FLT0048028,2025-08-27 14:49:00,Online
CHK00219171,TKT00260980,PAX00260980,FLT0036210,2026-02-09 20:34:00,Counter
CHK00219172,TKT00260981,PAX00260981,FLT0006961,2026-03-15 04:54:00,Online
CHK00219173,TKT00260982,PAX00260982,FLT0006961,2026-03-15 04:38:00,Online
CHK00219174,TKT00260983,PAX00260983,FLT0006961,2026-03-15 03:50:00,Online
CHK00219175,TKT00260984,PAX00260984,FLT0015577,2025-12-23 10:23:00,Online
CHK00219176,TKT00260985,PAX00260985,FLT0015577,2025-12-23 11:01:00,Online
CHK00219177,TKT00260986,PAX00260986,FLT0001654,2025-11-20 11:38:00,Counter
CHK00219178,TKT00260987,PAX00260987,FLT0065420,2026-04-02 23:12:00,Online
CHK00219179,TKT00260988,PAX00260988,FLT0065420,2026-04-02 23:26:00,Online
CHK00219180,TKT00260989,PAX00260989,FLT0065420,2026-04-02 23:04:00,Counter
CHK00219181,TKT00260990,PAX00260990,FLT0012346,2025-08-25 03:31:00,Online
CHK00219182,TKT00260991,PAX00260991,FLT0012346,2025-08-25 03:32:00,Online
CHK00219183,TKT00260992,PAX00260992,FLT0031373,2025-09-19 13:29:00,Mobile App
CHK00219184,TKT00260993,PAX00260993,FLT0031373,2025-09-19 14:21:00,Mobile App
CHK00219185,TKT00260994,PAX00260994,FLT0031373,2025-09-19 14:14:00,Online
CHK00219186,TKT00260995,PAX00260995,FLT0021453,2025-08-29 03:38:00,Online
CHK00219187,TKT00260996,PAX00260996,FLT0021453,2025-08-29 03:22:00,Airport Kiosk
CHK00219188,TKT00260997,PAX00260997,FLT0019812,2026-03-28 01:16:00,Mobile App
CHK00219189,TKT00260998,PAX00260998,FLT0069345,2026-04-21 21:51:00,Online
CHK00219190,TKT00260999,PAX00260999,FLT0069345,2026-04-21 20:02:00,Online
CHK00219191,TKT00261000,PAX00261000,FLT0069345,2026-04-21 22:51:00,Counter
CHK00219192,TKT00261001,PAX00261001,FLT0069345,2026-04-21 20:36:00,Mobile App
CHK00219193,TKT00261002,PAX00261002,FLT0031517,2025-12-11 04:45:00,Airport Kiosk
CHK00219194,TKT00261003,PAX00261003,FLT0055534,2025-08-18 05:37:00,Mobile App
CHK00219195,TKT00261004,PAX00261004,FLT0047821,2025-11-09 00:05:00,Counter
CHK00219196,TKT00261005,PAX00261005,FLT0030884,2025-09-09 21:02:00,Airport Kiosk
CHK00219197,TKT00261006,PAX00261006,FLT0013523,2026-02-15 11:39:00,Mobile App
CHK00219198,TKT00261008,PAX00261008,FLT0044556,2026-07-06 09:13:00,Online
CHK00219199,TKT00261009,PAX00261009,FLT0025133,2025-08-27 20:03:00,Airport Kiosk
CHK00219200,TKT00261010,PAX00261010,FLT0025133,2025-08-27 21:35:00,Counter
CHK00219201,TKT00261011,PAX00261011,FLT0019589,2025-11-11 14:53:00,Airport Kiosk
CHK00219202,TKT00261013,PAX00261013,FLT0005921,2026-02-20 10:58:00,Mobile App
CHK00219203,TKT00261015,PAX00261015,FLT0005921,2026-02-20 10:49:00,Online
CHK00219204,TKT00261016,PAX00261016,FLT0005921,2026-02-20 11:17:00,Mobile App
CHK00219205,TKT00261018,PAX00261018,FLT0060502,2026-06-26 14:53:00,Online
CHK00219206,TKT00261019,PAX00261019,FLT0003407,2025-10-25 18:52:00,Online
CHK00219207,TKT00261020,PAX00261020,FLT0003407,2025-10-25 18:40:00,Online
CHK00219208,TKT00261021,PAX00261021,FLT0003407,2025-10-25 17:43:00,Mobile App
CHK00219209,TKT00261022,PAX00261022,FLT0039958,2026-06-16 14:01:00,Counter
CHK00219210,TKT00261023,PAX00261023,FLT0039958,2026-06-16 14:08:00,Counter
CHK00219211,TKT00261024,PAX00261024,FLT0039958,2026-06-16 14:35:00,Mobile App
CHK00219212,TKT00261027,PAX00261027,FLT0079088,2026-01-24 09:18:00,Mobile App
CHK00219213,TKT00261028,PAX00261028,FLT0004735,2026-07-18 07:41:00,Online
CHK00219214,TKT00261029,PAX00261029,FLT0004735,2026-07-18 06:43:00,Online
CHK00219215,TKT00261031,PAX00261031,FLT0060864,2026-04-01 14:48:00,Airport Kiosk
CHK00219216,TKT00261032,PAX00261032,FLT0060864,2026-04-01 13:32:00,Online
CHK00219217,TKT00261033,PAX00261033,FLT0060864,2026-04-01 13:23:00,Online
CHK00219218,TKT00261034,PAX00261034,FLT0020579,2026-08-02 09:50:00,Mobile App
CHK00219219,TKT00261035,PAX00261035,FLT0049904,2025-08-29 03:01:00,Online
