feedback_id,customer_id,flight_id,rating,comments,submitted_date
FB022372,CUS0006016,FLT0002881,1,,2024-05-16
FB022373,CUS0016443,FLT0061117,4,Smooth check-in process.,2024-07-03
FB022374,CUS0054101,FLT0010708,1,"Lost my baggage, very disappointed.",2025-02-20
FB022375,CUS0037626,FLT0018077,1,,2026-03-24
FB022376,CUS0051803,FLT0064823,5,Flight was delayed but staff were helpful.,2026-04-04
FB022377,CUS0014973,FLT0003411,3,"Excellent crew, will fly again.",2026-04-01
FB022378,CUS0037795,FLT0018235,5,"Lost my baggage, very disappointed.",2024-12-23
FB022379,CUS0053144,FLT0004205,4,Great service!,2024-01-03
FB022380,CUS0005464,,5,"Excellent crew, will fly again.",2024-11-02
FB022381,CUS0002185,FLT0030146,4,Great service!,2024-10-13
FB022382,CUS0057200,FLT0052511,1,,2024-07-18
FB022383,CUS0031098,FLT0048493,2,,2024-07-25
FB022384,CUS0036088,FLT0035705,2,"Excellent crew, will fly again.",2026-07-26
FB022385,CUS0054339,,4,,2024-06-11
FB022386,CUS0038790,FLT0058265,3,,2024-04-28
FB022387,CUS0036760,FLT0010902,2,,2025-04-04
FB022388,CUS0010252,FLT0045675,2,,2025-11-11
FB022389,CUS0020540,FLT0062633,3,Food could be better.,2025-11-17
FB022390,CUS0018294,FLT0043639,3,Comfortable seats.,2025-05-27
FB022391,CUS0055331,,4,,2024-05-10
FB022392,CUS0034441,FLT0019754,2,Food could be better.,2025-03-27
FB022393,CUS0023963,FLT0008229,5,Smooth check-in process.,2025-03-17
FB022394,CUS0045468,,3,"Excellent crew, will fly again.",2025-04-13
FB022395,CUS0005051,FLT0050005,3,,2025-02-19
FB022396,CUS0016799,,1,"Lost my baggage, very disappointed.",2025-05-04
FB022397,CUS0044017,,4,,2025-08-10
FB022398,CUS0014453,FLT0028451,3,Food could be better.,2024-12-16
FB022399,CUS0048051,FLT0001269,3,"Lost my baggage, very disappointed.",2025-06-13
FB022400,CUS0006317,FLT0072075,1,Comfortable seats.,2025-08-20
FB022401,CUS0052799,FLT0013415,2,,2026-06-28
FB022402,CUS0002947,FLT0036377,4,Great service!,2026-07-11
FB022403,CUS0010554,FLT0050438,3,,2025-09-10
FB022404,CUS0044415,FLT0029755,5,,2025-01-28
FB022405,CUS0023011,FLT0017588,5,,2024-07-01
FB022406,CUS0002631,FLT0079165,5,,2026-02-15
FB022407,CUS0029539,,4,Food could be better.,2024-02-15
FB022408,CUS0024913,,4,,2026-03-22
FB022409,CUS0014181,FLT0062777,4,Food could be better.,2024-11-15
FB022410,CUS0055537,FLT0022439,5,,2025-08-05
FB022411,CUS0029633,,4,"Excellent crew, will fly again.",2025-08-16
FB022412,CUS0001040,FLT0073632,5,,2025-03-19
FB022413,CUS0032675,FLT0014276,2,Smooth check-in process.,2024-04-27
FB022414,CUS0004406,FLT0015610,5,,2024-06-14
FB022415,CUS0038866,FLT0023908,1,Comfortable seats.,2024-08-11
FB022416,CUS0058842,FLT0026437,3,Food could be better.,2025-03-10
FB022417,CUS0059071,FLT0058041,5,Great service!,2026-02-26
FB022418,CUS0052882,FLT0040052,2,Food could be better.,2025-07-27
FB022419,CUS0052150,FLT0015409,4,,2024-07-23
FB022420,CUS0024994,FLT0012016,3,Food could be better.,2026-07-09
FB022421,CUS0057237,FLT0049529,3,,2025-07-08
FB022422,CUS0028100,FLT0053869,2,,2024-11-21
FB022423,CUS0046835,FLT0026126,3,,2026-03-16
FB022424,CUS0040991,FLT0073797,5,"Excellent crew, will fly again.",2026-04-14
FB022425,CUS0043569,FLT0007146,4,Great service!,2025-02-24
FB022426,CUS0010935,FLT0061145,1,Food could be better.,2024-02-12
FB022427,CUS0058612,FLT0077322,4,Great service!,2026-03-17
FB022428,CUS0038828,FLT0025744,1,Flight was delayed but staff were helpful.,2026-07-09
FB022429,CUS0050060,FLT0046315,1,,2026-07-10
FB022430,CUS0032305,FLT0046110,3,"Lost my baggage, very disappointed.",2026-02-16
FB022431,CUS0014033,FLT0032729,1,Food could be better.,2026-07-16
FB022432,CUS0002544,FLT0023602,5,Food could be better.,2025-05-20
FB022433,CUS0037569,FLT0033215,4,,2024-12-14
FB022434,CUS0004491,FLT0004876,4,Food could be better.,2025-10-29
FB022435,CUS0025307,FLT0079949,2,"Lost my baggage, very disappointed.",2025-08-16
FB022436,CUS0005298,,2,"Lost my baggage, very disappointed.",2024-12-18
FB022437,CUS0023709,,1,,2025-05-26
FB022438,CUS0017077,,4,"Lost my baggage, very disappointed.",2024-11-20
FB022439,CUS0050411,FLT0036670,5,,2026-02-17
FB022440,CUS0007147,FLT0047427,3,Food could be better.,2025-05-06
FB022441,CUS0043891,FLT0076092,4,Food could be better.,2025-07-03
FB022442,CUS0042876,,1,"Lost my baggage, very disappointed.",2024-11-19
FB022443,CUS0024352,FLT0019481,1,,2024-01-01
FB022444,CUS0005419,FLT0022278,1,Smooth check-in process.,2026-07-10
FB022445,CUS0049457,,4,Food could be better.,2024-04-24
FB022446,CUS0039473,FLT0008464,4,"Excellent crew, will fly again.",2026-01-06
FB022447,CUS0028617,FLT0077947,3,"Lost my baggage, very disappointed.",2024-01-17
FB022448,CUS0022723,FLT0032239,3,,2025-10-03
FB022449,CUS0008665,FLT0011794,4,"Excellent crew, will fly again.",2025-04-08
FB022450,CUS0047260,,1,Comfortable seats.,2024-11-27
FB022451,CUS0028512,,3,Food could be better.,2024-05-19
FB022452,CUS0049213,FLT0005527,2,Smooth check-in process.,2025-07-28
FB022453,CUS0023343,FLT0066588,4,Great service!,2024-09-17
FB022454,CUS0024941,FLT0001177,2,Food could be better.,2024-10-14
FB022455,CUS0030537,FLT0066458,5,Comfortable seats.,2025-07-15
FB022456,CUS0048077,FLT0053953,2,"Lost my baggage, very disappointed.",2025-07-10
FB022457,CUS0019731,FLT0012189,2,"Excellent crew, will fly again.",2024-12-19
FB022458,CUS0046602,FLT0055553,5,Comfortable seats.,2024-11-16
FB022459,CUS0013061,FLT0026683,2,Smooth check-in process.,2024-12-19
FB022460,CUS0041377,FLT0041479,4,,2025-05-27
FB022461,CUS0048275,FLT0065030,2,,2025-01-08
FB022462,CUS0029664,FLT0070643,2,Great service!,2025-10-27
FB022463,CUS0007135,FLT0066404,5,Smooth check-in process.,2026-05-02
FB022464,CUS0044860,FLT0077622,4,,2026-03-07
FB022465,CUS0011858,FLT0077620,1,Comfortable seats.,2026-04-27
FB022466,CUS0049132,FLT0058299,3,,2025-08-24
FB022467,CUS0013118,FLT0023307,5,,2024-03-08
FB022468,CUS0035785,,4,Smooth check-in process.,2025-01-02
FB022469,CUS0055385,,1,"Lost my baggage, very disappointed.",2025-11-18
FB022470,CUS0027068,FLT0052544,3,Smooth check-in process.,2025-01-21
FB022471,CUS0028133,FLT0014615,1,,2025-06-11
FB022472,CUS0012038,FLT0036850,4,Smooth check-in process.,2025-09-12
FB022473,CUS0051475,FLT0025339,5,Flight was delayed but staff were helpful.,2025-04-18
FB022474,CUS0041051,FLT0047108,3,,2025-10-09
FB022475,CUS0036178,FLT0069246,1,Comfortable seats.,2025-05-16
FB022476,CUS0029833,FLT0079180,5,Great service!,2025-09-27
FB022477,CUS0006517,FLT0023121,3,Comfortable seats.,2025-11-06
FB022478,CUS0059040,FLT0075734,1,,2024-09-25
FB022479,CUS0036283,,5,Flight was delayed but staff were helpful.,2024-05-01
FB022480,CUS0009175,FLT0041779,4,,2025-02-03
FB022481,CUS0051644,FLT0070680,2,"Excellent crew, will fly again.",2026-06-24
FB022482,CUS0049202,,3,Great service!,2024-11-15
FB022483,CUS0040542,FLT0005467,2,,2025-01-17
FB022484,CUS0015842,FLT0038521,5,Food could be better.,2025-11-07
FB022485,CUS0047385,FLT0025576,5,,2025-01-11
FB022486,CUS0005462,FLT0072904,5,"Excellent crew, will fly again.",2026-07-08
FB022487,CUS0015801,,4,Food could be better.,2025-07-02
FB022488,CUS0022532,FLT0024300,2,,2026-02-26
FB022489,CUS0055792,FLT0066729,3,"Excellent crew, will fly again.",2025-12-28
FB022490,CUS0033304,FLT0052698,2,,2024-10-08
FB022491,CUS0056144,FLT0056106,1,,2024-12-07
FB022492,CUS0000705,FLT0062766,4,"Excellent crew, will fly again.",2026-07-03
FB022493,CUS0021622,,3,,2025-11-05
FB022494,CUS0003329,FLT0077893,1,Smooth check-in process.,2024-04-03
FB022495,CUS0019699,FLT0029102,3,Comfortable seats.,2025-05-31
FB022496,CUS0020126,FLT0041580,4,Flight was delayed but staff were helpful.,2026-02-27
FB022497,CUS0022645,FLT0054578,2,Flight was delayed but staff were helpful.,2024-02-01
FB022498,CUS0037716,FLT0055298,2,Great service!,2024-11-25
FB022499,CUS0030067,,4,"Lost my baggage, very disappointed.",2024-10-11
FB022500,CUS0016477,FLT0017442,1,,2026-01-30
FB022501,CUS0017485,FLT0056954,3,Smooth check-in process.,2024-09-28
FB022502,CUS0030963,FLT0019405,4,"Excellent crew, will fly again.",2024-09-10
FB022503,CUS0018503,FLT0068252,2,Flight was delayed but staff were helpful.,2026-05-26
FB022504,CUS0003766,FLT0020924,2,,2025-07-18
FB022505,CUS0008298,FLT0000828,1,Smooth check-in process.,2026-05-13
FB022506,CUS0006744,FLT0020287,4,Food could be better.,2025-08-11
FB022507,CUS0044214,FLT0038753,2,Smooth check-in process.,2025-11-23
FB022508,CUS0019314,FLT0018457,5,,2025-06-25
FB022509,CUS0031982,FLT0049933,4,"Excellent crew, will fly again.",2024-04-24
FB022510,CUS0042099,FLT0031099,3,Smooth check-in process.,2025-08-02
FB022511,CUS0015442,FLT0027892,5,Food could be better.,2024-06-05
FB022512,CUS0056625,FLT0056902,1,Smooth check-in process.,2025-07-13
FB022513,CUS0053137,FLT0049555,5,Comfortable seats.,2026-03-30
FB022514,CUS0003672,FLT0072908,3,"Lost my baggage, very disappointed.",2025-02-15
FB022515,CUS0044628,FLT0028907,5,,2024-10-28
FB022516,CUS0002183,FLT0068087,1,Flight was delayed but staff were helpful.,2026-01-15
FB022517,CUS0003124,,5,Smooth check-in process.,2024-01-22
FB022518,CUS0041519,FLT0056949,2,Smooth check-in process.,2025-01-02
FB022519,CUS0018787,FLT0030915,5,,2025-01-29
FB022520,CUS0027147,FLT0077284,2,Food could be better.,2024-12-26
FB022521,CUS0010623,FLT0024741,2,Flight was delayed but staff were helpful.,2024-02-17
FB022522,CUS0004042,FLT0026077,2,"Excellent crew, will fly again.",2025-05-19
FB022523,CUS0026660,FLT0069612,5,Great service!,2025-07-05
FB022524,CUS0057841,FLT0004174,3,"Excellent crew, will fly again.",2025-09-15
FB022525,CUS0006573,FLT0071703,2,Great service!,2024-04-13
FB022526,CUS0051907,FLT0044917,2,Comfortable seats.,2025-05-23
FB022527,CUS0049809,FLT0053052,4,,2024-09-29
FB022528,CUS0045754,FLT0002961,1,Food could be better.,2024-06-10
FB022529,CUS0013712,FLT0019351,2,Food could be better.,2025-03-28
FB022530,CUS0036676,FLT0071509,4,"Excellent crew, will fly again.",2024-11-20
FB022531,CUS0040479,,1,"Lost my baggage, very disappointed.",2024-08-03
FB022532,CUS0045391,,1,"Excellent crew, will fly again.",2026-07-22
FB022533,CUS0006182,FLT0000076,1,"Excellent crew, will fly again.",2024-02-13
FB022534,CUS0032599,FLT0007329,5,,2025-03-12
FB022535,CUS0009682,FLT0042283,1,"Lost my baggage, very disappointed.",2024-11-30
FB022536,CUS0039446,FLT0010337,2,Comfortable seats.,2024-06-23
FB022537,CUS0024984,FLT0062692,2,Smooth check-in process.,2026-07-18
FB022538,CUS0037976,,3,,2025-05-18
FB022539,CUS0006656,FLT0015302,3,,2026-02-10
FB022540,CUS0030856,FLT0050274,4,Comfortable seats.,2024-08-02
FB022541,CUS0058155,FLT0065800,5,Food could be better.,2025-10-13
FB022542,CUS0035477,FLT0006043,4,,2024-05-23
FB022543,CUS0002006,FLT0063579,1,,2025-01-29
FB022544,CUS0027727,FLT0011077,4,Comfortable seats.,2025-03-14
FB022545,CUS0037511,FLT0035679,2,,2024-04-17
FB022546,CUS0058494,FLT0044032,3,Smooth check-in process.,2025-04-08
FB022547,CUS0019137,,3,,2026-04-14
FB022548,CUS0055055,FLT0026325,4,"Lost my baggage, very disappointed.",2025-03-19
FB022549,CUS0012586,FLT0010972,3,,2025-09-28
FB022550,CUS0029099,FLT0018375,3,,2026-07-27
FB022551,CUS0034216,FLT0038930,3,"Excellent crew, will fly again.",2025-06-10
FB022552,CUS0048426,FLT0069446,3,,2025-10-11
FB022553,CUS0054934,FLT0014905,5,"Lost my baggage, very disappointed.",2025-02-09
FB022554,CUS0034621,FLT0067322,3,,2025-10-20
FB022555,CUS0035663,FLT0075307,5,,2025-11-24
FB022556,CUS0023714,FLT0058723,4,Flight was delayed but staff were helpful.,2024-11-21
FB022557,CUS0031849,FLT0052137,4,,2024-07-11
FB022558,CUS0059443,FLT0028528,5,Great service!,2024-08-10
FB022559,CUS0020600,,3,,2025-10-23
FB022560,CUS0017454,FLT0029853,3,Great service!,2026-05-29
FB022561,CUS0004785,FLT0036574,5,,2026-05-27
FB022562,CUS0050195,FLT0014598,5,Smooth check-in process.,2025-08-22
FB022563,CUS0041033,FLT0002325,2,Flight was delayed but staff were helpful.,2025-08-24
FB022564,CUS0034941,FLT0046575,2,"Excellent crew, will fly again.",2024-05-12
FB022565,CUS0000885,FLT0057705,4,Smooth check-in process.,2025-03-24
FB022566,CUS0025741,,4,,2025-05-29
FB022567,CUS0034521,FLT0062348,3,,2025-01-02
FB022568,CUS0005768,FLT0044876,3,Food could be better.,2025-01-31
FB022569,CUS0043781,FLT0008132,2,Great service!,2025-01-16
FB022570,CUS0014005,FLT0013905,2,Smooth check-in process.,2026-03-15
FB022571,CUS0021619,FLT0013359,1,Comfortable seats.,2025-12-14
FB022572,CUS0033718,FLT0070280,2,,2025-10-25
FB022573,CUS0001640,FLT0044363,4,,2024-03-12
FB022574,CUS0051257,,3,"Lost my baggage, very disappointed.",2025-12-08
FB022575,CUS0021541,FLT0068368,1,Great service!,2024-02-29
FB022576,CUS0051620,,2,Great service!,2025-07-10
FB022577,CUS0003685,FLT0022155,3,"Excellent crew, will fly again.",2025-03-10
FB022578,CUS0020496,FLT0079578,1,"Lost my baggage, very disappointed.",2025-02-14
FB022579,CUS0028413,FLT0015204,3,Comfortable seats.,2025-02-07
FB022580,CUS0001784,FLT0047174,5,Food could be better.,2024-07-31
FB022581,CUS0009446,FLT0079612,4,Comfortable seats.,2025-08-16
FB022582,CUS0034551,FLT0040186,2,Food could be better.,2025-09-24
FB022583,CUS0030944,FLT0033461,3,Comfortable seats.,2026-06-15
FB022584,CUS0008453,FLT0075742,5,"Lost my baggage, very disappointed.",2025-12-31
FB022585,CUS0037297,FLT0059133,4,"Lost my baggage, very disappointed.",2026-01-20
FB022586,CUS0007045,,1,Flight was delayed but staff were helpful.,2024-10-24
FB022587,CUS0038509,FLT0063931,1,,2025-10-01
FB022588,CUS0013122,FLT0057129,2,,2024-08-13
FB022589,CUS0025123,FLT0039479,4,Food could be better.,2024-12-19
FB022590,CUS0018366,FLT0050706,4,Food could be better.,2026-07-23
FB022591,CUS0043096,FLT0034360,5,,2026-07-16
FB022592,CUS0020047,FLT0056034,3,"Excellent crew, will fly again.",2024-11-21
FB022593,CUS0023236,FLT0043452,4,Smooth check-in process.,2024-02-06
FB022594,CUS0012851,FLT0067457,3,Comfortable seats.,2025-02-16
FB022595,CUS0039992,FLT0044570,5,"Lost my baggage, very disappointed.",2025-11-14
FB022596,CUS0011791,FLT0012668,2,,2026-03-31
FB022597,CUS0026565,FLT0066355,3,,2025-09-09
FB022598,CUS0029634,FLT0021033,5,Food could be better.,2024-06-22
FB022599,CUS0014362,FLT0056254,5,Smooth check-in process.,2025-01-29
FB022600,CUS0008339,FLT0048400,1,,2025-12-16
FB022601,CUS0022482,FLT0041549,3,"Lost my baggage, very disappointed.",2026-05-22
FB022602,CUS0041610,,3,Flight was delayed but staff were helpful.,2025-03-07
FB022603,CUS0009301,FLT0068724,2,Food could be better.,2024-12-26
FB022604,CUS0054550,FLT0009215,4,Smooth check-in process.,2025-05-23
FB022605,CUS0016120,FLT0053206,4,Flight was delayed but staff were helpful.,2025-08-07
FB022606,CUS0019120,FLT0001401,2,"Lost my baggage, very disappointed.",2025-05-01
FB022607,CUS0020752,FLT0037645,3,"Lost my baggage, very disappointed.",2025-08-28
FB022608,CUS0021679,FLT0076944,1,,2024-10-13
FB022609,CUS0042054,FLT0017597,1,Food could be better.,2024-06-01
FB022610,CUS0026487,,3,Flight was delayed but staff were helpful.,2025-08-10
FB022611,CUS0026645,,1,Great service!,2024-09-10
FB022612,CUS0043388,FLT0025572,5,Food could be better.,2025-10-08
FB022613,CUS0058766,FLT0046148,2,,2024-04-27
FB022614,CUS0053315,FLT0048852,3,"Excellent crew, will fly again.",2024-06-16
FB022615,CUS0037655,FLT0073028,4,Flight was delayed but staff were helpful.,2025-02-04
FB022616,CUS0025854,FLT0075373,2,,2025-05-09
FB022617,CUS0005680,FLT0000176,3,Comfortable seats.,2025-09-25
FB022618,CUS0015792,,1,Flight was delayed but staff were helpful.,2025-11-19
FB022619,CUS0032901,FLT0044811,1,Great service!,2024-03-21
FB022620,CUS0004613,FLT0043776,1,Flight was delayed but staff were helpful.,2024-09-07
FB022621,CUS0028463,FLT0064714,2,Flight was delayed but staff were helpful.,2025-09-10
FB022622,CUS0010981,,1,Great service!,2025-01-06
FB022623,CUS0038060,,5,"Lost my baggage, very disappointed.",2025-01-19
FB022624,CUS0035042,FLT0011627,5,Food could be better.,2025-02-21
FB022625,CUS0012525,FLT0068854,5,Comfortable seats.,2026-02-25
FB022626,CUS0044694,FLT0073076,2,,2025-09-16
FB022627,CUS0001452,FLT0006661,4,Great service!,2026-01-22
FB022628,CUS0001418,FLT0061125,3,,2024-04-08
FB022629,CUS0056539,FLT0061885,4,,2026-01-14
FB022630,CUS0015454,FLT0004411,4,,2025-01-02
FB022631,CUS0034810,FLT0044202,5,,2026-05-04
FB022632,CUS0022471,FLT0006685,5,"Excellent crew, will fly again.",2024-02-11
FB022633,CUS0017755,FLT0067363,5,"Excellent crew, will fly again.",2026-04-04
FB022634,CUS0055196,FLT0030906,4,"Excellent crew, will fly again.",2025-10-21
FB022635,CUS0048253,,5,Food could be better.,2026-04-29
FB022636,CUS0037005,FLT0001195,4,Smooth check-in process.,2025-06-05
FB022637,CUS0041424,FLT0001890,5,,2026-04-09
FB022638,CUS0031410,FLT0052866,2,,2025-01-30
FB022639,CUS0052415,FLT0055777,2,"Excellent crew, will fly again.",2024-01-09
FB022640,CUS0055635,FLT0021313,5,Smooth check-in process.,2026-07-31
FB022641,CUS0030492,FLT0000721,3,"Lost my baggage, very disappointed.",2024-11-22
FB022642,CUS0059547,,5,Comfortable seats.,2026-01-29
FB022643,CUS0031833,FLT0019185,5,Flight was delayed but staff were helpful.,2026-02-23
FB022644,CUS0031569,FLT0070689,4,Flight was delayed but staff were helpful.,2026-06-15
FB022645,CUS0022289,FLT0024221,5,,2025-01-27
FB022646,CUS0012006,,4,,2024-08-20
FB022647,CUS0042847,FLT0019526,2,,2026-05-10
FB022648,CUS0011467,FLT0003490,5,"Excellent crew, will fly again.",2025-07-08
FB022649,CUS0025657,FLT0023757,4,Great service!,2024-02-22
FB022650,CUS0047029,,5,"Lost my baggage, very disappointed.",2025-11-08
FB022651,CUS0017841,FLT0046000,4,,2024-04-16
FB022652,CUS0007627,,1,,2026-06-07
FB022653,CUS0019408,,5,"Excellent crew, will fly again.",2025-10-25
FB022654,CUS0004181,,1,"Excellent crew, will fly again.",2025-07-10
FB022655,CUS0022904,FLT0008976,3,Flight was delayed but staff were helpful.,2026-04-06
FB022656,CUS0002311,FLT0053727,2,"Excellent crew, will fly again.",2026-04-21
FB022657,CUS0055074,FLT0027163,4,Smooth check-in process.,2024-04-06
FB022658,CUS0025200,FLT0021558,4,Comfortable seats.,2024-09-11
FB022659,CUS0048748,FLT0033838,4,,2026-03-05
FB022660,CUS0007893,FLT0017264,3,Food could be better.,2026-07-28
FB022661,CUS0031625,FLT0076551,3,Smooth check-in process.,2025-07-22
FB022662,CUS0027208,FLT0049470,2,Great service!,2025-05-16
FB022663,CUS0025065,FLT0013048,2,Great service!,2024-07-22
FB022664,CUS0056895,FLT0004191,5,,2024-01-23
FB022665,CUS0021840,FLT0039560,5,Great service!,2024-03-23
FB022666,CUS0038875,FLT0074118,1,,2025-04-15
FB022667,CUS0009527,,2,"Excellent crew, will fly again.",2026-02-03
FB022668,CUS0024131,FLT0017206,1,,2026-06-28
FB022669,CUS0046293,FLT0066130,1,,2025-05-04
FB022670,CUS0050572,,1,Smooth check-in process.,2025-05-07
FB022671,CUS0015306,,2,Food could be better.,2024-05-10
FB022672,CUS0006530,FLT0010148,5,Smooth check-in process.,2026-06-03
FB022673,CUS0050010,,4,"Lost my baggage, very disappointed.",2024-12-06
FB022674,CUS0002342,FLT0003635,1,"Lost my baggage, very disappointed.",2026-05-22
FB022675,CUS0009849,FLT0030790,3,Smooth check-in process.,2025-09-14
FB022676,CUS0021715,FLT0076562,4,Food could be better.,2024-10-14
FB022677,CUS0035968,FLT0071551,2,,2026-01-01
FB022678,CUS0012263,FLT0063978,2,Food could be better.,2024-07-22
FB022679,CUS0026346,FLT0038354,3,Comfortable seats.,2026-03-31
FB022680,CUS0010201,FLT0002254,3,,2026-03-22
FB022681,CUS0023411,FLT0070898,2,Food could be better.,2025-03-14
FB022682,CUS0002073,FLT0047288,1,Smooth check-in process.,2024-05-12
FB022683,CUS0042932,FLT0064851,4,Flight was delayed but staff were helpful.,2025-10-08
FB022684,CUS0046248,,5,Comfortable seats.,2025-12-07
FB022685,CUS0003751,FLT0067340,1,"Excellent crew, will fly again.",2024-11-19
FB022686,CUS0009288,FLT0074073,1,"Excellent crew, will fly again.",2026-07-11
FB022687,CUS0012993,FLT0009759,2,Smooth check-in process.,2026-02-25
FB022688,CUS0015280,FLT0068346,2,Food could be better.,2025-10-02
FB022689,CUS0003088,FLT0014741,1,,2024-02-17
FB022690,CUS0038895,FLT0041481,3,Smooth check-in process.,2026-02-01
FB022691,CUS0041075,FLT0034797,5,"Lost my baggage, very disappointed.",2025-03-12
FB022692,CUS0001393,FLT0044196,5,"Excellent crew, will fly again.",2024-04-22
FB022693,CUS0059558,FLT0079431,2,,2026-06-12
FB022694,CUS0051796,FLT0068482,2,,2024-01-27
FB022695,CUS0032599,FLT0060067,1,,2025-10-07
FB022696,CUS0009601,,2,"Lost my baggage, very disappointed.",2026-04-12
FB022697,CUS0028240,FLT0030465,5,Flight was delayed but staff were helpful.,2025-07-07
FB022698,CUS0001315,,5,"Excellent crew, will fly again.",2024-07-13
FB022699,CUS0018208,FLT0049739,2,,2024-08-28
FB022700,CUS0027264,,5,Food could be better.,2024-11-06
FB022701,CUS0019668,,2,Flight was delayed but staff were helpful.,2026-05-19
FB022702,CUS0058958,FLT0031785,3,Flight was delayed but staff were helpful.,2024-01-14
FB022703,CUS0010070,FLT0024909,2,,2025-11-14
FB022704,CUS0018096,FLT0011784,4,Comfortable seats.,2024-03-02
FB022705,CUS0045026,,4,"Excellent crew, will fly again.",2024-06-23
FB022706,CUS0059663,FLT0028888,2,Great service!,2025-03-17
FB022707,CUS0031147,FLT0050922,2,Smooth check-in process.,2025-07-28
FB022708,CUS0015247,,1,Smooth check-in process.,2024-02-15
FB022709,CUS0017266,FLT0063741,2,,2024-04-30
FB022710,CUS0019267,FLT0067446,5,Food could be better.,2026-05-08
FB022711,CUS0048260,FLT0022046,2,Smooth check-in process.,2025-10-13
FB022712,CUS0027399,,1,,2025-03-16
FB022713,CUS0036195,FLT0026589,3,,2025-04-22
FB022714,CUS0032875,FLT0039435,4,,2025-06-20
FB022715,CUS0010231,FLT0048331,3,,2026-02-17
FB022716,CUS0009471,FLT0072029,5,Comfortable seats.,2024-02-06
FB022717,CUS0032051,FLT0051819,1,,2025-10-12
FB022718,CUS0041829,FLT0013005,5,"Excellent crew, will fly again.",2026-01-01
FB022719,CUS0007737,FLT0008604,3,Flight was delayed but staff were helpful.,2024-05-10
FB022720,CUS0026888,FLT0013447,1,"Excellent crew, will fly again.",2024-01-25
FB022721,CUS0023440,FLT0026968,4,,2024-12-27
FB022722,CUS0015816,FLT0049376,2,Food could be better.,2024-09-09
FB022723,CUS0038072,FLT0020118,3,"Excellent crew, will fly again.",2025-07-13
FB022724,CUS0033697,FLT0029506,3,Comfortable seats.,2026-07-05
FB022725,CUS0016235,FLT0042265,5,Great service!,2025-10-10
FB022726,CUS0012779,FLT0018863,4,,2024-09-22
FB022727,CUS0006808,,3,,2025-11-18
FB022728,CUS0001205,FLT0049799,5,Great service!,2025-01-08
FB022729,CUS0052058,FLT0068262,1,Smooth check-in process.,2024-05-07
FB022730,CUS0032222,FLT0028577,2,Great service!,2025-01-09
FB022731,CUS0034871,FLT0052051,2,Comfortable seats.,2024-03-05
FB022732,CUS0055648,FLT0020773,2,Comfortable seats.,2025-06-24
FB022733,CUS0029435,FLT0063497,4,Flight was delayed but staff were helpful.,2024-05-04
FB022734,CUS0006530,,3,,2024-11-14
FB022735,CUS0047291,FLT0040816,3,"Lost my baggage, very disappointed.",2025-07-07
FB022736,CUS0043101,,4,Great service!,2025-06-16
FB022737,CUS0033388,FLT0059017,5,"Excellent crew, will fly again.",2026-05-02
FB022738,CUS0055088,,3,Flight was delayed but staff were helpful.,2025-08-21
FB022739,CUS0032350,FLT0069218,2,"Lost my baggage, very disappointed.",2024-12-15
FB022740,CUS0014951,FLT0012811,4,Smooth check-in process.,2024-02-23
FB022741,CUS0031875,FLT0019103,2,Food could be better.,2024-09-18
FB022742,CUS0034813,FLT0027742,2,,2024-02-02
FB022743,CUS0050351,FLT0042448,2,"Lost my baggage, very disappointed.",2024-03-08
FB022744,CUS0054585,,1,Food could be better.,2024-07-11
FB022745,CUS0011812,,4,Food could be better.,2025-09-19
FB022746,CUS0052224,FLT0077313,1,,2025-12-09
FB022747,CUS0005327,,3,Great service!,2025-01-05
FB022748,CUS0011735,FLT0056248,2,,2025-12-31
FB022749,CUS0024997,,5,"Lost my baggage, very disappointed.",2024-06-05
FB022750,CUS0002075,FLT0042106,3,Food could be better.,2025-10-11
FB022751,CUS0000285,FLT0063775,4,Flight was delayed but staff were helpful.,2025-02-23
FB022752,CUS0023826,,4,Food could be better.,2026-02-23
FB022753,CUS0021155,,5,"Lost my baggage, very disappointed.",2025-08-01
FB022754,CUS0045374,FLT0010408,4,,2026-02-02
FB022755,CUS0021516,FLT0017852,5,,2026-03-31
FB022756,CUS0017367,FLT0067341,2,Comfortable seats.,2024-08-07
FB022757,CUS0021566,,5,,2025-03-21
FB022758,CUS0035288,FLT0018654,3,"Excellent crew, will fly again.",2026-01-18
FB022759,CUS0000271,FLT0058815,2,,2024-10-22
FB022760,CUS0040308,FLT0003111,1,Great service!,2024-02-05
FB022761,CUS0035482,FLT0042084,5,Great service!,2024-03-31
FB022762,CUS0046896,FLT0054560,2,Smooth check-in process.,2026-02-26
FB022763,CUS0048814,FLT0038964,3,,2024-04-03
FB022764,CUS0030651,FLT0028307,5,,2025-12-10
FB022765,CUS0056912,,5,Great service!,2024-04-01
FB022766,CUS0013222,FLT0015271,5,,2024-03-15
FB022767,CUS0034276,FLT0022613,2,Great service!,2025-02-28
FB022768,CUS0026043,FLT0021169,1,"Excellent crew, will fly again.",2024-03-09
FB022769,CUS0025590,FLT0061098,4,"Excellent crew, will fly again.",2024-03-13
FB022770,CUS0010939,,5,"Lost my baggage, very disappointed.",2025-03-20
FB022771,CUS0038392,FLT0017770,2,Smooth check-in process.,2024-07-23
FB022772,CUS0027801,FLT0058294,1,,2026-01-22
FB022773,CUS0054547,FLT0051037,4,"Lost my baggage, very disappointed.",2026-03-03
