assignment_id,flight_id,crew_id,role_on_flight
CA00259713,FLT0064929,CRW000817,Captain
CA00259714,FLT0064929,CRW000319,First Officer
CA00259715,FLT0064929,CRW001723,Flight Attendant
CA00259716,FLT0064929,CRW000527,Flight Attendant
CA00259717,FLT0064930,CRW001007,Captain
CA00259718,FLT0064930,CRW002053,First Officer
CA00259719,FLT0064930,CRW002389,Flight Attendant
CA00259720,FLT0064930,CRW001652,Flight Attendant
CA00259721,FLT0064931,CRW000288,Captain
CA00259722,FLT0064931,CRW000701,First Officer
CA00259723,FLT0064931,CRW001019,Flight Attendant
CA00259724,FLT0064931,CRW001628,Flight Attendant
CA00259725,FLT0064932,CRW001703,Captain
CA00259726,FLT0064932,CRW000712,First Officer
CA00259727,FLT0064932,CRW001721,Flight Attendant
CA00259728,FLT0064932,CRW002223,Flight Attendant
CA00259729,FLT0064933,CRW001653,Captain
CA00259730,FLT0064933,CRW002413,First Officer
CA00259731,FLT0064933,CRW001030,Flight Attendant
CA00259732,FLT0064933,CRW001432,Flight Attendant
CA00259733,FLT0064934,CRW001112,Captain
CA00259734,FLT0064934,CRW000101,First Officer
CA00259735,FLT0064934,CRW001121,Flight Attendant
CA00259736,FLT0064934,CRW001338,Flight Attendant
CA00259737,FLT0064935,CRW002130,Captain
CA00259738,FLT0064935,CRW001857,First Officer
CA00259739,FLT0064935,CRW001765,Flight Attendant
CA00259740,FLT0064935,CRW000915,Flight Attendant
CA00259741,FLT0064936,CRW001460,Captain
CA00259742,FLT0064936,CRW002053,First Officer
CA00259743,FLT0064936,CRW001134,Flight Attendant
CA00259744,FLT0064936,CRW000982,Flight Attendant
CA00259745,FLT0064937,CRW000065,Captain
CA00259746,FLT0064937,CRW001039,First Officer
CA00259747,FLT0064937,CRW001027,Flight Attendant
CA00259748,FLT0064937,CRW000017,Flight Attendant
CA00259749,FLT0064938,CRW000457,Captain
CA00259750,FLT0064938,CRW000143,First Officer
CA00259751,FLT0064938,CRW000520,Flight Attendant
CA00259752,FLT0064938,CRW000253,Flight Attendant
CA00259753,FLT0064939,CRW001833,Captain
CA00259754,FLT0064939,CRW000812,First Officer
CA00259755,FLT0064939,CRW000601,Flight Attendant
CA00259756,FLT0064939,CRW000396,Flight Attendant
CA00259757,FLT0064940,CRW000147,Captain
CA00259758,FLT0064940,CRW001452,First Officer
CA00259759,FLT0064940,CRW000820,Flight Attendant
CA00259760,FLT0064940,CRW002414,Flight Attendant
CA00259761,FLT0064941,CRW002263,Captain
CA00259762,FLT0064941,CRW001748,First Officer
CA00259763,FLT0064941,CRW001051,Flight Attendant
CA00259764,FLT0064941,CRW001915,Flight Attendant
CA00259765,FLT0064942,CRW001658,Captain
CA00259766,FLT0064942,CRW000948,First Officer
CA00259767,FLT0064942,CRW000006,Flight Attendant
CA00259768,FLT0064942,CRW002482,Flight Attendant
CA00259769,FLT0064943,CRW001678,Captain
CA00259770,FLT0064943,CRW000759,First Officer
CA00259771,FLT0064943,CRW001497,Flight Attendant
CA00259772,FLT0064943,CRW000490,Flight Attendant
CA00259773,FLT0064944,CRW001378,Captain
CA00259774,FLT0064944,CRW001508,First Officer
CA00259775,FLT0064944,CRW000025,Flight Attendant
CA00259776,FLT0064944,CRW000127,Flight Attendant
CA00259777,FLT0064945,CRW001658,Captain
CA00259778,FLT0064945,CRW001186,First Officer
CA00259779,FLT0064945,CRW000955,Flight Attendant
CA00259780,FLT0064945,CRW001204,Flight Attendant
CA00259781,FLT0064946,CRW002216,Captain
CA00259782,FLT0064946,CRW001253,First Officer
CA00259783,FLT0064946,CRW002292,Flight Attendant
CA00259784,FLT0064946,CRW000350,Flight Attendant
CA00259785,FLT0064947,CRW000919,Captain
CA00259786,FLT0064947,CRW001603,First Officer
CA00259787,FLT0064947,CRW001032,Flight Attendant
CA00259788,FLT0064947,CRW000225,Flight Attendant
CA00259789,FLT0064948,CRW000996,Captain
CA00259790,FLT0064948,CRW002407,First Officer
CA00259791,FLT0064948,CRW001064,Flight Attendant
CA00259792,FLT0064948,CRW001514,Flight Attendant
CA00259793,FLT0064949,CRW000457,Captain
CA00259794,FLT0064949,CRW001780,First Officer
CA00259795,FLT0064949,CRW002052,Flight Attendant
CA00259796,FLT0064949,CRW002243,Flight Attendant
CA00259797,FLT0064950,CRW002233,Captain
CA00259798,FLT0064950,CRW001667,First Officer
CA00259799,FLT0064950,CRW000230,Flight Attendant
CA00259800,FLT0064950,CRW001030,Flight Attendant
CA00259801,FLT0064951,CRW000738,Captain
CA00259802,FLT0064951,CRW000539,First Officer
CA00259803,FLT0064951,CRW001032,Flight Attendant
CA00259804,FLT0064951,CRW001608,Flight Attendant
CA00259805,FLT0064952,CRW001585,Captain
CA00259806,FLT0064952,CRW001487,First Officer
CA00259807,FLT0064952,CRW000186,Flight Attendant
CA00259808,FLT0064952,CRW000435,Flight Attendant
CA00259809,FLT0064953,CRW001201,Captain
CA00259810,FLT0064953,CRW001014,First Officer
CA00259811,FLT0064953,CRW000955,Flight Attendant
CA00259812,FLT0064953,CRW000001,Flight Attendant
CA00259813,FLT0064954,CRW000474,Captain
CA00259814,FLT0064954,CRW000296,First Officer
CA00259815,FLT0064954,CRW001299,Flight Attendant
CA00259816,FLT0064954,CRW002374,Flight Attendant
CA00259817,FLT0064955,CRW000249,Captain
CA00259818,FLT0064955,CRW002053,First Officer
CA00259819,FLT0064955,CRW001887,Flight Attendant
CA00259820,FLT0064955,CRW001397,Flight Attendant
CA00259821,FLT0064956,CRW000919,Captain
CA00259822,FLT0064956,CRW001437,First Officer
CA00259823,FLT0064956,CRW000656,Flight Attendant
CA00259824,FLT0064956,CRW002193,Flight Attendant
CA00259825,FLT0064957,CRW001206,Captain
CA00259826,FLT0064957,CRW002155,First Officer
CA00259827,FLT0064957,CRW001793,Flight Attendant
CA00259828,FLT0064957,CRW000436,Flight Attendant
CA00259829,FLT0064958,CRW001106,Captain
CA00259830,FLT0064958,CRW000162,First Officer
CA00259831,FLT0064958,CRW000242,Flight Attendant
CA00259832,FLT0064958,CRW000905,Flight Attendant
CA00259833,FLT0064959,CRW000141,Captain
CA00259834,FLT0064959,CRW001487,First Officer
CA00259835,FLT0064959,CRW000199,Flight Attendant
CA00259836,FLT0064959,CRW002241,Flight Attendant
CA00259837,FLT0064960,CRW002203,Captain
CA00259838,FLT0064960,CRW000072,First Officer
CA00259839,FLT0064960,CRW002088,Flight Attendant
CA00259840,FLT0064960,CRW000242,Flight Attendant
CA00259841,FLT0064961,CRW000882,Captain
CA00259842,FLT0064961,CRW000018,First Officer
CA00259843,FLT0064961,CRW000501,Flight Attendant
CA00259844,FLT0064961,CRW000204,Flight Attendant
CA00259845,FLT0064962,CRW001790,Captain
CA00259846,FLT0064962,CRW002481,First Officer
CA00259847,FLT0064962,CRW000566,Flight Attendant
CA00259848,FLT0064962,CRW001235,Flight Attendant
CA00259849,FLT0064963,CRW001542,Captain
CA00259850,FLT0064963,CRW000335,First Officer
CA00259851,FLT0064963,CRW001563,Flight Attendant
CA00259852,FLT0064963,CRW001166,Flight Attendant
CA00259853,FLT0064964,CRW002277,Captain
CA00259854,FLT0064964,CRW002343,First Officer
CA00259855,FLT0064964,CRW000829,Flight Attendant
CA00259856,FLT0064964,CRW001150,Flight Attendant
CA00259857,FLT0064965,CRW000800,Captain
CA00259858,FLT0064965,CRW000319,First Officer
CA00259859,FLT0064965,CRW000748,Flight Attendant
CA00259860,FLT0064965,CRW002411,Flight Attendant
CA00259861,FLT0064966,CRW000563,Captain
CA00259862,FLT0064966,CRW000180,First Officer
CA00259863,FLT0064966,CRW001363,Flight Attendant
CA00259864,FLT0064966,CRW002363,Flight Attendant
CA00259865,FLT0064967,CRW000041,Captain
CA00259866,FLT0064967,CRW001886,First Officer
CA00259867,FLT0064967,CRW002486,Flight Attendant
CA00259868,FLT0064967,CRW000982,Flight Attendant
CA00259869,FLT0064968,CRW001734,Captain
CA00259870,FLT0064968,CRW001481,First Officer
CA00259871,FLT0064968,CRW002455,Flight Attendant
CA00259872,FLT0064968,CRW002002,Flight Attendant
CA00259873,FLT0064969,CRW000289,Captain
CA00259874,FLT0064969,CRW002140,First Officer
CA00259875,FLT0064969,CRW001681,Flight Attendant
CA00259876,FLT0064969,CRW000014,Flight Attendant
CA00259877,FLT0064970,CRW001747,Captain
CA00259878,FLT0064970,CRW002480,First Officer
CA00259879,FLT0064970,CRW001769,Flight Attendant
CA00259880,FLT0064970,CRW001291,Flight Attendant
CA00259881,FLT0064971,CRW000961,Captain
CA00259882,FLT0064971,CRW001011,First Officer
CA00259883,FLT0064971,CRW001098,Flight Attendant
CA00259884,FLT0064971,CRW002414,Flight Attendant
CA00259885,FLT0064972,CRW000705,Captain
CA00259886,FLT0064972,CRW000072,First Officer
CA00259887,FLT0064972,CRW001256,Flight Attendant
CA00259888,FLT0064972,CRW001390,Flight Attendant
CA00259889,FLT0064973,CRW000800,Captain
CA00259890,FLT0064973,CRW001194,First Officer
CA00259891,FLT0064973,CRW001697,Flight Attendant
CA00259892,FLT0064973,CRW000890,Flight Attendant
CA00259893,FLT0064974,CRW001200,Captain
CA00259894,FLT0064974,CRW001661,First Officer
CA00259895,FLT0064974,CRW001432,Flight Attendant
CA00259896,FLT0064974,CRW000861,Flight Attendant
CA00259897,FLT0064975,CRW001916,Captain
CA00259898,FLT0064975,CRW000952,First Officer
CA00259899,FLT0064975,CRW000248,Flight Attendant
CA00259900,FLT0064975,CRW000506,Flight Attendant
CA00259901,FLT0064976,CRW001359,Captain
CA00259902,FLT0064976,CRW001097,First Officer
CA00259903,FLT0064976,CRW002189,Flight Attendant
CA00259904,FLT0064976,CRW002118,Flight Attendant
CA00259905,FLT0064977,CRW001651,Captain
CA00259906,FLT0064977,CRW000942,First Officer
CA00259907,FLT0064977,CRW000099,Flight Attendant
CA00259908,FLT0064977,CRW001979,Flight Attendant
CA00259909,FLT0064978,CRW002216,Captain
CA00259910,FLT0064978,CRW000428,First Officer
CA00259911,FLT0064978,CRW000650,Flight Attendant
CA00259912,FLT0064978,CRW000897,Flight Attendant
CA00259913,FLT0064979,CRW001049,Captain
CA00259914,FLT0064979,CRW000319,First Officer
CA00259915,FLT0064979,CRW000793,Flight Attendant
CA00259916,FLT0064979,CRW000915,Flight Attendant
CA00259917,FLT0064980,CRW001200,Captain
CA00259918,FLT0064980,CRW001774,First Officer
CA00259919,FLT0064980,CRW000304,Flight Attendant
CA00259920,FLT0064980,CRW000973,Flight Attendant
CA00259921,FLT0064981,CRW002158,Captain
CA00259922,FLT0064981,CRW000804,First Officer
CA00259923,FLT0064981,CRW002122,Flight Attendant
CA00259924,FLT0064981,CRW000199,Flight Attendant
CA00259925,FLT0064982,CRW000699,Captain
CA00259926,FLT0064982,CRW000180,First Officer
CA00259927,FLT0064982,CRW002402,Flight Attendant
CA00259928,FLT0064982,CRW001406,Flight Attendant
CA00259929,FLT0064983,CRW001618,Captain
CA00259930,FLT0064983,CRW002447,First Officer
CA00259931,FLT0064983,CRW002178,Flight Attendant
CA00259932,FLT0064983,CRW001905,Flight Attendant
CA00259933,FLT0064984,CRW000336,Captain
CA00259934,FLT0064984,CRW000173,First Officer
CA00259935,FLT0064984,CRW001541,Flight Attendant
CA00259936,FLT0064984,CRW001388,Flight Attendant
CA00259937,FLT0064985,CRW001214,Captain
CA00259938,FLT0064985,CRW000145,First Officer
CA00259939,FLT0064985,CRW000029,Flight Attendant
CA00259940,FLT0064985,CRW000660,Flight Attendant
CA00259941,FLT0064986,CRW000927,Captain
CA00259942,FLT0064986,CRW002204,First Officer
CA00259943,FLT0064986,CRW001192,Flight Attendant
CA00259944,FLT0064986,CRW002095,Flight Attendant
CA00259945,FLT0064987,CRW001874,Captain
CA00259946,FLT0064987,CRW001450,First Officer
CA00259947,FLT0064987,CRW002446,Flight Attendant
CA00259948,FLT0064987,CRW001853,Flight Attendant
CA00259949,FLT0064988,CRW001542,Captain
CA00259950,FLT0064988,CRW001546,First Officer
CA00259951,FLT0064988,CRW000501,Flight Attendant
CA00259952,FLT0064988,CRW001550,Flight Attendant
CA00259953,FLT0064989,CRW002348,Captain
CA00259954,FLT0064989,CRW001857,First Officer
CA00259955,FLT0064989,CRW001191,Flight Attendant
CA00259956,FLT0064989,CRW000983,Flight Attendant
CA00259957,FLT0064990,CRW000852,Captain
CA00259958,FLT0064990,CRW001481,First Officer
CA00259959,FLT0064990,CRW002402,Flight Attendant
CA00259960,FLT0064990,CRW001908,Flight Attendant
CA00259961,FLT0064991,CRW000181,Captain
CA00259962,FLT0064991,CRW000130,First Officer
CA00259963,FLT0064991,CRW001950,Flight Attendant
CA00259964,FLT0064991,CRW001846,Flight Attendant
CA00259965,FLT0064992,CRW001875,Captain
CA00259966,FLT0064992,CRW000701,First Officer
CA00259967,FLT0064992,CRW000148,Flight Attendant
CA00259968,FLT0064992,CRW002459,Flight Attendant
CA00259969,FLT0064993,CRW001538,Captain
CA00259970,FLT0064993,CRW001857,First Officer
CA00259971,FLT0064993,CRW002278,Flight Attendant
CA00259972,FLT0064993,CRW001181,Flight Attendant
CA00259973,FLT0064994,CRW000009,Captain
CA00259974,FLT0064994,CRW000722,First Officer
CA00259975,FLT0064994,CRW001257,Flight Attendant
CA00259976,FLT0064994,CRW000748,Flight Attendant
CA00259977,FLT0064995,CRW000211,Captain
CA00259978,FLT0064995,CRW002237,First Officer
CA00259979,FLT0064995,CRW001059,Flight Attendant
CA00259980,FLT0064995,CRW000750,Flight Attendant
CA00259981,FLT0064996,CRW001460,Captain
CA00259982,FLT0064996,CRW001720,First Officer
CA00259983,FLT0064996,CRW001589,Flight Attendant
CA00259984,FLT0064996,CRW001881,Flight Attendant
CA00259985,FLT0064997,CRW000517,Captain
CA00259986,FLT0064997,CRW000210,First Officer
CA00259987,FLT0064997,CRW000126,Flight Attendant
CA00259988,FLT0064997,CRW000316,Flight Attendant
CA00259989,FLT0064998,CRW001176,Captain
CA00259990,FLT0064998,CRW002115,First Officer
CA00259991,FLT0064998,CRW000246,Flight Attendant
CA00259992,FLT0064998,CRW000795,Flight Attendant
CA00259993,FLT0064999,CRW000289,Captain
CA00259994,FLT0064999,CRW001036,First Officer
CA00259995,FLT0064999,CRW002019,Flight Attendant
CA00259996,FLT0064999,CRW000351,Flight Attendant
CA00259997,FLT0065000,CRW002472,Captain
CA00259998,FLT0065000,CRW000613,First Officer
CA00259999,FLT0065000,CRW000905,Flight Attendant
CA00260000,FLT0065000,CRW001983,Flight Attendant
CA00260001,FLT0065001,CRW000852,Captain
CA00260002,FLT0065001,CRW000714,First Officer
CA00260003,FLT0065001,CRW000346,Flight Attendant
CA00260004,FLT0065001,CRW002192,Flight Attendant
CA00260005,FLT0065002,CRW001704,Captain
CA00260006,FLT0065002,CRW000674,First Officer
CA00260007,FLT0065002,CRW000111,Flight Attendant
CA00260008,FLT0065002,CRW002192,Flight Attendant
CA00260009,FLT0065003,CRW001653,Captain
CA00260010,FLT0065003,CRW002279,First Officer
CA00260011,FLT0065003,CRW000107,Flight Attendant
CA00260012,FLT0065003,CRW002176,Flight Attendant
CA00260013,FLT0065004,CRW002090,Captain
CA00260014,FLT0065004,CRW000420,First Officer
CA00260015,FLT0065004,CRW001264,Flight Attendant
CA00260016,FLT0065004,CRW001900,Flight Attendant
CA00260017,FLT0065005,CRW000690,Captain
CA00260018,FLT0065005,CRW002169,First Officer
CA00260019,FLT0065005,CRW002106,Flight Attendant
CA00260020,FLT0065005,CRW001987,Flight Attendant
CA00260021,FLT0065006,CRW000033,Captain
CA00260022,FLT0065006,CRW002032,First Officer
CA00260023,FLT0065006,CRW000734,Flight Attendant
CA00260024,FLT0065006,CRW000572,Flight Attendant
CA00260025,FLT0065007,CRW001602,Captain
CA00260026,FLT0065007,CRW001203,First Officer
CA00260027,FLT0065007,CRW002402,Flight Attendant
CA00260028,FLT0065007,CRW001524,Flight Attendant
CA00260029,FLT0065008,CRW002090,Captain
CA00260030,FLT0065008,CRW000545,First Officer
CA00260031,FLT0065008,CRW001262,Flight Attendant
CA00260032,FLT0065008,CRW000772,Flight Attendant
CA00260033,FLT0065009,CRW001960,Captain
CA00260034,FLT0065009,CRW000928,First Officer
CA00260035,FLT0065009,CRW001688,Flight Attendant
CA00260036,FLT0065009,CRW001125,Flight Attendant
CA00260037,FLT0065010,CRW001844,Captain
CA00260038,FLT0065010,CRW002324,First Officer
CA00260039,FLT0065010,CRW000854,Flight Attendant
CA00260040,FLT0065010,CRW000076,Flight Attendant
CA00260041,FLT0065011,CRW002091,Captain
CA00260042,FLT0065011,CRW000409,First Officer
CA00260043,FLT0065011,CRW002282,Flight Attendant
CA00260044,FLT0065011,CRW000895,Flight Attendant
CA00260045,FLT0065012,CRW000146,Captain
CA00260046,FLT0065012,CRW000952,First Officer
CA00260047,FLT0065012,CRW000982,Flight Attendant
CA00260048,FLT0065012,CRW000703,Flight Attendant
CA00260049,FLT0065013,CRW001916,Captain
CA00260050,FLT0065013,CRW001431,First Officer
CA00260051,FLT0065013,CRW001168,Flight Attendant
CA00260052,FLT0065013,CRW000870,Flight Attendant
CA00260053,FLT0065014,CRW000486,Captain
CA00260054,FLT0065014,CRW000296,First Officer
CA00260055,FLT0065014,CRW002429,Flight Attendant
CA00260056,FLT0065014,CRW002056,Flight Attendant
CA00260057,FLT0065015,CRW001206,Captain
CA00260058,FLT0065015,CRW001719,First Officer
CA00260059,FLT0065015,CRW000520,Flight Attendant
CA00260060,FLT0065015,CRW002052,Flight Attendant
CA00260061,FLT0065016,CRW002441,Captain
CA00260062,FLT0065016,CRW001546,First Officer
CA00260063,FLT0065016,CRW000142,Flight Attendant
CA00260064,FLT0065016,CRW001951,Flight Attendant
CA00260065,FLT0065017,CRW001583,Captain
CA00260066,FLT0065017,CRW001877,First Officer
CA00260067,FLT0065017,CRW001587,Flight Attendant
CA00260068,FLT0065017,CRW002357,Flight Attendant
CA00260069,FLT0065018,CRW000728,Captain
CA00260070,FLT0065018,CRW002032,First Officer
CA00260071,FLT0065018,CRW002129,Flight Attendant
CA00260072,FLT0065018,CRW000316,Flight Attendant
CA00260073,FLT0065019,CRW002168,Captain
CA00260074,FLT0065019,CRW001709,First Officer
CA00260075,FLT0065019,CRW001166,Flight Attendant
CA00260076,FLT0065019,CRW000204,Flight Attendant
CA00260077,FLT0065020,CRW000852,Captain
CA00260078,FLT0065020,CRW001344,First Officer
CA00260079,FLT0065020,CRW001260,Flight Attendant
CA00260080,FLT0065020,CRW000641,Flight Attendant
CA00260081,FLT0065021,CRW000005,Captain
CA00260082,FLT0065021,CRW000539,First Officer
CA00260083,FLT0065021,CRW000118,Flight Attendant
CA00260084,FLT0065021,CRW002273,Flight Attendant
CA00260085,FLT0065022,CRW002381,Captain
CA00260086,FLT0065022,CRW001437,First Officer
CA00260087,FLT0065022,CRW001368,Flight Attendant
CA00260088,FLT0065022,CRW000224,Flight Attendant
CA00260089,FLT0065023,CRW000033,Captain
CA00260090,FLT0065023,CRW001415,First Officer
CA00260091,FLT0065023,CRW000447,Flight Attendant
CA00260092,FLT0065023,CRW002455,Flight Attendant
CA00260093,FLT0065024,CRW002291,Captain
CA00260094,FLT0065024,CRW000461,First Officer
CA00260095,FLT0065024,CRW000031,Flight Attendant
CA00260096,FLT0065024,CRW000001,Flight Attendant
CA00260097,FLT0065025,CRW001932,Captain
CA00260098,FLT0065025,CRW000162,First Officer
CA00260099,FLT0065025,CRW001182,Flight Attendant
CA00260100,FLT0065025,CRW000884,Flight Attendant
CA00260101,FLT0065026,CRW000383,Captain
CA00260102,FLT0065026,CRW001857,First Officer
CA00260103,FLT0065026,CRW001342,Flight Attendant
CA00260104,FLT0065026,CRW002093,Flight Attendant
CA00260105,FLT0065027,CRW001651,Captain
CA00260106,FLT0065027,CRW001415,First Officer
CA00260107,FLT0065027,CRW001514,Flight Attendant
CA00260108,FLT0065027,CRW002110,Flight Attendant
CA00260109,FLT0065028,CRW002441,Captain
CA00260110,FLT0065028,CRW000415,First Officer
CA00260111,FLT0065028,CRW000473,Flight Attendant
CA00260112,FLT0065028,CRW001062,Flight Attendant
CA00260113,FLT0065029,CRW002360,Captain
CA00260114,FLT0065029,CRW000319,First Officer
CA00260115,FLT0065029,CRW001261,Flight Attendant
CA00260116,FLT0065029,CRW000217,Flight Attendant
CA00260117,FLT0065030,CRW002216,Captain
CA00260118,FLT0065030,CRW001268,First Officer
CA00260119,FLT0065030,CRW000123,Flight Attendant
CA00260120,FLT0065030,CRW001083,Flight Attendant
CA00260121,FLT0065031,CRW002077,Captain
CA00260122,FLT0065031,CRW002169,First Officer
CA00260123,FLT0065031,CRW000997,Flight Attendant
CA00260124,FLT0065031,CRW001264,Flight Attendant
CA00260125,FLT0065032,CRW002256,Captain
CA00260126,FLT0065032,CRW000258,First Officer
CA00260127,FLT0065032,CRW000161,Flight Attendant
CA00260128,FLT0065032,CRW000894,Flight Attendant
CA00260129,FLT0065033,CRW002263,Captain
CA00260130,FLT0065033,CRW001857,First Officer
CA00260131,FLT0065033,CRW000703,Flight Attendant
CA00260132,FLT0065033,CRW001132,Flight Attendant
CA00260133,FLT0065034,CRW000078,Captain
CA00260134,FLT0065034,CRW000385,First Officer
CA00260135,FLT0065034,CRW001165,Flight Attendant
CA00260136,FLT0065034,CRW002353,Flight Attendant
CA00260137,FLT0065035,CRW001678,Captain
CA00260138,FLT0065035,CRW002447,First Officer
CA00260139,FLT0065035,CRW002357,Flight Attendant
CA00260140,FLT0065035,CRW001944,Flight Attendant
CA00260141,FLT0065036,CRW001715,Captain
CA00260142,FLT0065036,CRW000714,First Officer
CA00260143,FLT0065036,CRW000006,Flight Attendant
CA00260144,FLT0065036,CRW001289,Flight Attendant
CA00260145,FLT0065037,CRW000852,Captain
CA00260146,FLT0065037,CRW001530,First Officer
CA00260147,FLT0065037,CRW000565,Flight Attendant
CA00260148,FLT0065037,CRW002176,Flight Attendant
CA00260149,FLT0065038,CRW000211,Captain
CA00260150,FLT0065038,CRW001452,First Officer
CA00260151,FLT0065038,CRW000263,Flight Attendant
CA00260152,FLT0065038,CRW000824,Flight Attendant
CA00260153,FLT0065039,CRW000612,Captain
CA00260154,FLT0065039,CRW000674,First Officer
CA00260155,FLT0065039,CRW002274,Flight Attendant
CA00260156,FLT0065039,CRW000375,Flight Attendant
CA00260157,FLT0065040,CRW001695,Captain
CA00260158,FLT0065040,CRW002096,First Officer
CA00260159,FLT0065040,CRW000889,Flight Attendant
CA00260160,FLT0065040,CRW000754,Flight Attendant
CA00260161,FLT0065041,CRW000457,Captain
CA00260162,FLT0065041,CRW000759,First Officer
CA00260163,FLT0065041,CRW001024,Flight Attendant
CA00260164,FLT0065041,CRW001123,Flight Attendant
CA00260165,FLT0065042,CRW002168,Captain
CA00260166,FLT0065042,CRW000415,First Officer
CA00260167,FLT0065042,CRW001974,Flight Attendant
CA00260168,FLT0065042,CRW001222,Flight Attendant
CA00260169,FLT0065043,CRW001435,Captain
CA00260170,FLT0065043,CRW000461,First Officer
CA00260171,FLT0065043,CRW000320,Flight Attendant
CA00260172,FLT0065043,CRW002173,Flight Attendant
CA00260173,FLT0065044,CRW000612,Captain
CA00260174,FLT0065044,CRW002237,First Officer
CA00260175,FLT0065044,CRW000293,Flight Attendant
CA00260176,FLT0065044,CRW001628,Flight Attendant
CA00260177,FLT0065045,CRW001364,Captain
CA00260178,FLT0065045,CRW001253,First Officer
CA00260179,FLT0065045,CRW001713,Flight Attendant
CA00260180,FLT0065045,CRW001204,Flight Attendant
CA00260181,FLT0065046,CRW001643,Captain
CA00260182,FLT0065046,CRW002209,First Officer
CA00260183,FLT0065046,CRW000396,Flight Attendant
CA00260184,FLT0065046,CRW001411,Flight Attendant
CA00260185,FLT0065047,CRW000068,Captain
CA00260186,FLT0065047,CRW000779,First Officer
CA00260187,FLT0065047,CRW000983,Flight Attendant
CA00260188,FLT0065047,CRW000429,Flight Attendant
CA00260189,FLT0065048,CRW002203,Captain
CA00260190,FLT0065048,CRW001730,First Officer
CA00260191,FLT0065048,CRW001051,Flight Attendant
CA00260192,FLT0065048,CRW000098,Flight Attendant
CA00260193,FLT0065049,CRW002043,Captain
CA00260194,FLT0065049,CRW002343,First Officer
CA00260195,FLT0065049,CRW001973,Flight Attendant
CA00260196,FLT0065049,CRW002355,Flight Attendant
CA00260197,FLT0065050,CRW001902,Captain
CA00260198,FLT0065050,CRW000543,First Officer
CA00260199,FLT0065050,CRW000861,Flight Attendant
CA00260200,FLT0065050,CRW001368,Flight Attendant
CA00260201,FLT0065051,CRW000384,Captain
CA00260202,FLT0065051,CRW000879,First Officer
CA00260203,FLT0065051,CRW002106,Flight Attendant
CA00260204,FLT0065051,CRW001892,Flight Attendant
CA00260205,FLT0065052,CRW000336,Captain
CA00260206,FLT0065052,CRW000319,First Officer
CA00260207,FLT0065052,CRW000745,Flight Attendant
CA00260208,FLT0065052,CRW000912,Flight Attendant
CA00260209,FLT0065053,CRW000336,Captain
CA00260210,FLT0065053,CRW000879,First Officer
CA00260211,FLT0065053,CRW002052,Flight Attendant
CA00260212,FLT0065053,CRW001581,Flight Attendant
CA00260213,FLT0065054,CRW000775,Captain
CA00260214,FLT0065054,CRW001186,First Officer
CA00260215,FLT0065054,CRW001571,Flight Attendant
CA00260216,FLT0065054,CRW001726,Flight Attendant
CA00260217,FLT0065055,CRW000288,Captain
CA00260218,FLT0065055,CRW001548,First Officer
CA00260219,FLT0065055,CRW002004,Flight Attendant
CA00260220,FLT0065055,CRW000606,Flight Attendant
CA00260221,FLT0065056,CRW001932,Captain
CA00260222,FLT0065056,CRW002237,First Officer
CA00260223,FLT0065056,CRW001045,Flight Attendant
CA00260224,FLT0065056,CRW002145,Flight Attendant
CA00260225,FLT0065057,CRW002158,Captain
CA00260226,FLT0065057,CRW002096,First Officer
CA00260227,FLT0065057,CRW000192,Flight Attendant
CA00260228,FLT0065057,CRW001841,Flight Attendant
CA00260229,FLT0065058,CRW001378,Captain
CA00260230,FLT0065058,CRW000765,First Officer
CA00260231,FLT0065058,CRW000223,Flight Attendant
CA00260232,FLT0065058,CRW002004,Flight Attendant
CA00260233,FLT0065059,CRW001049,Captain
CA00260234,FLT0065059,CRW000133,First Officer
CA00260235,FLT0065059,CRW000616,Flight Attendant
CA00260236,FLT0065059,CRW000126,Flight Attendant
CA00260237,FLT0065060,CRW001200,Captain
CA00260238,FLT0065060,CRW002155,First Officer
CA00260239,FLT0065060,CRW000734,Flight Attendant
CA00260240,FLT0065060,CRW000887,Flight Attendant
CA00260241,FLT0065061,CRW001496,Captain
CA00260242,FLT0065061,CRW001452,First Officer
CA00260243,FLT0065061,CRW002202,Flight Attendant
CA00260244,FLT0065061,CRW000447,Flight Attendant
CA00260245,FLT0065062,CRW000755,Captain
CA00260246,FLT0065062,CRW000171,First Officer
CA00260247,FLT0065062,CRW001089,Flight Attendant
CA00260248,FLT0065062,CRW002374,Flight Attendant
CA00260249,FLT0065063,CRW001874,Captain
CA00260250,FLT0065063,CRW002237,First Officer
CA00260251,FLT0065063,CRW000001,Flight Attendant
CA00260252,FLT0065063,CRW000506,Flight Attendant
CA00260253,FLT0065064,CRW000497,Captain
CA00260254,FLT0065064,CRW001895,First Officer
CA00260255,FLT0065064,CRW000099,Flight Attendant
CA00260256,FLT0065064,CRW001640,Flight Attendant
CA00260257,FLT0065065,CRW000837,Captain
CA00260258,FLT0065065,CRW000143,First Officer
CA00260259,FLT0065065,CRW000073,Flight Attendant
CA00260260,FLT0065065,CRW001411,Flight Attendant
CA00260261,FLT0065066,CRW000384,Captain
CA00260262,FLT0065066,CRW000647,First Officer
CA00260263,FLT0065066,CRW002092,Flight Attendant
CA00260264,FLT0065066,CRW002448,Flight Attendant
CA00260265,FLT0065067,CRW000687,Captain
