flight_id,schedule_id,flight_date,aircraft_id,airline_id,route_id,scheduled_departure_time,scheduled_arrival_time,origin_airport_id,dest_airport_id,status,actual_departure_time,actual_arrival_time,gate_id
FLT0076044,SCH002309,2025-08-21,ACFT00099,AL0009,RT00105,09:00:00,20:57:00,APT00099,APT00050,Arrived,2025-08-21 09:00:00,2025-08-21 20:57:00,GATE00242
FLT0076045,SCH002283,2026-04-28,ACFT00507,AL0002,RT00661,20:45:00,23:36:00,APT00139,APT00160,Arrived,2026-04-28 20:45:00,2026-04-28 23:36:00,GATE00338
FLT0076046,SCH002000,2026-03-30,ACFT00203,AL0019,RT00737,18:00:00,08:47:00,APT00024,APT00227,Arrived,2026-03-30 18:00:00,2026-03-31 08:47:00,GATE00151
FLT0076047,SCH002028,2026-08-13,ACFT00440,AL0013,RT00027,17:15:00,08:17:00,APT00118,APT00040,Scheduled,,,GATE00561
FLT0076048,SCH001287,2026-06-21,ACFT00466,AL0014,RT00848,19:00:00,09:40:00,APT00149,APT00159,Arrived,2026-06-21 19:00:00,2026-06-22 09:40:00,GATE00566
FLT0076049,SCH000907,2025-12-31,ACFT00418,AL0002,RT00640,17:15:00,22:51:00,APT00133,APT00158,Delayed,2025-12-31 19:51:00,2026-01-01 01:27:00,GATE00144
FLT0076050,SCH002213,2026-06-23,ACFT00558,AL0004,RT00047,23:00:00,00:56:00,APT00027,APT00191,Arrived,2026-06-23 23:00:00,2026-06-24 00:56:00,GATE00254
FLT0076051,SCH002051,2026-07-03,ACFT00110,AL0009,RT00750,07:30:00,22:34:00,APT00071,APT00246,Cancelled,,,
FLT0076052,SCH000772,2025-12-26,ACFT00402,AL0012,RT00210,12:30:00,23:43:00,APT00042,APT00001,Arrived,2025-12-26 12:30:00,2025-12-26 23:43:00,GATE00167
FLT0076053,SCH001582,2026-02-01,ACFT00267,AL0011,RT00591,07:00:00,08:43:00,APT00081,APT00011,Arrived,2026-02-01 07:00:00,2026-02-01 08:43:00,GATE00546
FLT0076054,SCH002305,2026-05-13,ACFT00522,AL0011,RT00605,21:45:00,07:50:00,APT00125,APT00010,Arrived,2026-05-13 21:45:00,2026-05-14 07:50:00,GATE00272
FLT0076055,SCH000930,2025-10-22,ACFT00439,AL0007,RT00252,16:30:00,17:46:00,APT00204,APT00105,Arrived,2025-10-22 16:30:00,2025-10-22 17:46:00,
FLT0076056,SCH000157,2026-08-09,ACFT00148,AL0004,RT00371,00:15:00,02:47:00,APT00015,APT00008,Scheduled,,,GATE00233
FLT0076057,SCH002440,2026-01-10,ACFT00205,AL0009,RT00571,10:30:00,13:04:00,APT00214,APT00250,Delayed,2026-01-10 11:52:00,2026-01-10 14:26:00,GATE00406
FLT0076058,SCH000453,2025-11-10,ACFT00402,AL0012,RT00780,13:00:00,15:42:00,APT00202,APT00121,Delayed,2025-11-10 15:33:00,2025-11-10 18:15:00,GATE00390
FLT0076059,SCH001848,2026-07-19,ACFT00448,AL0007,RT00757,00:30:00,01:39:00,APT00227,APT00082,Delayed,2026-07-19 03:58:00,2026-07-19 05:07:00,GATE00348
FLT0076060,SCH001426,2025-10-31,ACFT00268,AL0012,RT00836,02:00:00,16:24:00,APT00069,APT00238,Arrived,2025-10-31 02:00:00,2025-10-31 16:24:00,GATE00182
FLT0076061,SCH001108,2025-10-31,ACFT00262,AL0005,RT00016,07:00:00,00:04:00,APT00187,APT00130,Arrived,2025-10-31 07:00:00,2025-11-01 00:04:00,
FLT0076062,SCH001978,2025-12-29,ACFT00337,AL0007,RT00124,21:45:00,12:01:00,APT00110,APT00176,Arrived,2025-12-29 21:45:00,2025-12-30 12:01:00,GATE00220
FLT0076063,SCH000952,2026-07-03,ACFT00474,AL0007,RT00460,09:45:00,19:28:00,APT00026,APT00007,Arrived,2026-07-03 09:45:00,2026-07-03 19:28:00,GATE00071
FLT0076064,SCH000667,2026-05-24,ACFT00478,AL0014,RT00217,00:45:00,07:46:00,APT00145,APT00165,Arrived,2026-05-24 00:45:00,2026-05-24 07:46:00,GATE00238
FLT0076065,SCH000927,2025-10-31,ACFT00262,AL0005,RT00180,18:15:00,22:11:00,APT00224,APT00222,Arrived,2025-10-31 18:15:00,2025-10-31 22:11:00,GATE00447
FLT0076066,SCH000889,2026-07-13,ACFT00332,AL0001,RT00300,15:45:00,21:49:00,APT00056,APT00118,Arrived,2026-07-13 15:45:00,2026-07-13 21:49:00,GATE00510
FLT0076067,SCH002179,2026-03-10,ACFT00335,AL0019,RT00114,11:00:00,12:18:00,APT00060,APT00149,Arrived,2026-03-10 11:00:00,2026-03-10 12:18:00,
FLT0076068,SCH000046,2026-06-27,ACFT00017,AL0017,RT00072,04:45:00,06:09:00,APT00018,APT00009,Arrived,2026-06-27 04:45:00,2026-06-27 06:09:00,GATE00027
FLT0076069,SCH000261,2026-05-16,ACFT00190,AL0017,RT00874,11:30:00,14:16:00,APT00001,APT00124,Arrived,2026-05-16 11:30:00,2026-05-16 14:16:00,GATE00183
FLT0076070,SCH001938,2026-01-08,ACFT00567,AL0008,RT00628,04:30:00,16:28:00,APT00032,APT00038,Arrived,2026-01-08 04:30:00,2026-01-08 16:28:00,GATE00055
FLT0076071,SCH002214,2025-11-14,ACFT00085,AL0015,RT00393,15:15:00,16:43:00,APT00181,APT00166,Arrived,2025-11-14 15:15:00,2025-11-14 16:43:00,
FLT0076072,SCH002131,2025-12-05,ACFT00274,AL0019,RT00677,14:15:00,19:49:00,APT00222,APT00188,Arrived,2025-12-05 14:15:00,2025-12-05 19:49:00,GATE00157
FLT0076073,SCH000822,2025-11-29,ACFT00440,AL0013,RT00473,14:00:00,00:23:00,APT00066,APT00195,Arrived,2025-11-29 14:00:00,2025-11-30 00:23:00,GATE00434
FLT0076074,SCH000688,2026-07-25,ACFT00005,AL0008,RT00303,21:15:00,05:09:00,APT00133,APT00143,Delayed,2026-07-26 00:15:00,2026-07-26 08:09:00,GATE00483
FLT0076075,SCH001067,2025-11-25,ACFT00511,AL0020,RT00503,14:15:00,18:44:00,APT00145,APT00229,Arrived,2025-11-25 14:15:00,2025-11-25 18:44:00,GATE00238
FLT0076076,SCH000097,2025-10-19,ACFT00188,AL0019,RT00501,05:45:00,22:33:00,APT00193,APT00070,Arrived,2025-10-19 05:45:00,2025-10-19 22:33:00,GATE00543
FLT0076077,SCH002240,2025-08-06,ACFT00031,AL0010,RT00001,20:30:00,06:14:00,APT00200,APT00216,Arrived,2025-08-06 20:30:00,2025-08-07 06:14:00,GATE00512
FLT0076078,SCH001862,2025-08-08,ACFT00038,AL0017,RT00047,06:30:00,08:26:00,APT00027,APT00191,Delayed,2025-08-08 09:39:00,2025-08-08 11:35:00,GATE00254
FLT0076079,SCH001673,2025-11-01,ACFT00254,AL0017,RT00397,09:45:00,22:10:00,APT00040,APT00138,Arrived,2025-11-01 09:45:00,2025-11-01 22:10:00,GATE00433
FLT0076080,SCH001345,2026-04-15,ACFT00120,AL0017,RT00083,15:45:00,21:57:00,APT00218,APT00197,Cancelled,,,
FLT0076081,SCH001686,2026-04-04,ACFT00117,AL0012,RT00381,06:30:00,16:49:00,APT00132,APT00205,Delayed,2026-04-04 09:30:00,2026-04-04 19:49:00,GATE00147
FLT0076082,SCH002478,2025-11-13,ACFT00332,AL0001,RT00237,19:45:00,22:14:00,APT00046,APT00237,Arrived,2025-11-13 19:45:00,2025-11-13 22:14:00,GATE00201
FLT0076083,SCH001676,2026-04-20,ACFT00227,AL0011,RT00757,01:30:00,02:39:00,APT00227,APT00082,Arrived,2026-04-20 01:30:00,2026-04-20 02:39:00,GATE00348
FLT0076084,SCH001854,2026-05-18,ACFT00118,AL0008,RT00225,19:30:00,12:37:00,APT00088,APT00027,Arrived,2026-05-18 19:30:00,2026-05-19 12:37:00,GATE00153
FLT0076085,SCH002060,2025-12-19,ACFT00112,AL0006,RT00214,22:00:00,00:03:00,APT00236,APT00105,Arrived,2025-12-19 22:00:00,2025-12-20 00:03:00,GATE00577
FLT0076086,SCH002111,2025-12-12,ACFT00167,AL0002,RT00515,10:45:00,19:42:00,APT00017,APT00030,Delayed,2025-12-12 12:27:00,2025-12-12 21:24:00,GATE00574
FLT0076087,SCH000776,2026-05-19,ACFT00192,AL0006,RT00065,04:15:00,16:14:00,APT00240,APT00017,Arrived,2026-05-19 04:15:00,2026-05-19 16:14:00,GATE00569
FLT0076088,SCH001640,2026-05-15,ACFT00393,AL0007,RT00179,14:45:00,15:53:00,APT00120,APT00174,Arrived,2026-05-15 14:45:00,2026-05-15 15:53:00,GATE00295
FLT0076089,SCH002443,2026-03-09,ACFT00348,AL0001,RT00616,06:45:00,08:07:00,APT00196,APT00067,Arrived,2026-03-09 06:45:00,2026-03-09 08:07:00,GATE00548
FLT0076090,SCH001681,2025-11-18,ACFT00443,AL0019,RT00202,05:00:00,21:04:00,APT00018,APT00025,Cancelled,,,
FLT0076091,SCH000054,2025-12-16,ACFT00117,AL0012,RT00577,18:15:00,22:44:00,APT00115,APT00155,Cancelled,,,
FLT0076092,SCH001355,2025-08-27,ACFT00597,AL0004,RT00838,23:00:00,14:09:00,APT00190,APT00164,Delayed,2025-08-27 23:54:00,2025-08-28 15:03:00,GATE00008
FLT0076093,SCH000962,2026-07-08,ACFT00159,AL0003,RT00453,22:30:00,11:44:00,APT00027,APT00015,Arrived,2026-07-08 22:30:00,2026-07-09 11:44:00,GATE00254
FLT0076094,SCH000142,2025-11-09,ACFT00066,AL0012,RT00160,19:15:00,23:51:00,APT00010,APT00031,Arrived,2025-11-09 19:15:00,2025-11-09 23:51:00,GATE00589
FLT0076095,SCH002336,2026-03-09,ACFT00547,AL0011,RT00436,04:00:00,06:46:00,APT00236,APT00132,Arrived,2026-03-09 04:00:00,2026-03-09 06:46:00,GATE00342
FLT0076096,SCH001140,2025-11-08,ACFT00438,AL0018,RT00246,15:45:00,08:05:00,APT00200,APT00168,Arrived,2025-11-08 15:45:00,2025-11-09 08:05:00,GATE00474
FLT0076097,SCH000450,2025-08-22,ACFT00519,AL0017,RT00490,22:15:00,06:21:00,APT00067,APT00236,Arrived,2025-08-22 22:15:00,2025-08-23 06:21:00,GATE00059
FLT0076098,SCH000056,2026-01-13,ACFT00340,AL0010,RT00625,00:15:00,07:31:00,APT00056,APT00094,Arrived,2026-01-13 00:15:00,2026-01-13 07:31:00,GATE00306
FLT0076099,SCH000680,2025-11-09,ACFT00270,AL0008,RT00730,16:30:00,03:37:00,APT00190,APT00157,Delayed,2025-11-09 17:37:00,2025-11-10 04:44:00,GATE00150
FLT0076100,SCH001798,2026-02-09,ACFT00157,AL0015,RT00596,05:15:00,13:05:00,APT00223,APT00212,Arrived,2026-02-09 05:15:00,2026-02-09 13:05:00,GATE00039
FLT0076101,SCH000820,2026-03-06,ACFT00523,AL0001,RT00528,21:00:00,09:09:00,APT00082,APT00099,Arrived,2026-03-06 21:00:00,2026-03-07 09:09:00,GATE00139
FLT0076102,SCH002064,2025-10-31,ACFT00222,AL0018,RT00561,06:30:00,09:33:00,APT00026,APT00080,Arrived,2025-10-31 06:30:00,2025-10-31 09:33:00,GATE00071
FLT0076103,SCH000825,2025-08-30,ACFT00263,AL0007,RT00169,06:15:00,23:21:00,APT00023,APT00060,Arrived,2025-08-30 06:15:00,2025-08-30 23:21:00,GATE00241
FLT0076104,SCH002185,2025-11-03,ACFT00305,AL0012,RT00453,05:15:00,18:29:00,APT00027,APT00015,Cancelled,,,
FLT0076105,SCH000818,2026-08-14,ACFT00594,AL0019,RT00009,06:15:00,19:41:00,APT00049,APT00065,Scheduled,,,GATE00501
FLT0076106,SCH001814,2026-05-25,ACFT00533,AL0019,RT00089,01:15:00,03:00:00,APT00125,APT00142,Arrived,2026-05-25 01:15:00,2026-05-25 03:00:00,GATE00316
FLT0076107,SCH000590,2026-05-30,ACFT00173,AL0020,RT00642,00:30:00,02:09:00,APT00135,APT00217,Arrived,2026-05-30 00:30:00,2026-05-30 02:09:00,GATE00290
FLT0076108,SCH000319,2026-06-17,ACFT00147,AL0004,RT00332,15:45:00,06:33:00,APT00183,APT00240,Arrived,2026-06-17 15:45:00,2026-06-18 06:33:00,
FLT0076109,SCH001530,2026-05-08,ACFT00570,AL0015,RT00076,14:15:00,20:10:00,APT00081,APT00087,Arrived,2026-05-08 14:15:00,2026-05-08 20:10:00,GATE00464
FLT0076110,SCH001715,2025-11-06,ACFT00251,AL0020,RT00510,15:45:00,07:49:00,APT00036,APT00247,Arrived,2025-11-06 15:45:00,2025-11-07 07:49:00,GATE00189
FLT0076111,SCH001231,2026-01-15,ACFT00356,AL0015,RT00073,02:30:00,11:29:00,APT00072,APT00120,Cancelled,,,
FLT0076112,SCH000876,2026-08-02,ACFT00578,AL0019,RT00353,09:30:00,12:03:00,APT00119,APT00060,Arrived,2026-08-02 09:30:00,2026-08-02 12:03:00,GATE00365
FLT0076113,SCH001233,2025-09-17,ACFT00505,AL0016,RT00840,10:30:00,19:18:00,APT00130,APT00242,Arrived,2025-09-17 10:30:00,2025-09-17 19:18:00,GATE00413
FLT0076114,SCH000354,2025-10-14,ACFT00258,AL0006,RT00542,22:15:00,01:25:00,APT00099,APT00166,Arrived,2025-10-14 22:15:00,2025-10-15 01:25:00,GATE00200
FLT0076115,SCH000071,2025-10-05,ACFT00253,AL0001,RT00734,09:45:00,22:46:00,APT00159,APT00176,Arrived,2025-10-05 09:45:00,2025-10-05 22:46:00,GATE00414
FLT0076116,SCH001883,2025-11-29,ACFT00449,AL0004,RT00086,05:00:00,17:29:00,APT00023,APT00198,Delayed,2025-11-29 05:58:00,2025-11-29 18:27:00,GATE00321
FLT0076117,SCH000403,2026-08-12,ACFT00580,AL0004,RT00242,08:45:00,14:08:00,APT00222,APT00058,Scheduled,,,GATE00500
FLT0076118,SCH001940,2026-06-07,ACFT00200,AL0019,RT00131,15:15:00,06:25:00,APT00147,APT00054,Arrived,2026-06-07 15:15:00,2026-06-08 06:25:00,GATE00092
FLT0076119,SCH000377,2026-07-22,ACFT00055,AL0003,RT00226,14:00:00,04:24:00,APT00027,APT00208,Arrived,2026-07-22 14:00:00,2026-07-23 04:24:00,GATE00254
FLT0076120,SCH001562,2026-05-01,ACFT00340,AL0010,RT00456,14:30:00,03:02:00,APT00226,APT00235,Arrived,2026-05-01 14:30:00,2026-05-02 03:02:00,GATE00331
FLT0076121,SCH002066,2025-10-02,ACFT00210,AL0001,RT00642,20:30:00,22:09:00,APT00135,APT00217,Arrived,2025-10-02 20:30:00,2025-10-02 22:09:00,GATE00290
FLT0076122,SCH000549,2025-10-30,ACFT00184,AL0006,RT00479,11:45:00,02:25:00,APT00088,APT00152,Arrived,2025-10-30 11:45:00,2025-10-31 02:25:00,GATE00571
FLT0076123,SCH000625,2025-09-02,ACFT00204,AL0005,RT00621,06:15:00,14:35:00,APT00066,APT00059,Delayed,2025-09-02 06:52:00,2025-09-02 15:12:00,GATE00434
FLT0076124,SCH002438,2025-12-18,ACFT00130,AL0001,RT00721,04:45:00,16:57:00,APT00122,APT00071,Arrived,2025-12-18 04:45:00,2025-12-18 16:57:00,GATE00018
FLT0076125,SCH001663,2025-10-18,ACFT00053,AL0004,RT00326,21:30:00,02:30:00,APT00015,APT00215,Arrived,2025-10-18 21:30:00,2025-10-19 02:30:00,GATE00472
FLT0076126,SCH000166,2026-06-18,ACFT00300,AL0010,RT00437,08:15:00,12:01:00,APT00168,APT00053,Arrived,2026-06-18 08:15:00,2026-06-18 12:01:00,GATE00526
FLT0076127,SCH001805,2026-01-21,ACFT00197,AL0006,RT00420,00:15:00,03:48:00,APT00173,APT00023,Arrived,2026-01-21 00:15:00,2026-01-21 03:48:00,GATE00328
FLT0076128,SCH002163,2026-07-30,ACFT00307,AL0013,RT00287,07:15:00,17:48:00,APT00155,APT00070,Arrived,2026-07-30 07:15:00,2026-07-30 17:48:00,GATE00083
FLT0076129,SCH002010,2025-09-07,ACFT00350,AL0008,RT00881,06:00:00,08:49:00,APT00196,APT00206,Arrived,2025-09-07 06:00:00,2025-09-07 08:49:00,GATE00548
FLT0076130,SCH000724,2026-01-12,ACFT00465,AL0020,RT00439,04:45:00,22:06:00,APT00216,APT00160,Delayed,2026-01-12 08:00:00,2026-01-13 01:21:00,GATE00435
FLT0076131,SCH002201,2026-08-14,ACFT00268,AL0012,RT00214,02:30:00,04:33:00,APT00236,APT00105,Scheduled,,,GATE00342
FLT0076132,SCH001374,2025-10-25,ACFT00449,AL0004,RT00812,14:30:00,16:19:00,APT00015,APT00089,Arrived,2025-10-25 14:30:00,2025-10-25 16:19:00,GATE00233
FLT0076133,SCH000878,2026-01-09,ACFT00376,AL0001,RT00301,06:00:00,19:47:00,APT00161,APT00195,Arrived,2026-01-09 06:00:00,2026-01-09 19:47:00,GATE00110
FLT0076134,SCH002479,2026-06-22,ACFT00340,AL0010,RT00075,23:15:00,09:53:00,APT00200,APT00105,Arrived,2026-06-22 23:15:00,2026-06-23 09:53:00,GATE00370
FLT0076135,SCH000501,2026-01-19,ACFT00439,AL0007,RT00515,06:45:00,15:42:00,APT00017,APT00030,Arrived,2026-01-19 06:45:00,2026-01-19 15:42:00,GATE00574
FLT0076136,SCH001339,2025-12-20,ACFT00254,AL0017,RT00196,15:15:00,06:01:00,APT00218,APT00075,Arrived,2025-12-20 15:15:00,2025-12-21 06:01:00,GATE00352
FLT0076137,SCH002013,2026-01-20,ACFT00594,AL0019,RT00497,11:00:00,14:32:00,APT00152,APT00142,Arrived,2026-01-20 11:00:00,2026-01-20 14:32:00,GATE00364
FLT0076138,SCH002106,2026-06-02,ACFT00002,AL0016,RT00462,17:45:00,19:19:00,APT00148,APT00186,Delayed,2026-06-02 19:08:00,2026-06-02 20:42:00,GATE00250
FLT0076139,SCH001251,2026-04-29,ACFT00572,AL0001,RT00303,08:00:00,15:54:00,APT00133,APT00143,Arrived,2026-04-29 08:00:00,2026-04-29 15:54:00,GATE00323
FLT0076140,SCH002230,2026-04-06,ACFT00208,AL0008,RT00523,16:00:00,18:11:00,APT00209,APT00104,Arrived,2026-04-06 16:00:00,2026-04-06 18:11:00,GATE00174
FLT0076141,SCH000708,2025-09-22,ACFT00072,AL0004,RT00660,19:00:00,02:02:00,APT00025,APT00078,Delayed,2025-09-22 21:50:00,2025-09-23 04:52:00,GATE00591
FLT0076142,SCH000592,2026-07-02,ACFT00394,AL0005,RT00106,09:30:00,00:47:00,APT00216,APT00197,Delayed,2026-07-02 12:06:00,2026-07-03 03:23:00,GATE00527
FLT0076143,SCH001911,2026-03-09,ACFT00451,AL0002,RT00696,06:00:00,11:45:00,APT00105,APT00145,Arrived,2026-03-09 06:00:00,2026-03-09 11:45:00,GATE00122
FLT0076144,SCH001981,2026-05-08,ACFT00055,AL0003,RT00155,20:15:00,13:02:00,APT00057,APT00136,Arrived,2026-05-08 20:15:00,2026-05-09 13:02:00,GATE00004
FLT0076145,SCH001482,2026-06-19,ACFT00170,AL0015,RT00485,00:00:00,12:40:00,APT00076,APT00029,Arrived,2026-06-19 00:00:00,2026-06-19 12:40:00,GATE00192
FLT0076146,SCH001212,2026-07-13,ACFT00234,AL0013,RT00085,08:00:00,00:05:00,APT00029,APT00064,Arrived,2026-07-13 08:00:00,2026-07-14 00:05:00,
FLT0076147,SCH000347,2026-08-10,ACFT00366,AL0005,RT00108,01:45:00,11:29:00,APT00078,APT00172,Scheduled,,,
FLT0076148,SCH001050,2026-02-24,ACFT00212,AL0004,RT00803,19:30:00,09:22:00,APT00159,APT00206,Arrived,2026-02-24 19:30:00,2026-02-25 09:22:00,GATE00414
FLT0076149,SCH001882,2025-11-07,ACFT00319,AL0016,RT00324,05:15:00,15:46:00,APT00186,APT00002,Arrived,2025-11-07 05:15:00,2025-11-07 15:46:00,GATE00528
FLT0076150,SCH001640,2026-06-12,ACFT00232,AL0007,RT00179,14:45:00,15:53:00,APT00120,APT00174,Arrived,2026-06-12 14:45:00,2026-06-12 15:53:00,GATE00295
FLT0076151,SCH002183,2026-02-11,ACFT00189,AL0011,RT00264,02:15:00,05:53:00,APT00235,APT00087,Arrived,2026-02-11 02:15:00,2026-02-11 05:53:00,GATE00488
FLT0076152,SCH001500,2026-05-03,ACFT00518,AL0005,RT00010,13:45:00,00:35:00,APT00036,APT00144,Arrived,2026-05-03 13:45:00,2026-05-04 00:35:00,GATE00189
FLT0076153,SCH000987,2025-12-09,ACFT00238,AL0003,RT00174,15:30:00,04:34:00,APT00202,APT00040,Arrived,2025-12-09 15:30:00,2025-12-10 04:34:00,GATE00401
FLT0076154,SCH001239,2026-01-24,ACFT00254,AL0017,RT00764,04:30:00,11:50:00,APT00132,APT00183,Arrived,2026-01-24 04:30:00,2026-01-24 11:50:00,GATE00204
FLT0076155,SCH001514,2026-01-28,ACFT00392,AL0013,RT00436,14:00:00,16:46:00,APT00236,APT00132,Arrived,2026-01-28 14:00:00,2026-01-28 16:46:00,GATE00577
FLT0076156,SCH001991,2026-04-12,ACFT00223,AL0005,RT00270,01:15:00,18:57:00,APT00102,APT00125,Arrived,2026-04-12 01:15:00,2026-04-12 18:57:00,GATE00379
FLT0076157,SCH000402,2026-08-14,ACFT00109,AL0020,RT00092,14:15:00,21:27:00,APT00024,APT00157,Scheduled,,,GATE00151
FLT0076158,SCH000087,2026-03-15,ACFT00211,AL0002,RT00642,23:45:00,01:24:00,APT00135,APT00217,Arrived,2026-03-15 23:45:00,2026-03-16 01:24:00,GATE00290
FLT0076159,SCH001516,2026-04-19,ACFT00502,AL0014,RT00874,16:00:00,18:46:00,APT00001,APT00124,Arrived,2026-04-19 16:00:00,2026-04-19 18:46:00,GATE00074
FLT0076160,SCH001364,2025-12-18,ACFT00230,AL0018,RT00706,03:45:00,07:13:00,APT00174,APT00165,Arrived,2025-12-18 03:45:00,2025-12-18 07:13:00,
FLT0076161,SCH000720,2026-07-20,ACFT00560,AL0005,RT00242,11:15:00,16:38:00,APT00222,APT00058,Arrived,2026-07-20 11:15:00,2026-07-20 16:38:00,GATE00500
FLT0076162,SCH001956,2026-07-31,ACFT00556,AL0010,RT00613,02:45:00,19:09:00,APT00048,APT00172,Arrived,2026-07-31 02:45:00,2026-07-31 19:09:00,GATE00484
FLT0076163,SCH002270,2026-01-25,ACFT00263,AL0007,RT00356,22:15:00,00:43:00,APT00001,APT00125,Arrived,2026-01-25 22:15:00,2026-01-26 00:43:00,
FLT0076164,SCH000478,2025-10-30,ACFT00305,AL0012,RT00442,07:45:00,20:23:00,APT00082,APT00157,Arrived,2025-10-30 07:45:00,2025-10-30 20:23:00,GATE00139
FLT0076165,SCH001555,2026-04-23,ACFT00599,AL0010,RT00875,23:30:00,06:34:00,APT00183,APT00192,Arrived,2026-04-23 23:30:00,2026-04-24 06:34:00,GATE00176
FLT0076166,SCH000168,2026-04-22,ACFT00020,AL0016,RT00317,16:15:00,06:46:00,APT00103,APT00116,Arrived,2026-04-22 16:15:00,2026-04-23 06:46:00,GATE00455
FLT0076167,SCH001686,2025-09-29,ACFT00036,AL0012,RT00381,06:30:00,16:49:00,APT00132,APT00205,Delayed,2025-09-29 08:53:00,2025-09-29 19:12:00,GATE00147
FLT0076168,SCH001654,2025-12-03,ACFT00526,AL0010,RT00889,12:15:00,06:08:00,APT00141,APT00154,Arrived,2025-12-03 12:15:00,2025-12-04 06:08:00,GATE00172
FLT0076169,SCH001402,2026-07-24,ACFT00279,AL0006,RT00154,09:00:00,16:57:00,APT00222,APT00103,Delayed,2026-07-24 09:54:00,2026-07-24 17:51:00,GATE00157
FLT0076170,SCH002084,2026-07-20,ACFT00587,AL0007,RT00098,05:45:00,08:53:00,APT00197,APT00079,Delayed,2026-07-20 06:08:00,2026-07-20 09:16:00,GATE00402
FLT0076171,SCH000003,2026-05-22,ACFT00107,AL0001,RT00205,22:45:00,10:49:00,APT00050,APT00018,Arrived,2026-05-22 22:45:00,2026-05-23 10:49:00,GATE00560
FLT0076172,SCH002055,2025-11-24,ACFT00135,AL0015,RT00175,07:00:00,23:07:00,APT00004,APT00173,Arrived,2025-11-24 07:00:00,2025-11-24 23:07:00,GATE00544
FLT0076173,SCH000421,2026-05-30,ACFT00496,AL0003,RT00330,19:15:00,04:35:00,APT00024,APT00182,Arrived,2026-05-30 19:15:00,2026-05-31 04:35:00,GATE00151
FLT0076174,SCH000952,2025-10-18,ACFT00513,AL0007,RT00460,09:45:00,19:28:00,APT00026,APT00007,Arrived,2025-10-18 09:45:00,2025-10-18 19:28:00,GATE00033
FLT0076175,SCH000384,2026-02-15,ACFT00428,AL0003,RT00397,09:45:00,22:10:00,APT00040,APT00138,Arrived,2026-02-15 09:45:00,2026-02-15 22:10:00,GATE00433
FLT0076176,SCH001440,2026-07-14,ACFT00305,AL0012,RT00544,21:00:00,23:04:00,APT00221,APT00226,Arrived,2026-07-14 21:00:00,2026-07-14 23:04:00,GATE00524
FLT0076177,SCH002455,2025-12-07,ACFT00287,AL0010,RT00307,08:45:00,01:34:00,APT00168,APT00067,Cancelled,,,
FLT0076178,SCH000701,2026-08-05,ACFT00390,AL0009,RT00212,01:45:00,04:54:00,APT00076,APT00245,Scheduled,,,GATE00192
FLT0076179,SCH000397,2025-10-07,ACFT00232,AL0007,RT00893,18:00:00,03:45:00,APT00159,APT00082,Arrived,2025-10-07 18:00:00,2025-10-08 03:45:00,GATE00414
FLT0076180,SCH000218,2026-06-08,ACFT00184,AL0006,RT00020,07:30:00,22:29:00,APT00128,APT00156,Arrived,2026-06-08 07:30:00,2026-06-08 22:29:00,GATE00299
FLT0076181,SCH001227,2025-09-27,ACFT00040,AL0003,RT00305,14:30:00,03:07:00,APT00016,APT00130,Arrived,2025-09-27 14:30:00,2025-09-28 03:07:00,GATE00322
FLT0076182,SCH001816,2025-11-04,ACFT00305,AL0012,RT00065,18:30:00,06:29:00,APT00240,APT00017,Cancelled,,,
FLT0076183,SCH001849,2026-02-18,ACFT00443,AL0019,RT00757,06:30:00,07:39:00,APT00227,APT00082,Arrived,2026-02-18 06:30:00,2026-02-18 07:39:00,GATE00348
FLT0076184,SCH001108,2025-08-04,ACFT00178,AL0005,RT00016,07:00:00,00:04:00,APT00187,APT00130,Arrived,2025-08-04 07:00:00,2025-08-05 00:04:00,GATE00159
FLT0076185,SCH001434,2026-04-13,ACFT00516,AL0015,RT00171,08:00:00,21:54:00,APT00164,APT00171,Arrived,2026-04-13 08:00:00,2026-04-13 21:54:00,GATE00069
FLT0076186,SCH001883,2026-01-15,ACFT00212,AL0004,RT00086,05:00:00,17:29:00,APT00023,APT00198,Arrived,2026-01-15 05:00:00,2026-01-15 17:29:00,GATE00292
FLT0076187,SCH002491,2026-02-15,ACFT00245,AL0020,RT00755,16:15:00,19:34:00,APT00028,APT00060,Delayed,2026-02-15 16:41:00,2026-02-15 20:00:00,GATE00507
FLT0076188,SCH002172,2025-11-16,ACFT00486,AL0006,RT00042,07:00:00,09:12:00,APT00224,APT00139,Arrived,2025-11-16 07:00:00,2025-11-16 09:12:00,GATE00137
FLT0076189,SCH001039,2025-11-20,ACFT00009,AL0001,RT00895,23:45:00,16:32:00,APT00205,APT00166,Arrived,2025-11-20 23:45:00,2025-11-21 16:32:00,GATE00180
FLT0076190,SCH001212,2026-02-16,ACFT00582,AL0013,RT00085,08:00:00,00:05:00,APT00029,APT00064,Arrived,2026-02-16 08:00:00,2026-02-17 00:05:00,
FLT0076191,SCH001662,2025-10-03,ACFT00411,AL0017,RT00531,20:00:00,13:14:00,APT00247,APT00090,Arrived,2025-10-03 20:00:00,2025-10-04 13:14:00,GATE00595
FLT0076192,SCH001169,2026-03-27,ACFT00411,AL0017,RT00640,12:15:00,17:51:00,APT00133,APT00158,Arrived,2026-03-27 12:15:00,2026-03-27 17:51:00,GATE00144
