service_id,booking_id,passenger_id,service_type,amount,status
ANC0117015,BK00104071,PAX00192514,In-flight Meal,15.1,Cancelled
ANC0117016,BK00100848,PAX00186596,Wi-Fi,7.29,Cancelled
ANC0117017,BK00100848,PAX00186596,Travel Insurance,31.36,Confirmed
ANC0117018,BK00035030,PAX00064728,In-flight Meal,33.76,Cancelled
ANC0117019,BK00035030,PAX00064728,Travel Insurance,50.23,Confirmed
ANC0117020,BK00100262,PAX00185501,Priority Boarding,37.54,Confirmed
ANC0117021,BK00130825,PAX00241765,Extra Baggage,132.7,Confirmed
ANC0117022,BK00025844,PAX00047878,Extra Baggage,103.97,Confirmed
ANC0117023,BK00025844,PAX00047878,Extra Baggage,96.27,Confirmed
ANC0117024,BK00061647,PAX00113778,Seat Upgrade,232.39,Cancelled
ANC0117025,BK00111388,PAX00205994,Seat Upgrade,64.07,Confirmed
ANC0117026,BK00111388,PAX00205993,In-flight Meal,22.46,Cancelled
ANC0117027,BK00138512,PAX00255999,In-flight Meal,18.68,Cancelled
ANC0117028,BK00129797,PAX00239857,Lounge Access,69.1,Confirmed
ANC0117029,BK00136755,PAX00252784,Travel Insurance,31.74,Cancelled
ANC0117030,BK00136755,PAX00252784,Wi-Fi,8.26,Cancelled
ANC0117031,BK00122041,PAX00225610,Seat Upgrade,174.85,Confirmed
ANC0117032,BK00122041,PAX00225610,In-flight Meal,18.3,Confirmed
ANC0117033,BK00130322,PAX00240825,Extra Baggage,90.8,Cancelled
ANC0117034,BK00130322,PAX00240825,Wi-Fi,9.2,Confirmed
ANC0117035,BK00027861,PAX00051586,Wi-Fi,15.42,Confirmed
ANC0117036,BK00011837,PAX00021941,Travel Insurance,34.85,Confirmed
ANC0117037,BK00011837,PAX00021941,Priority Boarding,23.09,Confirmed
ANC0117038,BK00145161,PAX00268280,Lounge Access,80.85,Cancelled
ANC0117039,BK00071094,PAX00131377,Seat Upgrade,249.61,Cancelled
ANC0117040,BK00071094,PAX00131377,Wi-Fi,5.24,Confirmed
ANC0117041,BK00138435,PAX00255862,Travel Insurance,13.6,Confirmed
ANC0117042,BK00149549,PAX00276409,Wi-Fi,15.08,Cancelled
ANC0117043,BK00149549,PAX00276409,Pet Fee,127.84,Confirmed
ANC0117044,BK00035187,PAX00064999,Priority Boarding,16.27,Cancelled
ANC0117045,BK00035187,PAX00064999,Wi-Fi,13.12,Confirmed
ANC0117046,BK00119919,PAX00221681,Extra Baggage,143.7,Confirmed
ANC0117047,BK00077497,PAX00143229,Wi-Fi,23.82,Confirmed
ANC0117048,BK00000767,PAX00001417,Lounge Access,88.09,Confirmed
ANC0117049,BK00126217,PAX00233303,Seat Upgrade,86.28,Confirmed
ANC0117050,BK00126217,PAX00233303,Pet Fee,101.42,Cancelled
ANC0117051,BK00148403,PAX00274311,Travel Insurance,31.93,Confirmed
ANC0117052,BK00099740,PAX00184512,Wi-Fi,7.71,Confirmed
ANC0117053,BK00099740,PAX00184512,Wi-Fi,18.68,Cancelled
ANC0117054,BK00099862,PAX00184736,In-flight Meal,26.65,Confirmed
ANC0117055,BK00099862,PAX00184736,Pet Fee,88.19,Confirmed
ANC0117056,BK00077115,PAX00142502,Lounge Access,51.69,Confirmed
ANC0117057,BK00077115,PAX00142502,Pet Fee,57.7,Cancelled
ANC0117058,BK00119370,PAX00220692,Travel Insurance,23.5,Confirmed
ANC0117059,BK00119370,PAX00220693,Pet Fee,169.78,Cancelled
ANC0117060,BK00134410,PAX00248439,In-flight Meal,17.27,Confirmed
ANC0117061,BK00134410,PAX00248439,Priority Boarding,17.92,Cancelled
ANC0117062,BK00133446,PAX00246663,Wi-Fi,14.21,Cancelled
ANC0117063,BK00133446,PAX00246663,Pet Fee,50.92,Cancelled
ANC0117064,BK00121436,PAX00224460,Pet Fee,120.01,Confirmed
ANC0117065,BK00114657,PAX00211935,Lounge Access,31.1,Cancelled
ANC0117066,BK00114657,PAX00211935,Lounge Access,72.85,Confirmed
ANC0117067,BK00148374,PAX00274259,Wi-Fi,9.95,Cancelled
ANC0117068,BK00148374,PAX00274258,Extra Baggage,101.46,Confirmed
ANC0117069,BK00141644,PAX00261764,Extra Baggage,124.59,Cancelled
ANC0117070,BK00141644,PAX00261763,In-flight Meal,15.88,Confirmed
ANC0117071,BK00038875,PAX00071773,Travel Insurance,42.5,Confirmed
ANC0117072,BK00038875,PAX00071773,Extra Baggage,56.11,Confirmed
ANC0117073,BK00080578,PAX00148983,Extra Baggage,61.45,Confirmed
ANC0117074,BK00080578,PAX00148983,Priority Boarding,18.72,Confirmed
ANC0117075,BK00019282,PAX00035629,Travel Insurance,58.74,Cancelled
ANC0117076,BK00092905,PAX00171850,Wi-Fi,17.2,Confirmed
ANC0117077,BK00041886,PAX00077298,Travel Insurance,29.91,Confirmed
ANC0117078,BK00041886,PAX00077298,Pet Fee,115.98,Confirmed
ANC0117079,BK00035148,PAX00064932,Wi-Fi,7.37,Confirmed
ANC0117080,BK00037244,PAX00068775,Pet Fee,184.01,Confirmed
ANC0117081,BK00013527,PAX00025035,In-flight Meal,18.71,Confirmed
ANC0117082,BK00013527,PAX00025035,In-flight Meal,30.13,Confirmed
ANC0117083,BK00110756,PAX00204835,Pet Fee,167.72,Confirmed
ANC0117084,BK00110756,PAX00204836,Seat Upgrade,100.91,Confirmed
ANC0117085,BK00063615,PAX00117475,Extra Baggage,138.21,Cancelled
ANC0117086,BK00048565,PAX00089669,Travel Insurance,52.33,Confirmed
ANC0117087,BK00048565,PAX00089669,Extra Baggage,127.64,Confirmed
ANC0117088,BK00048011,PAX00088605,Lounge Access,77.14,Confirmed
ANC0117089,BK00003703,PAX00006848,Extra Baggage,141.41,Cancelled
ANC0117090,BK00003703,PAX00006848,Pet Fee,108.6,Confirmed
ANC0117091,BK00007287,PAX00013569,In-flight Meal,15.8,Confirmed
ANC0117092,BK00019956,PAX00036849,Wi-Fi,14.65,Confirmed
ANC0117093,BK00019956,PAX00036850,Travel Insurance,32.37,Cancelled
ANC0117094,BK00005049,PAX00009351,Priority Boarding,33.82,Cancelled
ANC0117095,BK00032778,PAX00060631,Seat Upgrade,216.51,Confirmed
ANC0117096,BK00032778,PAX00060631,Travel Insurance,21.93,Confirmed
ANC0117097,BK00141642,PAX00261760,Seat Upgrade,102.96,Confirmed
ANC0117098,BK00017619,PAX00032610,In-flight Meal,19.91,Confirmed
ANC0117099,BK00017619,PAX00032610,Priority Boarding,33.06,Confirmed
ANC0117100,BK00044335,PAX00081839,Extra Baggage,106.29,Confirmed
ANC0117101,BK00044335,PAX00081839,Travel Insurance,40.78,Confirmed
ANC0117102,BK00069615,PAX00128583,Seat Upgrade,154.51,Confirmed
ANC0117103,BK00030474,PAX00056391,In-flight Meal,19.26,Cancelled
ANC0117104,BK00030474,PAX00056391,Wi-Fi,19.74,Confirmed
ANC0117105,BK00139262,PAX00257375,Travel Insurance,47.78,Cancelled
ANC0117106,BK00108964,PAX00201548,Lounge Access,74.99,Confirmed
ANC0117107,BK00108964,PAX00201548,Pet Fee,51.05,Confirmed
ANC0117108,BK00033958,PAX00062787,Wi-Fi,13.05,Cancelled
ANC0117109,BK00033958,PAX00062787,Pet Fee,56.03,Confirmed
ANC0117110,BK00023223,PAX00042976,In-flight Meal,13.58,Confirmed
ANC0117111,BK00069930,PAX00129173,Seat Upgrade,273.87,Confirmed
ANC0117112,BK00069930,PAX00129173,Pet Fee,172.09,Cancelled
ANC0117113,BK00040690,PAX00075108,Lounge Access,55.32,Confirmed
ANC0117114,BK00040690,PAX00075108,Travel Insurance,25.92,Confirmed
ANC0117115,BK00027019,PAX00050036,In-flight Meal,29.83,Confirmed
ANC0117116,BK00027019,PAX00050036,Pet Fee,176.06,Confirmed
ANC0117117,BK00025765,PAX00047732,In-flight Meal,21.89,Cancelled
ANC0117118,BK00025765,PAX00047733,Lounge Access,33.93,Confirmed
ANC0117119,BK00008373,PAX00015543,Extra Baggage,138.32,Confirmed
ANC0117120,BK00090614,PAX00167626,Wi-Fi,14.53,Confirmed
ANC0117121,BK00088146,PAX00163022,Travel Insurance,46.47,Confirmed
ANC0117122,BK00088146,PAX00163022,Priority Boarding,27.72,Confirmed
ANC0117123,BK00048726,PAX00089969,Travel Insurance,37.48,Confirmed
ANC0117124,BK00136506,PAX00252341,Extra Baggage,72.37,Confirmed
ANC0117125,BK00055182,PAX00101850,In-flight Meal,44.45,Confirmed
ANC0117126,BK00035103,PAX00064850,Extra Baggage,94.1,Cancelled
ANC0117127,BK00035103,PAX00064850,Pet Fee,65.39,Confirmed
ANC0117128,BK00083655,PAX00154667,Extra Baggage,148.27,Confirmed
ANC0117129,BK00136221,PAX00251814,Wi-Fi,22.33,Confirmed
ANC0117130,BK00110921,PAX00205135,Seat Upgrade,248.81,Cancelled
ANC0117131,BK00110921,PAX00205135,Wi-Fi,16.49,Confirmed
ANC0117132,BK00041920,PAX00077362,Travel Insurance,43.47,Cancelled
ANC0117133,BK00041920,PAX00077362,Lounge Access,84.54,Confirmed
ANC0117134,BK00117762,PAX00217710,Lounge Access,80.14,Confirmed
ANC0117135,BK00025741,PAX00047691,Lounge Access,42.21,Confirmed
ANC0117136,BK00025741,PAX00047691,Priority Boarding,23.97,Confirmed
ANC0117137,BK00039275,PAX00072516,Lounge Access,58.88,Cancelled
ANC0117138,BK00054191,PAX00100016,Pet Fee,56.51,Confirmed
ANC0117139,BK00054191,PAX00100016,Lounge Access,30.44,Cancelled
ANC0117140,BK00051585,PAX00095234,Pet Fee,84.53,Confirmed
ANC0117141,BK00051585,PAX00095234,Pet Fee,111.31,Confirmed
ANC0117142,BK00080922,PAX00149628,Priority Boarding,34.43,Cancelled
ANC0117143,BK00144950,PAX00267869,Pet Fee,123.72,Confirmed
ANC0117144,BK00144950,PAX00267869,Lounge Access,88.29,Confirmed
ANC0117145,BK00023086,PAX00042724,Extra Baggage,131.06,Confirmed
ANC0117146,BK00023086,PAX00042724,Pet Fee,197.46,Confirmed
ANC0117147,BK00005709,PAX00010604,Wi-Fi,15.87,Confirmed
ANC0117148,BK00071382,PAX00131910,Extra Baggage,48.87,Confirmed
ANC0117149,BK00111646,PAX00206475,Lounge Access,77.33,Confirmed
ANC0117150,BK00096295,PAX00178135,Lounge Access,49.85,Confirmed
ANC0117151,BK00096295,PAX00178134,Extra Baggage,145.76,Confirmed
ANC0117152,BK00123506,PAX00228299,Travel Insurance,50.69,Cancelled
ANC0117153,BK00060679,PAX00111982,In-flight Meal,12.24,Cancelled
ANC0117154,BK00060679,PAX00111983,Priority Boarding,38.3,Confirmed
ANC0117155,BK00123452,PAX00228207,Travel Insurance,15.64,Confirmed
ANC0117156,BK00053163,PAX00098131,Wi-Fi,6.55,Cancelled
ANC0117157,BK00093215,PAX00172410,Travel Insurance,33.31,Confirmed
ANC0117158,BK00093215,PAX00172410,Travel Insurance,37.75,Confirmed
ANC0117159,BK00080526,PAX00148891,Travel Insurance,17.29,Confirmed
ANC0117160,BK00102435,PAX00189513,Priority Boarding,24.7,Cancelled
ANC0117161,BK00057317,PAX00105784,Seat Upgrade,127.38,Cancelled
ANC0117162,BK00057317,PAX00105783,Wi-Fi,6.72,Confirmed
ANC0117163,BK00033171,PAX00061345,Priority Boarding,19.8,Cancelled
ANC0117164,BK00033171,PAX00061343,Pet Fee,172.88,Confirmed
ANC0117165,BK00076981,PAX00142252,Pet Fee,175.64,Confirmed
ANC0117166,BK00107794,PAX00199397,Priority Boarding,30.18,Confirmed
ANC0117167,BK00038702,PAX00071460,Travel Insurance,17.81,Confirmed
ANC0117168,BK00038702,PAX00071460,Seat Upgrade,268.95,Cancelled
ANC0117169,BK00129460,PAX00239244,In-flight Meal,30.46,Confirmed
ANC0117170,BK00129460,PAX00239244,In-flight Meal,26.78,Confirmed
ANC0117171,BK00057528,PAX00106180,Seat Upgrade,268.43,Confirmed
ANC0117172,BK00033427,PAX00061804,Travel Insurance,45.19,Confirmed
ANC0117173,BK00033427,PAX00061804,Lounge Access,49.91,Confirmed
ANC0117174,BK00003917,PAX00007246,Extra Baggage,97.01,Cancelled
ANC0117175,BK00003917,PAX00007246,Extra Baggage,113.43,Confirmed
ANC0117176,BK00107432,PAX00198720,In-flight Meal,18.14,Cancelled
ANC0117177,BK00107432,PAX00198719,Seat Upgrade,91.73,Confirmed
ANC0117178,BK00030123,PAX00055751,Wi-Fi,10.85,Confirmed
ANC0117179,BK00095230,PAX00176154,Travel Insurance,38.9,Cancelled
ANC0117180,BK00095230,PAX00176155,Wi-Fi,22.61,Confirmed
ANC0117181,BK00038075,PAX00070306,Wi-Fi,9.98,Confirmed
ANC0117182,BK00145523,PAX00268941,Pet Fee,103.59,Confirmed
ANC0117183,BK00145523,PAX00268941,In-flight Meal,17.59,Confirmed
ANC0117184,BK00067323,PAX00124333,Extra Baggage,90.49,Confirmed
ANC0117185,BK00015684,PAX00029006,Extra Baggage,123.7,Confirmed
ANC0117186,BK00015684,PAX00029005,Priority Boarding,28.78,Confirmed
ANC0117187,BK00126856,PAX00234474,Pet Fee,85.78,Confirmed
ANC0117188,BK00080018,PAX00147947,Lounge Access,36.84,Confirmed
ANC0117189,BK00117382,PAX00217008,Priority Boarding,34.72,Confirmed
ANC0117190,BK00117382,PAX00217009,Travel Insurance,43.93,Cancelled
ANC0117191,BK00000852,PAX00001564,In-flight Meal,42.45,Cancelled
ANC0117192,BK00000852,PAX00001564,Wi-Fi,10.81,Cancelled
ANC0117193,BK00073051,PAX00135023,Travel Insurance,11.91,Cancelled
ANC0117194,BK00081408,PAX00150513,Pet Fee,152.45,Confirmed
ANC0117195,BK00051901,PAX00095827,In-flight Meal,31.72,Confirmed
ANC0117196,BK00051901,PAX00095827,Lounge Access,79.15,Confirmed
ANC0117197,BK00063397,PAX00117084,Pet Fee,181.91,Confirmed
ANC0117198,BK00063397,PAX00117084,Priority Boarding,23.99,Cancelled
ANC0117199,BK00112392,PAX00207840,Lounge Access,73.89,Confirmed
ANC0117200,BK00133128,PAX00246067,Priority Boarding,29.5,Confirmed
ANC0117201,BK00133128,PAX00246068,Lounge Access,30.54,Confirmed
ANC0117202,BK00066195,PAX00122274,Seat Upgrade,135.19,Cancelled
ANC0117203,BK00066195,PAX00122274,Seat Upgrade,83.23,Cancelled
ANC0117204,BK00095725,PAX00177088,In-flight Meal,28.44,Confirmed
ANC0117205,BK00008332,PAX00015463,Extra Baggage,33.47,Cancelled
ANC0117206,BK00008332,PAX00015463,In-flight Meal,26.62,Confirmed
ANC0117207,BK00044340,PAX00081848,Extra Baggage,62.99,Cancelled
ANC0117208,BK00085813,PAX00158665,Pet Fee,95.48,Confirmed
ANC0117209,BK00085813,PAX00158665,Extra Baggage,87.47,Confirmed
ANC0117210,BK00001704,PAX00003149,Priority Boarding,28.73,Cancelled
ANC0117211,BK00058506,PAX00107925,Lounge Access,45.46,Cancelled
ANC0117212,BK00058506,PAX00107925,Seat Upgrade,223.45,Confirmed
ANC0117213,BK00054050,PAX00099742,Extra Baggage,139.07,Confirmed
ANC0117214,BK00054050,PAX00099742,Seat Upgrade,299.24,Cancelled
ANC0117215,BK00078684,PAX00145492,In-flight Meal,17.3,Confirmed
ANC0117216,BK00033460,PAX00061856,Lounge Access,57.6,Confirmed
ANC0117217,BK00139108,PAX00257068,Extra Baggage,85.21,Confirmed
ANC0117218,BK00139108,PAX00257068,In-flight Meal,43.03,Confirmed
ANC0117219,BK00030874,PAX00057131,Priority Boarding,32.42,Confirmed
ANC0117220,BK00106013,PAX00196133,In-flight Meal,22.05,Cancelled
ANC0117221,BK00106013,PAX00196132,Travel Insurance,33.1,Confirmed
ANC0117222,BK00059216,PAX00109286,Extra Baggage,106.84,Confirmed
ANC0117223,BK00059216,PAX00109286,Lounge Access,89.47,Confirmed
ANC0117224,BK00057290,PAX00105724,Pet Fee,84.58,Confirmed
ANC0117225,BK00073642,PAX00136132,Wi-Fi,14.99,Confirmed
ANC0117226,BK00073642,PAX00136132,Seat Upgrade,237.47,Confirmed
ANC0117227,BK00128266,PAX00237072,Extra Baggage,34.38,Confirmed
ANC0117228,BK00128266,PAX00237072,Pet Fee,165.92,Confirmed
ANC0117229,BK00138054,PAX00255149,In-flight Meal,13.38,Confirmed
ANC0117230,BK00132388,PAX00244686,Wi-Fi,11.61,Confirmed
ANC0117231,BK00132388,PAX00244686,Pet Fee,100.17,Confirmed
ANC0117232,BK00004806,PAX00008933,Seat Upgrade,209.1,Confirmed
ANC0117233,BK00004806,PAX00008934,Travel Insurance,15.66,Confirmed
ANC0117234,BK00070435,PAX00130137,Priority Boarding,15.35,Confirmed
ANC0117235,BK00105963,PAX00196036,Wi-Fi,6.94,Cancelled
ANC0117236,BK00096392,PAX00178319,Priority Boarding,26.05,Confirmed
ANC0117237,BK00133899,PAX00247512,Seat Upgrade,97.68,Confirmed
ANC0117238,BK00116573,PAX00215517,Wi-Fi,10.8,Confirmed
ANC0117239,BK00116573,PAX00215515,Travel Insurance,18.45,Cancelled
ANC0117240,BK00072962,PAX00134863,Travel Insurance,57.69,Cancelled
ANC0117241,BK00062772,PAX00115913,Lounge Access,45.57,Confirmed
ANC0117242,BK00062772,PAX00115913,Wi-Fi,23.65,Confirmed
ANC0117243,BK00037138,PAX00068567,Wi-Fi,9.91,Confirmed
ANC0117244,BK00037138,PAX00068570,Extra Baggage,38.51,Confirmed
ANC0117245,BK00054183,PAX00100001,Lounge Access,73.05,Confirmed
ANC0117246,BK00054183,PAX00100001,In-flight Meal,38.61,Confirmed
ANC0117247,BK00053680,PAX00099059,Extra Baggage,68.67,Confirmed
ANC0117248,BK00082619,PAX00152749,Wi-Fi,7.92,Confirmed
ANC0117249,BK00082619,PAX00152749,Seat Upgrade,280.41,Cancelled
ANC0117250,BK00140312,PAX00259295,Pet Fee,128.46,Cancelled
ANC0117251,BK00140312,PAX00259295,Priority Boarding,33.23,Confirmed
ANC0117252,BK00038040,PAX00070236,In-flight Meal,18.19,Confirmed
ANC0117253,BK00073161,PAX00135230,Wi-Fi,9.74,Confirmed
ANC0117254,BK00118539,PAX00219178,Pet Fee,122.77,Confirmed
ANC0117255,BK00118539,PAX00219178,Wi-Fi,24.54,Confirmed
ANC0117256,BK00087428,PAX00161663,Wi-Fi,24.25,Confirmed
ANC0117257,BK00135668,PAX00250781,In-flight Meal,15.37,Cancelled
ANC0117258,BK00027726,PAX00051353,Travel Insurance,46.99,Cancelled
ANC0117259,BK00027726,PAX00051353,Extra Baggage,102.34,Confirmed
ANC0117260,BK00067554,PAX00124780,Wi-Fi,22.61,Confirmed
ANC0117261,BK00067554,PAX00124780,Wi-Fi,22.51,Confirmed
ANC0117262,BK00026713,PAX00049467,Seat Upgrade,186.65,Confirmed
ANC0117263,BK00026713,PAX00049469,Priority Boarding,15.68,Confirmed
ANC0117264,BK00038017,PAX00070194,Seat Upgrade,276.58,Cancelled
ANC0117265,BK00046957,PAX00086647,Seat Upgrade,270.11,Confirmed
ANC0117266,BK00069400,PAX00128190,Pet Fee,137.16,Confirmed
ANC0117267,BK00093001,PAX00172022,Seat Upgrade,65.81,Confirmed
ANC0117268,BK00103335,PAX00191133,Wi-Fi,19.27,Confirmed
ANC0117269,BK00105860,PAX00195844,Priority Boarding,18.18,Confirmed
ANC0117270,BK00105860,PAX00195843,Pet Fee,185.3,Cancelled
ANC0117271,BK00054882,PAX00101263,Priority Boarding,21.11,Confirmed
ANC0117272,BK00003637,PAX00006725,Priority Boarding,23.86,Confirmed
ANC0117273,BK00117462,PAX00217157,In-flight Meal,16.85,Confirmed
ANC0117274,BK00025459,PAX00047146,Pet Fee,104.38,Confirmed
ANC0117275,BK00019256,PAX00035577,Extra Baggage,126.43,Cancelled
ANC0117276,BK00126818,PAX00234397,Travel Insurance,15.48,Confirmed
ANC0117277,BK00126818,PAX00234397,In-flight Meal,22.88,Cancelled
ANC0117278,BK00094478,PAX00174764,Travel Insurance,52.95,Confirmed
ANC0117279,BK00017322,PAX00032039,Extra Baggage,64.95,Cancelled
ANC0117280,BK00017322,PAX00032039,Priority Boarding,17.28,Confirmed
ANC0117281,BK00026388,PAX00048888,Seat Upgrade,33.19,Cancelled
ANC0117282,BK00113788,PAX00210357,In-flight Meal,25.45,Cancelled
ANC0117283,BK00113788,PAX00210357,Wi-Fi,5.56,Confirmed
ANC0117284,BK00031860,PAX00058913,Lounge Access,66.93,Confirmed
ANC0117285,BK00037071,PAX00068451,Seat Upgrade,44.15,Confirmed
ANC0117286,BK00019415,PAX00035867,Extra Baggage,56.25,Cancelled
ANC0117287,BK00021012,PAX00038804,Wi-Fi,12.8,Confirmed
ANC0117288,BK00036775,PAX00067921,Travel Insurance,50.13,Confirmed
ANC0117289,BK00149194,PAX00275754,Pet Fee,87.47,Cancelled
ANC0117290,BK00098749,PAX00182702,Pet Fee,84.21,Confirmed
ANC0117291,BK00138354,PAX00255705,Pet Fee,57.79,Cancelled
ANC0117292,BK00138354,PAX00255705,Priority Boarding,26.87,Confirmed
ANC0117293,BK00066023,PAX00121953,Seat Upgrade,185.31,Confirmed
ANC0117294,BK00119627,PAX00221162,Extra Baggage,32.54,Confirmed
ANC0117295,BK00119627,PAX00221164,Pet Fee,177.88,Cancelled
ANC0117296,BK00140853,PAX00260301,Travel Insurance,57.57,Cancelled
ANC0117297,BK00140853,PAX00260300,Priority Boarding,33.94,Confirmed
ANC0117298,BK00095729,PAX00177095,Lounge Access,80.15,Confirmed
ANC0117299,BK00095729,PAX00177095,Lounge Access,58.85,Confirmed
ANC0117300,BK00004377,PAX00008128,Wi-Fi,17.49,Confirmed
ANC0117301,BK00084012,PAX00155293,Wi-Fi,8.65,Confirmed
ANC0117302,BK00092915,PAX00171869,Extra Baggage,62.57,Confirmed
ANC0117303,BK00119332,PAX00220628,Extra Baggage,112.76,Confirmed
ANC0117304,BK00119332,PAX00220628,Travel Insurance,41.79,Confirmed
ANC0117305,BK00048879,PAX00090255,Seat Upgrade,166.79,Cancelled
ANC0117306,BK00019833,PAX00036626,Seat Upgrade,139.83,Cancelled
ANC0117307,BK00019833,PAX00036626,Seat Upgrade,56.76,Confirmed
ANC0117308,BK00056332,PAX00103959,Priority Boarding,38.11,Confirmed
ANC0117309,BK00058403,PAX00107734,Seat Upgrade,221.7,Confirmed
ANC0117310,BK00058403,PAX00107735,In-flight Meal,43.62,Confirmed
ANC0117311,BK00142310,PAX00263029,In-flight Meal,42.29,Confirmed
ANC0117312,BK00010924,PAX00020249,Wi-Fi,5.74,Confirmed
ANC0117313,BK00118768,PAX00219606,Extra Baggage,82.66,Confirmed
ANC0117314,BK00118768,PAX00219606,Seat Upgrade,201.03,Cancelled
ANC0117315,BK00109118,PAX00201846,Travel Insurance,51.52,Confirmed
ANC0117316,BK00143256,PAX00264773,Priority Boarding,16.8,Confirmed
ANC0117317,BK00132573,PAX00245049,Priority Boarding,28.21,Confirmed
ANC0117318,BK00132573,PAX00245047,Wi-Fi,7.48,Cancelled
ANC0117319,BK00093125,PAX00172250,Seat Upgrade,236.29,Confirmed
ANC0117320,BK00093125,PAX00172250,Priority Boarding,38.18,Confirmed
ANC0117321,BK00068754,PAX00127005,Travel Insurance,15.84,Cancelled
ANC0117322,BK00054415,PAX00100414,Priority Boarding,19.24,Confirmed
ANC0117323,BK00081811,PAX00151273,Extra Baggage,103.8,Cancelled
ANC0117324,BK00081811,PAX00151273,Travel Insurance,50.85,Confirmed
ANC0117325,BK00053108,PAX00098030,Travel Insurance,13.43,Confirmed
ANC0117326,BK00057187,PAX00105536,Lounge Access,64.95,Confirmed
ANC0117327,BK00002306,PAX00004258,Priority Boarding,36.47,Confirmed
ANC0117328,BK00008819,PAX00016353,In-flight Meal,29.93,Confirmed
ANC0117329,BK00008819,PAX00016353,Lounge Access,58.33,Cancelled
ANC0117330,BK00124830,PAX00230755,Travel Insurance,12.37,Cancelled
ANC0117331,BK00065490,PAX00120943,Wi-Fi,11.99,Cancelled
ANC0117332,BK00109726,PAX00202943,Wi-Fi,15.68,Confirmed
ANC0117333,BK00109726,PAX00202943,Wi-Fi,13.85,Confirmed
ANC0117334,BK00045299,PAX00083617,Wi-Fi,16.5,Confirmed
ANC0117335,BK00083925,PAX00155130,Pet Fee,113.8,Cancelled
ANC0117336,BK00083925,PAX00155130,Travel Insurance,12.65,Confirmed
ANC0117337,BK00128321,PAX00237161,Wi-Fi,14.87,Cancelled
ANC0117338,BK00128321,PAX00237161,Priority Boarding,16.74,Confirmed
ANC0117339,BK00144367,PAX00266815,In-flight Meal,27.87,Confirmed
ANC0117340,BK00072953,PAX00134843,Lounge Access,87.89,Confirmed
ANC0117341,BK00084221,PAX00155678,Priority Boarding,26.5,Confirmed
ANC0117342,BK00027251,PAX00050469,In-flight Meal,20.56,Cancelled
ANC0117343,BK00144450,PAX00266954,Extra Baggage,140.02,Cancelled
ANC0117344,BK00059074,PAX00109013,Seat Upgrade,291.8,Confirmed
ANC0117345,BK00124400,PAX00229965,Seat Upgrade,117.44,Cancelled
ANC0117346,BK00124400,PAX00229965,In-flight Meal,37.38,Cancelled
ANC0117347,BK00042925,PAX00079231,Priority Boarding,29.32,Confirmed
ANC0117348,BK00023314,PAX00043157,Wi-Fi,21.47,Confirmed
ANC0117349,BK00104018,PAX00192421,Priority Boarding,34.55,Cancelled
ANC0117350,BK00104018,PAX00192420,Wi-Fi,20.56,Confirmed
ANC0117351,BK00054160,PAX00099960,Extra Baggage,58.37,Confirmed
ANC0117352,BK00076120,PAX00140649,Pet Fee,183.07,Confirmed
ANC0117353,BK00076120,PAX00140650,In-flight Meal,11.77,Confirmed
ANC0117354,BK00084858,PAX00156854,Extra Baggage,72.62,Cancelled
ANC0117355,BK00084858,PAX00156854,Priority Boarding,20.37,Confirmed
ANC0117356,BK00136648,PAX00252604,In-flight Meal,19.82,Cancelled
ANC0117357,BK00111382,PAX00205986,In-flight Meal,29.5,Confirmed
ANC0117358,BK00111382,PAX00205987,Travel Insurance,50.84,Cancelled
ANC0117359,BK00104261,PAX00192867,Seat Upgrade,287.36,Confirmed
ANC0117360,BK00104261,PAX00192867,Wi-Fi,5.15,Confirmed
ANC0117361,BK00113405,PAX00209646,Seat Upgrade,168.23,Confirmed
ANC0117362,BK00113405,PAX00209646,Priority Boarding,29.19,Confirmed
ANC0117363,BK00122042,PAX00225611,Seat Upgrade,213.48,Confirmed
ANC0117364,BK00074127,PAX00137019,Lounge Access,38.41,Cancelled
ANC0117365,BK00074127,PAX00137019,Seat Upgrade,227.63,Cancelled
ANC0117366,BK00118416,PAX00218939,Extra Baggage,43.43,Confirmed
ANC0117367,BK00118416,PAX00218942,In-flight Meal,18.67,Confirmed
ANC0117368,BK00094779,PAX00175342,Extra Baggage,136.93,Confirmed
ANC0117369,BK00094779,PAX00175342,Pet Fee,196.89,Confirmed
ANC0117370,BK00089229,PAX00165022,Priority Boarding,16.97,Confirmed
ANC0117371,BK00134553,PAX00248678,Travel Insurance,17.72,Cancelled
ANC0117372,BK00134553,PAX00248678,Seat Upgrade,132.77,Confirmed
ANC0117373,BK00149858,PAX00276997,Lounge Access,52.76,Confirmed
ANC0117374,BK00126454,PAX00233735,Wi-Fi,7.95,Confirmed
ANC0117375,BK00126454,PAX00233735,Lounge Access,60.47,Confirmed
ANC0117376,BK00073470,PAX00135812,Wi-Fi,16.39,Confirmed
ANC0117377,BK00073470,PAX00135812,Extra Baggage,134.17,Confirmed
ANC0117378,BK00006184,PAX00011492,In-flight Meal,15.06,Confirmed
ANC0117379,BK00005781,PAX00010743,In-flight Meal,13.66,Confirmed
ANC0117380,BK00005781,PAX00010743,Priority Boarding,16.83,Confirmed
ANC0117381,BK00037410,PAX00069088,Lounge Access,39.64,Confirmed
ANC0117382,BK00041743,PAX00077022,Pet Fee,82.27,Confirmed
