transaction_id,loyalty_id,flight_id,points_earned,points_redeemed,transaction_date,transaction_type
LT00078579,LOY0008206,,0,4399,2022-12-02,Redeem
LT00078580,LOY0011137,,2868,0,2024-06-05,Earn
LT00078581,LOY0032727,,1543,0,2022-03-06,Earn
LT00078582,LOY0008509,FLT0025052,3885,0,2025-01-05,Bonus
LT00078583,LOY0004513,FLT0045344,3900,0,2025-02-05,Earn
LT00078584,LOY0016214,FLT0066336,0,1558,2020-04-27,Redeem
LT00078585,LOY0014152,FLT0060696,0,6737,2022-10-26,Redeem
LT00078586,LOY0002653,FLT0012857,1633,0,2021-09-11,Earn
LT00078587,LOY0017510,FLT0073886,0,0,2022-05-17,Adjustment
LT00078588,LOY0013161,FLT0017182,325,0,2020-03-17,Earn
LT00078589,LOY0026636,FLT0019710,3872,0,2020-05-26,Earn
LT00078590,LOY0008117,FLT0018444,0,0,2026-03-21,Adjustment
LT00078591,LOY0032934,FLT0069271,4008,0,2022-02-10,Earn
LT00078592,LOY0005419,,3892,0,2024-10-14,Earn
LT00078593,LOY0028999,,0,0,2024-08-28,Adjustment
LT00078594,LOY0015022,FLT0001491,4208,0,2025-01-17,Earn
LT00078595,LOY0008045,FLT0019926,0,16881,2022-06-30,Redeem
LT00078596,LOY0004619,FLT0018197,1733,0,2024-07-27,Earn
LT00078597,LOY0000795,FLT0053066,3294,0,2022-03-15,Earn
LT00078598,LOY0028738,,0,3817,2025-08-22,Redeem
LT00078599,LOY0020411,FLT0039464,0,11855,2023-05-05,Redeem
LT00078600,LOY0000354,FLT0066059,0,17703,2020-09-09,Redeem
LT00078601,LOY0018697,FLT0050687,4943,0,2026-02-05,Earn
LT00078602,LOY0020801,FLT0045214,0,10350,2026-06-04,Redeem
LT00078603,LOY0018119,FLT0055859,3071,0,2021-01-03,Earn
LT00078604,LOY0009250,FLT0077800,2392,0,2020-01-10,Earn
LT00078605,LOY0002163,FLT0065929,4292,0,2022-04-12,Earn
LT00078606,LOY0027424,FLT0037479,2211,0,2024-03-30,Earn
LT00078607,LOY0024211,,2281,0,2022-09-22,Earn
LT00078608,LOY0006814,,2609,0,2020-05-18,Earn
LT00078609,LOY0016044,FLT0046946,0,4122,2023-09-18,Redeem
LT00078610,LOY0017473,,254,0,2020-09-24,Earn
LT00078611,LOY0015244,FLT0010130,0,0,2024-12-24,Adjustment
LT00078612,LOY0010067,FLT0033377,0,0,2026-07-23,Adjustment
LT00078613,LOY0022990,,2675,0,2024-03-29,Bonus
LT00078614,LOY0026962,FLT0043164,959,0,2023-06-27,Bonus
LT00078615,LOY0029952,FLT0074420,3591,0,2021-07-15,Earn
LT00078616,LOY0018084,FLT0044170,2165,0,2021-10-30,Earn
LT00078617,LOY0025222,,1029,0,2021-09-07,Bonus
LT00078618,LOY0001499,FLT0015057,3922,0,2021-10-22,Earn
LT00078619,LOY0020235,,0,0,2024-10-14,Adjustment
LT00078620,LOY0005973,,0,0,2026-06-21,Adjustment
LT00078621,LOY0030700,FLT0019681,4539,0,2024-01-27,Earn
LT00078622,LOY0017582,FLT0061785,2860,0,2023-02-19,Earn
LT00078623,LOY0003714,,3120,0,2023-03-13,Earn
LT00078624,LOY0029307,,0,1726,2023-01-14,Redeem
LT00078625,LOY0001560,FLT0058689,513,0,2021-04-05,Earn
LT00078626,LOY0019192,FLT0064788,3968,0,2024-11-28,Bonus
LT00078627,LOY0029744,,1672,0,2026-04-09,Earn
LT00078628,LOY0007648,FLT0055102,3698,0,2022-05-11,Earn
LT00078629,LOY0012927,FLT0006962,1438,0,2026-06-24,Earn
LT00078630,LOY0031639,FLT0063522,1242,0,2021-06-19,Earn
LT00078631,LOY0010526,FLT0065499,3492,0,2023-11-09,Earn
LT00078632,LOY0020344,FLT0001599,2514,0,2024-05-13,Earn
LT00078633,LOY0015483,FLT0059086,0,0,2024-11-27,Adjustment
LT00078634,LOY0032915,FLT0067437,2461,0,2025-12-22,Bonus
LT00078635,LOY0031491,FLT0027198,3704,0,2026-05-28,Earn
LT00078636,LOY0007976,FLT0052495,4915,0,2022-02-11,Earn
LT00078637,LOY0007400,FLT0052609,4253,0,2021-06-11,Bonus
LT00078638,LOY0024649,FLT0030519,975,0,2020-12-03,Earn
LT00078639,LOY0027659,FLT0069584,0,4633,2020-04-13,Redeem
LT00078640,LOY0004506,FLT0018841,2691,0,2023-03-18,Earn
LT00078641,LOY0012404,FLT0067866,0,0,2024-07-30,Adjustment
LT00078642,LOY0015885,FLT0027490,3733,0,2025-02-20,Bonus
LT00078643,LOY0000907,FLT0041018,929,0,2020-09-30,Earn
LT00078644,LOY0024523,,2927,0,2023-12-08,Earn
LT00078645,LOY0005289,,0,5979,2026-07-20,Redeem
LT00078646,LOY0015071,FLT0066592,1461,0,2020-12-27,Earn
LT00078647,LOY0025430,FLT0027721,3909,0,2024-12-23,Earn
LT00078648,LOY0003128,FLT0029457,4675,0,2021-07-20,Earn
LT00078649,LOY0007311,FLT0009147,3063,0,2020-11-26,Earn
LT00078650,LOY0019471,,4370,0,2026-06-11,Earn
LT00078651,LOY0022665,FLT0012566,4550,0,2026-03-03,Bonus
LT00078652,LOY0019031,FLT0064952,0,17012,2020-11-12,Redeem
LT00078653,LOY0022448,FLT0065162,0,10039,2024-08-04,Redeem
LT00078654,LOY0010213,FLT0022675,2774,0,2026-07-12,Earn
LT00078655,LOY0027239,FLT0062385,1967,0,2025-06-29,Earn
LT00078656,LOY0006022,FLT0010975,1932,0,2024-07-11,Earn
LT00078657,LOY0019099,FLT0076065,0,1098,2026-05-27,Redeem
LT00078658,LOY0023015,,227,0,2025-05-09,Earn
LT00078659,LOY0019392,FLT0053424,896,0,2021-12-24,Earn
LT00078660,LOY0020998,FLT0063232,0,9262,2025-08-06,Redeem
LT00078661,LOY0004526,FLT0002721,2942,0,2021-04-26,Earn
LT00078662,LOY0005166,FLT0071806,2118,0,2026-03-01,Earn
LT00078663,LOY0032839,,2970,0,2020-07-04,Earn
LT00078664,LOY0016646,,0,18765,2022-02-22,Redeem
LT00078665,LOY0029665,FLT0067755,2515,0,2021-04-20,Earn
LT00078666,LOY0023287,FLT0001883,0,9202,2023-06-27,Redeem
LT00078667,LOY0031158,,3774,0,2021-10-08,Earn
LT00078668,LOY0000479,FLT0043296,3859,0,2022-06-09,Earn
LT00078669,LOY0027491,FLT0061239,0,0,2024-10-11,Adjustment
LT00078670,LOY0000867,,4954,0,2024-03-22,Bonus
LT00078671,LOY0015302,FLT0060786,4120,0,2023-09-08,Earn
LT00078672,LOY0018165,FLT0077164,600,0,2025-11-15,Earn
LT00078673,LOY0023461,,2568,0,2024-01-01,Earn
LT00078674,LOY0008800,,2585,0,2025-05-04,Earn
LT00078675,LOY0017335,,0,17390,2022-07-07,Redeem
LT00078676,LOY0031469,FLT0056843,4172,0,2024-05-07,Bonus
LT00078677,LOY0004846,FLT0071157,920,0,2025-07-14,Earn
LT00078678,LOY0008831,FLT0003390,2960,0,2024-11-14,Earn
LT00078679,LOY0029296,,2199,0,2020-09-14,Earn
LT00078680,LOY0024410,,4025,0,2021-09-24,Earn
LT00078681,LOY0026047,FLT0048930,0,0,2026-05-09,Adjustment
LT00078682,LOY0006331,,2909,0,2022-02-17,Bonus
LT00078683,LOY0017137,FLT0077785,3763,0,2023-05-29,Bonus
LT00078684,LOY0014241,FLT0057991,0,0,2021-02-07,Adjustment
LT00078685,LOY0011453,FLT0073571,0,4579,2023-06-26,Redeem
LT00078686,LOY0013923,FLT0074590,4317,0,2025-08-01,Earn
LT00078687,LOY0007050,,0,0,2023-02-01,Adjustment
LT00078688,LOY0032022,FLT0060963,0,6926,2022-01-26,Redeem
LT00078689,LOY0011235,FLT0044450,0,15771,2024-04-27,Redeem
LT00078690,LOY0004189,,0,0,2025-05-19,Adjustment
LT00078691,LOY0003733,,0,5143,2023-05-29,Redeem
LT00078692,LOY0004082,,3687,0,2020-11-05,Earn
LT00078693,LOY0013160,FLT0046521,3321,0,2024-04-09,Earn
LT00078694,LOY0009842,FLT0015900,2256,0,2022-06-16,Earn
LT00078695,LOY0024852,,680,0,2024-05-14,Earn
LT00078696,LOY0007768,,2434,0,2023-08-17,Earn
LT00078697,LOY0004767,FLT0066235,2729,0,2025-09-17,Earn
LT00078698,LOY0024182,FLT0000885,1365,0,2022-02-11,Earn
LT00078699,LOY0009615,FLT0004570,3300,0,2025-10-10,Earn
LT00078700,LOY0031657,FLT0040912,2771,0,2021-12-22,Earn
LT00078701,LOY0030461,FLT0017487,4265,0,2023-03-13,Earn
LT00078702,LOY0016196,,0,8775,2023-08-15,Redeem
LT00078703,LOY0000915,FLT0078123,1332,0,2023-06-27,Earn
LT00078704,LOY0007489,,0,13529,2024-05-25,Redeem
LT00078705,LOY0019832,,3359,0,2022-07-21,Earn
LT00078706,LOY0019201,FLT0023417,2868,0,2020-11-16,Earn
LT00078707,LOY0014211,FLT0039129,1349,0,2026-04-09,Earn
LT00078708,LOY0004315,FLT0035951,0,3039,2020-01-14,Redeem
LT00078709,LOY0007401,FLT0066797,2559,0,2023-11-17,Earn
LT00078710,LOY0032245,FLT0034360,4102,0,2022-03-09,Earn
LT00078711,LOY0032707,FLT0002117,4852,0,2024-06-27,Earn
LT00078712,LOY0027638,,2380,0,2025-10-29,Earn
LT00078713,LOY0011668,,3431,0,2022-10-14,Earn
LT00078714,LOY0031145,FLT0026210,1678,0,2024-02-16,Earn
LT00078715,LOY0006080,FLT0011384,949,0,2020-03-07,Earn
LT00078716,LOY0000129,,1322,0,2026-05-27,Earn
LT00078717,LOY0012194,,1224,0,2023-11-28,Bonus
LT00078718,LOY0011304,FLT0001900,1137,0,2022-09-08,Earn
LT00078719,LOY0004987,FLT0061714,0,0,2026-05-05,Adjustment
LT00078720,LOY0012578,FLT0052754,2473,0,2021-05-30,Earn
LT00078721,LOY0031111,FLT0040305,1508,0,2023-04-19,Earn
LT00078722,LOY0020953,FLT0061861,0,9068,2023-03-14,Redeem
LT00078723,LOY0002014,,4687,0,2026-03-23,Earn
LT00078724,LOY0019444,,2753,0,2024-12-28,Earn
LT00078725,LOY0014649,,876,0,2026-03-18,Earn
LT00078726,LOY0027958,FLT0014761,596,0,2021-05-11,Earn
LT00078727,LOY0019287,,0,0,2023-07-09,Adjustment
LT00078728,LOY0030416,FLT0036343,3003,0,2022-07-12,Earn
LT00078729,LOY0014222,FLT0027421,3352,0,2021-03-18,Earn
LT00078730,LOY0022697,FLT0041804,4200,0,2023-11-10,Earn
LT00078731,LOY0015148,FLT0076361,3705,0,2021-02-13,Earn
LT00078732,LOY0010786,,0,16789,2023-01-13,Redeem
LT00078733,LOY0015935,FLT0030040,0,10600,2026-04-03,Redeem
LT00078734,LOY0009881,FLT0025321,408,0,2024-01-06,Earn
LT00078735,LOY0024343,,3156,0,2022-10-25,Earn
LT00078736,LOY0015167,FLT0032857,2622,0,2021-04-27,Earn
LT00078737,LOY0021134,,1761,0,2025-05-25,Earn
LT00078738,LOY0025178,FLT0072769,0,18927,2020-02-21,Redeem
LT00078739,LOY0008571,FLT0004244,862,0,2024-04-17,Earn
LT00078740,LOY0027468,FLT0047369,3835,0,2020-11-16,Bonus
LT00078741,LOY0017721,FLT0056179,1009,0,2020-09-11,Earn
LT00078742,LOY0029285,,0,17704,2022-01-16,Redeem
LT00078743,LOY0005563,FLT0045160,4518,0,2020-02-05,Earn
LT00078744,LOY0022180,FLT0011374,0,12159,2023-10-07,Redeem
LT00078745,LOY0018159,,0,11528,2022-02-26,Redeem
LT00078746,LOY0025198,FLT0010032,2051,0,2020-09-07,Earn
LT00078747,LOY0000323,FLT0044119,0,2098,2023-02-24,Redeem
LT00078748,LOY0023583,FLT0044846,3091,0,2026-07-15,Bonus
LT00078749,LOY0009508,FLT0035508,4382,0,2023-07-30,Earn
LT00078750,LOY0010304,FLT0021125,1577,0,2022-09-15,Earn
LT00078751,LOY0026786,,3494,0,2020-06-26,Bonus
LT00078752,LOY0027381,,0,0,2025-02-22,Adjustment
LT00078753,LOY0029175,FLT0038469,2935,0,2023-11-27,Earn
LT00078754,LOY0028495,,0,3889,2026-02-16,Redeem
LT00078755,LOY0009898,,0,12854,2021-09-14,Redeem
LT00078756,LOY0024108,FLT0060516,2681,0,2020-02-14,Earn
LT00078757,LOY0008471,FLT0021444,0,0,2021-08-29,Adjustment
LT00078758,LOY0031265,FLT0002616,973,0,2022-08-26,Bonus
LT00078759,LOY0023317,FLT0015890,2131,0,2024-06-12,Earn
LT00078760,LOY0032478,,3612,0,2026-05-17,Earn
LT00078761,LOY0024550,FLT0042037,0,0,2024-08-22,Adjustment
LT00078762,LOY0026736,FLT0057134,4952,0,2023-03-20,Earn
LT00078763,LOY0025962,,533,0,2025-04-13,Earn
LT00078764,LOY0006350,,3927,0,2023-11-29,Earn
LT00078765,LOY0000079,FLT0022689,0,1468,2024-06-20,Redeem
LT00078766,LOY0029363,,0,3766,2026-02-08,Redeem
LT00078767,LOY0010821,,0,11563,2020-01-07,Redeem
LT00078768,LOY0030822,FLT0043711,0,13362,2023-04-14,Redeem
LT00078769,LOY0012665,FLT0067799,2598,0,2023-09-24,Earn
LT00078770,LOY0004688,FLT0047576,3081,0,2025-08-28,Earn
LT00078771,LOY0010880,FLT0055392,0,3914,2024-02-01,Redeem
LT00078772,LOY0014287,,4966,0,2026-04-28,Bonus
LT00078773,LOY0024646,,3098,0,2021-05-15,Earn
LT00078774,LOY0018993,FLT0059377,2827,0,2022-04-02,Bonus
LT00078775,LOY0016973,,0,0,2026-01-12,Adjustment
LT00078776,LOY0020333,FLT0029182,1428,0,2022-02-02,Earn
LT00078777,LOY0014016,FLT0052089,4984,0,2026-06-26,Earn
LT00078778,LOY0016360,FLT0008187,0,0,2026-06-13,Adjustment
LT00078779,LOY0019089,FLT0078162,1318,0,2024-01-20,Earn
LT00078780,LOY0015281,FLT0058305,242,0,2022-06-09,Earn
LT00078781,LOY0019462,,4327,0,2024-03-10,Earn
LT00078782,LOY0007162,FLT0019780,205,0,2023-06-11,Earn
LT00078783,LOY0023336,FLT0022287,0,15933,2024-08-31,Redeem
LT00078784,LOY0003077,,2128,0,2025-06-16,Earn
LT00078785,LOY0001485,FLT0069969,0,1859,2023-05-15,Redeem
LT00078786,LOY0014022,FLT0077760,0,7105,2021-04-03,Redeem
LT00078787,LOY0000244,FLT0006463,3864,0,2023-12-31,Earn
LT00078788,LOY0027254,,1055,0,2020-01-01,Bonus
LT00078789,LOY0007567,FLT0015078,0,17841,2020-04-21,Redeem
LT00078790,LOY0014470,,0,19810,2020-11-15,Redeem
LT00078791,LOY0024868,,2249,0,2026-04-24,Earn
LT00078792,LOY0030886,,1124,0,2021-09-28,Earn
LT00078793,LOY0024512,FLT0039814,1874,0,2022-12-14,Earn
LT00078794,LOY0015320,,3599,0,2025-08-15,Bonus
LT00078795,LOY0000158,FLT0067586,170,0,2026-01-06,Earn
LT00078796,LOY0022426,FLT0052328,0,10934,2023-01-02,Redeem
LT00078797,LOY0003214,,1348,0,2020-09-02,Earn
LT00078798,LOY0021237,FLT0003557,2440,0,2022-10-01,Earn
LT00078799,LOY0002879,,1239,0,2020-10-11,Bonus
LT00078800,LOY0008474,FLT0038409,3004,0,2021-07-03,Earn
LT00078801,LOY0008914,FLT0028585,1063,0,2021-12-12,Earn
LT00078802,LOY0010799,FLT0074277,1112,0,2025-12-09,Earn
LT00078803,LOY0023657,FLT0006043,3922,0,2023-08-29,Earn
LT00078804,LOY0010548,FLT0057245,2409,0,2026-07-19,Earn
LT00078805,LOY0010526,FLT0057314,2473,0,2021-04-21,Earn
LT00078806,LOY0013379,,2568,0,2023-10-24,Bonus
LT00078807,LOY0026109,FLT0005281,0,9854,2022-08-04,Redeem
LT00078808,LOY0023671,,2794,0,2023-11-05,Bonus
LT00078809,LOY0000918,,406,0,2024-11-04,Earn
LT00078810,LOY0002766,FLT0024273,0,9475,2025-12-15,Redeem
LT00078811,LOY0025505,FLT0050823,1361,0,2025-11-20,Earn
LT00078812,LOY0019725,FLT0066283,0,12473,2024-01-02,Redeem
LT00078813,LOY0018920,FLT0001967,1532,0,2025-02-17,Earn
LT00078814,LOY0009589,FLT0003983,2749,0,2025-09-22,Earn
LT00078815,LOY0006379,,4676,0,2024-01-15,Earn
LT00078816,LOY0016100,,423,0,2021-10-02,Earn
LT00078817,LOY0007534,FLT0030802,0,5246,2025-01-18,Redeem
LT00078818,LOY0023531,FLT0073432,0,9691,2023-11-17,Redeem
LT00078819,LOY0014827,,4441,0,2022-05-08,Earn
LT00078820,LOY0016373,FLT0074143,4871,0,2026-04-23,Earn
LT00078821,LOY0007600,FLT0002363,0,0,2021-04-02,Adjustment
LT00078822,LOY0010393,FLT0071425,991,0,2023-03-19,Earn
LT00078823,LOY0002840,,1142,0,2024-03-20,Earn
LT00078824,LOY0028797,,2603,0,2024-09-15,Earn
LT00078825,LOY0018667,FLT0062321,4478,0,2023-02-07,Earn
LT00078826,LOY0000777,FLT0012451,0,0,2020-11-27,Adjustment
LT00078827,LOY0027562,,3302,0,2022-07-09,Earn
LT00078828,LOY0004028,,4185,0,2020-01-05,Earn
LT00078829,LOY0006984,FLT0035040,0,18502,2025-12-15,Redeem
LT00078830,LOY0000245,FLT0021862,1980,0,2026-06-26,Earn
LT00078831,LOY0013735,FLT0008039,4362,0,2026-03-17,Earn
LT00078832,LOY0006030,FLT0076595,0,14068,2020-05-20,Redeem
LT00078833,LOY0027520,,656,0,2023-08-27,Earn
LT00078834,LOY0002754,FLT0076232,72,0,2021-05-01,Earn
LT00078835,LOY0030825,FLT0000415,63,0,2020-02-08,Earn
LT00078836,LOY0014966,FLT0014978,3531,0,2022-02-12,Earn
LT00078837,LOY0004428,,3027,0,2023-04-25,Earn
LT00078838,LOY0013406,,1766,0,2020-02-18,Earn
LT00078839,LOY0031855,FLT0058516,2621,0,2024-12-25,Bonus
LT00078840,LOY0027886,FLT0036299,4845,0,2024-01-17,Earn
LT00078841,LOY0019204,,2509,0,2022-02-14,Earn
LT00078842,LOY0013940,,838,0,2024-01-16,Bonus
LT00078843,LOY0022606,FLT0024004,3021,0,2024-01-22,Earn
LT00078844,LOY0015374,,3842,0,2020-11-14,Earn
LT00078845,LOY0029720,FLT0077436,0,9669,2020-08-26,Redeem
LT00078846,LOY0009587,FLT0036979,4744,0,2022-05-11,Earn
LT00078847,LOY0027596,,1152,0,2020-12-21,Earn
LT00078848,LOY0007395,,2271,0,2024-10-25,Bonus
LT00078849,LOY0007993,FLT0024086,2766,0,2022-12-11,Earn
LT00078850,LOY0022722,FLT0010927,4745,0,2026-06-17,Earn
LT00078851,LOY0023926,FLT0048693,1122,0,2023-06-25,Bonus
LT00078852,LOY0012512,,3430,0,2021-01-13,Earn
LT00078853,LOY0025705,FLT0005644,0,14217,2023-03-24,Redeem
LT00078854,LOY0002361,,3765,0,2021-04-09,Earn
LT00078855,LOY0007345,FLT0042458,3222,0,2023-08-08,Earn
LT00078856,LOY0003380,FLT0056897,927,0,2024-09-10,Earn
LT00078857,LOY0009579,FLT0059363,0,0,2025-12-30,Adjustment
LT00078858,LOY0000938,FLT0042843,0,0,2022-03-21,Adjustment
LT00078859,LOY0000126,FLT0069456,4315,0,2024-06-23,Earn
LT00078860,LOY0011181,FLT0007339,0,0,2022-03-02,Adjustment
LT00078861,LOY0010143,FLT0013655,1688,0,2025-04-09,Earn
LT00078862,LOY0025340,,4325,0,2020-09-03,Earn
LT00078863,LOY0025600,FLT0044932,0,4870,2025-04-20,Redeem
LT00078864,LOY0003546,,3909,0,2025-11-26,Earn
LT00078865,LOY0024916,,367,0,2025-01-30,Bonus
LT00078866,LOY0003426,,4019,0,2025-08-23,Bonus
LT00078867,LOY0024572,FLT0064653,286,0,2023-12-01,Bonus
LT00078868,LOY0015369,FLT0012166,2097,0,2023-06-09,Earn
LT00078869,LOY0018635,,4930,0,2020-08-24,Bonus
LT00078870,LOY0026439,FLT0077157,4314,0,2023-08-23,Earn
LT00078871,LOY0023195,FLT0035118,4985,0,2024-11-03,Earn
LT00078872,LOY0003090,FLT0043665,0,17135,2022-11-30,Redeem
LT00078873,LOY0007160,FLT0000600,653,0,2025-03-27,Earn
LT00078874,LOY0010590,FLT0037259,1048,0,2020-06-02,Earn
LT00078875,LOY0016799,FLT0052317,1386,0,2025-10-22,Earn
LT00078876,LOY0001978,,2472,0,2020-02-27,Earn
LT00078877,LOY0023862,FLT0050107,293,0,2020-11-19,Earn
LT00078878,LOY0010784,FLT0029166,1165,0,2024-11-10,Bonus
LT00078879,LOY0006945,FLT0019174,1210,0,2026-06-02,Earn
LT00078880,LOY0028261,,2344,0,2023-04-02,Earn
LT00078881,LOY0014581,FLT0016769,0,8107,2023-02-26,Redeem
LT00078882,LOY0027756,FLT0004275,3939,0,2020-01-27,Earn
LT00078883,LOY0003599,FLT0025889,3288,0,2023-02-13,Earn
LT00078884,LOY0004272,,4551,0,2020-03-12,Earn
LT00078885,LOY0018958,FLT0025257,4212,0,2024-04-04,Earn
LT00078886,LOY0002175,FLT0011371,0,0,2023-01-27,Adjustment
LT00078887,LOY0026879,FLT0026801,4570,0,2020-12-23,Earn
LT00078888,LOY0002060,FLT0062009,1575,0,2020-03-01,Bonus
LT00078889,LOY0028458,FLT0033644,1539,0,2024-08-15,Earn
LT00078890,LOY0023044,FLT0064763,2559,0,2021-07-30,Earn
LT00078891,LOY0013980,,0,5911,2023-07-29,Redeem
LT00078892,LOY0000836,,703,0,2026-06-20,Earn
LT00078893,LOY0013119,FLT0019375,0,15133,2020-01-21,Redeem
LT00078894,LOY0026448,FLT0008029,3221,0,2020-02-28,Earn
LT00078895,LOY0008927,FLT0050069,0,7374,2024-08-17,Redeem
LT00078896,LOY0030162,,0,1623,2024-08-22,Redeem
LT00078897,LOY0014738,FLT0044825,2224,0,2025-10-23,Earn
LT00078898,LOY0012362,FLT0038158,0,2888,2026-05-17,Redeem
LT00078899,LOY0019518,,0,3634,2025-07-30,Redeem
LT00078900,LOY0032091,,3869,0,2024-05-22,Earn
LT00078901,LOY0025303,FLT0015501,193,0,2020-09-10,Earn
LT00078902,LOY0018736,,4130,0,2021-05-26,Earn
LT00078903,LOY0027394,FLT0013550,2201,0,2023-10-03,Earn
LT00078904,LOY0012146,,0,548,2020-09-21,Redeem
LT00078905,LOY0006645,FLT0037545,0,0,2024-09-19,Adjustment
LT00078906,LOY0024267,FLT0019886,0,0,2022-12-08,Adjustment
LT00078907,LOY0026145,FLT0015940,4351,0,2025-08-16,Bonus
LT00078908,LOY0017489,FLT0037233,0,0,2020-04-24,Adjustment
LT00078909,LOY0001595,,177,0,2022-10-08,Earn
LT00078910,LOY0025479,FLT0019524,0,16173,2024-08-25,Redeem
LT00078911,LOY0020109,FLT0057171,0,7101,2024-07-31,Redeem
LT00078912,LOY0026155,FLT0042177,2356,0,2023-10-01,Bonus
LT00078913,LOY0003406,FLT0071080,2333,0,2026-03-26,Earn
LT00078914,LOY0014087,FLT0043305,4047,0,2025-05-02,Earn
LT00078915,LOY0031088,,2303,0,2020-12-27,Earn
LT00078916,LOY0021131,FLT0008187,1875,0,2023-10-20,Earn
LT00078917,LOY0018370,FLT0036731,0,0,2026-01-10,Adjustment
LT00078918,LOY0010513,,4212,0,2020-11-20,Earn
LT00078919,LOY0004761,FLT0006778,2893,0,2022-10-29,Earn
LT00078920,LOY0003631,FLT0068265,0,0,2025-11-08,Adjustment
LT00078921,LOY0004737,FLT0002755,637,0,2024-03-05,Earn
LT00078922,LOY0018130,,3878,0,2022-03-09,Bonus
LT00078923,LOY0021347,FLT0003779,0,18133,2023-12-11,Redeem
LT00078924,LOY0009257,,4336,0,2020-03-28,Earn
LT00078925,LOY0019102,,255,0,2021-03-28,Earn
LT00078926,LOY0001568,,2133,0,2020-09-21,Bonus
LT00078927,LOY0022680,FLT0062923,0,5776,2020-04-21,Redeem
LT00078928,LOY0001878,FLT0067758,0,0,2025-04-09,Adjustment
LT00078929,LOY0013322,FLT0060642,0,0,2026-01-23,Adjustment
LT00078930,LOY0007390,FLT0074458,4906,0,2022-12-21,Earn
LT00078931,LOY0020777,,4770,0,2025-03-23,Bonus
LT00078932,LOY0014346,FLT0027303,248,0,2021-07-18,Earn
LT00078933,LOY0008548,FLT0030204,1266,0,2026-07-13,Earn
LT00078934,LOY0015146,FLT0053072,3177,0,2021-05-09,Earn
LT00078935,LOY0005817,FLT0058202,0,14614,2022-03-04,Redeem
LT00078936,LOY0013881,FLT0012892,0,7451,2020-08-02,Redeem
LT00078937,LOY0010227,,0,10143,2021-04-12,Redeem
LT00078938,LOY0001352,,0,11070,2024-02-06,Redeem
LT00078939,LOY0006158,FLT0022118,1090,0,2025-11-09,Earn
LT00078940,LOY0022126,,898,0,2023-01-25,Bonus
LT00078941,LOY0020782,FLT0019951,467,0,2025-10-06,Earn
LT00078942,LOY0009804,FLT0059067,0,9821,2025-04-27,Redeem
LT00078943,LOY0016626,,1211,0,2021-01-14,Earn
LT00078944,LOY0009154,FLT0056454,1103,0,2024-10-10,Earn
LT00078945,LOY0003945,FLT0043123,3133,0,2025-11-13,Bonus
LT00078946,LOY0025809,FLT0040468,0,16108,2020-07-23,Redeem
LT00078947,LOY0025784,FLT0036299,834,0,2025-12-23,Earn
LT00078948,LOY0024117,,4378,0,2026-03-07,Earn
LT00078949,LOY0023801,FLT0025364,407,0,2020-08-20,Earn
LT00078950,LOY0010187,FLT0060823,0,18946,2020-10-16,Redeem
LT00078951,LOY0007674,FLT0075987,0,19061,2025-06-18,Redeem
LT00078952,LOY0017872,,0,11790,2023-01-21,Redeem
LT00078953,LOY0008248,,4651,0,2021-10-18,Earn
LT00078954,LOY0010294,FLT0001113,3865,0,2025-11-05,Bonus
LT00078955,LOY0006084,FLT0007410,1750,0,2025-04-12,Earn
LT00078956,LOY0005151,FLT0027472,4545,0,2020-10-23,Earn
LT00078957,LOY0000261,FLT0009034,1563,0,2024-12-24,Earn
LT00078958,LOY0023420,FLT0034573,0,14311,2021-05-04,Redeem
LT00078959,LOY0029069,,1826,0,2021-02-13,Earn
LT00078960,LOY0020632,FLT0029015,4539,0,2023-12-17,Earn
LT00078961,LOY0011858,,0,19575,2023-09-16,Redeem
LT00078962,LOY0005077,FLT0052006,2657,0,2024-03-12,Earn
LT00078963,LOY0000116,,2444,0,2023-07-19,Earn
LT00078964,LOY0005836,FLT0079428,4478,0,2022-12-06,Earn
LT00078965,LOY0000007,,906,0,2024-12-09,Bonus
LT00078966,LOY0008547,FLT0033527,2835,0,2023-09-23,Earn
LT00078967,LOY0001688,,0,9576,2023-03-17,Redeem
LT00078968,LOY0021568,FLT0019125,1219,0,2023-04-26,Earn
LT00078969,LOY0024285,,643,0,2023-03-28,Bonus
LT00078970,LOY0024480,FLT0074536,0,0,2022-09-21,Adjustment
LT00078971,LOY0005773,FLT0023674,0,17847,2021-11-02,Redeem
LT00078972,LOY0026046,FLT0023895,3673,0,2020-10-03,Earn
LT00078973,LOY0002937,,384,0,2025-09-03,Earn
LT00078974,LOY0003512,FLT0007515,1176,0,2026-05-11,Earn
LT00078975,LOY0003917,FLT0055199,3854,0,2024-09-08,Earn
LT00078976,LOY0017590,,2549,0,2022-03-27,Earn
LT00078977,LOY0028002,FLT0061252,0,18757,2024-05-05,Redeem
LT00078978,LOY0016395,,0,1051,2020-02-21,Redeem
LT00078979,LOY0000970,FLT0050538,4473,0,2021-06-29,Earn
LT00078980,LOY0005905,,863,0,2020-11-01,Earn
LT00078981,LOY0013763,FLT0033373,3562,0,2025-08-17,Bonus
LT00078982,LOY0002103,FLT0014575,1606,0,2024-03-26,Earn
LT00078983,LOY0022503,FLT0068959,922,0,2022-09-02,Bonus
LT00078984,LOY0024319,FLT0063693,601,0,2022-01-04,Earn
