seat_assignment_id,flight_id,aircraft_id,seat_number,passenger_id,class
SA00164861,FLT0016625,ACFT00139,13B,PAX00196320,Economy
SA00164862,FLT0016625,ACFT00139,44G,PAX00196321,Economy
SA00164863,FLT0047128,ACFT00387,38H,PAX00196322,Economy
SA00164864,FLT0012521,ACFT00222,22C,PAX00196323,Business
SA00164865,FLT0012521,ACFT00222,29J,PAX00196324,Economy
SA00164866,FLT0039892,ACFT00392,22H,PAX00196325,Economy
SA00164867,FLT0012122,ACFT00114,15E,PAX00196326,Economy
SA00164868,FLT0020125,ACFT00384,12B,PAX00196327,Economy
SA00164869,FLT0020125,ACFT00384,17D,PAX00196328,Economy
SA00164870,FLT0026406,ACFT00532,38C,PAX00196329,Economy
SA00164871,FLT0026406,ACFT00532,37F,PAX00196330,First
SA00164872,FLT0026406,ACFT00532,17C,PAX00196331,Economy
SA00164873,FLT0079670,ACFT00513,14E,PAX00196332,Business
SA00164874,FLT0079670,ACFT00513,24B,PAX00196333,Economy
SA00164875,FLT0032519,ACFT00368,17E,PAX00196334,Economy
SA00164876,FLT0032519,ACFT00368,25J,PAX00196335,Economy
SA00164877,FLT0032519,ACFT00368,21C,PAX00196336,Economy
SA00164878,FLT0003058,ACFT00472,29D,PAX00196338,Economy
SA00164879,FLT0034802,ACFT00112,23F,PAX00196339,Economy
SA00164880,FLT0034802,ACFT00112,19J,PAX00196340,Economy
SA00164881,FLT0034802,ACFT00112,14K,PAX00196341,Economy
SA00164882,FLT0074772,ACFT00540,44F,PAX00196342,Economy
SA00164883,FLT0074772,ACFT00540,33K,PAX00196343,Economy
SA00164884,FLT0019946,ACFT00231,39H,PAX00196344,Economy
SA00164885,FLT0019946,ACFT00231,22D,PAX00196345,Economy
SA00164886,FLT0073878,ACFT00244,15C,PAX00196346,Economy
SA00164887,FLT0027744,ACFT00011,22F,PAX00196347,Business
SA00164888,FLT0027744,ACFT00011,37H,PAX00196348,Economy
SA00164889,FLT0027744,ACFT00011,10K,PAX00196349,Economy
SA00164890,FLT0027744,ACFT00011,28K,PAX00196350,Economy
SA00164891,FLT0014989,ACFT00131,7F,PAX00196351,Economy
SA00164892,FLT0064835,ACFT00006,8G,PAX00196352,Economy
SA00164893,FLT0054204,ACFT00551,22J,PAX00196353,Economy
SA00164894,FLT0054204,ACFT00551,41B,PAX00196354,Economy
SA00164895,FLT0012962,ACFT00342,7F,PAX00196355,Economy
SA00164896,FLT0012962,ACFT00342,29D,PAX00196356,Economy
SA00164897,FLT0012962,ACFT00342,9A,PAX00196357,Business
SA00164898,FLT0009327,ACFT00231,28F,PAX00196358,Business
SA00164899,FLT0003584,ACFT00210,38F,PAX00196359,Economy
SA00164900,FLT0003584,ACFT00210,40K,PAX00196360,Economy
SA00164901,FLT0003584,ACFT00210,20G,PAX00196361,Economy
SA00164902,FLT0055218,ACFT00108,31K,PAX00196363,Economy
SA00164903,FLT0066634,ACFT00252,18C,PAX00196364,Business
SA00164904,FLT0066634,ACFT00252,13C,PAX00196365,Business
SA00164905,FLT0060264,ACFT00055,41K,PAX00196366,Economy
SA00164906,FLT0023102,ACFT00354,26K,PAX00196367,Economy
SA00164907,FLT0079728,ACFT00131,19A,PAX00196368,Economy
SA00164908,FLT0079728,ACFT00131,11F,PAX00196369,Economy
SA00164909,FLT0079728,ACFT00131,22J,PAX00196370,Economy
SA00164910,FLT0045699,ACFT00158,23A,PAX00196371,Economy
SA00164911,FLT0045699,ACFT00158,29C,PAX00196372,Economy
SA00164912,FLT0004364,ACFT00339,10E,PAX00196373,Economy
SA00164913,FLT0074033,ACFT00079,37B,PAX00196374,Economy
SA00164914,FLT0073156,ACFT00541,27E,PAX00196375,Economy
SA00164915,FLT0073156,ACFT00541,20B,PAX00196376,Economy
SA00164916,FLT0051891,ACFT00151,39G,PAX00196377,Business
SA00164917,FLT0051891,ACFT00151,31D,PAX00196378,Economy
SA00164918,FLT0051891,ACFT00151,10B,PAX00196379,Premium Economy
SA00164919,FLT0026473,ACFT00387,25F,PAX00196380,Economy
SA00164920,FLT0026473,ACFT00387,31E,PAX00196381,Economy
SA00164921,FLT0026473,ACFT00387,5A,PAX00196382,Economy
SA00164922,FLT0062965,ACFT00268,43C,PAX00196383,Economy
SA00164923,FLT0013386,ACFT00377,8F,PAX00196384,Economy
SA00164924,FLT0077159,ACFT00440,38E,PAX00196385,Economy
SA00164925,FLT0040842,ACFT00450,10H,PAX00196386,Business
SA00164926,FLT0040842,ACFT00450,31C,PAX00196387,Economy
SA00164927,FLT0063993,ACFT00024,20B,PAX00196388,Economy
SA00164928,FLT0015248,ACFT00338,8G,PAX00196390,Economy
SA00164929,FLT0028916,ACFT00214,44H,PAX00196391,Economy
SA00164930,FLT0028916,ACFT00214,10H,PAX00196392,Economy
SA00164931,FLT0073369,ACFT00471,32E,PAX00196393,Economy
SA00164932,FLT0054999,ACFT00375,11E,PAX00196394,Economy
SA00164933,FLT0054999,ACFT00375,15H,PAX00196395,Economy
SA00164934,FLT0055732,ACFT00439,30A,PAX00196396,First
SA00164935,FLT0055732,ACFT00439,13A,PAX00196397,Premium Economy
SA00164936,FLT0076384,ACFT00017,33K,PAX00196398,Economy
SA00164937,FLT0076384,ACFT00017,11G,PAX00196400,Premium Economy
SA00164938,FLT0030546,ACFT00469,23K,PAX00196401,Economy
SA00164939,FLT0072617,ACFT00385,32G,PAX00196403,Business
SA00164940,FLT0004940,ACFT00594,7J,PAX00196404,Economy
SA00164941,FLT0029512,ACFT00350,8H,PAX00196405,Business
SA00164942,FLT0029512,ACFT00350,43H,PAX00196406,Premium Economy
SA00164943,FLT0037657,ACFT00159,39D,PAX00196408,Premium Economy
SA00164944,FLT0076667,ACFT00295,27D,PAX00196409,First
SA00164945,FLT0076667,ACFT00295,9B,PAX00196410,Economy
SA00164946,FLT0076667,ACFT00295,31K,PAX00196411,Economy
SA00164947,FLT0000632,ACFT00350,23G,PAX00196412,Economy
SA00164948,FLT0068979,ACFT00127,8D,PAX00196413,Economy
SA00164949,FLT0068979,ACFT00127,32E,PAX00196414,Economy
SA00164950,FLT0056353,ACFT00324,28H,PAX00196415,Economy
SA00164951,FLT0056353,ACFT00324,19H,PAX00196416,Economy
SA00164952,FLT0009166,ACFT00523,41K,PAX00196417,Economy
SA00164953,FLT0078002,ACFT00077,39E,PAX00196418,Economy
SA00164954,FLT0078217,ACFT00081,1K,PAX00196419,Economy
SA00164955,FLT0041057,ACFT00446,40F,PAX00196420,Economy
SA00164956,FLT0032578,ACFT00498,2B,PAX00196421,Economy
SA00164957,FLT0035653,ACFT00421,1C,PAX00196422,Economy
SA00164958,FLT0035653,ACFT00421,20B,PAX00196423,Economy
SA00164959,FLT0035653,ACFT00421,29J,PAX00196424,Business
SA00164960,FLT0016655,ACFT00012,13G,PAX00196425,Economy
SA00164961,FLT0016655,ACFT00012,40J,PAX00196426,Premium Economy
SA00164962,FLT0016655,ACFT00012,37C,PAX00196427,Business
SA00164963,FLT0066300,ACFT00097,39K,PAX00196428,Business
SA00164964,FLT0066300,ACFT00097,35C,PAX00196429,Economy
SA00164965,FLT0066300,ACFT00097,11J,PAX00196430,Business
SA00164966,FLT0075459,ACFT00503,1F,PAX00196431,Economy
SA00164967,FLT0075459,ACFT00503,30K,PAX00196432,Economy
SA00164968,FLT0053065,ACFT00166,29K,PAX00196433,Economy
SA00164969,FLT0011830,ACFT00528,3F,PAX00196434,Premium Economy
SA00164970,FLT0011830,ACFT00528,39B,PAX00196435,Economy
SA00164971,FLT0007215,ACFT00308,34F,PAX00196436,Economy
SA00164972,FLT0007215,ACFT00308,8A,PAX00196437,Economy
SA00164973,FLT0017089,ACFT00567,17C,PAX00196439,Economy
SA00164974,FLT0017089,ACFT00567,38G,PAX00196440,Business
SA00164975,FLT0017089,ACFT00567,17F,PAX00196441,Economy
SA00164976,FLT0061400,ACFT00367,15H,PAX00196442,Economy
SA00164977,FLT0041735,ACFT00047,17B,PAX00196443,Economy
SA00164978,FLT0036056,ACFT00575,15E,PAX00196444,Economy
SA00164979,FLT0015014,ACFT00005,10J,PAX00196445,Premium Economy
SA00164980,FLT0032023,ACFT00416,44H,PAX00196446,Economy
SA00164981,FLT0032023,ACFT00416,32F,PAX00196447,Economy
SA00164982,FLT0032023,ACFT00416,32B,PAX00196448,Premium Economy
SA00164983,FLT0032023,ACFT00416,41K,PAX00196449,Premium Economy
SA00164984,FLT0069531,ACFT00381,34J,PAX00196451,Premium Economy
SA00164985,FLT0024722,ACFT00220,14E,PAX00196452,Economy
SA00164986,FLT0024722,ACFT00220,26E,PAX00196453,Economy
SA00164987,FLT0044527,ACFT00066,4K,PAX00196454,Economy
SA00164988,FLT0033618,ACFT00244,15G,PAX00196455,Economy
SA00164989,FLT0033618,ACFT00244,12E,PAX00196456,Economy
SA00164990,FLT0033618,ACFT00244,16B,PAX00196457,Premium Economy
SA00164991,FLT0014150,ACFT00380,34G,PAX00196458,Economy
SA00164992,FLT0014150,ACFT00380,3E,PAX00196459,First
SA00164993,FLT0076374,ACFT00438,3K,PAX00196460,Business
SA00164994,FLT0022286,ACFT00528,7J,PAX00196461,Economy
SA00164995,FLT0022286,ACFT00528,30D,PAX00196462,Economy
SA00164996,FLT0027696,ACFT00286,37K,PAX00196463,Economy
SA00164997,FLT0027696,ACFT00286,29A,PAX00196464,Economy
SA00164998,FLT0011548,ACFT00478,43E,PAX00196465,Economy
SA00164999,FLT0034201,ACFT00051,41E,PAX00196466,Economy
SA00165000,FLT0034201,ACFT00051,25F,PAX00196467,Economy
SA00165001,FLT0008766,ACFT00484,5F,PAX00196468,Economy
SA00165002,FLT0056702,ACFT00210,17D,PAX00196469,Economy
SA00165003,FLT0056702,ACFT00210,31E,PAX00196470,Economy
SA00165004,FLT0000044,ACFT00467,31H,PAX00196471,Economy
SA00165005,FLT0050911,ACFT00235,2J,PAX00196472,Economy
SA00165006,FLT0010215,ACFT00044,29C,PAX00196473,Economy
SA00165007,FLT0075886,ACFT00106,2K,PAX00196478,Business
SA00165008,FLT0013638,ACFT00090,18D,PAX00196479,Economy
SA00165009,FLT0067707,ACFT00052,21H,PAX00196480,Economy
SA00165010,FLT0067707,ACFT00052,15G,PAX00196481,Business
SA00165011,FLT0067707,ACFT00052,6K,PAX00196482,Economy
SA00165012,FLT0029664,ACFT00530,5H,PAX00196483,Economy
SA00165013,FLT0029664,ACFT00530,10B,PAX00196484,Premium Economy
SA00165014,FLT0029664,ACFT00530,23G,PAX00196485,Economy
SA00165015,FLT0079685,ACFT00415,39E,PAX00196486,Economy
SA00165016,FLT0079685,ACFT00415,18E,PAX00196487,Premium Economy
SA00165017,FLT0053061,ACFT00446,10A,PAX00196488,Economy
SA00165018,FLT0053061,ACFT00446,41K,PAX00196489,Economy
SA00165019,FLT0068955,ACFT00550,32G,PAX00196490,Economy
SA00165020,FLT0028165,ACFT00071,8C,PAX00196492,Business
SA00165021,FLT0013641,ACFT00456,7J,PAX00196493,Economy
SA00165022,FLT0013641,ACFT00456,15D,PAX00196494,Economy
SA00165023,FLT0002041,ACFT00326,28K,PAX00196495,Economy
SA00165024,FLT0020021,ACFT00370,14D,PAX00196496,Economy
SA00165025,FLT0065923,ACFT00463,40E,PAX00196497,Premium Economy
SA00165026,FLT0065923,ACFT00463,29E,PAX00196498,Economy
SA00165027,FLT0065923,ACFT00463,16H,PAX00196499,Economy
SA00165028,FLT0056538,ACFT00182,28C,PAX00196500,Economy
SA00165029,FLT0008083,ACFT00086,27A,PAX00196501,Economy
SA00165030,FLT0078326,ACFT00438,14G,PAX00196502,Business
SA00165031,FLT0078326,ACFT00438,22F,PAX00196504,Economy
SA00165032,FLT0009770,ACFT00500,1K,PAX00196505,Economy
SA00165033,FLT0009770,ACFT00500,22F,PAX00196506,Economy
SA00165034,FLT0049816,ACFT00557,32J,PAX00196507,Economy
SA00165035,FLT0072368,ACFT00272,36H,PAX00196508,Economy
SA00165036,FLT0020068,ACFT00388,43E,PAX00196509,Economy
SA00165037,FLT0013131,ACFT00385,2J,PAX00196511,Economy
SA00165038,FLT0013131,ACFT00385,38B,PAX00196512,Economy
SA00165039,FLT0043799,ACFT00440,31A,PAX00196513,Economy
SA00165040,FLT0043799,ACFT00440,44J,PAX00196514,Economy
SA00165041,FLT0043799,ACFT00440,35F,PAX00196515,Economy
SA00165042,FLT0043799,ACFT00440,24J,PAX00196516,Economy
SA00165043,FLT0058558,ACFT00449,37B,PAX00196517,Economy
SA00165044,FLT0058558,ACFT00449,44H,PAX00196518,Economy
SA00165045,FLT0058558,ACFT00449,40G,PAX00196519,Premium Economy
SA00165046,FLT0006889,ACFT00160,42H,PAX00196520,Premium Economy
SA00165047,FLT0006889,ACFT00160,30G,PAX00196521,Economy
SA00165048,FLT0068363,ACFT00001,1H,PAX00196522,Economy
SA00165049,FLT0068363,ACFT00001,35J,PAX00196523,Economy
SA00165050,FLT0068363,ACFT00001,40H,PAX00196524,Business
SA00165051,FLT0051858,ACFT00525,19A,PAX00196525,Economy
SA00165052,FLT0073024,ACFT00400,7B,PAX00196528,Economy
SA00165053,FLT0073024,ACFT00400,2J,PAX00196529,Economy
SA00165054,FLT0073024,ACFT00400,36K,PAX00196530,Economy
SA00165055,FLT0016101,ACFT00208,33C,PAX00196531,Economy
SA00165056,FLT0016101,ACFT00208,34B,PAX00196532,First
SA00165057,FLT0035992,ACFT00595,10G,PAX00196533,Business
SA00165058,FLT0037768,ACFT00237,2K,PAX00196535,Economy
SA00165059,FLT0008879,ACFT00284,20K,PAX00196537,Business
SA00165060,FLT0008879,ACFT00284,29K,PAX00196538,Economy
SA00165061,FLT0062153,ACFT00279,15B,PAX00196539,Economy
SA00165062,FLT0062153,ACFT00279,25J,PAX00196540,Business
SA00165063,FLT0060755,ACFT00300,33F,PAX00196541,Business
SA00165064,FLT0050217,ACFT00267,5H,PAX00196542,Economy
SA00165065,FLT0050217,ACFT00267,2E,PAX00196543,Business
SA00165066,FLT0021874,ACFT00480,42H,PAX00196549,Business
SA00165067,FLT0076732,ACFT00027,11K,PAX00196550,Premium Economy
SA00165068,FLT0076732,ACFT00027,13E,PAX00196551,Economy
SA00165069,FLT0055926,ACFT00013,42D,PAX00196552,Economy
SA00165070,FLT0055926,ACFT00013,35G,PAX00196553,Economy
SA00165071,FLT0055926,ACFT00013,25G,PAX00196554,Economy
SA00165072,FLT0055926,ACFT00013,18K,PAX00196555,Economy
SA00165073,FLT0039479,ACFT00409,43J,PAX00196556,Premium Economy
SA00165074,FLT0039479,ACFT00409,39G,PAX00196557,Economy
SA00165075,FLT0039479,ACFT00409,41H,PAX00196558,Economy
SA00165076,FLT0026574,ACFT00599,26D,PAX00196559,Economy
SA00165077,FLT0026574,ACFT00599,20E,PAX00196560,Premium Economy
SA00165078,FLT0026574,ACFT00599,4G,PAX00196561,Economy
SA00165079,FLT0024885,ACFT00250,44H,PAX00196563,Economy
SA00165080,FLT0052045,ACFT00239,30G,PAX00196564,Business
SA00165081,FLT0053890,ACFT00026,31A,PAX00196565,Economy
SA00165082,FLT0053890,ACFT00026,9G,PAX00196566,Economy
SA00165083,FLT0050105,ACFT00199,39B,PAX00196567,Economy
SA00165084,FLT0050105,ACFT00199,16J,PAX00196568,Business
SA00165085,FLT0061118,ACFT00386,16H,PAX00196569,Economy
SA00165086,FLT0012347,ACFT00290,38E,PAX00196571,First
SA00165087,FLT0046454,ACFT00320,14A,PAX00196572,Economy
SA00165088,FLT0046454,ACFT00320,42B,PAX00196573,Economy
SA00165089,FLT0046454,ACFT00320,2A,PAX00196574,Economy
SA00165090,FLT0060090,ACFT00136,38K,PAX00196575,First
SA00165091,FLT0013395,ACFT00221,17H,PAX00196576,Business
SA00165092,FLT0041467,ACFT00338,44C,PAX00196578,Economy
SA00165093,FLT0041467,ACFT00338,6A,PAX00196579,Economy
SA00165094,FLT0012082,ACFT00062,30B,PAX00196580,Economy
SA00165095,FLT0012082,ACFT00062,3E,PAX00196581,Economy
SA00165096,FLT0017068,ACFT00469,19A,PAX00196583,Economy
SA00165097,FLT0017068,ACFT00469,3J,PAX00196584,Economy
SA00165098,FLT0028226,ACFT00435,44F,PAX00196585,Economy
SA00165099,FLT0040823,ACFT00339,18F,PAX00196587,Economy
SA00165100,FLT0062578,ACFT00232,17H,PAX00196588,Economy
SA00165101,FLT0007037,ACFT00540,32K,PAX00196589,Economy
SA00165102,FLT0073447,ACFT00107,14J,PAX00196590,Economy
SA00165103,FLT0057702,ACFT00311,31D,PAX00196591,Business
SA00165104,FLT0057702,ACFT00311,6F,PAX00196592,Economy
SA00165105,FLT0057702,ACFT00311,33E,PAX00196593,Economy
SA00165106,FLT0071749,ACFT00375,32G,PAX00196594,Economy
SA00165107,FLT0071749,ACFT00375,6E,PAX00196595,Economy
SA00165108,FLT0031051,ACFT00317,17A,PAX00196596,Economy
SA00165109,FLT0063098,ACFT00160,1K,PAX00196597,Economy
SA00165110,FLT0063098,ACFT00160,2A,PAX00196598,First
SA00165111,FLT0063098,ACFT00160,29H,PAX00196600,Economy
SA00165112,FLT0072039,ACFT00059,2D,PAX00196601,Economy
SA00165113,FLT0013936,ACFT00502,22C,PAX00196602,Economy
SA00165114,FLT0013936,ACFT00502,23B,PAX00196603,Economy
SA00165115,FLT0023653,ACFT00006,2J,PAX00196604,First
SA00165116,FLT0063116,ACFT00413,19K,PAX00196605,Business
SA00165117,FLT0012517,ACFT00571,38J,PAX00196606,Economy
SA00165118,FLT0059384,ACFT00397,23J,PAX00196607,Premium Economy
SA00165119,FLT0059384,ACFT00397,44A,PAX00196608,Premium Economy
SA00165120,FLT0047105,ACFT00130,31K,PAX00196609,Premium Economy
SA00165121,FLT0047105,ACFT00130,44K,PAX00196610,Economy
SA00165122,FLT0047105,ACFT00130,21H,PAX00196611,Economy
SA00165123,FLT0047105,ACFT00130,22A,PAX00196612,Premium Economy
SA00165124,FLT0071825,ACFT00436,15G,PAX00196613,Economy
SA00165125,FLT0071825,ACFT00436,41E,PAX00196614,Business
SA00165126,FLT0055237,ACFT00301,26D,PAX00196615,Economy
SA00165127,FLT0036550,ACFT00078,5D,PAX00196616,Economy
SA00165128,FLT0036550,ACFT00078,25B,PAX00196617,Economy
SA00165129,FLT0036550,ACFT00078,31E,PAX00196618,Economy
SA00165130,FLT0070559,ACFT00575,19K,PAX00196619,Economy
SA00165131,FLT0019196,ACFT00598,37B,PAX00196620,First
SA00165132,FLT0036340,ACFT00299,25J,PAX00196621,Premium Economy
SA00165133,FLT0036340,ACFT00299,44F,PAX00196622,Economy
SA00165134,FLT0018266,ACFT00210,20C,PAX00196623,Economy
SA00165135,FLT0018266,ACFT00210,2G,PAX00196624,Economy
SA00165136,FLT0000734,ACFT00579,36F,PAX00196625,Economy
SA00165137,FLT0073832,ACFT00138,28H,PAX00196627,Premium Economy
SA00165138,FLT0073832,ACFT00138,29A,PAX00196629,Business
SA00165139,FLT0035260,ACFT00239,42A,PAX00196631,Premium Economy
SA00165140,FLT0021635,ACFT00580,9D,PAX00196633,Premium Economy
SA00165141,FLT0011767,ACFT00540,33F,PAX00196634,Business
SA00165142,FLT0077053,ACFT00123,42A,PAX00196636,Economy
SA00165143,FLT0025066,ACFT00199,19D,PAX00196637,Premium Economy
SA00165144,FLT0071352,ACFT00246,28A,PAX00196640,Economy
SA00165145,FLT0071352,ACFT00246,27E,PAX00196641,Economy
SA00165146,FLT0077332,ACFT00483,14J,PAX00196644,Economy
SA00165147,FLT0077332,ACFT00483,19A,PAX00196645,Economy
SA00165148,FLT0007407,ACFT00343,31E,PAX00196646,Economy
SA00165149,FLT0043877,ACFT00451,6G,PAX00196647,Economy
SA00165150,FLT0043877,ACFT00451,25C,PAX00196648,First
SA00165151,FLT0077205,ACFT00427,34D,PAX00196649,Economy
SA00165152,FLT0077205,ACFT00427,13F,PAX00196650,Economy
SA00165153,FLT0077205,ACFT00427,44J,PAX00196651,Premium Economy
SA00165154,FLT0077205,ACFT00427,31C,PAX00196652,Economy
SA00165155,FLT0070118,ACFT00598,22E,PAX00196654,Economy
SA00165156,FLT0070118,ACFT00598,13D,PAX00196655,Economy
SA00165157,FLT0067577,ACFT00357,33D,PAX00196656,Business
SA00165158,FLT0065370,ACFT00259,5B,PAX00196657,Business
SA00165159,FLT0065370,ACFT00259,8H,PAX00196658,Business
SA00165160,FLT0017395,ACFT00478,1C,PAX00196659,Economy
SA00165161,FLT0002031,ACFT00064,24G,PAX00196660,Economy
SA00165162,FLT0002031,ACFT00064,17A,PAX00196661,Premium Economy
SA00165163,FLT0014417,ACFT00012,35G,PAX00196662,Economy
SA00165164,FLT0003635,ACFT00268,4J,PAX00196663,Premium Economy
SA00165165,FLT0003635,ACFT00268,40D,PAX00196664,Economy
SA00165166,FLT0003635,ACFT00268,19B,PAX00196665,Economy
SA00165167,FLT0057834,ACFT00421,6E,PAX00196667,Economy
SA00165168,FLT0057834,ACFT00421,14A,PAX00196668,Economy
SA00165169,FLT0068519,ACFT00053,34E,PAX00196669,Economy
SA00165170,FLT0068519,ACFT00053,20G,PAX00196670,Economy
SA00165171,FLT0068519,ACFT00053,21B,PAX00196671,Premium Economy
SA00165172,FLT0060494,ACFT00196,12J,PAX00196672,Premium Economy
SA00165173,FLT0060494,ACFT00196,2K,PAX00196673,First
SA00165174,FLT0060494,ACFT00196,14G,PAX00196674,Economy
SA00165175,FLT0060494,ACFT00196,24J,PAX00196675,Economy
SA00165176,FLT0064017,ACFT00355,25G,PAX00196676,Economy
SA00165177,FLT0069295,ACFT00513,1G,PAX00196677,Economy
SA00165178,FLT0034244,ACFT00161,38H,PAX00196678,Premium Economy
SA00165179,FLT0028540,ACFT00325,37A,PAX00196679,Premium Economy
SA00165180,FLT0028540,ACFT00325,37J,PAX00196680,Business
SA00165181,FLT0070883,ACFT00448,43G,PAX00196681,Economy
SA00165182,FLT0070883,ACFT00448,19A,PAX00196682,Premium Economy
SA00165183,FLT0074796,ACFT00480,15C,PAX00196683,Economy
SA00165184,FLT0074796,ACFT00480,12K,PAX00196684,Premium Economy
SA00165185,FLT0041676,ACFT00357,14H,PAX00196685,Economy
SA00165186,FLT0012669,ACFT00142,33H,PAX00196688,Economy
SA00165187,FLT0059974,ACFT00100,7B,PAX00196689,Business
SA00165188,FLT0026012,ACFT00368,16D,PAX00196690,Economy
SA00165189,FLT0048666,ACFT00438,33B,PAX00196691,Economy
SA00165190,FLT0048666,ACFT00438,6A,PAX00196692,Economy
SA00165191,FLT0048666,ACFT00438,35B,PAX00196693,Economy
SA00165192,FLT0048666,ACFT00438,37H,PAX00196694,Economy
SA00165193,FLT0047985,ACFT00137,18K,PAX00196695,Economy
SA00165194,FLT0053537,ACFT00077,17F,PAX00196696,Economy
SA00165195,FLT0053537,ACFT00077,17F,PAX00196697,Economy
SA00165196,FLT0053537,ACFT00077,28C,PAX00196698,Economy
SA00165197,FLT0053537,ACFT00077,37J,PAX00196699,First
SA00165198,FLT0032100,ACFT00536,25G,PAX00196700,Economy
SA00165199,FLT0032100,ACFT00536,22E,PAX00196701,Economy
SA00165200,FLT0036156,ACFT00073,24F,PAX00196702,Economy
SA00165201,FLT0054815,ACFT00378,13D,PAX00196703,Economy
SA00165202,FLT0021985,ACFT00477,1A,PAX00196707,Economy
SA00165203,FLT0021985,ACFT00477,6B,PAX00196708,Economy
SA00165204,FLT0047182,ACFT00203,10H,PAX00196709,Premium Economy
SA00165205,FLT0047182,ACFT00203,23G,PAX00196710,Premium Economy
SA00165206,FLT0047182,ACFT00203,2H,PAX00196711,Economy
SA00165207,FLT0047182,ACFT00203,35B,PAX00196712,Economy
SA00165208,FLT0066387,ACFT00567,22C,PAX00196713,Economy
SA00165209,FLT0031933,ACFT00374,5A,PAX00196714,Economy
SA00165210,FLT0031933,ACFT00374,5H,PAX00196715,Economy
SA00165211,FLT0031933,ACFT00374,10G,PAX00196716,Business
SA00165212,FLT0016948,ACFT00330,17B,PAX00196718,Economy
SA00165213,FLT0064770,ACFT00488,27C,PAX00196721,Economy
SA00165214,FLT0051305,ACFT00240,40D,PAX00196722,Economy
SA00165215,FLT0051305,ACFT00240,33K,PAX00196724,Economy
SA00165216,FLT0033555,ACFT00020,43G,PAX00196726,Economy
SA00165217,FLT0033555,ACFT00020,21J,PAX00196727,Premium Economy
SA00165218,FLT0025017,ACFT00260,5C,PAX00196728,Premium Economy
SA00165219,FLT0025017,ACFT00260,20C,PAX00196729,Premium Economy
SA00165220,FLT0008438,ACFT00575,14B,PAX00196730,Economy
SA00165221,FLT0008438,ACFT00575,23H,PAX00196731,Economy
SA00165222,FLT0062877,ACFT00488,31C,PAX00196732,Business
SA00165223,FLT0062877,ACFT00488,37K,PAX00196733,Economy
SA00165224,FLT0062877,ACFT00488,18A,PAX00196734,Economy
SA00165225,FLT0013077,ACFT00348,12E,PAX00196736,Economy
SA00165226,FLT0013077,ACFT00348,31G,PAX00196737,Business
SA00165227,FLT0013077,ACFT00348,1D,PAX00196738,Economy
SA00165228,FLT0040448,ACFT00199,31C,PAX00196739,Economy
SA00165229,FLT0040448,ACFT00199,21G,PAX00196740,Economy
SA00165230,FLT0040448,ACFT00199,37J,PAX00196741,Economy
SA00165231,FLT0033670,ACFT00120,41F,PAX00196742,Economy
SA00165232,FLT0058541,ACFT00554,4B,PAX00196743,Economy
SA00165233,FLT0058541,ACFT00554,43A,PAX00196744,Economy
SA00165234,FLT0031142,ACFT00354,37G,PAX00196748,Premium Economy
SA00165235,FLT0031142,ACFT00354,41H,PAX00196749,Premium Economy
SA00165236,FLT0066997,ACFT00533,7K,PAX00196750,Economy
SA00165237,FLT0066997,ACFT00533,43F,PAX00196751,Economy
SA00165238,FLT0008237,ACFT00569,39G,PAX00196752,Economy
SA00165239,FLT0008237,ACFT00569,14J,PAX00196753,Premium Economy
SA00165240,FLT0052597,ACFT00330,23F,PAX00196754,Economy
SA00165241,FLT0007861,ACFT00297,27B,PAX00196756,Economy
SA00165242,FLT0049757,ACFT00490,14B,PAX00196757,Economy
SA00165243,FLT0060615,ACFT00065,39D,PAX00196758,Economy
SA00165244,FLT0069885,ACFT00040,38K,PAX00196759,Economy
SA00165245,FLT0069885,ACFT00040,26C,PAX00196760,Economy
SA00165246,FLT0046704,ACFT00133,21G,PAX00196761,Economy
SA00165247,FLT0046704,ACFT00133,7G,PAX00196762,Economy
SA00165248,FLT0073027,ACFT00278,15H,PAX00196763,Business
SA00165249,FLT0073027,ACFT00278,25K,PAX00196764,Economy
SA00165250,FLT0050182,ACFT00036,22C,PAX00196765,Economy
SA00165251,FLT0044948,ACFT00265,11C,PAX00196766,First
SA00165252,FLT0009859,ACFT00513,24E,PAX00196767,Economy
SA00165253,FLT0009859,ACFT00513,29D,PAX00196768,Economy
SA00165254,FLT0039110,ACFT00248,20G,PAX00196769,Economy
SA00165255,FLT0074668,ACFT00107,10A,PAX00196770,Economy
SA00165256,FLT0074668,ACFT00107,4A,PAX00196771,Premium Economy
SA00165257,FLT0046606,ACFT00021,42D,PAX00196773,Business
SA00165258,FLT0046606,ACFT00021,42B,PAX00196774,Economy
SA00165259,FLT0059980,ACFT00079,8F,PAX00196775,Economy
SA00165260,FLT0059980,ACFT00079,18J,PAX00196776,Premium Economy
SA00165261,FLT0063021,ACFT00013,6K,PAX00196777,Business
SA00165262,FLT0018655,ACFT00057,25H,PAX00196778,Economy
SA00165263,FLT0033747,ACFT00245,7J,PAX00196779,Premium Economy
SA00165264,FLT0062640,ACFT00466,14G,PAX00196781,Economy
SA00165265,FLT0062640,ACFT00466,37C,PAX00196782,Business
SA00165266,FLT0051503,ACFT00505,21B,PAX00196784,Economy
SA00165267,FLT0051503,ACFT00505,1E,PAX00196785,Economy
SA00165268,FLT0046739,ACFT00506,38A,PAX00196786,Economy
